_sentence,_receivers,gps_lock,time,latitude,longitude,altitude
"$$SP,1,10:01:22,4719.2686,01935.9143,23681*10","HA6NN,ha5mrc,OM1ATS,OM5KV,OM3BC",1,10:01:22,47.3211433,19.5985717,23681
"$$SP,1,10:01:51,4719.2569,01935.9200,22357*1D","HA6NN,ha5mrc,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:01:51,47.3209483,19.5986667,22357
"$$SP,1,10:02:23,4719.2150,01935.9228,21150*19","ha5mrc,HA6NN,OM1ATS,OM5KV,OM3BC",1,10:02:23,47.32025,19.5987133,21150
"$$SP,1,10:02:55,4719.1687,01935.9379,20020*14","ha5mrc,HA6NN,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:02:55,47.3194783,19.598965,20020
"$$SP,1,10:03:27,4719.1436,01936.0244,18981*14","HA6NN,ha5mrc,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:03:27,47.31906,19.6004067,18981
"$$SP,1,10:03:59,4719.1187,01936.1279,18024*1B","ha5mrc,HA6NN,OM1ATS,OM5KV,OM3BC",1,10:03:59,47.318645,19.6021317,18024
"$$SP,1,10:04:31,4719.0890,01936.2396,17126*13","ha5mrc,OM5KV-1,OM3BC,OM1ATS,OM5KV",1,10:04:31,47.31815,19.6039933,17126
"$$SP,1,10:05:03,4719.0326,01936.4233,16291*13","ha5mrc,OM5KV,OM5KV-1,OM3BC",1,10:05:03,47.31721,19.607055,16291
"$$SP,1,10:05:35,4718.9951,01936.5879,15506*1B","ha5mrc,OM1ATS,OM5KV-1,OM3BC",1,10:05:35,47.316585,19.6097983,15506
"$$SP,1,10:06:07,4718.9606,01936.7873,14739*13","ha5mrc,OM1ATS,OM5KV-1,OM3BC",1,10:06:07,47.31601,19.6131217,14739
"$$SP,1,10:06:39,4718.9111,01937.0305,14020*1C","HA6NN,ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:06:39,47.315185,19.617175,14020
"$$SP,1,10:07:08,4718.8725,01937.2724,13405*1E","HA6NN,ha5mrc,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:07:08,47.3145417,19.6212067,13405
"$$SP,1,10:07:40,4718.8436,01937.5933,12722*1B","ha5mrc,HA6NN,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:07:40,47.31406,19.626555,12722
"$$SP,1,10:08:12,4718.8092,01937.8995,12098*1E","ha5mrc,HA6NN,OM5KV-1,OM1ATS,OM3BC,OM5KV",1,10:08:12,47.3134867,19.6316583,12098
"$$SP,1,10:08:41,4718.7677,01938.2100,11566*1C","HA6NN,ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:08:41,47.312795,19.6368333,11566
"$$SP,1,10:09:13,4718.7010,01938.5590,11002*10","HA6NN,ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:09:13,47.3116833,19.64265,11002
"$$SP,1,10:09:45,4718.6613,01938.8817,10448*13","ha5mrc,OM3WOR,OM5KV,OM1ATS,OM3BC",1,10:09:45,47.3110217,19.6480283,10448
"$$SP,1,10:10:14,4718.6004,01939.1018,9972*2C","HA6NN,ha5mrc,OM3WOR,OM5KV,OM1ATS,OM3BC,OM5KV-1",1,10:10:14,47.3100067,19.6516967,9972
"$$SP,1,10:10:49,4718.4967,01939.3506,9411*2A","ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:10:49,47.3082783,19.6558433,9411
"$$SP,1,10:11:21,4718.3714,01939.5899,8915*2D","ha5mrc,HA6NN,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:11:21,47.30619,19.6598317,8915
"$$SP,1,10:11:53,4718.2621,01939.8035,8427*21","ha5mrc,HA6NN,OM3WOR,OM5KV,OM1ATS,OM3BC,OM5KV-1",1,10:11:53,47.3043683,19.6633917,8427
"$$SP,1,10:12:25,4718.1857,01939.9969,7952*2E","ha5mrc,HA6NN,OM3WOR,OM5KV,OM1ATS,OM3BC,OM5KV-1",1,10:12:25,47.303095,19.666615,7952
"$$SP,1,10:12:57,4718.1134,01940.1802,7488*27","ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:12:57,47.30189,19.66967,7488
"$$SP,1,10:13:29,4718.0451,01940.3056,7046*25","ha5mrc,HA6NN,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:13:29,47.3007517,19.67176,7046
"$$SP,1,10:14:01,4717.9827,01940.4229,6625*2C","ha5mrc,OM5KV-1,OM1ATS,OM5KV,OM3BC,OM3WOR",1,10:14:01,47.2997117,19.673715,6625
"$$SP,1,10:14:33,4717.9267,01940.5167,6205*2D","ha5mrc,HA6NN,OM3WOR,OM5KV,OM1ATS,OM3BC,OM5KV-1",1,10:14:33,47.2987783,19.6752783,6205
"$$SP,1,10:15:05,4717.8703,01940.5717,5738*26","ha5mrc,HA6NN,OM3WOR,OM5KV,OM1ATS,OM3BC,OM5KV-1",1,10:15:05,47.2978383,19.676195,5738
"$$SP,1,10:15:37,4717.8373,01940.5836,5272*23","ha5mrc,OM5KV-1,OM1ATS,OM5KV,OM3BC,OM3WOR",1,10:15:37,47.2972883,19.6763933,5272
"$$SP,1,10:16:09,4717.8018,01940.6078,4811*2C","ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:16:09,47.2966967,19.6767967,4811
"$$SP,1,10:16:41,4717.7728,01940.6685,4359*28","ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:16:41,47.2962133,19.6778083,4359
"$$SP,1,10:17:16,4717.7973,01940.7275,3886*2F","ha5mrc,OM1ATS,OM5KV-1,OM3BC",1,10:17:16,47.2966217,19.6787917,3886
"$$SP,1,10:18:26,4717.8680,01940.8353,2949*26","ha5mrc,OM1ATS,OM3BC",1,10:18:26,47.2978,19.6805883,2949
"$$SP,1,10:18:58,4717.8394,01940.8567,2534*28","ha5mrc,OM5KV,OM1ATS,OM3BC,OM3WOR,OM5KV-1",1,10:18:58,47.2973233,19.680945,2534
"$$SP,1,10:19:30,4717.8448,01940.8530,2112*23","ha5mrc,OM3BC",1,10:19:30,47.2974133,19.6808833,2112
"$$SP,1,10:19:59,4717.8479,01940.8309,1729*2F",ha5mrc,1,10:19:59,47.297465,19.680515,1729
"$$SP,1,10:20:31,4717.8363,01940.8128,1325*2E",ha5mrc,1,10:20:31,47.2972717,19.6802133,1325
"$$SP,1,10:21:03,4717.8302,01940.7637,929*18",ha5mrc,1,10:21:03,47.29717,19.679395,929
"$$SP,1,10:21:35,4717.8716,01940.7707,543*1E",ha5mrc,1,10:21:35,47.29786,19.6795117,543
