_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,579,21:08:22,51.89857,-2.26568,28557,5,1508,20*54CD","G8KNN-1,G8DHE,PE2G,G4MYS,G8ZBJ,DutchMillbt,F1OIL,SA6BSS,M0JCU,2E0MXS,G0WXI",579,21:08:22,51.89857,-2.26568,28557,5,1508,20
"$$MULDER,580,21:08:55,51.89636,-2.27029,28344,5,1508,20*B1C5","HABJOE_BASE,G8DHE",580,21:08:55,51.89636,-2.27029,28344,5,1508,20
"$$MULDER,581,21:09:14,51.89548,-2.27310,28139,5,1502,00*7FC1","G8KNN-1,G8DHE,SA6BSS,M0UPU,G8KNN,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH",581,21:09:14,51.89548,-2.2731,28139,5,1502,0
"$$MULDER,582,21:09:34,51.89532,-2.27389,27913,5,1489,00*AFD5","G8KNN-1,G8DHE,SA6BSS,G4MYS,M0UPU,F1OIL,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH,G6UIM",582,21:09:34,51.89532,-2.27389,27913,5,1489,0
"$$MULDER,583,21:09:54,51.89424,-2.27745,27676,5,1474,20*0358","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G7BTI,0x17,G8ZBJ,G8KNN,G6GZH",583,21:09:54,51.89424,-2.27745,27676,5,1474,20
"$$MULDER,584,21:10:14,51.89217,-2.28333,27454,5,1468,20*D17D","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,0x17,G8ZBJ,G8KNN,G6GZH",584,21:10:14,51.89217,-2.28333,27454,5,1468,20
"$$MULDER,585,21:10:34,51.89083,-2.28697,27181,5,1466,00*6EFE","G8KNN-1,swl014",585,21:10:34,51.89083,-2.28697,27181,5,1466,0
"$$MULDER,586,21:10:54,51.88955,-2.29030,26872,5,1466,00*7F24","0x17a,G8KNN-1,G8DHE,G8ZBJ,PB0NER,MI0VIM,M6EDF,G4MYS,M0UPU,0x17,G8KNN,swl014,F1OIL,DutchMillbt,M6GTG,2E0MXS,G0WXI,G6GZH,M0JCU,G6UIM",586,21:10:54,51.88955,-2.2903,26872,5,1466,0
"$$MULDER,587,21:11:14,51.88925,-2.29091,26626,5,1466,00*D97C","G8KNN-1,G8DHE,HABJOE_BASE,swl014,DutchMillbt,M0JCU,2E0MXS,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,0x17,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",587,21:11:14,51.88925,-2.29091,26626,5,1466,0
"$$MULDER,588,21:11:19,51.88762,-2.29485,26337,5,1466,20*2AE3","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",588,21:11:19,51.88762,-2.29485,26337,5,1466,20
"$$MULDER,589,21:11:52,51.88495,-2.30056,26085,5,1466,20*1578","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,0x17,2E0KPI,G8ZBJ,M6EDF,G8KNN,G6GZH",589,21:11:52,51.88495,-2.30056,26085,5,1466,20
"$$MULDER,590,21:12:11,51.88341,-2.30342,25841,5,1467,00*3D0B","0x17a,G8KNN-1,G8DHE,PB0NER,0x17,M0UPU,PB1DFT,G4MYS,G8ZBJ,MI0VIM,G6GZH,MatB,RevSpace,M6EDF,DutchMillbt,M0JCU,2E0MXS,G0WXI,F1OIL,G4AIU,G6UIM",590,21:12:11,51.88341,-2.30342,25841,5,1467,0
"$$MULDER,591,21:12:31,51.88182,-2.30607,25593,5,1467,00*B084","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,0x17a,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,0x17,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",591,21:12:31,51.88182,-2.30607,25593,5,1467,0
"$$MULDER,592,21:12:51,51.88042,-2.30912,25340,5,1467,00*BEE8","G8KNN-1,G8DHE,swl014,DutchMillbt,M0JCU,2E0MXS,MI0VIM,G4MYS,M0UPU,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,G8ZBJ,G8KNN",592,21:12:51,51.88042,-2.30912,25340,5,1467,0
"$$MULDER,593,21:13:10,51.87843,-2.31218,25129,5,1467,00*C80F","G8KNN-1,G8DHE,PE2G,G7BTI,M6EDF,0x17,2E0KPI,M0UPU,MI0VIM,G4MYS,swl014,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",593,21:13:10,51.87843,-2.31218,25129,5,1467,0
"$$MULDER,594,21:13:29,51.87724,-2.31503,24918,5,1467,00*0A1F","G8KNN-1,G8DHE,PE2G,MI0VIM,G4MYS,G8ZBJ,0x17,M0UPU,MatB,swl014,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,G6GZH,HABJOE_BASE,G6UIM",594,21:13:29,51.87724,-2.31503,24918,5,1467,0
"$$MULDER,595,21:13:48,51.87661,-2.31753,24782,5,1467,00*A3B3","G8KNN-1,G8DHE,PE2G,MI0VIM,G6UIM,G4MYS,HABJOE_BASE,M6EDF,MatB,G8KNN,swl014,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",595,21:13:48,51.87661,-2.31753,24782,5,1467,0
"$$MULDER,596,21:14:07,51.87643,-2.32004,24646,5,1467,00*0BE4","HABJOE_BASE,G8KNN-1,G8DHE,PE2G,G8ZBJ,0x17,G4MYS,M0UPU,MI0VIM,MatB,G8KNN,swl014,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",596,21:14:07,51.87643,-2.32004,24646,5,1467,0
"$$MULDER,597,21:14:26,51.87609,-2.32254,24549,5,1466,00*C9C2","G8KNN-1,G8DHE,G7BTI,MI0VIM,M0UPU,G4MYS,GW0KAX,0x17,G4AIU,MatB,G8KNN,swl014,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,HABJOE_BASE,G6UIM",597,21:14:26,51.87609,-2.32254,24549,5,1466,0
"$$MULDER,598,21:14:46,51.87508,-2.32513,24449,5,1466,00*DA6B","G8KNN-1,G8DHE,HABJOE_BASE,swl014,M0JCU,2E0MXS,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,G8ZBJ,G8KNN,G6GZH",598,21:14:46,51.87508,-2.32513,24449,5,1466,0
"$$MULDER,599,21:15:06,51.87399,-2.32758,24337,5,1466,00*6EE0","G8KNN-1,G8DHE,MI0VIM,G6UIM,G4MYS,GW0KAX,0x17,MatB,RevSpace,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",599,21:15:06,51.87399,-2.32758,24337,5,1466,0
"$$MULDER,600,21:15:26,51.87337,-2.33025,24219,5,1466,00*C8FF","G8KNN-1,G8DHE,swl014,DutchMillbt,M0JCU,2E0MXS,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,PB1DFT,G8ZBJ,G6GZH",600,21:15:26,51.87337,-2.33025,24219,5,1466,0
"$$MULDER,601,21:15:46,51.87220,-2.33336,24082,5,1465,00*5C87","0x17a,G8KNN-1,G8DHE,PE2G,G8ZBJ,GW0KAX,PB0NER,MI0VIM,RevSpace,PB1DFT,G4MYS,M0UPU,swl014,F1OIL,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",601,21:15:46,51.8722,-2.33336,24082,5,1465,0
"$$MULDER,602,21:16:06,51.87071,-2.33603,23903,6,1466,00*27D2","G8KNN-1,G8DHE,SA6BSS,swl014,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,PB1DFT,2E0KPI,G8ZBJ,G6GZH",602,21:16:06,51.87071,-2.33603,23903,6,1466,0
"$$MULDER,603,21:16:10,51.87035,-2.33652,23714,6,1466,00*7133","G8KNN-1,G8DHE,SA6BSS,swl014,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,G8ZBJ,G6GZH",603,21:16:10,51.87035,-2.33652,23714,6,1466,0
"$$MULDER,604,21:16:44,51.86789,-2.34015,23476,6,1466,20*6387","G8KNN-1,SA6BSS,swl014,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,G8ZBJ,G6GZH",604,21:16:44,51.86789,-2.34015,23476,6,1466,20
"$$MULDER,605,21:17:04,51.86656,-2.34230,23272,6,1466,00*5B3F","G8KNN-1,SA6BSS,swl014,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",605,21:17:04,51.86656,-2.3423,23272,6,1466,0
"$$MULDER,606,21:17:24,51.86517,-2.34317,23022,6,1465,00*1685","G8KNN-1,HABJOE_BASE,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,0x17a,M0UPU,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,G8ZBJ,G8KNN,G6GZH",606,21:17:24,51.86517,-2.34317,23022,6,1465,0
"$$MULDER,607,21:17:44,51.86411,-2.34356,22798,6,1464,00*60CC","0x17a,G8KNN-1,2E0MXS,PE2G,PB0NER,MI0VIM,PB1DFT,G4MYS,G8ZBJ,g0nzo,MatB,G8KNN,DutchMillbt,M0JCU,GW0KAX,G0WXI,G6GZH,G4AIU,G6UIM",607,21:17:44,51.86411,-2.34356,22798,6,1464,0
"$$MULDER,608,21:18:04,51.86301,-2.34410,22614,6,1464,00*398F","0x17a,G8KNN-1,G8ZBJ,PE2G,g0nzo,MI0VIM,PB1DFT,G4AIU,GW0KAX,MatB,G8KNN,RevSpace,F1OIL,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH,G4MYS,G6UIM",608,21:18:04,51.86301,-2.3441,22614,6,1464,0
"$$MULDER,609,21:18:08,51.86278,-2.34398,22423,6,1464,00*C0B3","0x17a,G8KNN-1,GW0KAX,PB0NER,MI0VIM,2E0KPI,G8ZBJ,g0nzo,MatB,G8KNN,swl014,F1OIL,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",609,21:18:08,51.86278,-2.34398,22423,6,1464,0
"$$MULDER,610,21:18:29,51.86180,-2.34401,22239,6,1464,20*A208","G8KNN-1,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,0x17a,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",610,21:18:29,51.8618,-2.34401,22239,6,1464,20
"$$MULDER,611,21:19:03,51.86048,-2.34487,22068,6,1464,20*B2C0","G8KNN-1,swl014,DutchMillbt,M0JCU,2E0MXS,0x17a,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",611,21:19:03,51.86048,-2.34487,22068,6,1464,20
"$$MULDER,612,21:19:23,51.85971,-2.34501,21895,5,1463,00*70A3","G8KNN-1,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,0x17a,MI0VIM,G4MYS,GW0KAX,MatB,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",612,21:19:23,51.85971,-2.34501,21895,5,1463,0
"$$MULDER,613,21:19:43,51.85910,-2.34587,21737,6,1463,00*D138","0x17a,G8KNN-1,G8DHE,PB0NER,G6GZH,2E0MXS,PB1DFT,G4MYS,G8ZBJ,g0nzo,MatB,G8KNN,swl014,F1OIL,DutchMillbt,M6GTG,2E0KPI,G0WXI,G4AIU,M0JCU,G6UIM",613,21:19:43,51.8591,-2.34587,21737,6,1463,0
"$$MULDER,614,21:19:47,51.85899,-2.34606,21547,6,1462,00*EDB4","0x17a,G8KNN-1,G8DHE,PB0NER,G6GZH,2E0MXS,PB1DFT,G4MYS,G8ZBJ,g0nzo,MatB,G8KNN,swl014,F1OIL,DutchMillbt,M6GTG,2E0KPI,G0WXI,G4AIU,M0JCU,G6UIM",614,21:19:47,51.85899,-2.34606,21547,6,1462,0
"$$MULDER,615,21:20:08,51.85822,-2.34716,21371,6,1461,20*1342","0x17a,G8KNN-1,G8DHE,GW0KAX,PB0NER,MI0VIM,M0JCU,swl014,G4MYS,G8ZBJ,g0nzo,MatB,2E0KPI,F1OIL,DutchMillbt,M6GTG,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",615,21:20:08,51.85822,-2.34716,21371,6,1461,20
"$$MULDER,616,21:20:41,51.85752,-2.34912,21190,6,1461,20*C47C","0x17a,g0nzo,G8DHE,G8KNN-1,MI0VIM,PB0NER,G4MYS,G8KNN,swl014,F1OIL,DutchMillbt,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",616,21:20:41,51.85752,-2.34912,21190,6,1461,20
"$$MULDER,617,21:21:01,51.85750,-2.34917,20979,6,1462,00*3E52","M0JCU,G8DHE",617,21:21:01,51.8575,-2.34917,20979,6,1462,0
"$$MULDER,618,21:21:20,51.85658,-2.34959,20710,6,1461,20*D9D6","G8KNN-1,G8DHE,G4MYS,G8ZBJ,swl014,M0JCU,G0WXI",618,21:21:20,51.85658,-2.34959,20710,6,1461,20
"$$MULDER,622,21:22:25,51.85416,-2.34916,19286,6,1460,20*AC79",G7BTI,622,21:22:25,51.85416,-2.34916,19286,6,1460,20
"$$MULDER,627,21:24:05,51.85193,-2.34498,17703,6,1460,20*CDA4","g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,2E0MXS,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,G7BTI,M0JCU,GW0KAX,G0WXI,G4AIU",627,21:24:05,51.85193,-2.34498,17703,6,1460,20
"$$MULDER,628,21:24:39,51.85080,-2.34307,17415,6,1459,20*D0D0","G8KNN-1,G8DHE,g0nzo,MatB,M0JCU,2E0MXS,G0WXI",628,21:24:39,51.8508,-2.34307,17415,6,1459,20
"$$MULDER,629,21:24:58,51.84984,-2.34149,17203,6,1459,00*D4D6","G8KNN-1,G8DHE,G7BTI,F1OIL,M0JCU,2E0MXS",629,21:24:58,51.84984,-2.34149,17203,6,1459,0
"$$MULDER,630,21:25:18,51.84883,-2.33990,16928,6,1459,00*5558","G8KNN-1,g0nzo,G4MYS,F1OIL,2E0MXS,G0WXI",630,21:25:18,51.84883,-2.3399,16928,6,1459,0
"$$MULDER,631,21:25:38,51.84786,-2.33901,16684,6,1458,00*FE2D","G8KNN-1,G8DHE,G7BTI,g0nzo,G4MYS,F1OIL,M0JCU,2E0MXS,G0WXI",631,21:25:38,51.84786,-2.33901,16684,6,1458,0
"$$MULDER,632,21:25:58,51.84704,-2.33745,16427,6,1457,00*DECD","G8KNN-1,G8DHE,SA6BSS,g0nzo,G4MYS,F1OIL,M0JCU,G0WXI",632,21:25:58,51.84704,-2.33745,16427,6,1457,0
"$$MULDER,633,21:26:02,51.84689,-2.33720,16209,6,1456,00*9126","g0nzo,G8DHE,G7BTI,G8KNN-1,ULC_websdr,G4MYS,G8ZBJ,G8KNN,F1OIL,SA6BSS,M0JCU,2E0MXS,G0WXI,G4AIU",633,21:26:02,51.84689,-2.3372,16209,6,1456,0
"$$MULDER,634,21:26:38,51.84595,-2.33606,15953,6,1457,20*2956","0x17a,g0nzo,G8DHE,G7BTI,G8KNN-1,0x17,G0WXI,G4MYS,G8ZBJ,G8KNN,F1OIL,M0JCU,2E0MXS,ULC_websdr,G4AIU,G6UIM",634,21:26:38,51.84595,-2.33606,15953,6,1457,20
"$$MULDER,635,21:26:58,51.84398,-2.33246,15703,6,1458,20*AA88","0x17a,g0nzo,G8DHE,G7BTI,G8KNN-1,0x17,ULC_websdr,G4BWR,G4MYS,G8ZBJ,F1OIL,SA6BSS,M0JCU,2E0MXS,G0WXI,G4AIU,G6UIM",635,21:26:58,51.84398,-2.33246,15703,6,1458,20
"$$MULDER,636,21:27:18,51.84332,-2.32960,15436,6,1458,00*B945","0x17a,G8KNN-1,G8DHE,SA6BSS,g0nzo,0x17,ULC_websdr,G4MYS,F1OIL,G7BTI,M0JCU,2E0MXS,G0WXI,G4AIU,G6UIM",636,21:27:18,51.84332,-2.3296,15436,6,1458,0
"$$MULDER,637,21:27:38,51.84325,-2.32722,15141,6,1456,00*AA36","g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,G0WXI,G4BWR,G4MYS,F1OIL,M0JCU,2E0MXS,ULC_websdr,G4AIU,G6UIM",637,21:27:38,51.84325,-2.32722,15141,6,1456,0
"$$MULDER,638,21:27:57,51.84270,-2.32530,14821,6,1456,00*B317","0x17a,G8KNN-1,G8DHE,SA6BSS,g0nzo,0x17,G0WXI,G4BWR,2E0KPI,G6GZH,F1OIL,M0JCU,2E0MXS,ULC_websdr,G4MYS,G4AIU,G6UIM",638,21:27:57,51.8427,-2.3253,14821,6,1456,0
"$$MULDER,639,21:28:17,51.84228,-2.32297,14579,6,1456,00*4736","0x17a,G8KNN-1,G8DHE,SA6BSS,g0nzo,0x17,ULC_websdr,2E0MXS,G4MYS,G8ZBJ,G8KNN,F1OIL,M0JCU,2E0KPI,G0WXI,G6GZH,G4AIU,G6UIM",639,21:28:17,51.84228,-2.32297,14579,6,1456,0
"$$MULDER,640,21:28:37,51.84185,-2.32084,14373,6,1456,00*43C5","0x17a,G8KNN-1,G8DHE,SA6BSS,g0nzo,0x17,G0WXI,G4MYS,G8ZBJ,F1OIL,G7BTI,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU,G6UIM",640,21:28:37,51.84185,-2.32084,14373,6,1456,0
"$$MULDER,641,21:28:41,51.84174,-2.32048,14263,6,1455,00*ED88","0x17a,g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,G0WXI,G4MYS,G8ZBJ,MatB,F1OIL,G7BTI,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU,G6UIM",641,21:28:41,51.84174,-2.32048,14263,6,1455,0
"$$MULDER,642,21:29:16,51.84066,-2.31643,14154,6,1456,20*0303","0x17a,g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,ULC_websdr,G4MYS,G8ZBJ,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",642,21:29:16,51.84066,-2.31643,14154,6,1456,20
"$$MULDER,643,21:29:36,51.84021,-2.31405,14047,6,1456,00*50CB","0x17a,g0nzo,G8DHE,SA6BSS,G8KNN-1,0x17,ULC_websdr,G4AIU,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4MYS,G6UIM",643,21:29:36,51.84021,-2.31405,14047,6,1456,0
"$$MULDER,644,21:29:56,51.83995,-2.31169,13893,6,1455,00*71E3","0x17a,G8KNN-1,g0nzo,0x17,G0WXI,G4MYS,M0UPU,F1OIL,G8ZBJ,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU,G6UIM",644,21:29:56,51.83995,-2.31169,13893,6,1455,0
"$$MULDER,645,21:30:16,51.83971,-2.30926,13763,6,1454,00*4436","g0nzo,G8DHE,G6UIM,G4MYS,G8ZBJ,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,M0UPU",645,21:30:16,51.83971,-2.30926,13763,6,1454,0
"$$MULDER,646,21:30:36,51.83951,-2.30696,13617,6,1454,00*B31F","g0nzo,G8DHE,G4MYS,G8ZBJ,F1OIL,M0JCU,G0WXI,M0UPU",646,21:30:36,51.83951,-2.30696,13617,6,1454,0
"$$MULDER,647,21:30:56,51.83948,-2.30508,13460,6,1455,00*C259","0x17a,G8KNN-1,G8DHE,0x17,G6GZH,M0UPU,MatB,G8KNN,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G4AIU,G4MYS,G6UIM",647,21:30:56,51.83948,-2.30508,13460,6,1455,0
"$$MULDER,648,21:31:00,51.83944,-2.30467,13293,6,1454,00*2B77","G8KNN-1,G8DHE,G7BTI,0x17,G4MYS,M0UPU,F1OIL,M0JCU,G0WXI,G6GZH,G4AIU,G6UIM",648,21:31:00,51.83944,-2.30467,13293,6,1454,0
"$$MULDER,649,21:31:21,51.83903,-2.30207,13134,6,1455,20*7698","0x17a,M0UPU,G8DHE,0x17,G4MYS,G8ZBJ,M0JCU,G0WXI,G6GZH",649,21:31:21,51.83903,-2.30207,13134,6,1455,20
"$$MULDER,650,21:31:54,51.83818,-2.29759,13040,6,1455,20*1BF6","0x17a,G8KNN-1,G8DHE,G4MYS,M0UPU,F1OIL,M0JCU,G0WXI,G6GZH,G4AIU,G6UIM",650,21:31:54,51.83818,-2.29759,13040,6,1455,20
"$$MULDER,651,21:32:14,51.83780,-2.29504,12939,6,1457,00*3629","0x17a,G8KNN-1,0x17,G4MYS,M0UPU,MatB,G8KNN,F1OIL,M0JCU,G0WXI,G6GZH,G4AIU,G6UIM",651,21:32:14,51.8378,-2.29504,12939,6,1457,0
"$$MULDER,652,21:32:34,51.83731,-2.29262,12819,6,1457,00*8F5A","0x17a,G8KNN-1,SA6BSS,0x17,G4MYS,M0UPU,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",652,21:32:34,51.83731,-2.29262,12819,6,1457,0
"$$MULDER,653,21:32:54,51.83698,-2.28982,12705,6,1458,00*C692","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G4AIU,M0UPU,MatB,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4MYS",653,21:32:54,51.83698,-2.28982,12705,6,1458,0
"$$MULDER,654,21:33:14,51.83696,-2.28702,12595,6,1460,00*D67B","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G0WXI,G6GZH,M0UPU,MatB,F1OIL,G8ZBJ,M0JCU,2E0MXS,ULC_websdr,G4AIU,G4MYS",654,21:33:14,51.83696,-2.28702,12595,6,1460,0
"$$MULDER,655,21:33:34,51.83707,-2.28419,12491,6,1460,00*D595","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,ULC_websdr,G6GZH,G8ZBJ,MatB,F1OIL,M0JCU,2E0MXS,G0WXI,G4AIU,G4MYS,M0UPU",655,21:33:34,51.83707,-2.28419,12491,6,1460,0
"$$MULDER,656,21:33:54,51.83713,-2.28141,12383,6,1460,00*16CF","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,ULC_websdr,G4MYS,M0UPU,MatB,F1OIL,G8ZBJ,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU",656,21:33:54,51.83713,-2.28141,12383,6,1460,0
"$$MULDER,657,21:34:14,51.83692,-2.27870,12272,6,1459,00*B01C","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G0WXI,G4MYS,G8ZBJ,MatB,F1OIL,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU,M0UPU",657,21:34:14,51.83692,-2.2787,12272,6,1459,0
"$$MULDER,658,21:34:34,51.83679,-2.27563,12164,6,1460,00*DEFA","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G0WXI,G4MYS,M0UPU,MatB,F1OIL,G8ZBJ,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU",658,21:34:34,51.83679,-2.27563,12164,6,1460,0
"$$MULDER,659,21:34:38,51.83679,-2.27498,12057,6,1461,00*3B09","0x17a,G8KNN-1,G8DHE,SA6BSS,0x17,G0WXI,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,ULC_websdr,G6GZH,G4AIU",659,21:34:38,51.83679,-2.27498,12057,6,1461,0
"$$MULDER,660,21:34:59,51.83704,-2.27150,11944,6,1461,20*1133","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",660,21:34:59,51.83704,-2.2715,11944,6,1461,20
"$$MULDER,661,21:35:33,51.83764,-2.26740,11841,6,1461,20*10D8","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",661,21:35:33,51.83764,-2.2674,11841,6,1461,20
"$$MULDER,662,21:35:53,51.83783,-2.26468,11749,5,1462,00*383F","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",662,21:35:53,51.83783,-2.26468,11749,5,1462,0
"$$MULDER,663,21:36:13,51.83815,-2.26153,11649,6,1462,00*0326","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",663,21:36:13,51.83815,-2.26153,11649,6,1462,0
"$$MULDER,664,21:36:33,51.83830,-2.25862,11556,6,1462,00*C6ED","0x17a,G8KNN-1,G8DHE,0x17,G4MYS,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4AIU,G6UIM",664,21:36:33,51.8383,-2.25862,11556,6,1462,0
"$$MULDER,665,21:36:53,51.83827,-2.25526,11462,7,1462,00*592C","0x17a,G8KNN-1,G8DHE,0x17,G4AIU,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G6GZH,G4MYS,G6UIM",665,21:36:53,51.83827,-2.25526,11462,7,1462,0
"$$MULDER,666,21:37:13,51.83845,-2.25200,11365,7,1463,00*DA21","0x17a,G8KNN-1,G8DHE,0x17,G6GZH,G8ZBJ,MatB,G8KNN,F1OIL,M0JCU,2E0MXS,G0WXI,G4AIU,G4MYS,G6UIM",666,21:37:13,51.83845,-2.252,11365,7,1463,0
