_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,batterymv,status
"$$MULDER,442,20:23:37,52.08225,-1.97275,21792,6,1502,20*F0AA","G8KNN-1,G8DHE,SA6BSS,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,0x17,PB1DFT,G8ZBJ,M6EDF,G8KNN,G6GZH",442,20:23:37,52.08225,-1.97275,21792,6,1502,20
"$$MULDER,443,20:23:57,52.08210,-1.97258,21880,5,1502,00*4F46","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,g0nzo,G7BTI,PB1DFT,G8ZBJ,M6EDF,G8KNN,G6GZH",443,20:23:57,52.0821,-1.97258,21880,5,1502,0
"$$MULDER,444,20:24:17,52.08174,-1.97285,21973,6,1503,00*6143","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,M0UPU,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,0x17,G8KNN,G6GZH",444,20:24:17,52.08174,-1.97285,21973,6,1503,0
"$$MULDER,445,20:24:37,52.08123,-1.97363,22063,5,1503,00*E1E4","G8KNN-1,G8DHE,M0DTS,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,G8ZBJ,M6EDF,G6GZH",445,20:24:37,52.08123,-1.97363,22063,5,1503,0
"$$MULDER,446,20:24:57,52.08123,-1.97399,22157,6,1504,00*14EA","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,G8ZBJ,M6EDF,G6GZH",446,20:24:57,52.08123,-1.97399,22157,6,1504,0
"$$MULDER,447,20:25:01,52.08120,-1.97397,22179,5,1504,00*004D","G8KNN-1,G8DHE,M0DTS,DutchMillbt,M0JCU,2E0MXS,M6GTG,F5APQ,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,0x17,PB1DFT,G8ZBJ,M6EDF,G6GZH",447,20:25:01,52.0812,-1.97397,22179,5,1504,0
"$$MULDER,448,20:25:36,52.08081,-1.97357,22344,6,1505,20*1729","G8KNN-1,G8DHE,SA6BSS,M0DTS,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,F5APQ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,G8ZBJ,M6EDF,G6GZH",448,20:25:36,52.08081,-1.97357,22344,6,1505,20
"$$MULDER,449,20:25:56,52.08024,-1.97334,22431,6,1505,00*07F5","G8KNN-1,G8DHE,SA6BSS,DutchMillbt,M6GTG,2E0MXS,ULC_websdr,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",449,20:25:56,52.08024,-1.97334,22431,6,1505,0
"$$MULDER,450,20:26:16,52.07962,-1.97277,22520,6,1502,00*5AF3","G8KNN-1,G8DHE,M0DTS,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",450,20:26:16,52.07962,-1.97277,22520,6,1502,0
"$$MULDER,451,20:26:36,52.07876,-1.97256,22613,5,1501,00*0B50","G8KNN-1,G8DHE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",451,20:26:36,52.07876,-1.97256,22613,5,1501,0
"$$MULDER,452,20:26:40,52.07863,-1.97255,22637,6,1499,00*542D","G8KNN-1,G8DHE,M0DTS,swl014,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",452,20:26:40,52.07863,-1.97255,22637,6,1499,0
"$$MULDER,453,20:27:15,52.07810,-1.97226,22732,5,1497,20*FA8D","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,G8ZBJ,M6EDF",453,20:27:15,52.0781,-1.97226,22732,5,1497,20
"$$MULDER,454,20:27:34,52.07681,-1.97222,22896,6,1496,20*607E","G8KNN-1,G8DHE,SA6BSS,swl014,DutchMillbt,M0JCU,2E0MXS,ULC_websdr,M6GTG,F5APQ,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF",454,20:27:34,52.07681,-1.97222,22896,6,1496,20
"$$MULDER,455,20:27:38,52.07654,-1.97230,22914,6,1499,00*E9C4","G8KNN-1,G8DHE,HABJOE_BASE,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF",455,20:27:38,52.07654,-1.9723,22914,6,1499,0
"$$MULDER,456,20:27:59,52.07540,-1.97225,23007,5,1500,20*E05E","G8KNN-1,G3ZGZ,G8DHE,G7BTI,M0JCU,PB1DFT,2E0KPI,G8ZBJ,M6EDF,RevSpace,F1OIL,DutchMillbt,M6GTG,2E0MXS,G4AIU,G4MYS,G6UIM",456,20:27:59,52.0754,-1.97225,23007,5,1500,20
"$$MULDER,457,20:28:33,52.07297,-1.97246,23170,5,1499,20*76B3","HABJOE_BASE,G8KNN-1,G3ZGZ,G8DHE,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH,RevSpace,F1OIL,DutchMillbt,M6GTG,2E0MXS,G4AIU,M0JCU,G6UIM",457,20:28:33,52.07297,-1.97246,23170,5,1499,20
"$$MULDER,458,20:28:53,52.07166,-1.97395,23271,6,1493,00*73CC","G8KNN-1,G3ZGZ,G8DHE,PE2G,M6GTG,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G4AIU,RevSpace,F1OIL,DutchMillbt,M0JCU,2E0MXS,G6GZH,G4MYS,G6UIM",458,20:28:53,52.07166,-1.97395,23271,6,1493,0
"$$MULDER,459,20:29:12,52.07016,-1.97505,23368,5,1494,00*F9CA","G8KNN-1,G3ZGZ,G8DHE,PE2G,RevSpace,2E0MXS,PB1DFT,2E0KPI,M6EDF,swl014,F1OIL,G7BTI,M0JCU,G4MYS,G0WXI,G6GZH,G4AIU,G6UIM",459,20:29:12,52.07016,-1.97505,23368,5,1494,0
"$$MULDER,460,20:29:31,52.06890,-1.97588,23464,6,1494,00*B17F","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,DutchMillbt,M0JCU,2E0MXS,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",460,20:29:31,52.0689,-1.97588,23464,6,1494,0
"$$MULDER,461,20:29:51,52.06752,-1.97667,23566,5,1495,00*B426","G8KNN-1,G8DHE,HABJOE_BASE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,G3ZGZ,G4MYS,M0RPI,RevSpace,F1OIL,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,G8ZBJ,M6EDF,G6GZH",461,20:29:51,52.06752,-1.97667,23566,5,1495,0
"$$MULDER,462,20:30:11,52.06578,-1.97774,23678,5,1490,00*6B55","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,DutchMillbt,M6GTG,2E0MXS,G3ZGZ,G4MYS,M0UPU,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,G8ZBJ,M6EDF,G6GZH",462,20:30:11,52.06578,-1.97774,23678,5,1490,0
"$$MULDER,463,20:30:31,52.06394,-1.97895,23784,6,1476,00*F838","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,DutchMillbt,M6GTG,2E0MXS,M0JCU,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G7BTI,2E0KPI,G8ZBJ,M6EDF,G6GZH",463,20:30:31,52.06394,-1.97895,23784,6,1476,0
"$$MULDER,464,20:30:51,52.06211,-1.98040,23890,6,1473,00*5230","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,2E0KPI,G8ZBJ,G6GZH",464,20:30:51,52.06211,-1.9804,23890,6,1473,0
"$$MULDER,465,20:31:11,52.06180,-1.98070,23914,5,1486,00*D0CE","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,G8ZBJ,M6EDF,G6GZH",465,20:31:11,52.0618,-1.9807,23914,5,1486,0
"$$MULDER,466,20:31:30,52.05893,-1.98447,24082,5,1493,20*5014","G8KNN-1,G8DHE,HABJOE_BASE,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,G8ZBJ,M6EDF,G6GZH",466,20:31:30,52.05893,-1.98447,24082,5,1493,20
"$$MULDER,467,20:31:50,52.05746,-1.98729,24169,5,1493,00*8321","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,PB0NER,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",467,20:31:50,52.05746,-1.98729,24169,5,1493,0
"$$MULDER,468,20:32:10,52.05612,-1.98999,24266,5,1494,00*A61A","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",468,20:32:10,52.05612,-1.98999,24266,5,1494,0
"$$MULDER,469,20:32:14,52.05591,-1.99041,24282,5,1493,00*528A","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G6GZH",469,20:32:14,52.05591,-1.99041,24282,5,1493,0
"$$MULDER,470,20:32:35,52.05492,-1.99307,24374,5,1488,20*BE75","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,F1OIL,G6UIM,PB0NER,G0WXI,G4AIU,2E0KPI,M6EDF,G6GZH",470,20:32:35,52.05492,-1.99307,24374,5,1488,20
"$$MULDER,471,20:33:10,52.05267,-1.99704,24507,4,1490,20*C1CF","G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,2E0KPI,M6EDF,G6GZH",471,20:33:10,52.05267,-1.99704,24507,4,1490,20
"$$MULDER,472,20:33:29,52.05131,-1.99967,24583,5,1493,00*F12F","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,2E0KPI,M6EDF,G6GZH",472,20:33:29,52.05131,-1.99967,24583,5,1493,0
"$$MULDER,473,20:33:49,52.05040,-2.00254,24686,5,1495,00*2C4D","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,M6EDF,G6GZH",473,20:33:49,52.0504,-2.00254,24686,5,1495,0
"$$MULDER,474,20:34:09,52.04988,-2.00554,24781,5,1497,00*4730","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,G4MYS,M0UPU,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,M6EDF,G6GZH",474,20:34:09,52.04988,-2.00554,24781,5,1497,0
"$$MULDER,475,20:34:29,52.04930,-2.00849,24871,5,1493,00*CF5C","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,M6EDF,G6GZH",475,20:34:29,52.0493,-2.00849,24871,5,1493,0
"$$MULDER,476,20:34:49,52.04822,-2.01145,24966,5,1484,00*A222","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,2E0KPI,G6GZH",476,20:34:49,52.04822,-2.01145,24966,5,1484,0
"$$MULDER,477,20:35:09,52.04673,-2.01445,25073,5,1477,00*7031","G8KNN-1,HABJOE_BASE,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8KNN,G6GZH",477,20:35:09,52.04673,-2.01445,25073,5,1477,0
"$$MULDER,478,20:35:29,52.04477,-2.01776,25179,4,1483,00*62FB","G8KNN-1,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8KNN,G6GZH",478,20:35:29,52.04477,-2.01776,25179,4,1483,0
"$$MULDER,479,20:35:49,52.04301,-2.02099,25294,5,1484,00*B028","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G6GZH",479,20:35:49,52.04301,-2.02099,25294,5,1484,0
"$$MULDER,480,20:36:09,52.04144,-2.02448,25414,5,1475,00*B286","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G6GZH",480,20:36:09,52.04144,-2.02448,25414,5,1475,0
"$$MULDER,481,20:36:29,52.04016,-2.02818,25522,5,1477,00*0FB6","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8KNN,G6GZH",481,20:36:29,52.04016,-2.02818,25522,5,1477,0
"$$MULDER,482,20:36:49,52.03906,-2.03157,25627,5,1480,00*CB73","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,PB1DFT,2E0KPI,G8KNN,G6GZH",482,20:36:49,52.03906,-2.03157,25627,5,1480,0
"$$MULDER,483,20:37:09,52.03878,-2.03208,25651,4,1479,00*6A14","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,2E0KPI,G8KNN,G6GZH",483,20:37:09,52.03878,-2.03208,25651,4,1479,0
"$$MULDER,484,20:37:14,52.03716,-2.03558,25764,5,1469,20*EC21","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,G8KNN,G6GZH",484,20:37:14,52.03716,-2.03558,25764,5,1469,20
"$$MULDER,485,20:37:48,52.03446,-2.04140,25936,4,1467,20*5B89","G8KNN-1,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,PB1DFT,M6EDF,G8KNN,G6GZH",485,20:37:48,52.03446,-2.0414,25936,4,1467,20
"$$MULDER,486,20:38:08,0.00000,0.00000,0,3,1466,00*6514","G8KNN-1,G8DHE,HABJOE_BASE,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,G8ZBJ,M6EDF,G8KNN,G6GZH",486,20:38:08,0.0,0.0,0,3,1466,0
"$$MULDER,487,20:38:26,52.03074,-2.04864,26109,5,1473,20*381A","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,F5APQ,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,G8ZBJ,G8KNN,G6GZH",487,20:38:26,52.03074,-2.04864,26109,5,1473,20
"$$MULDER,488,20:38:46,52.02878,-2.05292,26205,4,1476,00*161B","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,PB1DFT,G8ZBJ,G8KNN,G6GZH",488,20:38:46,52.02878,-2.05292,26205,4,1476,0
"$$MULDER,489,20:39:06,52.02677,-2.05759,26293,5,1480,00*D8EC","G8KNN-1,G8DHE,SA6BSS,M0DTS,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,F5APQ,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,M6EDF,G8KNN,G6GZH",489,20:39:06,52.02677,-2.05759,26293,5,1480,0
"$$MULDER,490,20:39:26,52.02468,-2.06231,26389,5,1483,00*8CF2","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PE2G,PB0NER,G4BWR,G0WXI,G4AIU,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",490,20:39:26,52.02468,-2.06231,26389,5,1483,0
"$$MULDER,491,20:39:46,52.02245,-2.06758,26487,5,1490,00*6ACF","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,G6UIM,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",491,20:39:46,52.02245,-2.06758,26487,5,1490,0
"$$MULDER,492,20:39:50,52.02208,-2.06853,26512,5,1486,00*D7D8","G8KNN-1,G8DHE,SA6BSS,HABJOE_BASE,swl014,DutchMillbt,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",492,20:39:50,52.02208,-2.06853,26512,5,1486,0
"$$MULDER,493,20:40:11,52.01961,-2.07393,26611,5,1472,20*0329","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,swl014,DutchMillbt,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PB0NER,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",493,20:40:11,52.01961,-2.07393,26611,5,1472,20
"$$MULDER,494,20:40:45,52.01645,-2.08192,26786,4,1462,20*0877","G8KNN-1,M0DTS,M6GTG,2E0MXS,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",494,20:40:45,52.01645,-2.08192,26786,4,1462,20
"$$MULDER,495,20:41:05,52.01478,-2.08632,26894,5,1467,00*1E2F","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,swl014,M0JCU,2E0MXS,M6GTG,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8KNN,G6GZH",495,20:41:05,52.01478,-2.08632,26894,5,1467,0
"$$MULDER,496,20:41:25,52.01338,-2.09087,26998,5,1475,00*ACBA","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,M0JCU,M6GTG,G3ZGZ,G4MYS,M0UPU,M0RPI,RevSpace,F1OIL,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,G7BTI,PB1DFT,2E0KPI,G8ZBJ,G6GZH",496,20:41:25,52.01338,-2.09087,26998,5,1475,0
"$$MULDER,497,20:41:45,52.01174,-2.09586,27102,5,1482,00*7AE6","F5APQ,G8KNN-1,G3ZGZ,G8DHE,PE2G,G0WXI,G4BWR,M0UPU,G4MYS,HABJOE_BASE,M0RPI,G6GZH,F1OIL,G8ZBJ,M6GTG,2E0KPI,ULC_websdr,G4AIU,M0JCU,G6UIM",497,20:41:45,52.01174,-2.09586,27102,5,1482,0
"$$MULDER,498,20:41:49,52.01142,-2.09690,27121,5,1480,00*B2D5","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,M6GTG,2E0MXS,ULC_websdr,M0JCU,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,F1OIL,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,PB1DFT,2E0KPI,G8ZBJ,G8KNN,G6GZH",498,20:41:49,52.01142,-2.0969,27121,5,1480,0
"$$MULDER,499,20:42:23,52.00866,-2.10455,27290,5,1477,20*5B47","G8KNN-1,G8DHE,M0DTS,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,F5APQ,G3ZGZ,G4MYS,M0UPU,M0RPI,F1OIL,G6UIM,PE2G,G0WXI,G4AIU,PB1DFT,G8ZBJ,M6EDF,G8KNN",499,20:42:23,52.00866,-2.10455,27290,5,1477,20
"$$MULDER,500,20:42:43,52.00712,-2.10862,27382,5,1479,00*F1F2","G8KNN-1,G8DHE,HABJOE_BASE,M0DTS,M6GTG,2E0MXS,ULC_websdr,M0JCU,0x17a,M0UPU,G3ZGZ,G4MYS,F5APQ,M0RPI,G6UIM,PE2G,G4BWR,G0WXI,G4AIU,PB1DFT,G8ZBJ,G8KNN,G6GZH",500,20:42:43,52.00712,-2.10862,27382,5,1479,0
"$$MULDER,501,20:43:03,52.00553,-2.11277,27477,5,1486,00*0C6B","0x17a,G8KNN-1,M0JCU,G8DHE,PE2G,ULC_websdr,G6GZH,G4BWR,PB1DFT,G4MYS,G8ZBJ,M6EDF,M0RPI,G8KNN,M0DTS,G7BTI,M6GTG,G0WXI,G4AIU,HABJOE_BASE,G6UIM",501,20:43:03,52.00553,-2.11277,27477,5,1486,0
"$$MULDER,502,20:43:22,52.00377,-2.11652,27566,5,1486,00*E4F3","G8KNN-1,G8DHE,PE2G,0x17,G6UIM,G4AIU,G8ZBJ,M0RPI,G8KNN,M0DTS,G7BTI,M6GTG,2E0MXS,G0WXI,G6GZH,G4MYS,M0UPU",502,20:43:22,52.00377,-2.11652,27566,5,1486,0
"$$MULDER,503,20:43:41,52.00240,-2.12032,27651,5,1480,00*ED93","G8KNN-1,G3ZGZ,PE2G,G0WXI,G6UIM,G4MYS,G8ZBJ,G8KNN,2E0KPI,G7BTI,M6GTG,2E0MXS,ULC_websdr,G6GZH,G4AIU,M0UPU",503,20:43:41,52.0024,-2.12032,27651,5,1480,0
"$$MULDER,504,20:44:01,52.00209,-2.12110,27669,4,1469,00*A590","0x17a,G8KNN-1,G3ZGZ,G8DHE,PE2G,G4AIU,G0WXI,2E0KPI,G8ZBJ,M0DTS,G8KNN,F1OIL,G7BTI,M6GTG,2E0MXS,ULC_websdr,G6GZH,G4MYS,M0UPU",504,20:44:01,52.00209,-2.1211,27669,4,1469,0
