_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,satellites,temperature_internal,temperature
"$$LAASE,635,10:09:58,56.91625,25.35676,8298,88,10,-177,-265*4CC6",YL3CT,635,10:09:58,56.91625,25.35676,8298,88,10,-17.7,-26.5
"$$LAASE,637,10:10:30,56.91335,25.36697,7976,68,10,-175,-250*42C3",YL3CT,637,10:10:30,56.91335,25.36697,7976,68,10,-17.5,-25.0
"$$LAASE,643,10:12:06,56.90626,25.39600,7051,77,10,-170,-215*F1E0",YL3CT,643,10:12:06,56.90626,25.396,7051,77,10,-17.0,-21.5
"$$LAASE,650,10:14:00,56.89756,25.41419,6013,23,10,-187,-177*A8F8",YL3CT,650,10:14:00,56.89756,25.41419,6013,23,10,-18.7,-17.7
"$$LAASE,653,10:14:48,56.89455,25.41847,5604,37,10,-187,-160*22CB",YL3CT,653,10:14:48,56.89455,25.41847,5604,37,10,-18.7,-16.0
"$$LAASE,660,10:16:42,56.88922,25.42290,4670,16,10,-170,-122*0C09",YL3CT,660,10:16:42,56.88922,25.4229,4670,16,10,-17.0,-12.2
"$$LAASE,663,10:17:30,56.88698,25.42310,4291,3,10,-172,-110*2D17",Laase_team,663,10:17:30,56.88698,25.4231,4291,3,10,-17.2,-11.0
"$$LAASE,665,10:18:01,56.88579,25.42283,4056,4,10,-175,-100*78A4",Laase_team,665,10:18:01,56.88579,25.42283,4056,4,10,-17.5,-10.0
"$$LAASE,666,10:18:16,56.88525,25.42250,3943,25,10,-175,-95*7AB1",Laase_team,666,10:18:16,56.88525,25.4225,3943,25,10,-17.5,-9.5
"$$LAASE,671,10:19:31,56.88306,25.42333,3380,2,10,-162,-77*93E7",Laase_team,671,10:19:31,56.88306,25.42333,3380,2,10,-16.2,-7.7
"$$LAASE,675,10:20:33,56.88132,25.42378,2927,11,10,-167,-60*30CB",Laase_team,675,10:20:33,56.88132,25.42378,2927,11,10,-16.7,-6.0
"$$LAASE,677,10:21:03,56.88036,25.42382,2719,13,10,-150,-55*61AA",Laase_team,677,10:21:03,56.88036,25.42382,2719,13,10,-15.0,-5.5
"$$LAASE,680,10:21:48,56.87983,25.42471,2411,15,10,-155,-47*9E22","Laase_team,YL3CT",680,10:21:48,56.87983,25.42471,2411,15,10,-15.5,-4.7
"$$LAASE,679,10:21:33,56.87989,25.42440,2513,7,10,-155,-47*BF1A",Laase_team,679,10:21:33,56.87989,25.4244,2513,7,10,-15.5,-4.7
"$$LAASE,681,10:22:03,56.88006,25.42469,2306,10,10,-157,-40*A5CF",Laase_team,681,10:22:03,56.88006,25.42469,2306,10,10,-15.7,-4.0
"$$LAASE,682,10:22:18,56.88020,25.42485,2205,16,10,-140,-40*2F2B","Laase_team,YL3CT",682,10:22:18,56.8802,25.42485,2205,16,10,-14.0,-4.0
"$$LAASE,683,10:22:33,56.88050,25.42477,2105,13,10,-142,-30*b57F",Laase_team,683,10:22:33,56.8805,25.42477,2105,13,10,-14.2,-3.0
"$$LAASE,684,10:22:48,56.88059,25.42470,2006,12,10,-145,-30*9487","Laase_team,YL2CP",684,10:22:48,56.88059,25.4247,2006,12,10,-14.5,-3.0
"$$LAASE,685,10:23:03,56.88078,25.42456,1907,13,10,-147,-25*C76D","Laase_team,YL2CP",685,10:23:03,56.88078,25.42456,1907,13,10,-14.7,-2.5
"$$LAASE,686,10:23:18,56.88052,25.42436,1809,15,10,-147,-25*CC64","Laase_team,YL3CT,YL2CP",686,10:23:18,56.88052,25.42436,1809,15,10,-14.7,-2.5
"$$LAASE,687,10:23:33,56.88024,25.42400,1709,16,10,-130,-22*72EE",YL2CP,687,10:23:33,56.88024,25.424,1709,16,10,-13.0,-2.2
"$$LAASE,688,10:23:48,56.87987,25.42325,1611,19,10,-132,-20*3AC4",Laase_team,688,10:23:48,56.87987,25.42325,1611,19,10,-13.2,-2.0
"$$LAASE,689,10:24:03,56.87950,25.42282,1512,7,10,-135,-15*1DE4",Laase_team,689,10:24:03,56.8795,25.42282,1512,7,10,-13.5,-1.5
"$$LAASE,693,10:25:05,56.87836,25.41744,1125,25,10,-127,0*A57D",YL3CT,693,10:25:05,56.87836,25.41744,1125,25,10,-12.7,0
"$$LAASE,694,10:25:20,56.87821,25.41570,1038,26,10,-110,2*8C6C",YL3CT,694,10:25:20,56.87821,25.4157,1038,26,10,-11.0,0.2
"$$LAASE,695,10:25:35,56.87812,25.41433,947,19,10,-112,5*B6CC",YL3CT,695,10:25:35,56.87812,25.41433,947,19,10,-11.2,0.5
"$$LAASE,699,10:26:35,56.87788,25.40886,566,9,10,-105,27*9EE5",YL3CT,699,10:26:35,56.87788,25.40886,566,9,10,-10.5,2.7
