_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,gps_lock,satellites,temperature_internal,temperature_external,battery
"$$VR2SC,416,13:54:33,52.22852,0.28056,13782,3,15,-15.8,-50.0,4.9*5B86","G0WXI,G8FJG_2",416,13:54:33,52.22852,0.28056,13782,3,15,-15.8,-50.0,4.9
"$$VR2SC,415,13:54:18,52.22744,0.27797,13982,3,15,-15.8,-50.0,4.9*6590","M0UPU,G0WXI,G8FJG_2,G8KNN,VR2SPC",415,13:54:18,52.22744,0.27797,13982,3,15,-15.8,-50.0,4.9
"$$VR2SC,422,13:56:03,52.23153,0.29680,12626,3,14,-17.8,-49.0,4.9*90B8",G0WXI,422,13:56:03,52.23153,0.2968,12626,3,14,-17.8,-49.0,4.9
"$$VR2SC,419,13:55:18,52.22977,0.28881,13192,3,15,-16.8,-50.0,4.9*D0D7","VR2SPC,G0WXI",419,13:55:18,52.22977,0.28881,13192,3,15,-16.8,-50.0,4.9
"$$VR2SC,423,13:56:18,52.23205,0.29900,12444,3,14,-17.8,-49.0,4.9*AD6D",G0WXI,423,13:56:18,52.23205,0.299,12444,3,14,-17.8,-49.0,4.9
"$$VR2SC,417,13:54:48,52.22909,0.28309,13580,3,15,-15.8,-50.0,4.9*B665","VR2SPC,G0WXI,G8FJG_2,G8KNN",417,13:54:48,52.22909,0.28309,13580,3,15,-15.8,-50.0,4.9
"$$VR2SC,424,13:56:33,52.23257,0.30151,12261,3,14,-17.8,-49.0,4.9*D8A3",G0WXI,424,13:56:33,52.23257,0.30151,12261,3,14,-17.8,-49.0,4.9
"$$VR2SC,418,13:55:03,52.22943,0.28590,13384,3,15,-15.8,-50.0,4.9*E99B","VR2SPC,G0WXI,G8FJG_2,G8KNN",418,13:55:03,52.22943,0.2859,13384,3,15,-15.8,-50.0,4.9
"$$VR2SC,426,13:57:03,52.23312,0.30715,11905,3,14,-18.8,-50.0,4.9*5608",G0WXI,426,13:57:03,52.23312,0.30715,11905,3,14,-18.8,-50.0,4.9
"$$VR2SC,420,13:55:33,52.23023,0.29125,12998,3,15,-16.8,-50.0,4.9*792E","VR2SPC,G0WXI,G8KNN",420,13:55:33,52.23023,0.29125,12998,3,15,-16.8,-50.0,4.9
"$$VR2SC,427,13:57:18,52.23352,0.31043,11733,3,14,-18.8,-50.0,4.9*8E8D",G0WXI,427,13:57:18,52.23352,0.31043,11733,3,14,-18.8,-50.0,4.9
"$$VR2SC,421,13:55:48,52.23078,0.29419,12812,3,15,-16.8,-50.0,4.9*3623","VR2SPC,G0WXI,G8FJG_2,G8KNN",421,13:55:48,52.23078,0.29419,12812,3,15,-16.8,-50.0,4.9
"$$VR2SC,429,13:57:48,52.23471,0.31802,11397,3,14,-19.7,-50.0,4.9*9B0F",G0WXI,429,13:57:48,52.23471,0.31802,11397,3,14,-19.7,-50.0,4.9
"$$VR2SC,430,13:58:03,52.23561,0.32159,11231,3,14,-19.7,-50.0,4.9*2C45",G0WXI,430,13:58:03,52.23561,0.32159,11231,3,14,-19.7,-50.0,4.9
"$$VR2SC,425,13:56:48,52.23288,0.30404,12083,3,14,-17.8,-49.0,4.9*BBAB",G8KNN,425,13:56:48,52.23288,0.30404,12083,3,14,-17.8,-49.0,4.9
"$$VR2SC,435,13:59:18,52.23692,0.33989,10427,3,13,-21.7,-50.0,4.9*5F35",G0WXI,435,13:59:18,52.23692,0.33989,10427,3,13,-21.7,-50.0,4.9
"$$VR2SC,433,13:58:48,52.23686,0.33217,10740,3,13,-20.7,-50.0,4.9*4EB0","G0WXI,G8FJG_2",433,13:58:48,52.23686,0.33217,10740,3,13,-20.7,-50.0,4.9
"$$VR2SC,432,13:58:33,52.23661,0.32871,10899,3,13,-20.7,-50.0,4.9*EAB6","VR2SPC,G8FJG_2,G0WXI",432,13:58:33,52.23661,0.32871,10899,3,13,-20.7,-50.0,4.9
"$$VR2SC,431,13:58:18,52.23627,0.32506,11064,3,13,-19.7,-50.0,4.9*453F",G8FJG_2,431,13:58:18,52.23627,0.32506,11064,3,13,-19.7,-50.0,4.9
"$$VR2SC,437,13:59:48,52.23710,0.34709,10121,3,13,-21.7,-50.0,4.9*BC0C",G0WXI,437,13:59:48,52.2371,0.34709,10121,3,13,-21.7,-50.0,4.9
"$$VR2SC,438,14:00:03,52.23727,0.35061,9972,3,13,-21.7,-49.0,4.9*C430",G0WXI,438,14:00:03,52.23727,0.35061,9972,3,13,-21.7,-49.0,4.9
"$$VR2SC,439,14:00:03,52.23727,0.35061,9972,3,13,-22.7,-48.0,4.9*3C08",G0WXI,439,14:00:03,52.23727,0.35061,9972,3,13,-22.7,-48.0,4.9
"$$VR2SC,441,14:00:32,52.23750,0.35707,9687,3,12,-23.6,-45.1,4.9*7932",G0WXI,441,14:00:32,52.2375,0.35707,9687,3,12,-23.6,-45.1,4.9
"$$VR2SC,434,13:59:03,52.23694,0.33596,10583,3,13,-20.7,-50.0,4.9*61B4",VR2SPC,434,13:59:03,52.23694,0.33596,10583,3,13,-20.7,-50.0,4.9
"$$VR2SC,440,14:00:32,52.23750,0.35707,9687,3,12,-22.7,-47.1,4.9*0B07","G0WXI,G8FJG_2",440,14:00:32,52.2375,0.35707,9687,3,12,-22.7,-47.1,4.9
"$$VR2SC,445,14:01:30,52.23806,0.36824,9139,3,12,-24.6,-42.2,4.9*900B",G0WXI,445,14:01:30,52.23806,0.36824,9139,3,12,-24.6,-42.2,4.9
"$$VR2SC,446,14:01:59,52.23822,0.37326,8871,3,11,-24.6,-41.2,4.9*7294","G0WXI,G8KNN",446,14:01:59,52.23822,0.37326,8871,3,11,-24.6,-41.2,4.9
"$$VR2SC,448,14:02:28,52.23841,0.37825,8604,3,11,-24.6,-39.3,4.9*C22A","G0WXI,G8KNN",448,14:02:28,52.23841,0.37825,8604,3,11,-24.6,-39.3,4.9
"$$VR2SC,447,14:01:59,52.23822,0.37326,8871,3,11,-24.6,-41.2,4.9*FD68","G0WXI,G8FJG_2,G8KNN",447,14:01:59,52.23822,0.37326,8871,3,11,-24.6,-41.2,4.9
"$$VR2SC,449,14:02:28,52.23841,0.37825,8604,3,11,-24.6,-37.3,4.9*7F5E","G0WXI,G8KNN",449,14:02:28,52.23841,0.37825,8604,3,11,-24.6,-37.3,4.9
"$$VR2SC,450,14:02:57,52.23874,0.38338,8338,3,11,-24.6,-36.3,4.9*5C3C","G0WXI,G8FJG_2,G8KNN",450,14:02:57,52.23874,0.38338,8338,3,11,-24.6,-36.3,4.9
"$$VR2SC,451,14:02:57,52.23874,0.38338,8338,3,11,-24.6,-36.3,4.9*D3C0","G0WXI,G8FJG_2,G8KNN",451,14:02:57,52.23874,0.38338,8338,3,11,-24.6,-36.3,4.9
"$$VR2SC,456,14:04:24,52.24001,0.39898,7569,3,11,-24.6,-30.5,4.9*692C",G0WXI,456,14:04:24,52.24001,0.39898,7569,3,11,-24.6,-30.5,4.9
"$$VR2SC,453,14:03:26,52.23932,0.38858,8074,3,11,-24.6,-33.4,4.9*5E51","G0WXI,G8FJG_2",453,14:03:26,52.23932,0.38858,8074,3,11,-24.6,-33.4,4.9
"$$VR2SC,454,14:03:55,52.23977,0.39387,7821,3,11,-24.6,-33.4,4.9*B170","G0WXI,G8FJG_2,G8KNN",454,14:03:55,52.23977,0.39387,7821,3,11,-24.6,-33.4,4.9
"$$VR2SC,455,14:03:55,52.23977,0.39387,7821,3,11,-24.6,-31.4,4.9*5E6F","G0WXI,G8FJG_2",455,14:03:55,52.23977,0.39387,7821,3,11,-24.6,-31.4,4.9
"$$VR2SC,452,14:03:26,52.23932,0.38858,8074,3,11,-24.6,-35.4,4.9*7088","VR2SPC,G0WXI,G8KNN",452,14:03:26,52.23932,0.38858,8074,3,11,-24.6,-35.4,4.9
"$$VR2SC,457,14:04:24,52.24001,0.39898,7569,3,11,-24.6,-30.5,4.9*E6D0","G0WXI,G8FJG_2,G8KNN",457,14:04:24,52.24001,0.39898,7569,3,11,-24.6,-30.5,4.9
"$$VR2SC,458,14:04:53,52.23996,0.40334,7323,3,11,-24.6,-28.5,4.9*AB74","VR2SPC,G8FJG_2,G0WXI,G8KNN",458,14:04:53,52.23996,0.40334,7323,3,11,-24.6,-28.5,4.9
"$$VR2SC,459,14:04:53,52.23996,0.40334,7323,3,11,-24.6,-28.5,4.9*2488","VR2SPC,G8FJG_2,G0WXI,G8KNN",459,14:04:53,52.23996,0.40334,7323,3,11,-24.6,-28.5,4.9
"$$VR2SC,461,14:05:22,52.23992,0.40742,7082,3,11,-23.6,-26.6,4.9*26D5","VR2SPC,G8FJG_2,G0WXI,G8KNN",461,14:05:22,52.23992,0.40742,7082,3,11,-23.6,-26.6,4.9
"$$VR2SC,466,14:06:49,52.23951,0.41927,6389,3,11,-22.7,-21.7,4.9*1BB4",G0WXI,466,14:06:49,52.23951,0.41927,6389,3,11,-22.7,-21.7,4.9
"$$VR2SC,463,14:05:51,52.23982,0.41116,6846,3,11,-23.6,-24.6,4.9*9A9E","G0WXI,G8FJG_2",463,14:05:51,52.23982,0.41116,6846,3,11,-23.6,-24.6,4.9
"$$VR2SC,460,14:05:22,52.23992,0.40742,7082,3,11,-24.6,-27.5,4.9*3592","VR2SPC,G0WXI,G8KNN",460,14:05:22,52.23992,0.40742,7082,3,11,-24.6,-27.5,4.9
"$$VR2SC,462,14:05:51,52.23982,0.41116,6846,3,11,-23.6,-25.6,4.9*AD03","VR2SPC,G8FJG_2,G0WXI,G8KNN",462,14:05:51,52.23982,0.41116,6846,3,11,-23.6,-25.6,4.9
"$$VR2SC,464,14:06:20,52.23979,0.41492,6615,3,11,-23.6,-23.6,4.9*1A2E","G0WXI,G8FJG_2,G8KNN",464,14:06:20,52.23979,0.41492,6615,3,11,-23.6,-23.6,4.9
"$$VR2SC,465,14:06:20,52.23979,0.41492,6615,3,11,-22.7,-22.7,4.9*1AC8","G0WXI,G8FJG_2",465,14:06:20,52.23979,0.41492,6615,3,11,-22.7,-22.7,4.9
"$$VR2SC,471,14:07:47,52.23937,0.42774,5943,3,11,-21.7,-17.8,4.9*4A90",G0WXI,471,14:07:47,52.23937,0.42774,5943,3,11,-21.7,-17.8,4.9
"$$VR2SC,472,14:08:16,52.23899,0.43128,5720,3,11,-20.7,-16.8,4.9*9C3C",G0WXI,472,14:08:16,52.23899,0.43128,5720,3,11,-20.7,-16.8,4.9
"$$VR2SC,469,14:07:18,52.23938,0.42354,6166,3,11,-22.7,-18.8,4.9*304C","G0WXI,G8FJG_2",469,14:07:18,52.23938,0.42354,6166,3,11,-22.7,-18.8,4.9
"$$VR2SC,473,14:08:16,52.23899,0.43128,5720,3,11,-20.7,-15.8,4.9*CB42",G0WXI,473,14:08:16,52.23899,0.43128,5720,3,11,-20.7,-15.8,4.9
"$$VR2SC,470,14:07:47,52.23937,0.42774,5943,3,11,-21.7,-17.8,4.9*C56C","G0WXI,G8FJG_2",470,14:07:47,52.23937,0.42774,5943,3,11,-21.7,-17.8,4.9
"$$VR2SC,478,14:09:43,52.23701,0.44166,5060,3,11,-19.7,-11.9,4.9*D09F",G0WXI,478,14:09:43,52.23701,0.44166,5060,3,11,-19.7,-11.9,4.9
"$$VR2SC,479,14:09:43,52.23701,0.44166,5060,3,11,-18.8,-11.9,4.9*9133",G0WXI,479,14:09:43,52.23701,0.44166,5060,3,11,-18.8,-11.9,4.9
"$$VR2SC,482,14:10:41,52.23597,0.44792,4619,3,11,-17.8,-10.0,4.9*A4AC",G0WXI,482,14:10:41,52.23597,0.44792,4619,3,11,-17.8,-10.0,4.9
"$$VR2SC,484,14:11:10,52.23569,0.45097,4387,3,11,-16.8,-8.0,4.9*D93B",G0WXI,484,14:11:10,52.23569,0.45097,4387,3,11,-16.8,-8.0,4.9
"$$VR2SC,485,14:11:24,52.23552,0.45264,4276,3,11,-16.8,-8.0,4.9*FF24","G8FJG_2,G0WXI,G8KNN",485,14:11:24,52.23552,0.45264,4276,3,11,-16.8,-8.0,4.9
"$$VR2SC,489,14:12:20,52.23421,0.45791,3852,3,11,-14.8,-6.1,4.9*3C9D","G0WXI,G8FJG_2,G8KNN",489,14:12:20,52.23421,0.45791,3852,3,11,-14.8,-6.1,4.9
"$$VR2SC,487,14:11:52,52.23493,0.45532,4072,3,11,-15.8,-7.0,4.9*D5AA","VR2SPC,G8FJG_2,G0WXI,G8KNN",487,14:11:52,52.23493,0.45532,4072,3,11,-15.8,-7.0,4.9
"$$VR2SC,486,14:11:38,52.23531,0.45384,4175,3,11,-15.8,-7.0,4.9*A343","VR2SPC,G8FJG_2,G0WXI,G8KNN",486,14:11:38,52.23531,0.45384,4175,3,11,-15.8,-7.0,4.9
"$$VR2SC,488,14:12:06,52.23458,0.45657,3962,3,11,-15.8,-7.0,4.9*7E04","G8FJG_2,G8KNN",488,14:12:06,52.23458,0.45657,3962,3,11,-15.8,-7.0,4.9
"$$VR2SC,490,14:12:34,52.23362,0.45910,3752,3,11,-13.9,-5.1,4.9*5DD4","VR2SPC,G0WXI,G8FJG_2,G8KNN,M6EVT",490,14:12:34,52.23362,0.4591,3752,3,11,-13.9,-5.1,4.9
"$$VR2SC,494,14:13:30,52.23215,0.46389,3382,3,11,-11.9,-3.1,4.9*B0B6","G8FJG_2,G0WXI,G8KNN",494,14:13:30,52.23215,0.46389,3382,3,11,-11.9,-3.1,4.9
"$$VR2SC,492,14:13:02,52.23274,0.46128,3552,3,11,-12.9,-4.1,4.9*DAC2","VR2SPC,G0WXI",492,14:13:02,52.23274,0.46128,3552,3,11,-12.9,-4.1,4.9
"$$VR2SC,493,14:13:16,52.23245,0.46258,3464,3,11,-12.9,-4.1,4.9*6186","VR2SPC,G0WXI,G8KNN,M6EVT",493,14:13:16,52.23245,0.46258,3464,3,11,-12.9,-4.1,4.9
"$$VR2SC,491,14:12:48,52.23304,0.46024,3649,3,11,-13.9,-5.1,4.9*13C5","VR2SPC,G8FJG_2,G8KNN",491,14:12:48,52.23304,0.46024,3649,3,11,-13.9,-5.1,4.9
"$$VR2SC,495,14:13:44,52.23194,0.46524,3306,3,11,-11.9,-3.1,4.9*35E1","VR2SPC,G8FJG_2,G0WXI,G8KNN",495,14:13:44,52.23194,0.46524,3306,3,11,-11.9,-3.1,4.9
"$$VR2SC,499,14:14:40,52.23087,0.47023,3002,3,11,-10.0,-2.1,4.9*6DC6","G0WXI,G8KNN",499,14:14:40,52.23087,0.47023,3002,3,11,-10.0,-2.1,4.9
"$$VR2SC,497,14:14:12,52.23137,0.46780,3154,3,11,-10.9,-2.1,4.9*A426","VR2SPC,G8FJG_2,G0WXI,G8KNN",497,14:14:12,52.23137,0.4678,3154,3,11,-10.9,-2.1,4.9
"$$VR2SC,496,14:13:58,52.23163,0.46658,3228,3,11,-10.9,-3.1,4.9*E225","VR2SPC,G8FJG_2,G8KNN,M6EVT",496,14:13:58,52.23163,0.46658,3228,3,11,-10.9,-3.1,4.9
"$$VR2SC,498,14:14:26,52.23111,0.46908,3075,3,11,-10.0,-2.1,4.9*C369","VR2SPC,G0WXI,G8KNN",498,14:14:26,52.23111,0.46908,3075,3,11,-10.0,-2.1,4.9
"$$VR2SC,502,14:15:22,52.23010,0.47458,2793,3,11,-9.0,-1.2,4.9*7012","G0WXI,G8FJG_2",502,14:15:22,52.2301,0.47458,2793,3,11,-9.0,-1.2,4.9
"$$VR2SC,501,14:15:08,52.23030,0.47321,2870,3,11,-9.0,-1.2,4.9*DF5E","G8FJG_2,G0WXI,G8KNN,M6EVT",501,14:15:08,52.2303,0.47321,2870,3,11,-9.0,-1.2,4.9
"$$VR2SC,500,14:14:54,52.23062,0.47152,2942,3,11,-10.0,-2.1,4.9*A5ED",G8KNN,500,14:14:54,52.23062,0.47152,2942,3,11,-10.0,-2.1,4.9
"$$VR2SC,503,14:15:36,52.22996,0.47622,2711,3,11,-8.0,-1.2,4.9*F11B","VR2SPC,G8FJG_2,G0WXI,G8KNN",503,14:15:36,52.22996,0.47622,2711,3,11,-8.0,-1.2,4.9
"$$VR2SC,504,14:15:50,52.22983,0.47784,2627,3,11,-8.0,-0.2,4.9*0684","G8FJG_2,G0WXI,G8KNN",504,14:15:50,52.22983,0.47784,2627,3,11,-8.0,-0.2,4.9
"$$VR2SC,506,14:16:18,52.22997,0.48071,2456,3,12,-7.0,0.8,4.9*B7F4","G0WXI,G8FJG_2,G8KNN",506,14:16:18,52.22997,0.48071,2456,3,12,-7.0,0.8,4.9
"$$VR2SC,505,14:16:04,52.22992,0.47922,2544,3,12,-7.0,-0.2,4.9*2258",G8KNN,505,14:16:04,52.22992,0.47922,2544,3,12,-7.0,-0.2,4.9
"$$VR2SC,507,14:16:32,52.23014,0.48198,2361,3,12,-6.1,0.8,4.9*BC53","G0WXI,G8KNN,M6EVT",507,14:16:32,52.23014,0.48198,2361,3,12,-6.1,0.8,4.9
"$$VR2SC,508,14:16:46,52.23039,0.48325,2270,3,12,-6.1,1.8,4.9*605C","VR2SPC,G8FJG_2,G0WXI,G8KNN",508,14:16:46,52.23039,0.48325,2270,3,12,-6.1,1.8,4.9
"$$VR2SC,509,14:17:00,52.23053,0.48466,2176,3,12,-5.1,2.7,4.9*9D95","VR2SPC,G8FJG_2,G0WXI,G8KNN",509,14:17:00,52.23053,0.48466,2176,3,12,-5.1,2.7,4.9
"$$VR2SC,512,14:17:42,52.23052,0.48848,1914,3,12,-4.1,3.7,4.9*54F7","G0WXI,G8KNN",512,14:17:42,52.23052,0.48848,1914,3,12,-4.1,3.7,4.9
"$$VR2SC,511,14:17:28,52.23056,0.48721,1997,3,12,-5.1,3.7,4.9*1402","VR2SPC,G0WXI,G8FJG_2,G8KNN,M6EVT",511,14:17:28,52.23056,0.48721,1997,3,12,-5.1,3.7,4.9
"$$VR2SC,510,14:17:14,52.23065,0.48595,2084,3,12,-5.1,2.7,4.9*6023","VR2SPC,G0WXI,G8FJG_2,G8KNN,M6EVT",510,14:17:14,52.23065,0.48595,2084,3,12,-5.1,2.7,4.9
"$$VR2SC,513,14:17:56,52.23056,0.48947,1827,3,12,-4.1,4.7,4.9*579F","G0WXI,G8FJG_2,G8KNN",513,14:17:56,52.23056,0.48947,1827,3,12,-4.1,4.7,4.9
"$$VR2SC,514,14:18:10,52.23066,0.49033,1746,3,12,-3.1,4.7,4.9*ED66","VR2SPC,G0WXI,G8KNN",514,14:18:10,52.23066,0.49033,1746,3,12,-3.1,4.7,4.9
"$$VR2SC,515,14:18:24,52.23049,0.49099,1665,3,12,-3.1,4.7,4.9*94BB","VR2SPC,G0WXI,G8KNN",515,14:18:24,52.23049,0.49099,1665,3,12,-3.1,4.7,4.9
"$$VR2SC,516,14:18:38,52.23045,0.49154,1581,3,12,-2.1,5.7,4.9*0D85","VR2SPC,G8FJG_2,G0WXI,G8KNN",516,14:18:38,52.23045,0.49154,1581,3,12,-2.1,5.7,4.9
"$$VR2SC,518,14:19:06,52.23016,0.49258,1412,3,12,-1.2,6.6,4.9*333D","VR2SPC,G0WXI,G8KNN",518,14:19:06,52.23016,0.49258,1412,3,12,-1.2,6.6,4.9
"$$VR2SC,517,14:18:52,52.23031,0.49202,1497,3,11,-2.1,5.7,4.9*277A","VR2SPC,G8FJG_2,G0WXI,G8KNN",517,14:18:52,52.23031,0.49202,1497,3,11,-2.1,5.7,4.9
"$$VR2SC,520,14:19:34,52.22991,0.49373,1246,3,12,-0.2,7.6,4.9*7D8D","VR2SPC,G0WXI,G8KNN,M6EVT",520,14:19:34,52.22991,0.49373,1246,3,12,-0.2,7.6,4.9
"$$VR2SC,519,14:19:20,52.23007,0.49306,1330,3,12,-1.2,7.6,4.9*49FA","VR2SPC,G8FJG_2,G8KNN",519,14:19:20,52.23007,0.49306,1330,3,12,-1.2,7.6,4.9
"$$VR2SC,521,14:19:48,52.22977,0.49437,1159,3,12,-0.2,8.6,4.9*6A64","VR2SPC,G8FJG_2,G0WXI,G8KNN",521,14:19:48,52.22977,0.49437,1159,3,12,-0.2,8.6,4.9
"$$VR2SC,525,14:20:43,52.22830,0.49627,843,3,12,1.8,9.6,4.9*51FB","VR2SPC,G0WXI,G8KNN",525,14:20:43,52.2283,0.49627,843,3,12,1.8,9.6,4.9
"$$VR2SC,522,14:20:02,52.22970,0.49495,1076,3,12,0.8,8.6,4.9*CEDA","G0WXI,G8FJG_2,G8KNN",522,14:20:02,52.2297,0.49495,1076,3,12,0.8,8.6,4.9
"$$VR2SC,528,14:21:10,52.22676,0.49642,677,3,12,3.7,10.5,4.9*82ED","VR2SPC,G0WXI,G8KNN",528,14:21:10,52.22676,0.49642,677,3,12,3.7,10.5,4.9
"$$VR2SC,529,14:21:10,52.22676,0.49642,677,3,12,3.7,10.5,4.9*3F89",G8KNN,529,14:21:10,52.22676,0.49642,677,3,12,3.7,10.5,4.9
"$$VR2SC,523,14:20:16,52.22935,0.49558,996,3,12,0.8,9.6,4.9*7542","VR2SPC,G0WXI,G8KNN",523,14:20:16,52.22935,0.49558,996,3,12,0.8,9.6,4.9
"$$VR2SC,524,14:20:16,52.22935,0.49558,996,3,12,1.8,9.6,4.9*19EE","VR2SPC,G0WXI,G8KNN",524,14:20:16,52.22935,0.49558,996,3,12,1.8,9.6,4.9
"$$VR2SC,527,14:21:10,52.22676,0.49642,677,3,12,2.7,9.6,4.9*B899","VR2SPC,G0WXI,G8KNN,M6EVT",527,14:21:10,52.22676,0.49642,677,3,12,2.7,9.6,4.9
"$$VR2SC,531,14:22:05,52.22330,0.49646,353,3,12,4.7,10.5,4.9*1363","VR2SPC,G8KNN,EARS_chase,M6EVT",531,14:22:05,52.2233,0.49646,353,3,12,4.7,10.5,4.9
"$$VR2SC,526,14:20:43,52.22830,0.49627,843,3,12,2.7,9.6,4.9*9E57","VR2SPC,G8KNN",526,14:20:43,52.2283,0.49627,843,3,12,2.7,9.6,4.9
"$$VR2SC,532,14:22:19,52.22234,0.49659,274,3,11,4.7,11.5,4.9*D365","VR2SPC,EARS_chase",532,14:22:19,52.22234,0.49659,274,3,11,4.7,11.5,4.9
"$$VR2SC,530,14:21:38,52.22511,0.49636,509,3,12,3.7,10.5,4.9*076C",VR2SPC,530,14:21:38,52.22511,0.49636,509,3,12,3.7,10.5,4.9
"$$VR2SC,585,14:34:36,52.22116,0.49655,134,3,9,15.4,12.5,4.9*3687",M6EVT,585,14:34:36,52.22116,0.49655,134,3,9,15.4,12.5,4.9
"$$VR2SC,586,14:34:50,52.22115,0.49654,134,3,9,15.4,13.5,4.9*5B83",M6EVT,586,14:34:50,52.22115,0.49654,134,3,9,15.4,13.5,4.9
"$$VR2SC,587,14:35:04,52.22117,0.49654,135,3,9,15.4,13.5,4.9*AFD0",M6EVT,587,14:35:04,52.22117,0.49654,135,3,9,15.4,13.5,4.9
