_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,heading,satellites,temperature_internal,battery
"$$SVC_PI_SKY,172,11:55:17,52.26657,1.09838,20215,0,0,7,-11.9,3.3*9307","g0nzo,G0MEK,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,M0UPU",172,11:55:17,52.26657,1.09838,20215,0,0,7,-11.9,3.3
"$$SVC_PI_SKY,173,11:55:57,52.26893,1.09782,20414,0,0,7,-11.8,3.8*51C5","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,PD3T,M0UPU",173,11:55:57,52.26893,1.09782,20414,0,0,7,-11.8,3.8
"$$SVC_PI_SKY,174,11:56:37,52.27003,1.09751,20610,0,0,7,-11.6,3.8*8346","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",174,11:56:37,52.27003,1.09751,20610,0,0,7,-11.6,3.8
"$$SVC_PI_SKY,175,11:57:18,52.27038,1.09607,20797,0,0,6,-11.6,3.6*4515","g0nzo,F5APQ,ASTRA_J,0x17,G0MEK,PB0AHX,G8ZBJ,G8KNN,RevSpace,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",175,11:57:18,52.27038,1.09607,20797,0,0,6,-11.6,3.6
"$$SVC_PI_SKY,176,11:57:58,52.27053,1.09344,20998,0,0,6,-11.4,3.8*31E0","g0nzo,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",176,11:57:58,52.27053,1.09344,20998,0,0,6,-11.4,3.8
"$$SVC_PI_SKY,177,11:58:38,52.27170,1.08974,21205,0,0,5,-11.2,3.8*3631","F5APQ,ASTRA_J,0x17,PB0AHX,G8ZBJ,G8KNN,F1OIL,G8FJG,PD3T,ASTRA,M0UPU",177,11:58:38,52.2717,1.08974,21205,0,0,5,-11.2,3.8
"$$SVC_PI_SKY,178,11:59:18,52.27346,1.08820,21421,0,0,6,-11.1,3.7*6AFC","g0nzo,G8FJG,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,G1DYQ,G8ZBJ,G0WXI,G6GZH,ASTRA,M0UPU",178,11:59:18,52.27346,1.0882,21421,0,0,6,-11.1,3.7
"$$SVC_PI_SKY,179,11:59:59,52.27475,1.08576,21645,0,0,6,-10.9,3.7*BC95","G8ZBJ,ASTRA_J,0x17,G0MEK,PB0AHX,F5APQ,G8KNN,G8FJG,PD3T,M0UPU",179,11:59:59,52.27475,1.08576,21645,0,0,6,-10.9,3.7
"$$SVC_PI_SKY,180,12:00:39,52.27637,1.08525,21861,0,0,6,-10.8,3.7*002E","G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,G0TDJ,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",180,12:00:39,52.27637,1.08525,21861,0,0,6,-10.8,3.7
"$$SVC_PI_SKY,181,12:01:19,52.27661,1.08533,22076,0,0,5,-10.6,3.7*0CF5","g0nzo,G8FJG,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,F1OIL,G8KNN,G1DYQ,G0TDJ,G8ZBJ,G0WXI,G6GZH,ASTRA,M0UPU",181,12:01:19,52.27661,1.08533,22076,0,0,5,-10.6,3.7
"$$SVC_PI_SKY,182,12:01:59,52.27753,1.08399,22288,0,0,6,-10.4,3.6*8FF5","g0nzo,F5APQ,ASTRA_J,0x17,G0MEK,G8ZBJ,G8KNN,G8FJG,G0WXI,ASTRA,M0UPU",182,12:01:59,52.27753,1.08399,22288,0,0,6,-10.4,3.6
"$$SVC_PI_SKY,184,12:03:19,52.27687,1.08026,22699,0,0,6,-10.1,3.8*13B1","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,G8FJG,F1OIL,G8ZBJ,G0WXI,PD3T,ASTRA,M0UPU",184,12:03:19,52.27687,1.08026,22699,0,0,6,-10.1,3.8
"$$SVC_PI_SKY,183,12:02:39,52.27772,1.08303,22490,0,0,6,-10.3,3.6*AA6B","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,G6GZH,F5APQ,G8KNN,G1DYQ,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",183,12:02:39,52.27772,1.08303,22490,0,0,6,-10.3,3.6
"$$SVC_PI_SKY,185,12:04:00,52.27730,1.07560,22918,0,0,6,-9.9,3.5*0BC9","g0nzo,G8ZBJ,ASTRA_J,0x17,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",185,12:04:00,52.2773,1.0756,22918,0,0,6,-9.9,3.5
"$$SVC_PI_SKY,186,12:04:31,52.27747,1.07302,23091,0,0,6,-9.8,3.8*39E0","F5APQ,G0MEK,ASTRA_J,PB0AHX,G8ZBJ,g0nzo,G8KNN,G8FJG,G0WXI,ASTRA,M0UPU",186,12:04:31,52.27747,1.07302,23091,0,0,6,-9.8,3.8
"$$SVC_PI_SKY,187,12:05:11,52.27743,1.07007,23304,0,0,6,-9.6,3.6*FE4B","G8ZBJ,g0nzo,0x17,G0MEK,PB0AHX,F5APQ,G8KNN,RevSpace,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",187,12:05:11,52.27743,1.07007,23304,0,0,6,-9.6,3.6
"$$SVC_PI_SKY,188,12:05:51,52.27741,1.06551,23530,0,0,5,-9.4,3.6*829C","g0nzo,F5APQ,ASTRA_J,0x17,PB0AHX,G8ZBJ,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",188,12:05:51,52.27741,1.06551,23530,0,0,5,-9.4,3.6
"$$SVC_PI_SKY,189,12:06:31,52.27884,1.06032,23743,0,0,6,-9.1,3.6*EF3F","F5APQ,ASTRA_J,0x17,G0MEK,PB0AHX,G8ZBJ,g0nzo,G8KNN,G1DYQ,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",189,12:06:31,52.27884,1.06032,23743,0,0,6,-9.1,3.6
"$$SVC_PI_SKY,190,12:07:12,52.28140,1.05663,23962,0,0,6,-8.9,3.6*CC4F","G8ZBJ,F5APQ,ASTRA_J,0x17,G0MEK,PB0AHX,G0TDJ,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",190,12:07:12,52.2814,1.05663,23962,0,0,6,-8.9,3.6
"$$SVC_PI_SKY,191,12:07:52,52.28289,1.05475,24173,0,0,5,-8.7,2.9*93A8","g0nzo,ASTRA_J,0x17,G0MEK,F5APQ,F1OIL,G8KNN,G0TDJ,G8ZBJ,G0WXI,PD3T,ASTRA,M0UPU",191,12:07:52,52.28289,1.05475,24173,0,0,5,-8.7,2.9
"$$SVC_PI_SKY,192,12:08:32,52.28378,1.05255,24401,0,0,6,-8.4,3.6*F5B3","g0nzo,ASTRA_J,0x17,G0MEK,PB0AHX,F5APQ,G8KNN,G8FJG,G8ZBJ,G0WXI,G6GZH,ASTRA,M0UPU",192,12:08:32,52.28378,1.05255,24401,0,0,6,-8.4,3.6
"$$SVC_PI_SKY,193,12:09:12,52.28526,1.04988,24625,0,0,6,-8.1,3.6*90A5","g0nzo,F5APQ,ASTRA_J,0x17,G0MEK,PB0AHX,G8ZBJ,G8KNN,RevSpace,F1OIL,G8FJG,G0WXI,PD3T,M0UPU",193,12:09:12,52.28526,1.04988,24625,0,0,6,-8.1,3.6
"$$SVC_PI_SKY,194,12:09:52,52.28547,1.04617,24852,0,0,5,-7.8,3.4*F411","g0nzo,F5APQ,0x17,PB0AHX,G8ZBJ,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",194,12:09:52,52.28547,1.04617,24852,0,0,5,-7.8,3.4
"$$SVC_PI_SKY,195,12:10:32,52.28527,1.04231,25094,0,0,6,-7.5,3.6*46B7","G8ZBJ,G8NWC,G0MEK,PB0AHX,F5APQ,G8KNN,G8FJG,ASTRA,M0UPU",195,12:10:32,52.28527,1.04231,25094,0,0,6,-7.5,3.6
"$$SVC_PI_SKY,196,12:11:12,52.28547,1.03668,25323,0,0,6,-7.2,3.6*09C9","g0nzo,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,F1OIL,G8KNN,G8FJG,G0TDJ,G8ZBJ,G0WXI,ASTRA,M0UPU",196,12:11:12,52.28547,1.03668,25323,0,0,6,-7.2,3.6
"$$SVC_PI_SKY,197,12:11:53,52.28634,1.03112,25562,0,0,5,-6.9,3.4*2077","F5APQ,G0MEK,0x17,PB0AHX,G8ZBJ,G8KNN,G8FJG,G0WXI,M0UPU",197,12:11:53,52.28634,1.03112,25562,0,0,5,-6.9,3.4
"$$SVC_PI_SKY,198,12:12:33,52.28674,1.02641,25795,0,0,6,-6.6,3.6*B990","g0nzo,F5APQ,ASTRA_J,0x17,PB0AHX,G0TDJ,G8ZBJ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",198,12:12:33,52.28674,1.02641,25795,0,0,6,-6.6,3.6
"$$SVC_PI_SKY,199,12:13:13,52.28695,1.02091,26022,0,0,6,-6.3,3.7*50B0","g0nzo,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,G8FJG,G0TDJ,G8ZBJ,G0WXI,ASTRA,M0UPU",199,12:13:13,52.28695,1.02091,26022,0,0,6,-6.3,3.7
"$$SVC_PI_SKY,200,12:13:53,52.28727,1.01840,26251,0,0,6,-6.0,3.6*B98B","g0nzo,F5APQ,G8ZBJ,ASTRA_J,0x17,G0MEK,PB0AHX,G0TDJ,F1OIL,G8FJG,G0WXI,PD3T,M0UPU",200,12:13:53,52.28727,1.0184,26251,0,0,6,-6.0,3.6
"$$SVC_PI_SKY,201,12:14:33,52.28603,1.01527,26473,0,0,6,-5.8,3.6*B220","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,G1DYQ,G8FJG,G0WXI,ASTRA,M0UPU",201,12:14:33,52.28603,1.01527,26473,0,0,6,-5.8,3.6
"$$SVC_PI_SKY,202,12:15:13,52.28480,1.00774,26693,0,0,6,-5.4,3.6*EC11","F5APQ,G0MEK,0x17,PB0AHX,G8ZBJ,G8KNN,F1OIL,G8FJG,PD3T,ASTRA,M0UPU",202,12:15:13,52.2848,1.00774,26693,0,0,6,-5.4,3.6
"$$SVC_PI_SKY,203,12:15:54,52.28519,1.00086,26908,0,0,6,-5.1,3.6*FB54","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA,M0UPU",203,12:15:54,52.28519,1.00086,26908,0,0,6,-5.1,3.6
"$$SVC_PI_SKY,204,12:16:34,52.28516,0.99845,27132,0,0,6,-4.8,3.6*0A14","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,PD3T,ASTRA,M0UPU",204,12:16:34,52.28516,0.99845,27132,0,0,6,-4.8,3.6
"$$SVC_PI_SKY,205,12:17:14,52.28390,0.99610,27366,0,0,6,-4.4,3.6*B208","F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,G6GZH,G0TDJ,g0nzo,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",205,12:17:14,52.2839,0.9961,27366,0,0,6,-4.4,3.6
"$$SVC_PI_SKY,206,12:17:54,52.28188,0.99116,27592,0,0,6,-4.0,3.7*76F3","M0UPU,G0MEK,0x17,PB0AHX,F5APQ,G8KNN,G0WXI,ASTRA",206,12:17:54,52.28188,0.99116,27592,0,0,6,-4.0,3.7
"$$SVC_PI_SKY,207,12:18:34,52.28070,0.98509,27817,0,0,6,-3.6,3.6*6EA5","g0nzo,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,RevSpace,F1OIL,G8FJG,PD3T,ASTRA,M0UPU",207,12:18:34,52.2807,0.98509,27817,0,0,6,-3.6,3.6
"$$SVC_PI_SKY,208,12:19:14,52.27934,0.98010,28049,0,0,6,-3.2,3.6*2BCB","g0nzo,G8NWC,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",208,12:19:14,52.27934,0.9801,28049,0,0,6,-3.2,3.6
"$$SVC_PI_SKY,209,12:19:54,52.27835,0.97212,28282,0,0,6,-2.9,3.7*E255","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G0WXI,PD3T,ASTRA,M0UPU",209,12:19:54,52.27835,0.97212,28282,0,0,6,-2.9,3.7
"$$SVC_PI_SKY,210,12:20:35,52.27722,0.96374,28524,0,0,6,-2.4,3.5*CE36","g0nzo,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G0WXI,ASTRA,M0UPU",210,12:20:35,52.27722,0.96374,28524,0,0,6,-2.4,3.5
"$$SVC_PI_SKY,211,12:21:15,52.27829,0.95490,28759,0,0,6,-2.0,3.6*B07A","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,M0DTS,G8KNN,F1OIL,ASTRA,M0UPU",211,12:21:15,52.27829,0.9549,28759,0,0,6,-2,3.6
"$$SVC_PI_SKY,212,12:21:55,52.28028,0.94584,29001,0,0,6,-1.5,3.7*7ED9","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,PD3T,ASTRA,M0UPU",212,12:21:55,52.28028,0.94584,29001,0,0,6,-1.5,3.7
"$$SVC_PI_SKY,213,12:22:35,52.28257,0.93823,29255,0,0,6,-1.1,3.6*25A0","g0nzo,G0MEK,0x17,ASTRA_J,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",213,12:22:35,52.28257,0.93823,29255,0,0,6,-1.1,3.6
"$$SVC_PI_SKY,215,12:23:55,52.28775,0.92619,29725,0,0,6,-0.2,3.7*89FC","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",215,12:23:55,52.28775,0.92619,29725,0,0,6,-0.2,3.7
"$$SVC_PI_SKY,214,12:23:15,52.28500,0.93191,29489,0,0,6,-0.6,3.8*2580","g0nzo,G8NWC,G0MEK,0x17,PB0AHX,F5APQ,G8KNN,G0TDJ,G8FJG,G0WXI,PD3T,M0UPU",214,12:23:15,52.285,0.93191,29489,0,0,6,-0.6,3.8
"$$SVC_PI_SKY,216,12:24:35,52.28942,0.92109,29963,0,0,6,0.2,3.5*3626","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,PD3T,ASTRA,M0UPU",216,12:24:35,52.28942,0.92109,29963,0,0,6,0.2,3.5
"$$SVC_PI_SKY,217,12:25:16,52.29071,0.91496,30213,0,0,6,0.8,3.7*E5FF","g0nzo,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",217,12:25:16,52.29071,0.91496,30213,0,0,6,0.8,3.7
"$$SVC_PI_SKY,218,12:25:56,52.29134,0.90959,30456,0,0,6,1.2,3.8*B1FF","g0nzo,ASTRA_J,0x17,F5APQ,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",218,12:25:56,52.29134,0.90959,30456,0,0,6,1.2,3.8
"$$SVC_PI_SKY,219,12:26:36,52.29282,0.90269,30449,0,0,6,1.6,3.4*1F47","g0nzo,ASTRA_J,0x17,G0MEK,PB0AHX,G0TDJ,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,M0UPU",219,12:26:36,52.29282,0.90269,30449,0,0,6,1.6,3.4
"$$SVC_PI_SKY,220,12:27:16,52.29477,0.89675,28928,0,0,6,2.0,3.8*BDB8","M0UPU,G8NWC,ASTRA_J,0x17,PB0AHX,F5APQ,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",220,12:27:16,52.29477,0.89675,28928,0,0,6,2.0,3.8
"$$SVC_PI_SKY,221,12:27:56,52.29465,0.88870,27554,0,0,6,2.4,3.8*5922","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,PD3T,M0UPU",221,12:27:56,52.29465,0.8887,27554,0,0,6,2.4,3.8
"$$SVC_PI_SKY,222,12:28:36,52.29366,0.88314,26310,0,0,6,2.5,3.6*B0E6","F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,G8ZBJ,g0nzo,G8KNN,RevSpace,F1OIL,G8FJG,G0WXI,M0UPU",222,12:28:36,52.29366,0.88314,26310,0,0,6,2.5,3.6
"$$SVC_PI_SKY,223,12:29:16,52.29404,0.87856,25185,0,0,6,2.6,3.8*F17C","G8ZBJ,ASTRA_J,0x17,PB0AHX,F5APQ,G8KNN,RevSpace,F1OIL,G8FJG,ASTRA,M0UPU",223,12:29:16,52.29404,0.87856,25185,0,0,6,2.6,3.8
"$$SVC_PI_SKY,225,12:30:37,52.29513,0.87198,23123,0,0,6,2.1,3.9*2FA9","M0UPU,ASTRA_J,0x17,G0MEK,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",225,12:30:37,52.29513,0.87198,23123,0,0,6,2.1,3.9
"$$SVC_PI_SKY,224,12:29:56,52.29416,0.87524,24121,0,0,6,2.4,3.8*FFFF","M0UPU,G8ZBJ,0x17,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI",224,12:29:56,52.29416,0.87524,24121,0,0,6,2.4,3.8
"$$SVC_PI_SKY,226,12:31:08,52.29512,0.86915,22427,0,0,6,1.8,3.9*C55D","F5APQ,ASTRA_J,0x17,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",226,12:31:08,52.29512,0.86915,22427,0,0,6,1.8,3.9
"$$SVC_PI_SKY,227,12:31:48,52.29567,0.86836,21582,0,0,7,1.2,4.1*A3F0","F5APQ,ASTRA_J,0x17,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G0WXI,ASTRA",227,12:31:48,52.29567,0.86836,21582,0,0,7,1.2,4.1
"$$SVC_PI_SKY,226,12:31:08,52.29512,0.86915,22427,0,0,6,1.8,3.9*c55D",G0MEK,226,12:31:08,52.29512,0.86915,22427,0,0,6,1.8,3.9
"$$SVC_PI_SKY,228,12:32:28,52.29689,0.86585,20784,0,0,7,0.6,3.9*A7BA","g0nzo,G8ZBJ,G0MEK,0x17,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA,M0UPU",228,12:32:28,52.29689,0.86585,20784,0,0,7,0.6,3.9
"$$SVC_PI_SKY,229,12:33:08,52.29847,0.86474,20037,0,0,6,-0.2,3.9*0DE8","G8ZBJ,ASTRA_J,0x17,G0MEK,PB0AHX,F5APQ,G8KNN,G8FJG,G0WXI,ASTRA,M0UPU",229,12:33:08,52.29847,0.86474,20037,0,0,6,-0.2,3.9
"$$SVC_PI_SKY,230,12:33:48,52.29953,0.86419,19329,0,0,7,-1.1,3.8*26CE","F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",230,12:33:48,52.29953,0.86419,19329,0,0,7,-1.1,3.8
"$$SVC_PI_SKY,231,12:34:29,52.30021,0.86502,18644,0,0,7,-2.1,3.8*3EB8","F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",231,12:34:29,52.30021,0.86502,18644,0,0,7,-2.1,3.8
"$$SVC_PI_SKY,232,12:35:09,52.30129,0.86609,18004,0,0,8,-3.1,3.8*17CC","G8ZBJ,G8NWC,F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,G0TDJ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA,M0UPU",232,12:35:09,52.30129,0.86609,18004,0,0,8,-3.1,3.8
"$$SVC_PI_SKY,233,12:35:49,52.30222,0.86818,17391,0,0,8,-4.1,3.8*D13E","F5APQ,ASTRA_J,0x17,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,PD3T,ASTRA",233,12:35:49,52.30222,0.86818,17391,0,0,8,-4.1,3.8
"$$SVC_PI_SKY,234,12:36:29,52.30220,0.87129,16809,0,0,7,-5.4,3.8*1792","F5APQ,G0MEK,0x17,ASTRA_J,PB0AHX,G0TDJ,G8KNN,RevSpace,F1OIL,G8FJG,G0WXI,PD3T,ASTRA,M0UPU",234,12:36:29,52.3022,0.87129,16809,0,0,7,-5.4,3.8
"$$SVC_PI_SKY,235,12:37:09,52.30341,0.87768,16254,0,0,8,-6.6,3.8*485F","F5APQ,G8NWC,G0MEK,0x17,ASTRA_J,PB0AHX,M0UPU,G8KNN,F1OIL,G0WXI,PD3T,ASTRA",235,12:37:09,52.30341,0.87768,16254,0,0,8,-6.6,3.8
"$$SVC_PI_SKY,236,12:37:49,52.30410,0.88333,15709,0,0,7,-7.9,3.8*6F25","F5APQ,ASTRA_J,PB0AHX,G0TDJ,G8KNN,F1OIL,G8FJG,PD3T,ASTRA,M0UPU",236,12:37:49,52.3041,0.88333,15709,0,0,7,-7.9,3.8
"$$SVC_PI_SKY,237,12:38:29,52.30372,0.89150,15185,0,0,8,-9.2,3.7*C068","G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",237,12:38:29,52.30372,0.8915,15185,0,0,8,-9.2,3.7
"$$SVC_PI_SKY,238,12:39:10,52.30404,0.90103,14673,0,0,8,-10.5,3.8*8F2E","F5APQ,G8NWC,G0MEK,ASTRA_J,PB0AHX,PD3T,M0UPU,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA",238,12:39:10,52.30404,0.90103,14673,0,0,8,-10.5,3.8
"$$SVC_PI_SKY,239,12:39:50,52.30371,0.91025,14199,0,0,6,-11.8,3.8*062A","G8NWC,G0MEK,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G0WXI,ASTRA",239,12:39:50,52.30371,0.91025,14199,0,0,6,-11.8,3.8
"$$SVC_PI_SKY,240,12:40:30,52.30393,0.92179,13754,0,0,8,-13.2,3.6*CE5F","G8NWC,ASTRA_J,PB0AHX,PD3T,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH",240,12:40:30,52.30393,0.92179,13754,0,0,8,-13.2,3.6
"$$SVC_PI_SKY,242,12:41:51,52.30362,0.94085,12862,0,0,8,-15.8,3.7*5F82","F5APQ,G8NWC,G0MEK,ASTRA_J,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,PD3T,ASTRA",242,12:41:51,52.30362,0.94085,12862,0,0,8,-15.8,3.7
"$$SVC_PI_SKY,241,12:41:10,52.30442,0.93124,13313,0,0,8,-14.6,3.7*5525","M0UPU,G8NWC,G0MEK,ASTRA_J,PB0AHX,PD3T,F5APQ,G8FJG,G6GZH,ASTRA",241,12:41:10,52.30442,0.93124,13313,0,0,8,-14.6,3.7
"$$SVC_PI_SKY,243,12:42:31,52.30256,0.95191,12435,0,0,8,-16.9,3.3*433E","F5APQ,G8NWC,ASTRA_J,G0MEK,PB0AHX,PD3T,M0UPU,F1OIL,G8KNN,G0TDJ,G8FJG,G0WXI,G6GZH,ASTRA",243,12:42:31,52.30256,0.95191,12435,0,0,8,-16.9,3.3
"$$SVC_PI_SKY,244,12:43:11,52.30039,0.96183,12027,0,0,8,-18.1,3.6*CD2B","M0UPU,G8NWC,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH",244,12:43:11,52.30039,0.96183,12027,0,0,8,-18.1,3.6
"$$SVC_PI_SKY,245,12:43:51,52.29859,0.97362,11629,0,0,8,-19.4,3.6*9C6E","F5APQ,G8NWC,G0MEK,PB0AHX,PD3T,M0UPU,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",245,12:43:51,52.29859,0.97362,11629,0,0,8,-19.4,3.6
"$$SVC_PI_SKY,246,12:44:31,52.29619,0.98245,11242,0,0,8,-20.7,3.6*1E4C","F5APQ,G8NWC,G0MEK,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G6GZH",246,12:44:31,52.29619,0.98245,11242,0,0,8,-20.7,3.6
"$$SVC_PI_SKY,247,12:45:12,52.29501,0.99169,10851,0,0,8,-21.9,3.4*6AC2","G8NWC,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA",247,12:45:12,52.29501,0.99169,10851,0,0,8,-21.9,3.4
"$$SVC_PI_SKY,248,12:45:52,52.29369,0.99940,10486,0,0,9,-23.1,3.4*052D","F5APQ,G8NWC,2E0NRD,G0MEK,ASTRA_J,PB0AHX,M0UPU,G8KNN,G8FJG,G0WXI,G6GZH,ASTRA",248,12:45:52,52.29369,0.9994,10486,0,0,9,-23.1,3.4
"$$SVC_PI_SKY,249,12:46:32,52.29269,1.00732,10137,0,0,9,-24.1,3.5*48AA","F5APQ,G8NWC,2E0NRD,G0MEK,ASTRA_J,PB0AHX,G6GZH,M0UPU,G8KNN,RevSpace,G8FJG,PD3T,ASTRA",249,12:46:32,52.29269,1.00732,10137,0,0,9,-24.1,3.5
"$$SVC_PI_SKY,250,12:47:12,52.29168,1.01578,09786,0,0,8,-24.9,2.8*12E8","G8NWC,2E0NRD,G0MEK,ASTRA_J,PB0AHX,G6GZH,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T",250,12:47:12,52.29168,1.01578,9786,0,0,8,-24.9,2.8
"$$SVC_PI_SKY,251,12:47:53,52.29023,1.02332,09443,0,0,9,-25.4,3.4*39EF","G8NWC,G0MEK,ASTRA_J,PB0AHX,PD3T,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",251,12:47:53,52.29023,1.02332,9443,0,0,9,-25.4,3.4
"$$SVC_PI_SKY,252,12:48:33,52.28828,1.03075,09110,0,0,9,-25.8,3.3*E5EF","G8NWC,2E0NRD,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH",252,12:48:33,52.28828,1.03075,9110,0,0,9,-25.8,3.3
"$$SVC_PI_SKY,253,12:49:13,52.28699,1.03841,08786,0,0,7,-25.9,3.0*45BD","G8NWC,2E0NRD,ASTRA_J,G0MEK,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH",253,12:49:13,52.28699,1.03841,8786,0,0,7,-25.9,3
"$$SVC_PI_SKY,254,12:49:53,52.28625,1.04726,08470,0,0,9,-25.9,3.2*E7ED","G8NWC,2E0NRD,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH",254,12:49:53,52.28625,1.04726,8470,0,0,9,-25.9,3.2
"$$SVC_PI_SKY,255,12:50:33,52.28566,1.05595,08160,0,0,9,-25.7,3.3*0049","F5APQ,G8NWC,2E0NRD,G0MEK,PB0AHX,G6GZH,M0UPU,G8KNN,G8FJG,G0WXI,PD3T",255,12:50:33,52.28566,1.05595,8160,0,0,9,-25.7,3.3
"$$SVC_PI_SKY,256,12:51:13,52.28596,1.06501,07857,0,0,9,-25.2,3.2*6DB0","G8NWC,2E0NRD,ASTRA_J,G0MEK,PB0AHX,G6GZH,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T",256,12:51:13,52.28596,1.06501,7857,0,0,9,-25.2,3.2
