_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,heading,satellites,temperature_internal,battery
"$$SVC_PI_SKY,257,12:51:54,52.28588,1.07381,07553,0,0,9,-24.7,3.1*A115","M0UPU,G8NWC,2E0NRD,G0MEK,ASTRA_J,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA",257,12:51:54,52.28588,1.07381,7553,0,0,9,-24.7,3.1
"$$SVC_PI_SKY,258,12:52:34,52.28585,1.08240,07258,0,0,9,-23.9,3.1*EAD7","G8NWC,ASTRA_J,G0MEK,PB0AHX,G6GZH,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,PD3T,ASTRA",258,12:52:34,52.28585,1.0824,7258,0,0,9,-23.9,3.1
"$$SVC_PI_SKY,259,12:53:14,52.28526,1.09036,06968,0,0,8,-23.1,3.1*67FC","M0UPU,G8NWC,2E0NRD,G0MEK,PB0AHX,PD3T,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH",259,12:53:14,52.28526,1.09036,6968,0,0,8,-23.1,3.1
"$$SVC_PI_SKY,260,12:53:54,52.28508,1.09767,06676,0,0,8,-22.1,3.0*52B5","G8NWC,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,PD3T",260,12:53:54,52.28508,1.09767,6676,0,0,8,-22.1,3.0
"$$SVC_PI_SKY,262,12:55:15,52.28477,1.11235,06094,0,0,4,-19.8,3.1*7A6E","G8NWC,2E0NRD,G0MEK,ASTRA_J,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",262,12:55:15,52.28477,1.11235,6094,0,0,4,-19.8,3.1
"$$SVC_PI_SKY,261,12:54:35,52.28518,1.10547,06383,0,0,8,-21.0,3.0*2640","M0UPU,G8NWC,2E0NRD,ASTRA_J,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA",261,12:54:35,52.28518,1.10547,6383,0,0,8,-21,3
"$$SVC_PI_SKY,263,12:55:55,52.28502,1.11825,05810,0,0,8,-18.6,3.0*D88C","F5APQ,G8NWC,2E0NRD,ASTRA_J,G0MEK,PB0AHX,M0UPU,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",263,12:55:55,52.28502,1.11825,5810,0,0,8,-18.6,3.0
"$$SVC_PI_SKY,264,12:56:35,52.28537,1.12442,05537,0,0,8,-17.5,3.0*2C08","G8NWC,G0MEK,ASTRA_J,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",264,12:56:35,52.28537,1.12442,5537,0,0,8,-17.5,3.0
"$$SVC_PI_SKY,265,12:57:15,52.28598,1.12948,05267,0,0,4,-16.2,3.0*E3F6","G0MEK,ASTRA_J,F5APQ,G8KNN,F1OIL,G8FJG,G0WXI,G6GZH,ASTRA",265,12:57:15,52.28598,1.12948,5267,0,0,4,-16.2,3
"$$SVC_PI_SKY,266,12:57:56,52.28680,1.13376,04998,0,0,8,-14.8,2.9*4F61","G8NWC,G0MEK,ASTRA_J,F5APQ,G8KNN,G8FJG,G6GZH,ASTRA",266,12:57:56,52.2868,1.13376,4998,0,0,8,-14.8,2.9
"$$SVC_PI_SKY,267,12:58:36,52.28756,1.13851,04738,0,0,8,-13.4,3.0*A98A","G8NWC,ASTRA_J,G0MEK,PB0AHX,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH,ASTRA",267,12:58:36,52.28756,1.13851,4738,0,0,8,-13.4,3.0
"$$SVC_PI_SKY,268,12:59:07,52.28788,1.14227,04537,0,0,8,-12.2,3.0*BAB2","G8NWC,G0MEK,ASTRA_J,PB0AHX,F5APQ,G8KNN,G8FJG,G6GZH",268,12:59:07,52.28788,1.14227,4537,0,0,8,-12.2,3
"$$SVC_PI_SKY,269,12:59:47,52.28798,1.14697,04281,0,0,8,-11.0,3.0*5FD0","G8NWC,G0MEK,F5APQ,G8KNN,G8FJG,G6GZH",269,12:59:47,52.28798,1.14697,4281,0,0,8,-11.0,3.0
"$$SVC_PI_SKY,270,13:00:27,52.28827,1.15113,04025,0,0,7,-9.5,3.1*08A0","G8NWC,G0MEK,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH",270,13:00:27,52.28827,1.15113,4025,0,0,7,-9.5,3.1
"$$SVC_PI_SKY,271,13:01:07,52.28855,1.15527,03777,0,0,8,-8.1,3.0*1B17","G8NWC,G0MEK,F5APQ,G8KNN,G8FJG,G6GZH",271,13:01:07,52.28855,1.15527,3777,0,0,8,-8.1,3.0
"$$SVC_PI_SKY,272,13:01:48,52.28905,1.15922,03529,0,0,8,-6.6,3.1*2C8E","G8NWC,G0MEK,G8KNN,G6GZH",272,13:01:48,52.28905,1.15922,3529,0,0,8,-6.6,3.1
"$$SVC_PI_SKY,273,13:02:28,52.29041,1.16287,03290,0,0,8,-5.1,3.1*BF93","G8KNN,G8FJG,G8NWC,G6GZH,G0MEK",273,13:02:28,52.29041,1.16287,3290,0,0,8,-5.1,3.1
"$$SVC_PI_SKY,274,13:03:08,52.29160,1.16636,03060,0,0,9,-3.6,3.1*F65D","G8NWC,G0MEK,F5APQ,G8KNN,G8FJG,G6GZH",274,13:03:08,52.2916,1.16636,3060,0,0,9,-3.6,3.1
"$$SVC_PI_SKY,275,13:03:48,52.29262,1.16969,02838,0,0,9,-2.1,3.1*5E2D","F5APQ,G8FJG,G6GZH,G8KNN,G0MEK",275,13:03:48,52.29262,1.16969,2838,0,0,9,-2.1,3.1
"$$SVC_PI_SKY,276,13:04:28,52.29437,1.17312,02613,0,0,9,-0.7,3.2*CE05","F5APQ,G8FJG,G6GZH,G8KNN,G0MEK",276,13:04:28,52.29437,1.17312,2613,0,0,9,-0.7,3.2
"$$SVC_PI_SKY,277,13:05:08,52.29603,1.17715,02377,0,0,8,0.8,3.3*7D68","G0MEK,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH",277,13:05:08,52.29603,1.17715,2377,0,0,8,0.8,3.3
"$$SVC_PI_SKY,278,13:05:49,52.29744,1.18036,02136,0,0,10,2.6,3.4*3322","G0MEK,F5APQ,G8KNN,F1OIL,G8FJG,G6GZH",278,13:05:49,52.29744,1.18036,2136,0,0,10,2.6,3.4
"$$SVC_PI_SKY,279,13:06:29,52.29808,1.18270,01925,0,0,9,4.1,3.6*4EC4","G8KNN,G8FJG,G6GZH,G0MEK",279,13:06:29,52.29808,1.1827,1925,0,0,9,4.1,3.6
"$$SVC_PI_SKY,280,13:07:09,52.29889,1.18409,01705,0,0,10,5.6,3.7*3C60","G8FJG,G0MEK,G6GZH,G8KNN",280,13:07:09,52.29889,1.18409,1705,0,0,10,5.6,3.7
"$$SVC_PI_SKY,281,13:07:49,52.29971,1.18484,01462,0,0,10,7.1,4.1*827D","G8FJG,G0MEK,G8KNN,G6GZH",281,13:07:49,52.29971,1.18484,1462,0,0,10,7.1,4.1
"$$SVC_PI_SKY,282,13:08:29,52.30087,1.18450,01256,0,0,8,8.7,4.8*5BD6","G0MEK,G6GZH,G8KNN",282,13:08:29,52.30087,1.1845,1256,0,0,8,8.7,4.8
"$$SVC_PI_SKY,283,13:09:09,52.30202,1.18444,01053,0,0,10,10.1,4.8*6D0E","G8FJG,G8KNN,G6GZH",283,13:09:09,52.30202,1.18444,1053,0,0,10,10.1,4.8
"$$SVC_PI_SKY,284,13:09:49,52.30305,1.18343,00858,0,0,10,11.2,5.0*ABFE","G6GZH,G8KNN",284,13:09:49,52.30305,1.18343,858,0,0,10,11.2,5.0
