_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,gps_lock,satellites
"$$MOD1,871,13:17:28,51.945019,-0.788740,14256,1,12*ABE1","G0NZO,G8KNN-2,M0UPU-2,G8KNN-1,G7SVI,G4MYS,G3WGM,G8DHE,G8KNN,RevSpace,G0TDJ,M6GTG,Leo,F5APQ,M0UPU",871,13:17:28,51.945019,-0.78874,14256,1,12
"$$MOD1,872,13:17:40,51.944408,-0.786880,14071,1,12*56E2","M0UPU-1,G8KNN-1,G8KNN-2,M0UPU-2,G0NZO,RevSpace,2E0KPI,M0UPU,G8KNN,G7SVI,G0TDJ,M6GTG,G4MYS,Leo,F5APQ,G3WGM",872,13:17:40,51.944408,-0.78688,14071,1,12
"$$MOD1,873,13:17:50,51.943790,-0.785880,13919,1,12*7685","G8KNN-1,G8KNN-2,M0UPU-2,G0NZO,G4MYS,G3WGM,G8DHE,G8KNN,RevSpace,G0TDJ,M6GTG,Leo,F5APQ",873,13:17:50,51.94379,-0.78588,13919,1,12
"$$MOD1,874,13:18:02,51.942741,-0.785040,13739,1,12*A27A","M0UPU-1,G8KNN-1,G8KNN-2,G8DHE,G0NZO,G7SVI,Leo,M0UPU,G8KNN,RevSpace,G0TDJ,M6GTG,G4MYS,F5APQ,G3WGM",874,13:18:02,51.942741,-0.78504,13739,1,12
"$$MOD1,875,13:18:14,51.941399,-0.783960,13561,1,12*D259","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,G8KNN-1,G4MYS,M0UPU,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,f4fwt,F5APQ,G3WGM",875,13:18:14,51.941399,-0.78396,13561,1,12
"$$MOD1,876,13:18:26,51.940102,-0.782390,13387,1,12*CC7D","G0NZO,G8KNN-2,G8DHE,G8KNN-1,RevSpace,G4MYS,G3WGM,G8KNN,G7SVI,G0TDJ,M6GTG,f4fwt,F5APQ",876,13:18:26,51.940102,-0.78239,13387,1,12
"$$MOD1,877,13:18:38,51.938931,-0.780540,13217,1,12*7C59","G0NZO,G8KNN-2,G8DHE,G8KNN-1,RevSpace,G4MYS,G0TDJ,G8KNN,G7SVI,M6GTG,f4fwt,F5APQ,G3WGM",877,13:18:38,51.938931,-0.78054,13217,1,12
"$$MOD1,878,13:18:50,51.937901,-0.778580,13047,1,12*CB9D","G8KNN-1,G8KNN-2,G8DHE,G0NZO,G4MYS,G3WGM,G8KNN,RevSpace,G0TDJ,M6GTG,f4fwt,F5APQ",878,13:18:50,51.937901,-0.77858,13047,1,12
"$$MOD1,879,13:19:02,51.936939,-0.776780,12881,1,12*A5BF","G8KNN-1,G8KNN-2,M0UPU-2,G0NZO,G7SVI,2E0KPI,G3WGM,G8DHE,G8KNN,RevSpace,G0TDJ,M6GTG,G4MYS,f4fwt,F5APQ,M0UPU",879,13:19:02,51.936939,-0.77678,12881,1,12
"$$MOD1,880,13:19:12,51.936279,-0.775690,12743,1,12*89FC","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,G8KNN-1,2E0KPI,G3WGM,G8DHE,G8KNN,G7SVI,G0TDJ,G4MYS,f4fwt,F5APQ,M0UPU",880,13:19:12,51.936279,-0.77569,12743,1,12
"$$MOD1,881,13:19:24,51.935410,-0.774210,12579,1,12*F87F","M0UPU-1,G8KNN-1,G8KNN-2,G8DHE,G0NZO,f4fwt,G4MYS,M0UPU,M0UPU-2,G8KNN,G7SVI,G0TDJ,G1XIY,2E0KPI,M6GTG,F5APQ,G3WGM",881,13:19:24,51.93541,-0.77421,12579,1,12
"$$MOD1,882,13:19:36,51.934429,-0.772490,12417,1,12*77FF","M0UPU-1,G0NZO,G1XIY,MOODY,G8KNN-1,F5APQ,2E0KPI,M0UPU,G8DHE,G8KNN,RevSpace,G0TDJ,M6GTG,M0UPU-2,f4fwt,G4MYS,G3WGM",882,13:19:36,51.934429,-0.77249,12417,1,12
"$$MOD1,883,13:19:48,51.933208,-0.771120,12256,1,11*3B96","M0UPU-1,G8KNN-1,G1XIY,G0NZO,G4MYS,f4fwt,M0UPU-2,G8KNN,RevSpace,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",883,13:19:48,51.933208,-0.77112,12256,1,11
"$$MOD1,884,13:20:00,51.931839,-0.769850,12094,1,12*F537","F5APQ,G8KNN-1,G8DHE,G0NZO,Leo,M0UPU,G3WGM,f4fwt,M0UPU-2,G8KNN,RevSpace,G0TDJ,G1XIY,2E0KPI,M6GTG,G4MYS,MOODY",884,13:20:00,51.931839,-0.76985,12094,1,12
"$$MOD1,885,13:20:12,51.930382,-0.768400,11934,1,12*E61D","M0UPU-1,G8KNN-1,G1XIY,G3WGM,G0NZO,f4fwt,G0TDJ,G8DHE,M0UPU,G8KNN,2E0KPI,M0UPU-2,M6GTG,Leo,G4MYS,F5APQ,MOODY",885,13:20:12,51.930382,-0.7684,11934,1,12
"$$MOD1,886,13:20:24,51.928970,-0.767370,11777,1,12*8520","G8KNN-1,M0UPU-2,G3WGM,G0NZO,M0UPU,Leo,F5APQ,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,G4MYS,F4FWT,MOODY",886,13:20:24,51.92897,-0.76737,11777,1,12
"$$MOD1,887,13:20:34,51.927731,-0.766600,11649,1,12*7BF7","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,MOODY,G3WGM,G8KNN-1,Leo,G4MYS,F5APQ,G8DHE,G8KNN,G0TDJ,G1XIY,2E0KPI,M6GTG,F4FWT,M0UPU",887,13:20:34,51.927731,-0.7666,11649,1,12
"$$MOD1,888,13:20:46,51.926311,-0.765620,11498,1,12*CF2B","M0UPU-1,G8KNN-1,G8KNN-2,M0UPU-2,MOODY,G0NZO,G4MYS,F4FWT,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",888,13:20:46,51.926311,-0.76562,11498,1,12
"$$MOD1,889,13:20:58,51.925011,-0.764710,11350,1,12*C200","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,G3WGM,G8KNN-1,2E0KPI,F4FWT,G8KNN,G0TDJ,M6GTG,G4MYS,Leo,F5APQ,M0UPU",889,13:20:58,51.925011,-0.76471,11350,1,12
"$$MOD1,890,13:21:10,51.923729,-0.763710,11202,1,12*856E","M0UPU-1,G0NZO,M0UPU-2,G3WGM,G8KNN-1,2E0KPI,F5APQ,G8KNN,G7SVI,G0TDJ,M6GTG,Leo,G4MYS,F4FWT,M0UPU",890,13:21:10,51.923729,-0.76371,11202,1,12
"$$MOD1,891,13:21:22,51.922428,-0.762690,11056,1,12*5649","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,G8KNN-1,2E0KPI,G3WGM,M0UPU,G8KNN,G7SVI,G0TDJ,Leo,G4MYS,F4FWT,MOODY",891,13:21:22,51.922428,-0.76269,11056,1,12
"$$MOD1,892,13:21:34,51.921188,-0.761740,10910,1,12*1F02","M0UPU-1,G0NZO,G8KNN-2,M0UPU-2,G3WGM,G8KNN-1,G4MYS,F5APQ,G8KNN,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,M0UPU",892,13:21:34,51.921188,-0.76174,10910,1,12
"$$MOD1,893,13:21:46,51.919971,-0.760930,10766,1,12*4B5C","M0UPU-1,G8KNN-1,G8KNN-2,G8DHE,G0NZO,G4MYS,F5APQ,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,G3WGM",893,13:21:46,51.919971,-0.76093,10766,1,12
"$$MOD1,894,13:21:56,51.918999,-0.760320,10649,1,12*2B8D","M0UPU-1,G0NZO,G8KNN-2,G8DHE,G8KNN-1,M0UPU,2E0KPI,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,G4MYS,Leo,F4FWT,G3WGM",894,13:21:56,51.918999,-0.76032,10649,1,12
"$$MOD1,895,13:22:08,51.917870,-0.759700,10509,1,12*05A8","M0UPU-1,G8KNN-1,G8KNN-2,G8DHE,G3WGM,G0NZO,G4MYS,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,M0UPU",895,13:22:08,51.91787,-0.7597,10509,1,12
"$$MOD1,896,13:22:20,51.916729,-0.759120,10369,1,12*27F4","M0UPU-1,G0NZO,G8DHE,G8KNN-1,2E0KPI,M0UPU,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,G4MYS,Leo,F5APQ,G3WGM",896,13:22:20,51.916729,-0.75912,10369,1,12
"$$MOD1,897,13:22:32,51.915722,-0.758550,10229,1,12*9917","M0UPU-1,G0NZO,M0UPU-2,G8KNN-1,Leo,G0TDJ,G8DHE,G8KNN,M6GTG,2E0KPI,G4MYS,F5APQ,G3WGM",897,13:22:32,51.915722,-0.75855,10229,1,12
"$$MOD1,898,13:22:44,51.914871,-0.757780,10091,1,12*5616","G8KNN-1,G0NZO,2E0KPI,F5APQ,M0UPU,G8KNN,G7SVI,G0TDJ,M6GTG,G4MYS,Leo,G3WGM",898,13:22:44,51.914871,-0.75778,10091,1,12
"$$MOD1,899,13:22:56,51.914108,-0.757000,9958,1,12*FA0A","M0UPU-1,G8KNN-1,G8DHE,G0NZO,M0UPU,2E0KPI,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,Leo,G4MYS,F4FWT,G3WGM",899,13:22:56,51.914108,-0.757,9958,1,12
"$$MOD1,900,13:23:06,51.913528,-0.756180,9846,1,12*C8AA","M0UPU-1,G8KNN-1,M0UPU-2,G3WGM,G0NZO,2E0KPI,F4FWT,G8DHE,G8KNN,G7SVI,G0TDJ,M6GTG,Leo,F5APQ,M0UPU",900,13:23:06,51.913528,-0.75618,9846,1,12
"$$MOD1,901,13:23:18,51.912842,-0.755070,9712,1,12*E182","G8KNN-1,G8DHE,G0NZO,M0UPU,G4MYS,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,G3WGM",901,13:23:18,51.912842,-0.75507,9712,1,12
"$$MOD1,902,13:23:30,51.912102,-0.753880,9579,1,12*6581","G8KNN-1,M0UPU-2,G0NZO,G4MYS,F4FWT,G8DHE,G8KNN,G0TDJ,Leo,F5APQ,G3WGM",902,13:23:30,51.912102,-0.75388,9579,1,12
"$$MOD1,903,13:23:42,51.911339,-0.752820,9447,1,12*E442","M0UPU-1,G0NZO,G8DHE,G3WGM,G8KNN-1,Leo,F4FWT,M0UPU-2,G8KNN,G0TDJ,M6GTG,2E0KPI,F5APQ,M0UPU",903,13:23:42,51.911339,-0.75282,9447,1,12
"$$MOD1,904,13:23:52,51.910759,-0.751990,9337,1,12*D36E","M0UPU-1,G8KNN-1,G8DHE,G0NZO,M0UPU,Leo,F5APQ,M0UPU-2,G7SVI,G0TDJ,M6GTG,2E0KPI,G4MYS,F4FWT,G3WGM",904,13:23:52,51.910759,-0.75199,9337,1,12
"$$MOD1,905,13:24:04,51.910099,-0.750870,9209,1,11*324F","M0UPU-1,G8KNN-1,M0UPU-2,G0NZO,M0UPU,G4MYS,F4FWT,G8DHE,G8KNN,G7SVI,G0TDJ,M6GTG,F5APQ,G3WGM",905,13:24:04,51.910099,-0.75087,9209,1,11
"$$MOD1,906,13:24:16,51.909550,-0.749800,9086,1,12*438B","G0NZO,G8DHE,G8KNN-1,G4MYS,F5APQ,G8KNN,G7SVI,G0TDJ,M6GTG,Leo,F4FWT,G3WGM",906,13:24:16,51.90955,-0.7498,9086,1,12
"$$MOD1,907,13:24:28,51.909031,-0.748710,8960,1,12*9FB8","G8KNN-1,G8DHE,G0NZO,2E0KPI,F4FWT,G8KNN,G0TDJ,M6GTG,G4MYS,Leo,F5APQ,G3WGM",907,13:24:28,51.909031,-0.74871,8960,1,12
"$$MOD1,908,13:24:38,51.908642,-0.747890,8857,1,12*7A8A","M0UPU-1,G0NZO,G8DHE,G8KNN-1,M0UPU,G4MYS,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,G3WGM",908,13:24:38,51.908642,-0.74789,8857,1,12
"$$MOD1,909,13:24:50,51.908169,-0.747000,8735,1,12*D39A","M0UPU-1,G0NZO,G8KNN-2,G8DHE,G3WGM,G8KNN-1,G4MYS,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,M0UPU",909,13:24:50,51.908169,-0.747,8735,1,12
"$$MOD1,910,13:25:02,51.907719,-0.746180,8614,1,12*0908","M0UPU-1,G8KNN-1,G8KNN-2,M0UPU-2,G0NZO,M0UPU,G4MYS,F4FWT,G8DHE,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",910,13:25:02,51.907719,-0.74618,8614,1,12
"$$MOD1,911,13:25:14,51.907230,-0.745230,8494,1,12*CA73","M0UPU-1,G0NZO,G8KNN-2,G1XIY,G8KNN-1,G4MYS,F5APQ,G8DHE,M0UPU-2,G8KNN,G7SVI,G0TDJ,M6GTG,2E0KPI,Leo,F4FWT,G3WGM",911,13:25:14,51.90723,-0.74523,8494,1,12
"$$MOD1,912,13:25:24,51.906841,-0.744450,8394,1,12*1BA9","M0UPU-1,G8KNN-1,G8KNN-2,G1XIY,G0NZO,G4MYS,F5APQ,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,M1ARI,F4FWT,G3WGM",912,13:25:24,51.906841,-0.74445,8394,1,12
"$$MOD1,913,13:25:36,51.906448,-0.743610,8276,1,12*2F81","M0UPU-1,G8KNN-1,G8KNN-2,G8DHE,G4MYS,G3WGM,G0NZO,Leo,F5APQ,M0UPU-2,G8KNN,G7SVI,G0TDJ,2E0KPI,M1ARI,F4FWT,M0UPU",913,13:25:36,51.906448,-0.74361,8276,1,12
"$$MOD1,914,13:25:48,51.906090,-0.742850,8158,1,12*38E5","G8KNN-1,G8KNN-2,G1XIY,G3WGM,G0NZO,G0TDJ,M1ARI,Leo,F5APQ,M0UPU-2,G8KNN,G7SVI,G8DHE,M6GTG,2E0KPI,G4MYS,F4FWT,M0UPU",914,13:25:48,51.90609,-0.74285,8158,1,12
"$$MOD1,915,13:26:00,51.905609,-0.741950,8038,1,12*3629","M0UPU-1,G0NZO,G8KNN-2,G1XIY,G8KNN-1,G4MYS,G3WGM,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,M0UPU",915,13:26:00,51.905609,-0.74195,8038,1,12
"$$MOD1,916,13:26:10,51.905258,-0.741060,7940,1,12*493D","M0UPU-1,G0NZO,G8DHE,G8KNN-1,F5APQ,Leo,G3WGM,M0UPU-2,G8KNN,G7SVI,G0TDJ,G1XIY,2E0KPI,M6GTG,G4MYS,M0UPU",916,13:26:10,51.905258,-0.74106,7940,1,12
"$$MOD1,917,13:26:22,51.904812,-0.740020,7823,1,12*2857","G8KNN-1,G8KNN-2,G8DHE,G0NZO,G4MYS,F4FWT,G1XIY,G8KNN,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",917,13:26:22,51.904812,-0.74002,7823,1,12
"$$MOD1,918,13:26:34,51.904442,-0.738900,7708,1,12*3E7E","M0UPU-1,G8KNN-1,G8KNN-2,M0UPU-2,G3WGM,G0NZO,G0TDJ,G4MYS,F4FWT,G1XIY,G8KNN,G8DHE,M6GTG,Leo,M1ARI,F5APQ,M0UPU",918,13:26:34,51.904442,-0.7389,7708,1,12
"$$MOD1,919,13:26:46,51.904110,-0.737720,7593,1,11*9C15","M0UPU-1,G0NZO,G8KNN-2,G8DHE,G3WGM,G8KNN-1,G4MYS,F4FWT,M0UPU-2,G8KNN,G0TDJ,M6GTG,Leo,G1XIY,F5APQ,M0UPU",919,13:26:46,51.90411,-0.73772,7593,1,11
"$$MOD1,920,13:26:58,51.903801,-0.736480,7479,1,12*F8C3","G8KNN-1,G8KNN-2,G8DHE,G0NZO,Leo,F4FWT,G8KNN,G0TDJ,M6GTG,2E0KPI,G4MYS,F5APQ,G3WGM",920,13:26:58,51.903801,-0.73648,7479,1,12
"$$MOD1,921,13:27:08,51.903660,-0.735480,7383,1,12*1F4A","G0NZO,G8KNN-2,G8DHE,G8KNN-1,Leo,F5APQ,G8KNN,G0TDJ,M6GTG,2E0KPI,G4MYS,F4FWT,G3WGM",921,13:27:08,51.90366,-0.73548,7383,1,12
"$$MOD1,922,13:27:20,51.903511,-0.734280,7271,1,12*6675","M0UPU-1,G0NZO,G1XIY,G8KNN-1,M1ARI,Leo,F5APQ,G8DHE,M0UPU-2,G8KNN,G0TDJ,M6GTG,2E0KPI,G4MYS,F4FWT,G3WGM",922,13:27:20,51.903511,-0.73428,7271,1,12
"$$MOD1,923,13:27:32,51.903431,-0.733090,7159,1,12*3F3E","G0NZO,G8DHE,G3WGM,G8KNN-1,G4MYS,F4FWT,G8KNN,G0TDJ,M6GTG,Leo,M1ARI,F5APQ,M0UPU",923,13:27:32,51.903431,-0.73309,7159,1,12
"$$MOD1,924,13:27:44,51.903339,-0.731870,7047,1,12*6A1F","M0UPU-1,G0NZO,G8DHE,G8KNN-1,M1ARI,Leo,G3WGM,G8KNN,G0TDJ,2E0KPI,G4MYS,F5APQ,M0UPU",924,13:27:44,51.903339,-0.73187,7047,1,12
"$$MOD1,925,13:27:54,51.903229,-0.730760,6954,1,12*A8C3","G8KNN-1,G8DHE,G0NZO,G4MYS,M0UPU,M0UPU-2,G8KNN,G0TDJ,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",925,13:27:54,51.903229,-0.73076,6954,1,12
"$$MOD1,926,13:28:06,51.903080,-0.729350,6844,1,12*7AC5","M0UPU-1,G8KNN-1,M0UPU-2,G3WGM,Leo,2E0KPI,F4FWT,G8DHE,G8KNN,G0TDJ,M6GTG,G4MYS,M1ARI,F5APQ,M0UPU",926,13:28:06,51.90308,-0.72935,6844,1,12
"$$MOD1,927,13:28:18,51.902988,-0.727840,6734,1,12*8A3B","M0UPU-1,G0NZO,M0UPU-2,G8KNN-1,Leo,F4FWT,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,M1ARI,G4MYS,G3WGM",927,13:28:18,51.902988,-0.72784,6734,1,12
"$$MOD1,928,13:28:30,51.902988,-0.726290,6626,1,12*3E84","G8KNN-1,G8DHE,G0NZO,G4MYS,G0TDJ,G8KNN,M6GTG,2E0KPI,Leo,F5APQ,G3WGM",928,13:28:30,51.902988,-0.72629,6626,1,12
"$$MOD1,929,13:28:40,51.903000,-0.725000,6536,1,12*FA99","G8KNN-1,G8DHE,G0NZO,2E0KPI,M0UPU,M0UPU-2,G8KNN,G0TDJ,M6GTG,G4MYS,M1ARI,F5APQ,G3WGM",929,13:28:40,51.903,-0.725,6536,1,12
"$$MOD1,930,13:28:52,51.903069,-0.723630,6429,1,12*217C","M0UPU-1,G8KNN-1,G8DHE,G0NZO,F5APQ,G4MYS,M0UPU,M0UPU-2,G8KNN,G0TDJ,M6GTG,2E0KPI,F4FWT,G3WGM",930,13:28:52,51.903069,-0.72363,6429,1,12
"$$MOD1,931,13:29:04,51.903179,-0.722400,6322,1,12*9346","M0UPU-1,G0NZO,M0UPU-2,G8KNN-1,G4MYS,M0UPU,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,F5APQ,G3WGM",931,13:29:04,51.903179,-0.7224,6322,1,12
"$$MOD1,932,13:29:16,51.903320,-0.721210,6216,1,12*67FC","G8KNN-1,G8DHE,G0NZO,G4MYS,F5APQ,M0UPU-2,G8KNN,G0TDJ,M6GTG,2E0KPI,F4FWT,G3WGM",932,13:29:16,51.90332,-0.72121,6216,1,12
"$$MOD1,933,13:29:26,51.903450,-0.720160,6126,1,12*F4D3","M0UPU-1,G0NZO,G8DHE,G8KNN-1,G4MYS,F5APQ,M0UPU,G8KNN,G0TDJ,M6GTG,2E0KPI,F4FWT,G3WGM",933,13:29:26,51.90345,-0.72016,6126,1,12
"$$MOD1,934,13:29:38,51.903599,-0.718730,6022,1,12*6F6D","G0NZO,G8DHE,G3WGM,G8KNN-1,G4MYS,F5APQ,G8KNN,G0TDJ,M6GTG,2E0KPI,F4FWT,M0UPU",934,13:29:38,51.903599,-0.71873,6022,1,12
"$$MOD1,935,13:29:50,51.903641,-0.717130,5919,1,12*F88A","G8KNN-1,G8DHE,M0UPU,2E0KPI,F4FWT,M0UPU-2,G8KNN,G0TDJ,G4MYS,M1ARI,F5APQ,G3WGM",935,13:29:50,51.903641,-0.71713,5919,1,12
"$$MOD1,936,13:30:02,51.903610,-0.715450,5817,1,12*C4DA","M0UPU-1,F5APQ,M0UPU-2,G8KNN-1,G4MYS,M0UPU,G8DHE,G8KNN,G0TDJ,M6GTG,2E0KPI,F4FWT,G3WGM",936,13:30:02,51.90361,-0.71545,5817,1,12
"$$MOD1,937,13:30:12,51.903568,-0.714130,5732,1,12*C8CB","G8KNN-1,M0UPU-2,2E0KPI,F4FWT,G8KNN,M6GTG,G4MYS,M1ARI,F5APQ,G3WGM",937,13:30:12,51.903568,-0.71413,5732,1,12
"$$MOD1,938,13:30:24,51.903439,-0.712510,5631,1,12*601A","M0UPU-1,G8KNN-1,G8DHE,G4MYS,G3WGM,G8KNN,M6GTG,2E0KPI,M1ARI",938,13:30:24,51.903439,-0.71251,5631,1,12
"$$MOD1,939,13:30:36,51.903332,-0.710920,5529,1,12*D12A","M0UPU-1,G0TDJ,G8DHE,G8KNN-1,G4MYS,M0UPU,G1XIY,G8KNN,M6GTG,2E0KPI,M1ARI,F5APQ,G3WGM",939,13:30:36,51.903332,-0.71092,5529,1,12
"$$MOD1,940,13:30:48,51.903210,-0.709240,5428,1,12*6D12","M0UPU-1,G8KNN-1,G8DHE,2E0KPI,M0UPU,M0UPU-2,G8KNN,G0TDJ,M6GTG,G4MYS,M1ARI,F5APQ,G3WGM",940,13:30:48,51.90321,-0.70924,5428,1,12
"$$MOD1,941,13:30:58,51.903049,-0.707710,5344,1,12*0342","G8KNN-1,G8DHE,2E0KPI,G3WGM,G8KNN,M6GTG,G4MYS,F5APQ",941,13:30:58,51.903049,-0.70771,5344,1,12
"$$MOD1,942,13:31:10,51.902851,-0.705740,5244,1,12*CA79","G3WGM,G8KNN-1,F5APQ,G8KNN,2E0KPI",942,13:31:10,51.902851,-0.70574,5244,1,12
"$$MOD1,943,13:31:22,51.902672,-0.703790,5146,1,12*7D94","M0UPU-1,G0TDJ,M0UPU-2,G8KNN-1,G4MYS,G3WGM,G8KNN,M6GTG,2E0KPI,F5APQ",943,13:31:22,51.902672,-0.70379,5146,1,12
"$$MOD1,944,13:31:34,51.902451,-0.701830,5048,1,12*0B46","M0UPU-1,F5APQ,G8KNN-1,G4MYS,G3WGM,G8KNN,G0TDJ,M6GTG",944,13:31:34,51.902451,-0.70183,5048,1,12
"$$MOD1,945,13:31:44,51.902260,-0.700320,4966,1,12*B815","G8KNN-1,M0UPU-2,2E0KPI,G3WGM,G8KNN,G0TDJ,M6GTG,G4MYS,F5APQ",945,13:31:44,51.90226,-0.70032,4966,1,12
"$$MOD1,946,13:31:56,51.902031,-0.698670,4870,1,12*ED5E","M0UPU-1,G8KNN-1,M0UPU-2,G4MYS,M0UPU,G8KNN,G0TDJ,2E0KPI,F5APQ,G3WGM",946,13:31:56,51.902031,-0.69867,4870,1,12
"$$MOD1,947,13:32:09,51.901749,-0.697050,4775,1,12*14DE","M0UPU-1,G8KNN-1,M0UPU-2,G4MYS,G0TDJ,G8KNN,2E0KPI,F5APQ,G3WGM",947,13:32:09,51.901749,-0.69705,4775,1,12
"$$MOD1,948,13:32:21,51.901390,-0.695580,4679,1,12*DEE5","M0UPU-1,F5APQ,G8KNN-1,G4MYS,G0TDJ,G8KNN,M6GTG,M1ARI,G3WGM",948,13:32:21,51.90139,-0.69558,4679,1,12
"$$MOD1,949,13:32:31,51.900940,-0.694220,4600,1,12*E59E","G8KNN-1,G4MYS,F5APQ,M0UPU,G8KNN,G0TDJ,M6GTG,G3WGM",949,13:32:31,51.90094,-0.69422,4600,1,12
"$$MOD1,950,13:32:43,51.900421,-0.692570,4507,1,12*BB5D","G8KNN-1,2E0KPI,G3WGM,G8KNN,M6GTG,Leo,G4MYS",950,13:32:43,51.900421,-0.69257,4507,1,12
"$$MOD1,951,13:32:55,51.899921,-0.690910,4415,1,12*1DE3","G8KNN-1,G4MYS,F5APQ,G8KNN,M6GTG,Leo,G3WGM",951,13:32:55,51.899921,-0.69091,4415,1,12
"$$MOD1,952,13:33:07,51.899521,-0.689340,4325,1,12*B060","G8KNN-1,G8DHE,2E0KPI,G3WGM,G8KNN,M6GTG,G4MYS,Leo,F5APQ",952,13:33:07,51.899521,-0.68934,4325,1,12
"$$MOD1,953,13:33:17,51.899158,-0.688030,4250,1,12*293F","M0UPU-1,G8KNN-1,M0UPU-2,G0NZO,G4MYS,G3WGM,G8DHE,G8KNN,M6GTG,2E0KPI,Leo,F5APQ,M0UPU",953,13:33:17,51.899158,-0.68803,4250,1,12
"$$MOD1,954,13:33:29,51.898781,-0.686400,4160,1,12*49F9","M0UPU-1,G8KNN-1,M0UPU-2,G0NZO,Leo,G3WGM,G8KNN,M6GTG,G4MYS,F5APQ",954,13:33:29,51.898781,-0.6864,4160,1,12
"$$MOD1,955,13:33:41,51.898479,-0.684900,4070,1,12*3C21","M0UPU-1,G8KNN-1,Leo,F5APQ,G8KNN,M6GTG,2E0KPI,G4MYS,G3WGM",955,13:33:41,51.898479,-0.6849,4070,1,12
"$$MOD1,956,13:33:53,51.898140,-0.683430,3981,1,12*1ED1","G8KNN-1,M0UPU-2,G0NZO,G4MYS,G3WGM,G8KNN,M6GTG,F5APQ",956,13:33:53,51.89814,-0.68343,3981,1,12
"$$MOD1,957,13:34:03,51.897812,-0.682320,3908,1,12*7095","M0UPU-1,F5APQ,G8KNN-1,Leo,G0TDJ,G8KNN,2E0KPI,M6GTG,G4MYS,M1ARI,G3WGM",957,13:34:03,51.897812,-0.68232,3908,1,12
"$$MOD1,958,13:34:15,51.897331,-0.681170,3819,1,12*20C4","M0UPU-1,G8KNN-1,M0UPU-2,G0NZO,Leo,G3WGM,G8KNN,2E0KPI,F5APQ",958,13:34:15,51.897331,-0.68117,3819,1,12
"$$MOD1,959,13:34:27,51.896790,-0.680010,3732,1,12*858D","G0NZO,G8KNN-1,G4MYS,F5APQ,G8KNN,M1ARI,G3WGM",959,13:34:27,51.89679,-0.68001,3732,1,12
"$$MOD1,960,13:34:39,51.896259,-0.678820,3644,1,12*A09E","G0NZO,G8KNN-1,G4MYS,F5APQ,G8KNN,G0TDJ,G3WGM",960,13:34:39,51.896259,-0.67882,3644,1,12
"$$MOD1,961,13:34:49,51.895802,-0.677760,3571,1,12*3428","M0UPU-1,G8KNN-1,G0NZO,G3WGM,F5APQ,G8KNN,G0TDJ,M6GTG,M0UPU",961,13:34:49,51.895802,-0.67776,3571,1,12
"$$MOD1,962,13:35:01,51.895241,-0.676460,3482,1,12*637C","M0UPU-1,G8KNN-1,M0UPU-2,G0NZO,G4MYS,G3WGM,G8KNN,M6GTG,F5APQ",962,13:35:01,51.895241,-0.67646,3482,1,12
"$$MOD1,963,13:35:13,51.894711,-0.675320,3391,1,12*3F97","M0UPU-1,G0NZO,G8KNN-1,G4MYS,F5APQ,M0UPU,G8KNN,G0TDJ,G6GZH,G3WGM",963,13:35:13,51.894711,-0.67532,3391,1,12
"$$MOD1,964,13:35:25,51.894241,-0.674250,3297,1,12*BE12","M0UPU-1,G0NZO,G8KNN-1,G4MYS,F5APQ,M0UPU,G8KNN,G0TDJ,G6GZH,G3WGM",964,13:35:25,51.894241,-0.67425,3297,1,12
