_sentence,_receivers,time,latitude,longitude,altitude,satellites,battery
"$$UBSEDS2,18:52:26,49.561577,1.049111,22116,11,1.11*29C1","F1OIL,G0WXI,PD3T,G8KNN",18:52:26,49.561577,1.049111,22116,11,1.11
"$$UBSEDS2,18:52:13,49.562584,1.049065,22085,11,1.07*8F36","F1OIL,G0WXI,G8KNN",18:52:13,49.562584,1.049065,22085,11,1.07
"$$UBSEDS2,18:53:05,49.559229,1.048736,22207,10,1.07*0D58","F1OIL,G0WXI,G8KNN,PD3T",18:53:05,49.559229,1.048736,22207,10,1.07
"$$UBSEDS2,18:52:52,49.559906,1.048922,22178,10,1.09*4C6C","F1OIL,G8KNN,PD3T",18:52:52,49.559906,1.048922,22178,10,1.09
"$$UBSEDS2,18:53:05,49.559229,1.048736,22207,10,1.06*1D79","F1OIL,G0WXI,PD3T,G8KNN",18:53:05,49.559229,1.048736,22207,10,1.06
"$$UBSEDS2,18:53:32,49.558461,1.048451,22268,10,1.04*7096","F1OIL,PE1CME,G8KNN,PD3T",18:53:32,49.558461,1.048451,22268,10,1.04
"$$UBSEDS2,18:53:19,49.558727,1.048549,22238,10,1.09*7739","F1OIL,G0WXI,G8KNN,PD3T",18:53:19,49.558727,1.048549,22238,10,1.09
"$$UBSEDS2,18:53:45,49.558253,1.048485,22298,11,1.09*A826","F1OIL,PE1CME,G0WXI,G8KNN",18:53:45,49.558253,1.048485,22298,11,1.09
"$$UBSEDS2,18:53:58,49.557982,1.048597,22329,11,1.09*F034","F1OIL,G0WXI,G8KNN",18:53:58,49.557982,1.048597,22329,11,1.09
"$$UBSEDS2,18:54:24,49.557580,1.048867,22389,9,1.04*C87A","F1OIL,G0WXI,G8KNN,PD3T",18:54:24,49.55758,1.048867,22389,9,1.04
"$$UBSEDS2,18:54:11,49.557765,1.048712,22359,11,1.03*FBBE","F1OIL,G0WXI,G8KNN",18:54:11,49.557765,1.048712,22359,11,1.03
"$$UBSEDS2,18:54:50,49.557141,1.049300,22452,10,1.03*5BCD","F1OIL,G0WXI,G8KNN,PD3T",18:54:50,49.557141,1.0493,22452,10,1.03
"$$UBSEDS2,18:54:37,49.557402,1.049090,22420,9,1.03*01BE","F1OIL,G0WXI,PD3T,G8KNN",18:54:37,49.557402,1.04909,22420,9,1.03
"$$UBSEDS2,18:55:03,49.556806,1.049518,22483,10,1.03*776F","F1OIL,G0WXI,G8KNN,PD3T",18:55:03,49.556806,1.049518,22483,10,1.03
"$$UBSEDS2,18:55:16,49.556409,1.049533,22514,11,1.07*9E33","F1OIL,G0WXI,G8KNN",18:55:16,49.556409,1.049533,22514,11,1.07
"$$UBSEDS2,18:55:42,49.555334,1.049146,22570,11,1.09*F2E6","F1OIL,G8KNN,PD3T",18:55:42,49.555334,1.049146,22570,11,1.09
"$$UBSEDS2,18:55:42,49.554706,1.048745,22598,11,1.09*B7CF","F1OIL,G8KNN,PD3T",18:55:42,49.554706,1.048745,22598,11,1.09
"$$UBSEDS2,18:55:56,49.554706,1.048745,22598,11,1.03*2166","F1OIL,G0WXI,G8KNN",18:55:56,49.554706,1.048745,22598,11,1.03
"$$UBSEDS2,18:56:09,49.553978,1.048230,22630,11,1.05*7A73","F1OIL,G0WXI,G8KNN",18:56:09,49.553978,1.04823,22630,11,1.05
"$$UBSEDS2,18:56:22,49.553274,1.047681,22661,11,1.05*3EB4","F1OIL,G0WXI,G8KNN",18:56:22,49.553274,1.047681,22661,11,1.05
"$$UBSEDS2,18:56:48,49.552009,1.046390,22719,11,1.03*0B7B","F1OIL,G0WXI,G8KNN,PD3T",18:56:48,49.552009,1.04639,22719,11,1.03
"$$UBSEDS2,18:56:35,49.552623,1.047064,22690,11,1.09*05D7","F1OIL,G0WXI,G8KNN",18:56:35,49.552623,1.047064,22690,11,1.09
"$$UBSEDS2,18:57:01,49.551416,1.045616,22749,11,1.08*6F49","F1OIL,G0WXI,G8KNN,PD3T",18:57:01,49.551416,1.045616,22749,11,1.08
"$$UBSEDS2,18:57:14,49.550305,1.043905,22811,11,1.01*F7D2","F1OIL,G0WXI,G8KNN,PD3T",18:57:14,49.550305,1.043905,22811,11,1.01
"$$UBSEDS2,18:57:40,49.549898,1.043109,22840,10,1.05*1DD9","F1OIL,G0WXI,G8KNN,PD3T",18:57:40,49.549898,1.043109,22840,10,1.05
"$$UBSEDS2,18:57:40,49.549898,1.043109,22840,10,1.03*7D1F","F1OIL,G0WXI,G8KNN",18:57:40,49.549898,1.043109,22840,10,1.03
"$$UBSEDS2,18:58:07,49.549298,1.041779,22897,9,1.03*DFCB","F1OIL,G0WXI,G8KNN,PD3T",18:58:07,49.549298,1.041779,22897,9,1.03
"$$UBSEDS2,18:57:54,49.549576,1.042343,22869,10,1.06*A9F6","F1OIL,G0WXI,PD3T,G8KNN",18:57:54,49.549576,1.042343,22869,10,1.06
"$$UBSEDS2,18:58:20,49.549051,1.041314,22925,10,1.08*A1F1","F1OIL,G0WXI,G8KNN",18:58:20,49.549051,1.041314,22925,10,1.08
"$$UBSEDS2,18:58:46,49.548665,1.040660,22977,9,1.04*96B9","F1OIL,G0WXI,PD3T,G8KNN",18:58:46,49.548665,1.04066,22977,9,1.04
"$$UBSEDS2,18:58:33,49.548846,1.040902,22952,9,1.00*3E41","F1OIL,G0WXI,G8KNN",18:58:33,49.548846,1.040902,22952,9,1.0
"$$UBSEDS2,18:58:59,49.548488,1.040522,23004,9,1.05*CC6C","F1OIL,G0WXI,G8KNN,PD3T",18:58:59,49.548488,1.040522,23004,9,1.05
"$$UBSEDS2,18:59:24,49.548037,1.040215,23056,8,1.01*772B","F1OIL,G0WXI,G8KNN,PD3T",18:59:24,49.548037,1.040215,23056,8,1.01
"$$UBSEDS2,18:59:37,49.547701,1.040080,23083,8,1.04*FDAD","F1OIL,G0WXI,G8KNN",18:59:37,49.547701,1.04008,23083,8,1.04
"$$UBSEDS2,18:59:50,49.547297,1.039977,23110,8,1.06*32FF","F1OIL,G0WXI,PD3T,G8KNN",18:59:50,49.547297,1.039977,23110,8,1.06
"$$UBSEDS2,18:59:37,49.547701,1.040080,23083,8,1.05*ED8C","F1OIL,G8KNN",18:59:37,49.547701,1.04008,23083,8,1.05
"$$UBSEDS2,19:00:03,49.546871,1.039993,23136,10,1.00*BED9","F1OIL,G0WXI,G8KNN,PD3T",19:00:03,49.546871,1.039993,23136,10,1.0
"$$UBSEDS2,19:00:16,49.546386,1.040003,23162,8,1.00*80E6","F1OIL,G0WXI,G8KNN",19:00:16,49.546386,1.040003,23162,8,1.0
"$$UBSEDS2,19:00:29,49.545910,1.039878,23188,10,1.05*0DCF","F1OIL,G0WXI,PD3T,G8KNN",19:00:29,49.54591,1.039878,23188,10,1.05
"$$UBSEDS2,19:00:42,49.545399,1.039501,23214,8,1.05*D294","F1OIL,G8KNN,PD3T",19:00:42,49.545399,1.039501,23214,8,1.05
"$$UBSEDS2,19:00:55,49.544830,1.039116,23242,9,0.99*EAB9","F1OIL,G8KNN,PD3T",19:00:55,49.54483,1.039116,23242,9,0.99
"$$UBSEDS2,19:01:21,49.543415,1.038498,23295,9,0.99*A773","F1OIL,G0WXI,PD3T,G8KNN",19:01:21,49.543415,1.038498,23295,9,0.99
"$$UBSEDS2,19:01:08,49.544177,1.038807,23268,9,1.02*5249","F1OIL,G8KNN,PD3T",19:01:08,49.544177,1.038807,23268,9,1.02
"$$UBSEDS2,19:01:34,49.542687,1.038058,23323,10,1.02*650C","F1OIL,G0WXI,G8KNN",19:01:34,49.542687,1.038058,23323,10,1.02
"$$UBSEDS2,19:01:47,49.541968,1.037557,23349,10,1.02*B1C5","F1OIL,G0WXI,G8KNN,PD3T",19:01:47,49.541968,1.037557,23349,10,1.02
"$$UBSEDS2,19:02:00,49.541246,1.036978,23377,10,0.99*07CD","F1OIL,G0WXI,G8KNN",19:02:00,49.541246,1.036978,23377,10,0.99
"$$UBSEDS2,19:02:26,49.540019,1.035639,23428,10,0.95*EB1D","F1OIL,G0WXI,G8KNN,PD3T",19:02:26,49.540019,1.035639,23428,10,0.95
"$$UBSEDS2,19:02:13,49.540615,1.036327,23403,10,0.96*C3E1","F1OIL,G0WXI,PD3T,G8KNN",19:02:13,49.540615,1.036327,23403,10,0.96
"$$UBSEDS2,19:03:05,49.539011,1.033304,23501,10,1.00*7DAF","F1OIL,G0WXI,G8KNN,PD3T",19:03:05,49.539011,1.033304,23501,10,1.0
"$$UBSEDS2,19:02:39,49.539547,1.034942,23453,10,0.97*7D04","F1OIL,G0WXI,G8KNN",19:02:39,49.539547,1.034942,23453,10,0.97
"$$UBSEDS2,19:03:18,49.538877,1.032434,23524,10,0.97*11C2","F1OIL,G0WXI,G8KNN",19:03:18,49.538877,1.032434,23524,10,0.97
"$$UBSEDS2,19:03:32,49.538798,1.031717,23549,10,0.98*F3B6","F1OIL,G0WXI,G8KNN",19:03:32,49.538798,1.031717,23549,10,0.98
"$$UBSEDS2,19:03:45,49.538723,1.031224,23572,10,0.92*4CBA","F1OIL,G0WXI,G8KNN,PD3T",19:03:45,49.538723,1.031224,23572,10,0.92
"$$UBSEDS2,19:03:58,49.538648,1.030856,23592,11,0.95*E904","F1OIL,G0WXI,PD3T,G8KNN",19:03:58,49.538648,1.030856,23592,11,0.95
"$$UBSEDS2,19:04:24,49.538419,1.030399,23635,10,0.92*FCA6","F1OIL,G0WXI,G8KNN,PD3T",19:04:24,49.538419,1.030399,23635,10,0.92
"$$UBSEDS2,19:04:11,49.538542,1.030601,23613,10,0.93*DEBF","F1OIL,G8KNN",19:04:11,49.538542,1.030601,23613,10,0.93
"$$UBSEDS2,19:04:37,49.538340,1.030287,23655,10,0.89*3EEB","F1OIL,G0WXI,PD3T",19:04:37,49.53834,1.030287,23655,10,0.89
"$$UBSEDS2,19:05:03,49.538043,1.030054,23697,10,0.89*5425","F1OIL,G0WXI,G8KNN",19:05:03,49.538043,1.030054,23697,10,0.89
"$$UBSEDS2,19:05:03,49.537849,1.030051,23719,10,0.90*1696","F1OIL,PE1CME,G0WXI,G8KNN",19:05:03,49.537849,1.030051,23719,10,0.9
"$$UBSEDS2,19:05:17,49.537849,1.030051,23719,10,0.85*42E1","F1OIL,PE1CME,G0WXI",19:05:17,49.537849,1.030051,23719,10,0.85
"$$UBSEDS2,19:05:30,49.537608,1.030061,23742,10,0.80*CD4A","F1OIL,PE1CME,G0WXI,G8KNN",19:05:30,49.537608,1.030061,23742,10,0.8
