_sentence,_receivers,time,latitude,longitude,altitude,satellites,battery
"$$UBSEDS2,17:17:25,50.701472,0.341944,9974,11,1.28*3049","G0TDJ,G0WXI,PD3T",17:17:25,50.701472,0.341944,9974,11,1.28
"$$UBSEDS2,17:17:12,50.706273,0.338895,9959,11,1.26*4FB8","G0TDJ,G8NWC,G0WXI,PD3T",17:17:12,50.706273,0.338895,9959,11,1.26
"$$UBSEDS2,17:17:51,50.691695,0.348409,10006,11,1.27*81DA","G6SUQ,G0TDJ,G8KNN,G8FJG,G0WXI,PD3T",17:17:51,50.691695,0.348409,10006,11,1.27
"$$UBSEDS2,17:18:04,50.686712,0.351793,10022,11,1.28*7D19","G0TDJ,G8KNN,G0WXI,PD3T,G6SUQ",17:18:04,50.686712,0.351793,10022,11,1.28
"$$UBSEDS2,17:18:30,50.676792,0.358672,10058,11,1.21*4E2A",G0WXI,17:18:30,50.676792,0.358672,10058,11,1.21
"$$UBSEDS2,17:18:17,50.681748,0.355226,10040,11,1.22*3AF3","G8NWC,G6SUQ,G0TDJ,G8KNN,G8FJG,G0WXI,PD3T",17:18:17,50.681748,0.355226,10040,11,1.22
"$$UBSEDS2,17:18:43,50.671793,0.362112,10077,10,1.22*70DB","G0WXI,G6SUQ,PD3T",17:18:43,50.671793,0.362112,10077,10,1.22
"$$UBSEDS2,17:18:56,50.666788,0.365593,10098,11,1.26*8993","G0WXI,G6SUQ",17:18:56,50.666788,0.365593,10098,11,1.26
"$$UBSEDS2,17:19:09,50.661799,0.369050,10117,11,1.27*F10E","G0WXI,G6SUQ",17:19:09,50.661799,0.36905,10117,11,1.27
"$$UBSEDS2,17:19:22,50.656799,0.372575,10138,11,1.26*72B8","G8FJG,G0WXI,G6SUQ,G8KNN",17:19:22,50.656799,0.372575,10138,11,1.26
"$$UBSEDS2,17:19:35,50.651780,0.376112,10159,11,1.27*C217","G8NWC,G0WXI,G6SUQ,G8KNN",17:19:35,50.65178,0.376112,10159,11,1.27
"$$UBSEDS2,17:20:14,50.631663,0.390712,10256,11,1.20*A398",G0WXI,17:20:14,50.631663,0.390712,10256,11,1.2
"$$UBSEDS2,17:20:01,50.641706,0.383291,10208,11,1.27*8302","G8FJG,G8NWC,G0WXI,G8KNN,G6SUQ",17:20:01,50.641706,0.383291,10208,11,1.27
"$$UBSEDS2,17:20:14,50.636678,0.386995,10233,11,1.25*7B41","G0WXI,G6SUQ",17:20:14,50.636678,0.386995,10233,11,1.25
"$$UBSEDS2,17:20:28,50.631663,0.390712,10256,11,1.23*CBDE",G0WXI,17:20:28,50.631663,0.390712,10256,11,1.23
"$$UBSEDS2,17:20:41,50.626302,0.394753,10287,11,1.23*C0C2","G0WXI,G6SUQ,G0HDI",17:20:41,50.626302,0.394753,10287,11,1.23
"$$UBSEDS2,17:21:33,50.606318,0.409814,10397,11,1.26*2E78",G0WXI,17:21:33,50.606318,0.409814,10397,11,1.26
"$$UBSEDS2,17:20:54,50.621327,0.398511,10314,11,1.26*0CF0","G8FJG,G0WXI,G6SUQ",17:20:54,50.621327,0.398511,10314,11,1.26
"$$UBSEDS2,17:21:07,50.616331,0.402250,10342,11,1.27*4448","G8FJG,G8DHE,G0WXI,G6SUQ,G0HDI",17:21:07,50.616331,0.40225,10342,11,1.27
"$$UBSEDS2,17:21:59,50.596275,0.417339,10454,11,1.26*BEB7",G0WXI,17:21:59,50.596275,0.417339,10454,11,1.26
"$$UBSEDS2,17:21:20,50.611325,0.406020,10367,11,1.24*BDE9",G6SUQ,17:21:20,50.611325,0.40602,10367,11,1.24
"$$UBSEDS2,17:21:46,50.601294,0.413588,10424,11,1.24*A985","G0WXI,G6SUQ",17:21:46,50.601294,0.413588,10424,11,1.24
"$$UBSEDS2,17:22:12,50.591231,0.421066,10485,11,1.22*8CE9",G0WXI,17:22:12,50.591231,0.421066,10485,11,1.22
"$$UBSEDS2,17:22:38,50.581098,0.428522,10544,11,1.26*6347",G0WXI,17:22:38,50.581098,0.428522,10544,11,1.26
"$$UBSEDS2,17:22:51,50.576013,0.432306,10575,11,1.25*4DFB",G0WXI,17:22:51,50.576013,0.432306,10575,11,1.25
"$$UBSEDS2,17:23:05,50.570554,0.436453,10606,11,1.25*1558",G0WXI,17:23:05,50.570554,0.436453,10606,11,1.25
"$$UBSEDS2,17:22:51,50.576013,0.432306,10575,11,1.22*3D1C","G0WXI,G6SUQ",17:22:51,50.576013,0.432306,10575,11,1.22
"$$UBSEDS2,17:23:31,50.560390,0.444252,10664,11,1.23*158D",G0WXI,17:23:31,50.56039,0.444252,10664,11,1.23
"$$UBSEDS2,17:23:44,50.555323,0.448198,10693,11,1.26*3737",G0WXI,17:23:44,50.555323,0.448198,10693,11,1.26
"$$UBSEDS2,17:23:18,50.565474,0.440341,10636,11,1.25*4036","G8FJG,G8NWC,G0WXI",17:23:18,50.565474,0.440341,10636,11,1.25
"$$UBSEDS2,17:24:10,50.545213,0.456176,10751,11,1.19*75D3",G0WXI,17:24:10,50.545213,0.456176,10751,11,1.19
"$$UBSEDS2,17:23:57,50.550286,0.452204,10721,11,1.18*DF22","G8FJG,G0WXI",17:23:57,50.550286,0.452204,10721,11,1.18
"$$UBSEDS2,17:24:23,50.540139,0.460183,10779,11,1.25*DCF3",G0WXI,17:24:23,50.540139,0.460183,10779,11,1.25
"$$UBSEDS2,17:24:36,50.529963,0.468199,10831,10,1.18*59BC",G0WXI,17:24:36,50.529963,0.468199,10831,10,1.18
"$$UBSEDS2,17:25:02,50.524810,0.472263,10857,11,1.23*F7C5",G0WXI,17:25:02,50.52481,0.472263,10857,11,1.23
"$$UBSEDS2,17:25:15,50.519651,0.476339,10881,11,1.18*BDC4",G0WXI,17:25:15,50.519651,0.476339,10881,11,1.18
"$$UBSEDS2,17:25:15,50.519651,0.476339,10881,11,1.23*59FC",G0WXI,17:25:15,50.519651,0.476339,10881,11,1.23
"$$UBSEDS2,17:25:29,50.514083,0.480687,10906,11,1.24*B194",G0WXI,17:25:29,50.514083,0.480687,10906,11,1.24
"$$UBSEDS2,17:25:55,50.503790,0.488647,10949,11,1.18*8391","G0WXI,PD3T",17:25:55,50.50379,0.488647,10949,11,1.18
"$$UBSEDS2,17:26:08,50.498638,0.492555,10970,11,1.18*87B2","G0WXI,PD3T",17:26:08,50.498638,0.492555,10970,11,1.18
"$$UBSEDS2,17:25:42,50.508939,0.484679,10928,11,1.17*1646","F1OIL,G0WXI",17:25:42,50.508939,0.484679,10928,11,1.17
"$$UBSEDS2,17:26:21,50.493505,0.496399,10991,11,1.21*2045","G0WXI,PD3T",17:26:21,50.493505,0.496399,10991,11,1.21
"$$UBSEDS2,17:26:34,50.488423,0.500237,11010,11,1.20*AD23","G0WXI,PD3T",17:26:34,50.488423,0.500237,11010,11,1.2
"$$UBSEDS2,17:26:47,50.483342,0.504080,11030,11,1.22*C977","G8FJG,G0WXI,PD3T",17:26:47,50.483342,0.50408,11030,11,1.22
"$$UBSEDS2,17:27:13,50.473292,0.511663,11070,11,1.16*99BD","F1OIL,G8FJG,G0WXI,PD3T",17:27:13,50.473292,0.511663,11070,11,1.16
"$$UBSEDS2,17:27:26,50.468295,0.515397,11089,11,1.16*1C1E","F1OIL,G8FJG,G0WXI,PD3T",17:27:26,50.468295,0.515397,11089,11,1.16
"$$UBSEDS2,17:27:40,50.462920,0.519420,11108,11,1.21*F672",G0WXI,17:27:40,50.46292,0.51942,11108,11,1.21
"$$UBSEDS2,17:27:53,50.457953,0.523120,11128,11,1.16*421B",G0WXI,17:27:53,50.457953,0.52312,11128,11,1.16
"$$UBSEDS2,17:27:26,50.468295,0.515397,11089,11,1.21*39AA","F1OIL,G8FJG,G0WXI",17:27:26,50.468295,0.515397,11089,11,1.21
"$$UBSEDS2,17:28:19,50.448099,0.530390,11168,11,1.20*5192","G8FJG,G0WXI,PD3T",17:28:19,50.448099,0.53039,11168,11,1.2
"$$UBSEDS2,17:28:06,50.453009,0.526777,11148,11,1.21*71BA","G8FJG,G0WXI",17:28:06,50.453009,0.526777,11148,11,1.21
"$$UBSEDS2,17:28:32,50.443196,0.533958,11188,11,1.18*62CA","G8FJG,G0WXI",17:28:32,50.443196,0.533958,11188,11,1.18
"$$UBSEDS2,17:28:45,50.438292,0.537459,11210,11,1.20*DA71","F1OIL,G8FJG,G0WXI",17:28:45,50.438292,0.537459,11210,11,1.2
"$$UBSEDS2,17:29:24,50.423573,0.547812,11278,11,1.17*4773","F1OIL,G8FJG,G0WXI,PD3T",17:29:24,50.423573,0.547812,11278,11,1.17
"$$UBSEDS2,17:28:58,50.433400,0.540947,11230,11,1.18*F69F","F1OIL,G8FJG",17:28:58,50.4334,0.540947,11230,11,1.18
"$$UBSEDS2,17:29:37,50.418662,0.551256,11300,11,1.19*94D6","G8FJG,G0WXI",17:29:37,50.418662,0.551256,11300,11,1.19
"$$UBSEDS2,17:29:51,50.413409,0.554953,11324,11,1.19*CFA3","G8FJG,G0WXI",17:29:51,50.413409,0.554953,11324,11,1.19
"$$UBSEDS2,17:30:04,50.408576,0.558371,11349,11,1.16*A542","G8FJG,G0WXI",17:30:04,50.408576,0.558371,11349,11,1.16
"$$UBSEDS2,17:30:30,50.398934,0.565089,11397,11,1.19*9291","F1OIL,G8FJG,G0WXI",17:30:30,50.398934,0.565089,11397,11,1.19
"$$UBSEDS2,17:30:17,50.403767,0.561742,11374,11,1.17*1C94","F1OIL,G8FJG",17:30:17,50.403767,0.561742,11374,11,1.17
"$$UBSEDS2,17:30:43,50.394114,0.568382,11421,11,1.18*D937","F1OIL,G8FJG,G0WXI",17:30:43,50.394114,0.568382,11421,11,1.18
"$$UBSEDS2,17:30:56,50.389270,0.571618,11446,11,1.13*24D5","F1OIL,G8FJG,G0WXI",17:30:56,50.38927,0.571618,11446,11,1.13
"$$UBSEDS2,17:31:09,50.379588,0.578093,11490,11,1.17*8975","F1OIL,G8FJG,G0WXI",17:31:09,50.379588,0.578093,11490,11,1.17
"$$UBSEDS2,17:31:35,50.369861,0.584444,11539,11,1.19*2290","G8FJG,G0WXI",17:31:35,50.369861,0.584444,11539,11,1.19
"$$UBSEDS2,17:31:35,50.374727,0.581280,11514,11,1.13*5614","F1OIL,G8FJG,G0WXI",17:31:35,50.374727,0.58128,11514,11,1.13
"$$UBSEDS2,17:32:15,50.359823,0.591076,11589,11,1.16*D7B3","F1OIL,PD3T",17:32:15,50.359823,0.591076,11589,11,1.16
"$$UBSEDS2,17:32:02,50.364639,0.587870,11563,11,1.16*E283",F1OIL,17:32:02,50.364639,0.58787,11563,11,1.16
"$$UBSEDS2,17:32:28,50.355030,0.594240,11612,11,1.14*A47E","F1OIL,G8FJG,PD3T",17:32:28,50.35503,0.59424,11612,11,1.14
"$$UBSEDS2,17:32:41,50.350256,0.597358,11634,11,1.12*97D3","F1OIL,G8FJG,PD3T",17:32:41,50.350256,0.597358,11634,11,1.12
"$$UBSEDS2,17:32:54,50.345475,0.600496,11656,11,1.12*1419","F1OIL,G8FJG",17:32:54,50.345475,0.600496,11656,11,1.12
"$$UBSEDS2,17:33:07,50.340681,0.603614,11675,10,1.14*0540","F1OIL,G8FJG,PD3T",17:33:07,50.340681,0.603614,11675,10,1.14
"$$UBSEDS2,17:33:33,50.331151,0.609730,11723,10,1.12*C7C2",F1OIL,17:33:33,50.331151,0.60973,11723,10,1.12
"$$UBSEDS2,17:34:26,50.312019,0.622103,11811,10,1.16*7DA5","G0WXI,PD3T",17:34:26,50.312019,0.622103,11811,10,1.16
"$$UBSEDS2,17:33:46,50.326386,0.612750,11743,10,1.17*2FD3","F1OIL,G8FJG,G0WXI",17:33:46,50.326386,0.61275,11743,10,1.17
"$$UBSEDS2,17:33:46,50.326386,0.612750,11743,10,1.15*0F91","F1OIL,G8FJG,G0WXI",17:33:46,50.326386,0.61275,11743,10,1.15
"$$UBSEDS2,17:34:00,50.321319,0.616031,11767,10,1.14*A734","G0TDJ,G8FJG,G0WXI,F1OIL",17:34:00,50.321319,0.616031,11767,10,1.14
"$$UBSEDS2,17:34:13,50.316643,0.619083,11788,10,1.16*FF55","G0TDJ,G8FJG,G0WXI,PD3T,F1OIL",17:34:13,50.316643,0.619083,11788,10,1.16
"$$UBSEDS2,17:34:39,50.307415,0.625077,11834,10,1.13*34C4","F1OIL,G8FJG,G0WXI",17:34:39,50.307415,0.625077,11834,10,1.13
"$$UBSEDS2,17:34:52,50.302771,0.627992,11858,10,1.10*E35D","F1OIL,G8FJG",17:34:52,50.302771,0.627992,11858,10,1.1
"$$UBSEDS2,17:35:31,50.288899,0.636584,11923,10,1.15*CEA3","F1OIL,G0WXI",17:35:31,50.288899,0.636584,11923,10,1.15
"$$UBSEDS2,17:35:05,50.298146,0.630897,11879,10,1.14*95FA","F1OIL,G8FJG,G0WXI",17:35:05,50.298146,0.630897,11879,10,1.14
"$$UBSEDS2,17:35:31,50.284228,0.639336,11942,10,1.15*F003","F1OIL,G8FJG,G0WXI",17:35:31,50.284228,0.639336,11942,10,1.15
"$$UBSEDS2,17:35:45,50.284228,0.639336,11942,10,1.15*857F","F1OIL,G8FJG,G0WXI",17:35:45,50.284228,0.639336,11942,10,1.15
"$$UBSEDS2,17:35:58,50.279201,0.642275,11967,10,1.09*5808","F1OIL,G8FJG,G0WXI",17:35:58,50.279201,0.642275,11967,10,1.09
"$$UBSEDS2,17:36:11,50.274563,0.645016,11991,10,1.09*662B","F1OIL,G8FJG,G0WXI",17:36:11,50.274563,0.645016,11991,10,1.09
"$$UBSEDS2,17:36:24,50.269936,0.647706,12016,10,1.13*FAF6","F1OIL,G8FJG,G0WXI",17:36:24,50.269936,0.647706,12016,10,1.13
"$$UBSEDS2,17:36:50,50.260575,0.652937,12060,10,1.12*E774","F1OIL,G0WXI",17:36:50,50.260575,0.652937,12060,10,1.12
"$$UBSEDS2,17:36:37,50.265281,0.650336,12038,10,1.10*5EAC","F1OIL,G8FJG,G0WXI",17:36:37,50.265281,0.650336,12038,10,1.1
"$$UBSEDS2,17:37:03,50.251120,0.658142,12109,10,1.08*2D5B","F1OIL,G8FJG,G0WXI",17:37:03,50.25112,0.658142,12109,10,1.08
"$$UBSEDS2,17:37:29,50.246368,0.660729,12134,10,1.08*C87F","F1OIL,G8FJG,G0WXI",17:37:29,50.246368,0.660729,12134,10,1.08
"$$UBSEDS2,17:38:22,50.226892,0.671059,12238,10,1.05*C56E","G0WXI,PD3T",17:38:22,50.226892,0.671059,12238,10,1.05
"$$UBSEDS2,17:38:09,50.231648,0.668567,12212,10,1.11*E5BF",G0WXI,17:38:09,50.231648,0.668567,12212,10,1.11
"$$UBSEDS2,17:37:56,50.236422,0.666042,12187,10,1.06*A318","F1OIL,G8FJG,G0WXI,PD3T",17:37:56,50.236422,0.666042,12187,10,1.06
"$$UBSEDS2,17:37:43,50.241205,0.663486,12161,10,1.12*1376","F1OIL,G8FJG,G0WXI",17:37:43,50.241205,0.663486,12161,10,1.12
"$$UBSEDS2,17:38:48,50.217377,0.675908,12289,10,1.10*58DB","G0WXI,PD3T",17:38:48,50.217377,0.675908,12289,10,1.1
"$$UBSEDS2,17:39:27,50.203276,0.683308,12364,10,1.07*B11C",PD3T,17:39:27,50.203276,0.683308,12364,10,1.07
"$$UBSEDS2,17:39:14,50.207963,0.680825,12339,10,1.10*BBB2",G0WXI,17:39:14,50.207963,0.680825,12339,10,1.1
"$$UBSEDS2,17:40:07,50.189085,0.690357,12442,10,1.11*F15F","G0WXI,PD3T",17:40:07,50.189085,0.690357,12442,10,1.11
"$$UBSEDS2,17:40:20,50.184591,0.692526,12464,10,1.05*37A7","G0WXI,PD3T",17:40:20,50.184591,0.692526,12464,10,1.05
"$$UBSEDS2,17:41:39,50.158102,0.706444,12609,10,1.03*9E64",G0WXI,17:41:39,50.158102,0.706444,12609,10,1.03
"$$UBSEDS2,17:42:58,50.134112,0.721248,12745,10,1.04*1EBC","G8FJG,PD3T",17:42:58,50.134112,0.721248,12745,10,1.04
"$$UBSEDS2,17:43:24,50.126303,0.726522,12796,10,1.05*9729","G8FJG,G0WXI,PD3T",17:43:24,50.126303,0.726522,12796,10,1.05
"$$UBSEDS2,17:42:44,50.134112,0.721248,12745,10,1.04*88F3",G8FJG,17:42:44,50.134112,0.721248,12745,10,1.04
"$$UBSEDS2,17:43:50,50.118853,0.732105,12843,10,1.05*EEED","G8FJG,G0WXI,PD3T",17:43:50,50.118853,0.732105,12843,10,1.05
"$$UBSEDS2,17:44:03,50.115216,0.735190,12868,10,0.99*8A05","G8FJG,G0WXI,PD3T",17:44:03,50.115216,0.73519,12868,10,0.99
"$$UBSEDS2,17:44:29,50.108161,0.741785,12919,10,1.04*ACDB","G8FJG,G0WXI,PD3T",17:44:29,50.108161,0.741785,12919,10,1.04
"$$UBSEDS2,17:44:56,50.100861,0.748429,12968,10,1.05*C222","G0WXI,PD3T",17:44:56,50.100861,0.748429,12968,10,1.05
"$$UBSEDS2,17:45:09,50.097364,0.751615,12991,10,1.04*000F","G8FJG,G0WXI",17:45:09,50.097364,0.751615,12991,10,1.04
"$$UBSEDS2,17:45:22,50.093859,0.754754,13013,10,1.06*3F5C","G8FJG,G0WXI",17:45:22,50.093859,0.754754,13013,10,1.06
"$$UBSEDS2,17:45:35,50.090316,0.757821,13035,10,1.02*132E","G8FJG,G0WXI",17:45:35,50.090316,0.757821,13035,10,1.02
"$$UBSEDS2,17:45:48,50.086754,0.760795,13057,10,1.01*6980",G8FJG,17:45:48,50.086754,0.760795,13057,10,1.01
"$$UBSEDS2,17:46:40,50.072055,0.772456,13149,10,1.05*F195","G8FJG,G0WXI,PD3T",17:46:40,50.072055,0.772456,13149,10,1.05
"$$UBSEDS2,17:46:54,50.067969,0.775559,13174,10,1.05*D720","G8FJG,G0WXI,PD3T",17:46:54,50.067969,0.775559,13174,10,1.05
"$$UBSEDS2,17:46:14,50.075829,0.769570,13126,10,1.00*BDA8",G8FJG,17:46:14,50.075829,0.76957,13126,10,1.0
"$$UBSEDS2,17:47:46,50.052721,0.787058,13272,10,0.98*9D30",G0WXI,17:47:46,50.052721,0.787058,13272,10,0.98
"$$UBSEDS2,17:48:12,50.045136,0.792815,13322,10,1.02*F20B",G0WXI,17:48:12,50.045136,0.792815,13322,10,1.02
"$$UBSEDS2,17:48:25,50.041354,0.795693,13349,10,1.00*C409","G0WXI,PD3T",17:48:25,50.041354,0.795693,13349,10,1.0
"$$UBSEDS2,17:52:18,49.970346,0.845252,13847,9,0.96*6CAF",F1OIL,17:52:18,49.970346,0.845252,13847,9,0.96
"$$UBSEDS2,17:52:31,49.966248,0.847815,13879,9,0.93*40C7",F1OIL,17:52:31,49.966248,0.847815,13879,9,0.93
"$$UBSEDS2,17:52:44,49.962175,0.850356,13910,9,0.94*B0F6",F1OIL,17:52:44,49.962175,0.850356,13910,9,0.94
"$$UBSEDS2,17:53:10,49.954036,0.855524,13974,9,0.93*AADA",F1OIL,17:53:10,49.954036,0.855524,13974,9,0.93
"$$UBSEDS2,17:53:36,49.945866,0.860687,14037,9,0.95*A575","F1OIL,G0WXI",17:53:36,49.945866,0.860687,14037,9,0.95
"$$UBSEDS2,17:53:23,49.949948,0.858147,14006,9,0.97*6598",F1OIL,17:53:23,49.949948,0.858147,14006,9,0.97
"$$UBSEDS2,17:53:49,49.941795,0.863141,14066,9,0.92*860B","F1OIL,G0WXI",17:53:49,49.941795,0.863141,14066,9,0.92
"$$UBSEDS2,17:54:02,49.937733,0.865462,14095,9,0.90*61AB",F1OIL,17:54:02,49.937733,0.865462,14095,9,0.9
"$$UBSEDS2,17:55:19,49.913601,0.877592,14270,9,0.85*B197",G0WXI,17:55:19,49.913601,0.877592,14270,9,0.85
"$$UBSEDS2,17:55:32,49.909617,0.879493,14299,9,0.90*591E","F1OIL,G0WXI",17:55:32,49.909617,0.879493,14299,9,0.9
"$$UBSEDS2,17:55:45,49.905680,0.881407,14328,9,0.86*B7DC","F1OIL,G0WXI",17:55:45,49.90568,0.881407,14328,9,0.86
"$$UBSEDS2,17:56:11,49.897844,0.885241,14383,10,0.84*0F0B","F1OIL,G0WXI",17:56:11,49.897844,0.885241,14383,10,0.84
"$$UBSEDS2,17:55:58,49.901749,0.883302,14355,10,0.86*A9F3",F1OIL,17:55:58,49.901749,0.883302,14355,10,0.86
"$$UBSEDS2,17:56:24,49.893975,0.887217,14412,10,0.87*B3AC","F1OIL,G0WXI",17:56:24,49.893975,0.887217,14412,10,0.87
"$$UBSEDS2,18:27:07,49.612095,1.045878,18457,11,1.13*011B",PD3T,18:27:07,49.612095,1.045878,18457,11,1.13
"$$UBSEDS2,18:27:20,49.611175,1.045840,18488,11,1.07*948B",PD3T,18:27:20,49.611175,1.04584,18488,11,1.07
"$$UBSEDS2,18:27:59,49.608939,1.045793,18590,11,1.13*95AD",PD3T,18:27:59,49.608939,1.045793,18590,11,1.13
"$$UBSEDS2,18:27:59,49.608939,1.045793,18590,11,1.11*B5EF",PD3T,18:27:59,49.608939,1.045793,18590,11,1.11
"$$UBSEDS2,18:28:39,49.606947,1.045908,18698,11,1.12*37FD",PD3T,18:28:39,49.606947,1.045908,18698,11,1.12
"$$UBSEDS2,18:33:40,49.591436,1.046546,19383,11,1.05*884B",PD3T,18:33:40,49.591436,1.046546,19383,11,1.05
"$$UBSEDS2,18:34:07,49.590116,1.045276,19453,11,1.11*E69E",PD3T,18:34:07,49.590116,1.045276,19453,11,1.11
"$$UBSEDS2,18:38:42,49.578354,1.039854,20119,11,1.09*CFE4",PD3T,18:38:42,49.578354,1.039854,20119,11,1.09
"$$UBSEDS2,18:39:08,49.578316,1.037965,20187,11,1.15*5576",PD3T,18:39:08,49.578316,1.037965,20187,11,1.15
"$$UBSEDS2,18:39:34,49.578500,1.036816,20256,11,1.09*A1FE",PD3T,18:39:34,49.5785,1.036816,20256,11,1.09
"$$UBSEDS2,18:39:47,49.578581,1.036522,20288,11,1.15*A48F",PD3T,18:39:47,49.578581,1.036522,20288,11,1.15
"$$UBSEDS2,18:42:51,49.579048,1.034777,20732,10,1.09*A01F",PD3T,18:42:51,49.579048,1.034777,20732,10,1.09
"$$UBSEDS2,18:41:58,49.579244,1.036883,20599,10,1.13*E85B",G8KNN,18:41:58,49.579244,1.036883,20599,10,1.13
"$$UBSEDS2,18:42:12,49.579117,1.036582,20633,9,1.09*6C74",G8KNN,18:42:12,49.579117,1.036582,20633,9,1.09
"$$UBSEDS2,18:43:30,49.579274,1.033645,20831,10,1.15*698D",PD3T,18:43:30,49.579274,1.033645,20831,10,1.15
"$$UBSEDS2,18:42:25,49.579038,1.036064,20666,10,1.13*C00F",G8KNN,18:42:25,49.579038,1.036064,20666,10,1.13
"$$UBSEDS2,18:43:43,49.579246,1.033403,20866,10,1.11*1C91",PD3T,18:43:43,49.579246,1.033403,20866,10,1.11
"$$UBSEDS2,18:44:09,49.579238,1.033312,20931,10,1.15*B96E",PD3T,18:44:09,49.579238,1.033312,20931,10,1.15
"$$UBSEDS2,18:45:01,49.578863,1.033840,21063,10,1.13*FEA2",PD3T,18:45:01,49.578863,1.03384,21063,10,1.13
"$$UBSEDS2,18:44:48,49.579038,1.033626,21031,10,1.16*8819","G8KNN,PD3T",18:44:48,49.579038,1.033626,21031,10,1.16
"$$UBSEDS2,18:44:22,49.579195,1.033345,20964,10,1.11*E681",G8KNN,18:44:22,49.579195,1.033345,20964,10,1.11
"$$UBSEDS2,18:45:54,49.577991,1.036200,21192,10,1.10*6C13",PD3T,18:45:54,49.577991,1.0362,21192,10,1.1
"$$UBSEDS2,18:46:07,49.577640,1.037129,21223,10,1.12*40F4",PD3T,18:46:07,49.57764,1.037129,21223,10,1.12
"$$UBSEDS2,18:46:33,49.576802,1.038696,21282,10,1.11*B4EB",PD3T,18:46:33,49.576802,1.038696,21282,10,1.11
"$$UBSEDS2,18:46:20,49.577204,1.038035,21254,10,1.11*B984","G8KNN,PD3T",18:46:20,49.577204,1.038035,21254,10,1.11
"$$UBSEDS2,18:46:46,49.576403,1.039227,21312,10,1.10*C131","G8KNN,PD3T",18:46:46,49.576403,1.039227,21312,10,1.1
"$$UBSEDS2,18:47:12,49.575597,1.039880,21379,10,1.11*6177",G8KNN,18:47:12,49.575597,1.03988,21379,10,1.11
"$$UBSEDS2,18:48:18,49.574629,1.039377,21548,9,1.09*6AB1",PD3T,18:48:18,49.574629,1.039377,21548,9,1.09
"$$UBSEDS2,18:47:25,49.575229,1.039908,21414,10,1.13*82A8",G8KNN,18:47:25,49.575229,1.039908,21414,10,1.13
"$$UBSEDS2,18:47:25,49.575229,1.039908,21414,10,1.14*F24F",G8KNN,18:47:25,49.575229,1.039908,21414,10,1.14
"$$UBSEDS2,18:48:05,49.574702,1.039504,21515,9,1.07*2B63","G8KNN,PD3T",18:48:05,49.574702,1.039504,21515,9,1.07
"$$UBSEDS2,18:47:39,49.574936,1.039823,21451,10,1.12*E019",G8KNN,18:47:39,49.574936,1.039823,21451,10,1.12
"$$UBSEDS2,18:47:52,49.574785,1.039667,21483,10,1.14*1771",G8KNN,18:47:52,49.574785,1.039667,21483,10,1.14
"$$UBSEDS2,18:48:31,49.574576,1.039411,21581,10,1.11*DB3E",G8KNN,18:48:31,49.574576,1.039411,21581,10,1.11
"$$UBSEDS2,18:48:44,49.574481,1.039620,21614,10,1.10*83AC",G8KNN,18:48:44,49.574481,1.03962,21614,10,1.1
"$$UBSEDS2,18:48:57,49.574348,1.039989,21645,10,1.11*A523",G8KNN,18:48:57,49.574348,1.039989,21645,10,1.11
"$$UBSEDS2,18:49:36,49.573705,1.041428,21735,10,1.13*350A","G8KNN,PD3T",18:49:36,49.573705,1.041428,21735,10,1.13
"$$UBSEDS2,18:49:10,49.574233,1.040476,21675,10,1.13*F40B",G8KNN,18:49:10,49.574233,1.040476,21675,10,1.13
"$$UBSEDS2,18:50:29,49.571369,1.044128,21853,10,1.13*663A",PD3T,18:50:29,49.571369,1.044128,21853,10,1.13
"$$UBSEDS2,18:49:23,49.574029,1.041023,21707,10,1.07*FD12",G8KNN,18:49:23,49.574029,1.041023,21707,10,1.07
"$$UBSEDS2,18:50:15,49.572119,1.043203,21822,10,1.13*3358","G8KNN,PD3T",18:50:15,49.572119,1.043203,21822,10,1.13
"$$UBSEDS2,18:49:49,49.572709,1.042425,21793,10,1.11*C8B5",G8KNN,18:49:49,49.572709,1.042425,21793,10,1.11
"$$UBSEDS2,18:50:15,49.572119,1.043203,21822,10,1.09*A123","F1OIL,G8KNN,PD3T",18:50:15,49.572119,1.043203,21822,10,1.09
"$$UBSEDS2,18:50:42,49.570523,1.044994,21880,9,1.11*38EC","F1OIL,G0WXI,G8KNN,PD3T",18:50:42,49.570523,1.044994,21880,9,1.11
"$$UBSEDS2,18:50:55,49.569563,1.045760,21907,9,1.09*3328","F1OIL,G8KNN,PD3T",18:50:55,49.569563,1.04576,21907,9,1.09
"$$UBSEDS2,18:51:21,49.567382,1.047361,21966,10,1.11*0F8F","F1OIL,G0WXI,G8KNN,PD3T",18:51:21,49.567382,1.047361,21966,10,1.11
"$$UBSEDS2,18:51:08,49.568524,1.046543,21936,10,1.07*DE81",G8KNN,18:51:08,49.568524,1.046543,21936,10,1.07
"$$UBSEDS2,18:51:34,49.566146,1.048048,21998,11,1.11*B7F9","F1OIL,G8KNN,PD3T",18:51:34,49.566146,1.048048,21998,11,1.11
"$$UBSEDS2,18:51:47,49.564883,1.048594,22027,11,1.09*0B5E","F1OIL,G0WXI,G8KNN,PD3T",18:51:47,49.564883,1.048594,22027,11,1.09
"$$UBSEDS2,18:52:00,49.563670,1.048920,22056,11,1.09*2284","F1OIL,G8KNN,PD3T",18:52:00,49.56367,1.04892,22056,11,1.09
