_sentence,_receivers,sentence_id,time,date,latitude,longitude,altitude,satellites,temperature_internal,battery,solar_panel
"$$W7QO,334,080515,140920,33.0183,-85.1973,6946,8,-20,3.67,0.00*04DD",W7QO_APRS,334,08:05:15,140920,33.0183,-85.1973,6946,8,-20,3.67,0.0
"$$W7QO,335,080715,140920,33.0095,-85.2037,6932,8,-20,3.68,0.00*8A39",W7QO_APRS,335,08:07:15,140920,33.0095,-85.2037,6932,8,-20,3.68,0.0
"$$W7QO,336,080915,140920,33.0004,-85.2099,6960,8,-20,3.59,0.00*02E5",W7QO_APRS,336,08:09:15,140920,33.0004,-85.2099,6960,8,-20,3.59,0.0
"$$W7QO,337,081115,140920,32.9909,-85.2166,6973,7,-21,3.68,0.00*97ED",W7QO_APRS,337,08:11:15,140920,32.9909,-85.2166,6973,7,-21,3.68,0.0
"$$W7QO,338,081315,140920,32.9815,-85.2232,6987,8,-21,3.68,0.00*0DEF",W7QO_APRS,338,08:13:15,140920,32.9815,-85.2232,6987,8,-21,3.68,0.0
"$$W7QO,339,081515,140920,32.9721,-85.2295,6973,7,-21,3.68,0.00*4ECC",W7QO_APRS,339,08:15:15,140920,32.9721,-85.2295,6973,7,-21,3.68,0.0
"$$W7QO,340,081715,140920,32.9628,-85.2357,6960,8,-21,3.67,0.00*C79B",W7QO_APRS,340,08:17:15,140920,32.9628,-85.2357,6960,8,-21,3.67,0.0
"$$W7QO,341,081915,140920,32.9533,-85.2420,6960,8,-21,3.67,0.00*E229",W7QO_APRS,341,08:19:15,140920,32.9533,-85.242,6960,8,-21,3.67,0.0
"$$W7QO,342,082115,140920,32.9435,-85.2482,6960,8,-21,3.68,0.00*C7B9",W7QO_APRS,342,08:21:15,140920,32.9435,-85.2482,6960,8,-21,3.68,0.0
"$$W7QO,344,082515,140920,32.9234,-85.2613,6960,8,-21,3.68,0.00*A059",W7QO_APRS,344,08:25:15,140920,32.9234,-85.2613,6960,8,-21,3.68,0.0
"$$W7QO,345,082715,140920,32.9135,-85.2681,6960,7,-21,3.68,0.00*1B78",W7QO_APRS,345,08:27:15,140920,32.9135,-85.2681,6960,7,-21,3.68,0.0
"$$W7QO,346,082915,140920,32.9039,-85.2750,6946,7,-21,3.67,0.00*B2AA",W7QO_APRS,346,08:29:15,140920,32.9039,-85.275,6946,7,-21,3.67,0.0
"$$W7QO,347,083115,140920,32.8945,-85.2823,6932,7,-21,3.68,0.00*E98F",W7QO_APRS,347,08:31:15,140920,32.8945,-85.2823,6932,7,-21,3.68,0.0
"$$W7QO,348,083315,140920,32.8854,-85.2902,6946,8,-20,3.68,0.00*7227",W7QO_APRS,348,08:33:15,140920,32.8854,-85.2902,6946,8,-20,3.68,0.0
"$$W7QO,349,083515,140920,32.8765,-85.2984,6932,7,-20,3.68,0.00*F16A",W7QO_APRS,349,08:35:15,140920,32.8765,-85.2984,6932,7,-20,3.68,0.0
"$$W7QO,350,083715,140920,32.8679,-85.3066,6932,8,-21,3.68,0.00*3543",W7QO_APRS,350,08:37:15,140920,32.8679,-85.3066,6932,8,-21,3.68,0.0
"$$W7QO,351,083915,140920,32.8596,-85.3147,6946,7,-20,3.68,0.00*67AD",W7QO_APRS,351,08:39:15,140920,32.8596,-85.3147,6946,7,-20,3.68,0.0
"$$W7QO,352,084115,140920,32.8510,-85.3224,6960,7,-20,3.59,0.00*9284",W7QO_APRS,352,08:41:15,140920,32.851,-85.3224,6960,7,-20,3.59,0.0
"$$W7QO,353,084315,140920,32.8424,-85.3301,6973,7,-20,3.59,0.00*50F0",W7QO_APRS,353,08:43:15,140920,32.8424,-85.3301,6973,7,-20,3.59,0.0
"$$W7QO,354,084515,140920,32.8339,-85.3378,6973,7,-20,3.59,0.00*E63A",W7QO_APRS,354,08:45:15,140920,32.8339,-85.3378,6973,7,-20,3.59,0.0
"$$W7QO,356,084915,140920,32.8165,-85.3531,6960,7,-20,3.59,0.00*9F4C",W7QO_APRS,356,08:49:15,140920,32.8165,-85.3531,6960,7,-20,3.59,0.0
"$$W7QO,359,085515,140920,32.7908,-85.3770,6973,6,-21,3.57,0.00*85E7",W7QO_APRS,359,08:55:15,140920,32.7908,-85.377,6973,6,-21,3.57,0.0
"$$W7QO,360,085715,140920,32.7822,-85.3849,6960,6,-21,3.57,0.00*36BA",W7QO_APRS,360,08:57:15,140920,32.7822,-85.3849,6960,6,-21,3.57,0.0
"$$W7QO,361,085915,140920,32.7737,-85.3927,6960,6,-21,3.57,0.00*EB7D",W7QO_APRS,361,08:59:15,140920,32.7737,-85.3927,6960,6,-21,3.57,0.0
"$$W7QO,362,090115,140920,32.7654,-85.4006,6946,6,-21,3.57,0.00*9C92",W7QO_APRS,362,09:01:15,140920,32.7654,-85.4006,6946,6,-21,3.57,0.0
"$$W7QO,363,090315,140920,32.7574,-85.4084,6932,6,-20,3.57,0.00*4ADB",W7QO_APRS,363,09:03:15,140920,32.7574,-85.4084,6932,6,-20,3.57,0.0
"$$W7QO,364,090515,140920,32.7490,-85.4160,6946,6,-20,3.58,0.00*8389",W7QO_APRS,364,09:05:15,140920,32.749,-85.416,6946,6,-20,3.58,0.0
"$$W7QO,365,090715,140920,32.7404,-85.4233,6946,6,-20,3.58,0.00*6C2F",W7QO_APRS,365,09:07:15,140920,32.7404,-85.4233,6946,6,-20,3.58,0.0
"$$W7QO,366,090915,140920,32.7317,-85.4308,6946,6,-20,3.58,0.00*AF5F",W7QO_APRS,366,09:09:15,140920,32.7317,-85.4308,6946,6,-20,3.58,0.0
"$$W7QO,367,091115,140920,32.7230,-85.4383,6960,6,-20,3.58,0.00*7D3B",W7QO_APRS,367,09:11:15,140920,32.723,-85.4383,6960,6,-20,3.58,0.0
"$$W7QO,369,091515,140920,32.7054,-85.4528,6973,6,-21,3.57,0.00*49A8",W7QO_APRS,369,09:15:15,140920,32.7054,-85.4528,6973,6,-21,3.57,0.0
"$$W7QO,371,091915,140920,32.6884,-85.4667,6960,6,-21,3.56,0.00*34DA",W7QO_APRS,371,09:19:15,140920,32.6884,-85.4667,6960,6,-21,3.56,0.0
"$$W7QO,372,092115,140920,32.6801,-85.4735,6946,6,-21,3.56,0.00*A79A",W7QO_APRS,372,09:21:15,140920,32.6801,-85.4735,6946,6,-21,3.56,0.0
"$$W7QO,373,092315,140920,32.6718,-85.4805,6946,6,-21,3.56,0.00*3618",W7QO_APRS,373,09:23:15,140920,32.6718,-85.4805,6946,6,-21,3.56,0.0
"$$W7QO,374,092515,140920,32.6634,-85.4876,6946,6,-21,3.56,0.00*7C89",W7QO_APRS,374,09:25:15,140920,32.6634,-85.4876,6946,6,-21,3.56,0.0
"$$W7QO,375,092715,140920,32.6550,-85.4952,6946,6,-21,3.57,0.00*7074",W7QO_APRS,375,09:27:15,140920,32.655,-85.4952,6946,6,-21,3.57,0.0
"$$W7QO,376,092915,140920,32.6467,-85.5027,6946,6,-20,3.56,0.00*D3FE",W7QO_APRS,376,09:29:15,140920,32.6467,-85.5027,6946,6,-20,3.56,0.0
"$$W7QO,377,093115,140920,32.6382,-85.5099,6946,6,-20,3.57,0.00*3C22",W7QO_APRS,377,09:31:15,140920,32.6382,-85.5099,6946,6,-20,3.57,0.0
"$$W7QO,378,093315,140920,32.6300,-85.5173,6960,6,-20,3.56,0.00*8CAC",W7QO_APRS,378,09:33:15,140920,32.63,-85.5173,6960,6,-20,3.56,0.0
"$$W7QO,379,093515,140920,32.6217,-85.5253,6960,6,-20,3.57,0.00*C5C1",W7QO_APRS,379,09:35:15,140920,32.6217,-85.5253,6960,6,-20,3.57,0.0
"$$W7QO,380,093715,140920,32.6136,-85.5331,6960,6,-20,3.57,0.00*EE18",W7QO_APRS,380,09:37:15,140920,32.6136,-85.5331,6960,6,-20,3.57,0.0
"$$W7QO,381,093915,140920,32.6053,-85.5409,6973,5,-20,3.57,0.00*922C",W7QO_APRS,381,09:39:15,140920,32.6053,-85.5409,6973,5,-20,3.57,0.0
"$$W7QO,384,094515,140920,32.5798,-85.5637,6946,6,-21,3.56,0.00*7B4C",W7QO_APRS,384,09:45:15,140920,32.5798,-85.5637,6946,6,-21,3.56,0.0
"$$W7QO,385,094715,140920,32.5711,-85.5711,6946,6,-21,3.56,0.00*E520",W7QO_APRS,385,09:47:15,140920,32.5711,-85.5711,6946,6,-21,3.56,0.0
"$$W7QO,386,094915,140920,32.5621,-85.5786,6960,6,-21,3.56,0.00*84EE",W7QO_APRS,386,09:49:15,140920,32.5621,-85.5786,6960,6,-21,3.56,0.0
"$$W7QO,387,095115,140920,32.5530,-85.5862,6946,6,-20,3.56,0.00*56A4",W7QO_APRS,387,09:51:15,140920,32.553,-85.5862,6946,6,-20,3.56,0.0
"$$W7QO,388,095315,140920,32.5438,-85.5939,6960,6,-21,3.55,0.00*35CC",W7QO_APRS,388,09:53:15,140920,32.5438,-85.5939,6960,6,-21,3.55,0.0
"$$W7QO,389,095515,140920,32.5348,-85.6016,6973,6,-21,3.56,0.00*303D",W7QO_APRS,389,09:55:15,140920,32.5348,-85.6016,6973,6,-21,3.56,0.0
"$$W7QO,390,095715,140920,32.5259,-85.6092,6987,6,-21,3.55,0.00*B03A",W7QO_APRS,390,09:57:15,140920,32.5259,-85.6092,6987,6,-21,3.55,0.0
"$$W7QO,391,095915,140920,32.5171,-85.6168,6960,6,-21,3.55,0.00*4136",W7QO_APRS,391,09:59:15,140920,32.5171,-85.6168,6960,6,-21,3.55,0.0
"$$W7QO,392,100115,140920,32.5171,-85.6168,6960,6,-21,3.55,0.00*4BFF",W7QO_APRS,392,10:01:15,140920,32.5171,-85.6168,6960,6,-21,3.55,0.0
"$$W7QO,393,100315,140920,32.4996,-85.6317,6918,11,-20,3.64,0.00*E444",W7QO_APRS,393,10:03:15,140920,32.4996,-85.6317,6918,11,-20,3.64,0.0
"$$W7QO,394,100515,140920,32.4906,-85.6392,6946,11,-20,3.64,0.00*3325",W7QO_APRS,394,10:05:15,140920,32.4906,-85.6392,6946,11,-20,3.64,0.0
"$$W7QO,395,100715,140920,32.4815,-85.6469,6960,11,-20,3.65,0.00*84F8",W7QO_APRS,395,10:07:15,140920,32.4815,-85.6469,6960,11,-20,3.65,0.0
"$$W7QO,396,100915,140920,32.4725,-85.6545,6946,10,-20,3.64,0.00*079C",W7QO_APRS,396,10:09:15,140920,32.4725,-85.6545,6946,10,-20,3.64,0.0
"$$W7QO,397,101115,140920,32.4637,-85.6622,6946,10,-20,3.64,0.00*C6BB",W7QO_APRS,397,10:11:15,140920,32.4637,-85.6622,6946,10,-20,3.64,0.0
"$$W7QO,398,101315,140920,32.4548,-85.6700,6932,10,-20,3.64,0.00*901C",W7QO_APRS,398,10:13:15,140920,32.4548,-85.67,6932,10,-20,3.64,0.0
"$$W7QO,399,101515,140920,32.4461,-85.6779,6946,10,-20,3.65,0.00*E0E9",W7QO_APRS,399,10:15:15,140920,32.4461,-85.6779,6946,10,-20,3.65,0.0
"$$W7QO,400,101715,140920,32.4373,-85.6857,6946,10,-20,3.64,0.00*1F92",W7QO_APRS,400,10:17:15,140920,32.4373,-85.6857,6946,10,-20,3.64,0.0
"$$W7QO,401,101915,140920,32.4285,-85.6938,6946,10,-20,3.64,0.00*A75D",W7QO_APRS,401,10:19:15,140920,32.4285,-85.6938,6946,10,-20,3.64,0.0
"$$W7QO,402,102115,140920,32.4195,-85.7020,6946,9,-21,3.64,0.00*B4A4",W7QO_APRS,402,10:21:15,140920,32.4195,-85.702,6946,9,-21,3.64,0.0
"$$W7QO,403,102315,140920,32.4105,-85.7100,6946,9,-21,3.64,0.00*B09A",W7QO_APRS,403,10:23:15,140920,32.4105,-85.71,6946,9,-21,3.64,0.0
"$$W7QO,404,102515,140920,32.4014,-85.7179,6946,9,-20,3.64,0.00*EB98",W7QO_APRS,404,10:25:15,140920,32.4014,-85.7179,6946,9,-20,3.64,0.0
"$$W7QO,405,102715,140920,32.3925,-85.7257,6946,9,-20,3.64,0.00*3205",W7QO_APRS,405,10:27:15,140920,32.3925,-85.7257,6946,9,-20,3.64,0.0
"$$W7QO,406,102915,140920,32.3838,-85.7333,6932,9,-20,3.64,0.00*D556",W7QO_APRS,406,10:29:15,140920,32.3838,-85.7333,6932,9,-20,3.64,0.0
"$$W7QO,407,103115,140920,32.3750,-85.7409,6946,9,-20,3.64,0.00*9511",W7QO_APRS,407,10:31:15,140920,32.375,-85.7409,6946,9,-20,3.64,0.0
"$$W7QO,408,103315,140920,32.3661,-85.7484,6946,9,-20,3.64,0.00*943F",W7QO_APRS,408,10:33:15,140920,32.3661,-85.7484,6946,9,-20,3.64,0.0
"$$W7QO,409,103515,140920,32.3573,-85.7556,6932,9,-20,3.64,0.00*3064",W7QO_APRS,409,10:35:15,140920,32.3573,-85.7556,6932,9,-20,3.64,0.0
"$$W7QO,410,103715,140920,32.3486,-85.7626,6946,9,-20,3.64,0.00*77A2",W7QO_APRS,410,10:37:15,140920,32.3486,-85.7626,6946,9,-20,3.64,0.0
"$$W7QO,411,103915,140920,32.3399,-85.7696,6932,9,-20,3.64,0.00*E68F",W7QO_APRS,411,10:39:15,140920,32.3399,-85.7696,6932,9,-20,3.64,0.0
"$$W7QO,412,104115,140920,32.3309,-85.7765,6946,8,-20,3.64,0.00*5FCF",W7QO_APRS,412,10:41:15,140920,32.3309,-85.7765,6946,8,-20,3.64,0.0
"$$W7QO,413,104315,140920,32.3216,-85.7833,6946,8,-20,3.64,0.00*DAFD",W7QO_APRS,413,10:43:15,140920,32.3216,-85.7833,6946,8,-20,3.64,0.0
"$$W7QO,414,104515,140920,32.3124,-85.7900,6946,8,-20,3.64,0.00*54E4",W7QO_APRS,414,10:45:15,140920,32.3124,-85.79,6946,8,-20,3.64,0.0
"$$W7QO,415,104715,140920,32.3034,-85.7968,6946,9,-20,3.64,0.00*7425",W7QO_APRS,415,10:47:15,140920,32.3034,-85.7968,6946,9,-20,3.64,0.0
"$$W7QO,416,104915,140920,32.2946,-85.8035,6946,9,-20,3.64,0.00*0F3F",W7QO_APRS,416,10:49:15,140920,32.2946,-85.8035,6946,9,-20,3.64,0.0
"$$W7QO,417,105115,140920,32.2858,-85.8102,6932,9,-20,3.64,0.00*D1E1",W7QO_APRS,417,10:51:15,140920,32.2858,-85.8102,6932,9,-20,3.64,0.0
"$$W7QO,418,105315,140920,32.2767,-85.8170,6932,7,-20,3.64,0.00*4AD6",W7QO_APRS,418,10:53:15,140920,32.2767,-85.817,6932,7,-20,3.64,0.0
"$$W7QO,419,105515,140920,32.2672,-85.8234,6932,8,-20,3.64,0.00*FCE0",W7QO_APRS,419,10:55:15,140920,32.2672,-85.8234,6932,8,-20,3.64,0.0
"$$W7QO,420,105715,140920,32.2575,-85.8298,6946,8,-20,3.64,0.01*A959",W7QO_APRS,420,10:57:15,140920,32.2575,-85.8298,6946,8,-20,3.64,0.01
"$$W7QO,421,105915,140920,32.2481,-85.8364,6960,8,-20,3.56,0.01*82F2",W7QO_APRS,421,10:59:15,140920,32.2481,-85.8364,6960,8,-20,3.56,0.01
"$$W7QO,422,110115,140920,32.2391,-85.8432,6946,8,-20,3.56,0.02*2D5B",W7QO_APRS,422,11:01:15,140920,32.2391,-85.8432,6946,8,-20,3.56,0.02
"$$W7QO,423,110315,140920,32.2304,-85.8499,6932,8,-20,3.55,0.03*15C5",W7QO_APRS,423,11:03:15,140920,32.2304,-85.8499,6932,8,-20,3.55,0.03
"$$W7QO,424,110515,140920,32.2215,-85.8568,6946,8,-20,3.55,0.04*24AF",W7QO_APRS,424,11:05:15,140920,32.2215,-85.8568,6946,8,-20,3.55,0.04
"$$W7QO,425,110715,140920,32.2125,-85.8640,6932,8,-20,3.55,0.08*BC5E",W7QO_APRS,425,11:07:15,140920,32.2125,-85.864,6932,8,-20,3.55,0.08
"$$W7QO,426,110915,140920,32.2034,-85.8713,6932,8,-20,3.55,0.12*ED35",W7QO_APRS,426,11:09:15,140920,32.2034,-85.8713,6932,8,-20,3.55,0.12
"$$W7QO,427,111115,140920,32.1940,-85.8785,6918,8,-20,3.55,0.19*8F9C",W7QO_APRS,427,11:11:15,140920,32.194,-85.8785,6918,8,-20,3.55,0.19
"$$W7QO,428,111315,140920,32.1843,-85.8860,6904,8,-20,3.55,0.26*C496",W7QO_APRS,428,11:13:15,140920,32.1843,-85.886,6904,8,-20,3.55,0.26
"$$W7QO,429,111515,140920,32.1741,-85.8938,6904,8,-19,3.55,0.30*0207",W7QO_APRS,429,11:15:15,140920,32.1741,-85.8938,6904,8,-19,3.55,0.3
"$$W7QO,430,111715,140920,32.1638,-85.9021,6904,8,-19,3.55,0.36*ABE9",W7QO_APRS,430,11:17:15,140920,32.1638,-85.9021,6904,8,-19,3.55,0.36
"$$W7QO,431,111915,140920,32.1535,-85.9109,6904,8,-19,3.55,0.36*DF0E",W7QO_APRS,431,11:19:15,140920,32.1535,-85.9109,6904,8,-19,3.55,0.36
"$$W7QO,432,112115,140920,32.1431,-85.9198,6918,8,-19,3.56,0.43*19E0",W7QO_APRS,432,11:21:15,140920,32.1431,-85.9198,6918,8,-19,3.56,0.43
"$$W7QO,434,112515,140920,32.1221,-85.9377,6918,8,-19,3.56,0.46*F088",W7QO_APRS,434,11:25:15,140920,32.1221,-85.9377,6918,8,-19,3.56,0.46
"$$W7QO,435,112715,140920,32.1116,-85.9465,6918,8,-19,3.56,0.47*6637",W7QO_APRS,435,11:27:15,140920,32.1116,-85.9465,6918,8,-19,3.56,0.47
"$$W7QO,436,112915,140920,32.1011,-85.9552,6932,8,-16,3.60,0.49*68A7",W7QO_APRS,436,11:29:15,140920,32.1011,-85.9552,6932,8,-16,3.6,0.49
"$$W7QO,437,113115,140920,32.0903,-85.9639,6932,8,-12,3.62,0.49*32AA",W7QO_APRS,437,11:31:15,140920,32.0903,-85.9639,6932,8,-12,3.62,0.49
"$$W7QO,438,113315,140920,32.0793,-85.9723,6932,8,-10,3.67,0.53*7093",W7QO_APRS,438,11:33:15,140920,32.0793,-85.9723,6932,8,-10,3.67,0.53
"$$W7QO,439,113515,140920,32.0682,-85.9803,6973,7,-7,3.68,0.50*1357",W7QO_APRS,439,11:35:15,140920,32.0682,-85.9803,6973,7,-7,3.68,0.5
"$$W7QO,440,113715,140920,32.0569,-85.9883,7015,7,-5,3.69,0.52*ED08",W7QO_APRS,440,11:37:15,140920,32.0569,-85.9883,7015,7,-5,3.69,0.52
"$$W7QO,441,113915,140920,32.0455,-85.9961,7043,8,-2,3.70,0.52*8F1E",W7QO_APRS,441,11:39:15,140920,32.0455,-85.9961,7043,8,-2,3.7,0.52
"$$W7QO,442,114115,140920,32.0339,-86.0033,7072,8,0,3.72,0.52*CC44",W7QO_APRS,442,11:41:15,140920,32.0339,-86.0033,7072,8,0,3.72,0.52
"$$W7QO,444,114515,140920,32.0105,-86.0172,7157,8,0,3.75,0.56*0747",W7QO_APRS,444,11:45:15,140920,32.0105,-86.0172,7157,8,0,3.75,0.56
"$$W7QO,445,114715,140920,31.9988,-86.0241,7186,8,-1,3.76,0.55*C5FD",W7QO_APRS,445,11:47:15,140920,31.9988,-86.0241,7186,8,-1,3.76,0.55
"$$W7QO,446,114915,140920,31.9870,-86.0311,7200,8,4,3.76,0.55*0825",W7QO_APRS,446,11:49:15,140920,31.987,-86.0311,7200,8,4,3.76,0.55
"$$W7QO,447,115115,140920,31.9752,-86.0381,7229,8,0,3.77,0.57*398F",W7QO_APRS,447,11:51:15,140920,31.9752,-86.0381,7229,8,0,3.77,0.57
"$$W7QO,448,115315,140920,31.9634,-86.0449,7258,8,7,3.77,0.55*C742",W7QO_APRS,448,11:53:15,140920,31.9634,-86.0449,7258,8,7,3.77,0.55
"$$W7QO,449,115515,140920,31.9516,-86.0515,7301,8,6,3.78,0.54*28EB",W7QO_APRS,449,11:55:15,140920,31.9516,-86.0515,7301,8,6,3.78,0.54
"$$W7QO,450,115715,140920,31.9397,-86.0577,7345,8,8,3.78,0.58*C7DC",W7QO_APRS,450,11:57:15,140920,31.9397,-86.0577,7345,8,8,3.78,0.58
"$$W7QO,451,115915,140920,31.9278,-86.0636,7375,8,6,3.79,0.56*583A",W7QO_APRS,451,11:59:15,140920,31.9278,-86.0636,7375,8,6,3.79,0.56
"$$W7QO,452,120115,140920,31.9158,-86.0691,7404,8,5,3.79,0.53*969D",W7QO_APRS,452,12:01:15,140920,31.9158,-86.0691,7404,8,5,3.79,0.53
"$$W7QO,453,120315,140920,31.9038,-86.0743,7419,8,2,3.80,0.56*51EF",W7QO_APRS,453,12:03:15,140920,31.9038,-86.0743,7419,8,2,3.8,0.56
"$$W7QO,454,120515,140920,31.8917,-86.0795,7434,8,6,3.80,0.57*7CCD",W7QO_APRS,454,12:05:15,140920,31.8917,-86.0795,7434,8,6,3.8,0.57
"$$W7QO,455,120715,140920,31.8795,-86.0845,7449,9,7,3.81,0.52*252B",W7QO_APRS,455,12:07:15,140920,31.8795,-86.0845,7449,9,7,3.81,0.52
"$$W7QO,456,120915,140920,31.8671,-86.0892,7464,9,5,3.81,0.56*78B9",W7QO_APRS,456,12:09:15,140920,31.8671,-86.0892,7464,9,5,3.81,0.56
"$$W7QO,458,121315,140920,31.8420,-86.0979,7479,9,6,3.83,0.52*2C67",W7QO_APRS,458,12:13:15,140920,31.842,-86.0979,7479,9,6,3.83,0.52
"$$W7QO,459,121515,140920,31.8292,-86.1020,7494,9,8,3.83,0.56*A03C",W7QO_APRS,459,12:15:15,140920,31.8292,-86.102,7494,9,8,3.83,0.56
"$$W7QO,460,121715,140920,31.8164,-86.1057,7509,9,12,3.83,0.56*5D97",W7QO_APRS,460,12:17:15,140920,31.8164,-86.1057,7509,9,12,3.83,0.56
"$$W7QO,462,122115,140920,31.7906,-86.1123,7554,9,10,3.85,0.53*5FA6",W7QO_APRS,462,12:21:15,140920,31.7906,-86.1123,7554,9,10,3.85,0.53
"$$W7QO,463,122315,140920,31.7774,-86.1153,7569,9,8,3.87,0.56*FB8F",W7QO_APRS,463,12:23:15,140920,31.7774,-86.1153,7569,9,8,3.87,0.56
"$$W7QO,464,122515,140920,31.7638,-86.1184,7584,9,8,3.87,0.56*6CEC",W7QO_APRS,464,12:25:15,140920,31.7638,-86.1184,7584,9,8,3.87,0.56
"$$W7QO,465,122715,140920,31.7498,-86.1220,7614,9,9,3.88,0.56*BE2B",W7QO_APRS,465,12:27:15,140920,31.7498,-86.122,7614,9,9,3.88,0.56
"$$W7QO,466,122915,140920,31.7352,-86.1261,7645,8,14,3.87,0.50*DD3C",W7QO_APRS,466,12:29:15,140920,31.7352,-86.1261,7645,8,14,3.87,0.5
"$$W7QO,467,123115,140920,31.7201,-86.1302,7660,9,15,3.88,0.56*EFFD",W7QO_APRS,467,12:31:15,140920,31.7201,-86.1302,7660,9,15,3.88,0.56
"$$W7QO,468,123315,140920,31.7052,-86.1342,7675,9,13,3.89,0.56*EAF9",W7QO_APRS,468,12:33:15,140920,31.7052,-86.1342,7675,9,13,3.89,0.56
"$$W7QO,469,123515,140920,31.6907,-86.1380,7691,8,13,3.89,0.54*E471",W7QO_APRS,469,12:35:15,140920,31.6907,-86.138,7691,8,13,3.89,0.54
"$$W7QO,470,123715,140920,31.6763,-86.1424,7706,8,14,3.90,0.57*43DC",W7QO_APRS,470,12:37:15,140920,31.6763,-86.1424,7706,8,14,3.9,0.57
"$$W7QO,471,123900,140920,31.6638,-86.1467,7706,8,10,3.90,0.60*86A8",W7QO_APRS,471,12:39:00,140920,31.6638,-86.1467,7706,8,10,3.9,0.6
"$$W7QO,472,123915,140920,31.6620,-86.1474,7722,7,11,3.90,0.56*05C8",W7QO_APRS,472,12:39:15,140920,31.662,-86.1474,7722,7,11,3.9,0.56
"$$W7QO,473,124100,140920,31.6493,-86.1522,7737,8,18,3.90,0.57*79CE",W7QO_APRS,473,12:41:00,140920,31.6493,-86.1522,7737,8,18,3.9,0.57
"$$W7QO,474,124115,140920,31.6474,-86.1528,7752,8,20,3.90,0.57*960E",W7QO_APRS,474,12:41:15,140920,31.6474,-86.1528,7752,8,20,3.9,0.57
"$$W7QO,479,124700,140920,31.6050,-86.1675,7799,8,21,3.91,0.58*7EE8",W7QO_APRS,479,12:47:00,140920,31.605,-86.1675,7799,8,21,3.91,0.58
"$$W7QO,480,124715,140920,31.6031,-86.1680,7799,8,20,3.91,0.58*6B09",W7QO_APRS,480,12:47:15,140920,31.6031,-86.168,7799,8,20,3.91,0.58
"$$W7QO,481,124900,140920,31.5903,-86.1721,7815,8,21,3.91,0.57*2104",W7QO_APRS,481,12:49:00,140920,31.5903,-86.1721,7815,8,21,3.91,0.57
"$$W7QO,484,125115,140920,31.5739,-86.1771,7815,8,16,3.92,0.61*B6F2",W7QO_APRS,484,12:51:15,140920,31.5739,-86.1771,7815,8,16,3.92,0.61
"$$W7QO,489,125700,140920,31.5330,-86.1858,7799,8,16,3.92,0.59*4FA8",W7QO_APRS,489,12:57:00,140920,31.533,-86.1858,7799,8,16,3.92,0.59
"$$W7QO,491,125900,140920,31.5192,-86.1883,7815,8,21,3.93,0.59*7FEA",W7QO_APRS,491,12:59:00,140920,31.5192,-86.1883,7815,8,21,3.93,0.59
"$$W7QO,492,125915,140920,31.5175,-86.1887,7830,8,21,3.93,0.59*9A92",W7QO_APRS,492,12:59:15,140920,31.5175,-86.1887,7830,8,21,3.93,0.59
"$$W7QO,493,130100,140920,31.5056,-86.1910,7862,8,18,3.93,0.61*97B7",W7QO_APRS,493,13:01:00,140920,31.5056,-86.191,7862,8,18,3.93,0.61
"$$W7QO,494,130115,140920,31.5039,-86.1913,7862,8,19,3.93,0.59*FA7A",W7QO_APRS,494,13:01:15,140920,31.5039,-86.1913,7862,8,19,3.93,0.59
"$$W7QO,495,130300,140920,31.4922,-86.1937,7893,8,17,3.94,0.60*4B22",W7QO_APRS,495,13:03:00,140920,31.4922,-86.1937,7893,8,17,3.94,0.6
"$$W7QO,496,130315,140920,31.4905,-86.1940,7893,8,18,3.93,0.60*B222",W7QO_APRS,496,13:03:15,140920,31.4905,-86.194,7893,8,18,3.93,0.6
"$$W7QO,503,131100,140920,31.4388,-86.2038,7815,8,20,3.95,0.60*FE15",W7QO_APRS,503,13:11:00,140920,31.4388,-86.2038,7815,8,20,3.95,0.6
"$$W7QO,505,131300,140920,31.4254,-86.2061,7846,7,18,3.95,0.60*BBD2",W7QO_APRS,505,13:13:00,140920,31.4254,-86.2061,7846,7,18,3.95,0.6
"$$W7QO,506,131315,140920,31.4238,-86.2063,7846,7,18,3.96,0.61*373A",W7QO_APRS,506,13:13:15,140920,31.4238,-86.2063,7846,7,18,3.96,0.61
"$$W7QO,508,131515,140920,31.4102,-86.2089,7877,8,17,3.96,0.60*A634",W7QO_APRS,508,13:15:15,140920,31.4102,-86.2089,7877,8,17,3.96,0.6
"$$W7QO,516,132315,140920,31.3552,-86.2222,7941,7,18,3.98,0.59*A2E4",W7QO_APRS,516,13:23:15,140920,31.3552,-86.2222,7941,7,18,3.98,0.59
"$$W7QO,519,132700,140920,31.3291,-86.2286,7956,7,18,3.99,0.60*944F",W7QO_APRS,519,13:27:00,140920,31.3291,-86.2286,7956,7,18,3.99,0.6
"$$W7QO,520,132715,140920,31.3274,-86.2290,7972,7,19,3.99,0.59*9DCD",W7QO_APRS,520,13:27:15,140920,31.3274,-86.229,7972,7,19,3.99,0.59
"$$W7QO,527,133500,140920,31.2742,-86.2431,7925,7,20,4.01,0.60*8CAA",W7QO_APRS,527,13:35:00,140920,31.2742,-86.2431,7925,7,20,4.01,0.6
"$$W7QO,529,133700,140920,31.2605,-86.2467,7956,7,18,4.01,0.60*B36D",W7QO_APRS,529,13:37:00,140920,31.2605,-86.2467,7956,7,18,4.01,0.6
