_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,satellites,temperature_internal,temperature_external,battery_mv
"$$WILKINS,678,04:48:57,-35.03043,138.82027,7848,18,12,-20,0,1810*90BF","VK5JO,VK5RR",678,04:48:57,-35.03043,138.82027,7848,18,12,-20,0,1810
"$$WILKINS,681,04:49:45,-35.02828,138.82137,7375,22,12,-20,0,1849*9557",VK5JO,681,04:49:45,-35.02828,138.82137,7375,22,12,-20,0,1849
"$$WILKINS,682,04:50:01,-35.02766,138.82172,7219,15,12,-19,0,1849*98E7",VK5JO,682,04:50:01,-35.02766,138.82172,7219,15,12,-19,0,1849
"$$WILKINS,685,04:50:49,-35.02603,138.82372,6760,35,12,-18,0,1829*2D7E",VK5JO,685,04:50:49,-35.02603,138.82372,6760,35,12,-18,0,1829
"$$WILKINS,691,04:52:25,-35.02245,138.82561,5870,14,12,-15,0,1814*2C87",VK5JO,691,04:52:25,-35.02245,138.82561,5870,14,12,-15,0,1814
"$$WILKINS,694,04:53:13,-35.02131,138.82719,5445,10,12,-13,0,1739*70FD",VK5JO,694,04:53:13,-35.02131,138.82719,5445,10,12,-13,0,1739
"$$WILKINS,698,04:54:17,-35.02088,138.82800,4891,17,12,-9,0,1684*6DBB",VK5RR,698,04:54:17,-35.02088,138.828,4891,17,12,-9,0,1684
"$$WILKINS,700,04:54:49,-35.02099,138.82852,4625,23,12,-8,0,1633*9D02",VK5QI-Mobile,700,04:54:49,-35.02099,138.82852,4625,23,12,-8,0,1633
"$$WILKINS,703,04:55:37,-35.02166,138.82996,4239,29,12,-5,0,1582*99E6",VK5RR,703,04:55:37,-35.02166,138.82996,4239,29,12,-5,0,1582
"$$WILKINS,704,04:55:53,-35.02200,138.83041,4112,13,12,-4,0,1504*2923",VK5RR,704,04:55:53,-35.022,138.83041,4112,13,12,-4,0,1504
"$$WILKINS,706,04:56:25,-35.02260,138.83121,3852,18,12,-3,0,1402*DBB4",VK5RR,706,04:56:25,-35.0226,138.83121,3852,18,12,-3,0,1402
"$$WILKINS,707,04:56:41,-35.02284,138.83176,3727,9,12,-2,0,1406*89EA",VK5RR,707,04:56:41,-35.02284,138.83176,3727,9,12,-2,0,1406
"$$WILKINS,708,04:56:57,-35.02315,138.83224,3602,29,12,-1,0,1308*3C54",VK5QI-Mobile,708,04:56:57,-35.02315,138.83224,3602,29,12,-1,0,1308
"$$WILKINS,709,04:57:13,-35.02362,138.83286,3479,2,12,0,0,1245*8360","VK5JO,VK5RR",709,04:57:13,-35.02362,138.83286,3479,2,12,0,0,1245
"$$WILKINS,710,04:57:29,-35.02419,138.83331,3349,18,12,0,0,1191*B11D",VK5QI-Mobile,710,04:57:29,-35.02419,138.83331,3349,18,12,0,0,1191
"$$WILKINS,711,04:57:45,-35.02466,138.83371,3225,28,13,1,0,1187*268E",VK5RR,711,04:57:45,-35.02466,138.83371,3225,28,13,1,0,1187
"$$WILKINS,712,04:58:01,-35.02523,138.83415,3102,26,13,2,0,1069*8E92","VK5RR,VK5QI-Mobile",712,04:58:01,-35.02523,138.83415,3102,26,13,2,0,1069
"$$WILKINS,713,04:58:17,-35.02589,138.83441,2976,34,13,3,0,1010*53B1",VK5QI-Mobile,713,04:58:17,-35.02589,138.83441,2976,34,13,3,0,1010
"$$WILKINS,714,04:58:33,-35.02664,138.83469,2851,29,13,4,0,948*791E",VK5RR,714,04:58:33,-35.02664,138.83469,2851,29,13,4,0,948
"$$WILKINS,715,04:58:49,-35.02749,138.83485,2730,26,13,5,0,885*CD47",VK5QI-Mobile,715,04:58:49,-35.02749,138.83485,2730,26,13,5,0,885
"$$WILKINS,716,04:59:05,-35.02830,138.83513,2608,23,13,5,0,826*577D",VK5RR,716,04:59:05,-35.0283,138.83513,2608,23,13,5,0,826
"$$WILKINS,718,04:59:37,-35.02968,138.83549,2382,9,12,7,0,720*F45C",VK5QI-Mobile,718,04:59:37,-35.02968,138.83549,2382,9,12,7,0,720
"$$WILKINS,720,05:00:09,-35.03180,138.83662,2152,39,12,8,0,611*EF89","VK5RR,VK5QI-Mobile",720,05:00:09,-35.0318,138.83662,2152,39,12,8,0,611
"$$WILKINS,721,05:00:25,-35.03277,138.83742,2032,27,12,9,0,615*6883",VK5QI-Mobile,721,05:00:25,-35.03277,138.83742,2032,27,12,9,0,615
"$$WILKINS,722,05:00:41,-35.03361,138.83820,1910,28,12,10,0,528*AE3B","VK5RR,VK5QI-Mobile",722,05:00:41,-35.03361,138.8382,1910,28,12,10,0,528
"$$WILKINS,724,05:01:13,-35.03489,138.83974,1658,19,11,11,0,481*96A0",VK5QI-Mobile,724,05:01:13,-35.03489,138.83974,1658,19,11,11,0,481
"$$WILKINS,732,05:03:21,-35.03853,138.84032,845,7,12,14,0,282*1098",VK5QI-Mobile,732,05:03:21,-35.03853,138.84032,845,7,12,14,0,282
"$$WILKINS,733,05:03:37,-35.03892,138.84019,771,13,12,15,0,321*8319",VK5QI-Mobile,733,05:03:37,-35.03892,138.84019,771,13,12,15,0,321
"$$WILKINS,734,05:03:53,-35.03928,138.83994,705,24,12,16,0,250*4388",VK5QI-Mobile,734,05:03:53,-35.03928,138.83994,705,24,12,16,0,250
