_sentence,_receivers,sentence_id,time,latitude,longitude,satellites,altitude,flightmode,gps_mode,temperature,battery
"$$EDUPIC7,6,07:44:24,5232.32445,-00152.68475,06,148.2,0,0,23,1.44*A86C",EDU001,6,07:44:24,52.53874083,-1.87807917,6,148.2,0,0,23.0,1.44
"$$EDUPIC7,7,07:44:54,5232.30978,-00152.68591,06,129.5,0,0,23.5,1.43*47AA",EDU001,7,07:44:54,52.53849633,-1.8780985,6,129.5,0,0,23.5,1.43
"$$EDUPIC7,8,07:47:24,5232.32802,-00152.68888,06,152.5,0,0,22.75,1.4*A4A2",EDU001,8,07:47:24,52.53880033,-1.878148,6,152.5,0,0,22.75,1.4
"$$EDUPIC7,9,07:47:54,5232.31998,-00152.68555,06,133.3,0,0,23.25,1.4*67F7",EDU001,9,07:47:54,52.53866633,-1.8780925,6,133.3,0,0,23.25,1.4
"$$EDUPIC7,10,07:50:09,5232.32329,-00152.68542,05,135.5,0,0,22,1.39*E5F6",EDU001,10,07:50:09,52.5387215,-1.87809033,5,135.5,0,0,22.0,1.39
"$$EDUPIC7,11,07:50:24,5232.32636,-00152.68683,06,144.8,0,0,23,1.36*8463",EDU001,11,07:50:24,52.53877267,-1.87811383,6,144.8,0,0,23.0,1.36
"$$EDUPIC7,12,07:52:44,5232.32149,-00152.69174,05,124.2,0,0,22.75,1.4*22A7",EDU001,12,07:52:44,52.5386915,-1.87819567,5,124.2,0,0,22.75,1.4
"$$EDUPIC7,13,07:53:05,5232.31965,-00152.68793,05,121.6,0,0,23.5,1.36*531B",EDU001,13,07:53:05,52.53866083,-1.87813217,5,121.6,0,0,23.5,1.36
"$$EDUPIC7,2,08:06:44,5232.31068,-00152.68880,05,121.6,0,0,23.5,1.38*5E7B",EDU001,2,08:06:44,52.53851133,-1.87814667,5,121.6,0,0,23.5,1.38
"$$EDUPIC7,3,08:08:58,5232.33693,-00152.69004,06,177.3,0,0,23.25,1.33*9950",EDU001,3,08:08:58,52.53894883,-1.87816733,6,177.3,0,0,23.25,1.33
"$$EDUPIC7,2,08:14:34,5232.31189,-00152.68420,05,103.8,0,0,23.75,1.36*6582",EDU001,2,08:14:34,52.5385315,-1.87807,5,103.8,0,0,23.75,1.36
"$$EDUPIC7,1,08:17:37,5232.31794,-00152.68054,05,130.0,0,0,24.75,1.26*22CF",EDU001,1,08:17:37,52.53863233,-1.878009,5,130.0,0,0,24.75,1.26
"$$EDUPIC7,2,08:19:51,5232.32511,-00152.69003,06,148.7,0,0,23.5,1.3*41CB",EDU001,2,08:19:51,52.53875183,-1.87816717,6,148.7,0,0,23.5,1.3
"$$EDUPIC7,3,08:22:14,5232.32785,-00152.70610,05,163.1,0,0,23.75,1.35*52FC",EDU001,3,08:22:14,52.5387975,-1.878435,5,163.1,0,0,23.75,1.35
"$$EDUPIC7,5,08:26:50,5232.32846,-00152.68479,07,154.0,0,0,23.25,1.31*E956",EDU001,5,08:26:50,52.53880767,-1.87807983,7,154.0,0,0,23.25,1.31
"$$EDUPIC7,1,08:28:24,5232.32279,-00152.68313,07,141.6,0,0,25.5,1.25*4C54",EDU001,1,08:28:24,52.53871317,-1.87805217,7,141.6,0,0,25.5,1.25
"$$EDUPIC7,2,08:30:54,5232.32121,-00152.67905,04,145.7,0,1,24.75,1.29*1869",EDU001,2,08:30:54,52.53868683,-1.87798417,4,145.7,0,1,24.75,1.29
"$$EDUPIC7,3,08:33:17,5232.32445,-00152.68616,07,149.8,0,0,24.75,1.27*C9DD",EDU001,3,08:33:17,52.53874083,-1.87810267,7,149.8,0,0,24.75,1.27
"$$EDUPIC7,5,09:19:14,5232.69916,-00152.67843,06,215.5,0,0,18.75,1.47*7AAA",EDU001,5,09:19:14,52.544986,-1.87797383,6,215.5,0,0,18.75,1.47
"$$EDUPIC7,8,09:26:44,5235.76580,-00151.23216,06,594.5,0,0,19.5,1.47*A5E5",EDU001,8,09:26:44,52.59609667,-1.85386933,6,594.5,0,0,19.5,1.47
"$$EDUPIC7,9,09:29:14,5237.04991,-00150.13771,06,695.1,0,0,20,1.48*1D43",EDU001,9,09:29:14,52.6174985,-1.8356285,6,695.1,0,0,20.0,1.48
"$$EDUPIC7,10,09:31:44,5238.33675,-00148.84409,06,761.3,0,0,20.5,1.47*685A",EDU001,10,09:31:44,52.63894583,-1.81406817,6,761.3,0,0,20.5,1.47
"$$EDUPIC7,11,09:34:14,5239.65927,-00147.33533,06,783.0,0,0,21,1.47*53A5",EDU001,11,09:34:14,52.66098783,-1.78892217,6,783.0,0,0,21.0,1.47
"$$EDUPIC7,12,09:36:44,5241.02182,-00145.65760,06,923.3,0,0,22.25,1.47*3C20",EDU001,12,09:36:44,52.683697,-1.76096,6,923.3,0,0,22.25,1.47
"$$EDUPIC7,13,09:39:14,5242.46359,-00143.84630,07,1146.5,0,0,22,1.47*C7AD",EDU001,13,09:39:14,52.7077265,-1.73077167,7,1146.5,0,0,22.0,1.47
"$$EDUPIC7,14,09:41:44,5243.94674,-00141.80222,06,1152.8,0,0,22,1.46*7910",EDU001,14,09:41:44,52.73244567,-1.69670367,6,1152.8,0,0,22.0,1.46
"$$EDUPIC7,15,09:44:14,5245.45841,-00139.57558,07,1286.4,0,0,22,1.48*CC17",EDU001,15,09:44:14,52.75764017,-1.659593,7,1286.4,0,0,22.0,1.48
"$$EDUPIC7,16,09:46:44,5246.96483,-00137.17958,07,1448.9,0,0,21.5,1.47*6435","M0UPU,EDU001",16,09:46:44,52.78274717,-1.61965967,7,1448.9,0,0,21.5,1.47
"$$EDUPIC7,17,09:49:14,5248.35974,-00134.71911,07,1534.3,0,0,21.5,1.48*664D","M0UPU,EDU001",17,09:49:14,52.80599567,-1.57865183,7,1534.3,0,0,21.5,1.48
"$$EDUPIC7,18,09:51:44,5249.60871,-00132.23931,06,1647.6,0,0,21.25,1.48*B582","M0UPU,EDU001",18,09:51:44,52.82681183,-1.53732183,6,1647.6,0,0,21.25,1.48
"$$EDUPIC7,19,09:54:14,5250.75417,-00129.81872,08,1813.7,0,0,20.25,1.48*FA2D","M0UPU,EDU001",19,09:54:14,52.84590283,-1.49697867,8,1813.7,0,0,20.25,1.48
"$$EDUPIC7,20,09:56:44,5251.82519,-00127.55972,08,1934.0,0,0,20,1.49*F375","M0UPU,EDU001",20,09:56:44,52.86375317,-1.45932867,8,1934.0,0,0,20.0,1.49
"$$EDUPIC7,21,09:59:14,5252.97555,-00125.39494,08,2146.3,0,0,18.25,1.47*AA54","M0UPU,EDU001",21,09:59:14,52.88292583,-1.423249,8,2146.3,0,0,18.25,1.47
"$$EDUPIC7,23,10:04:14,5255.10244,-00120.88021,07,2377.9,0,0,16,1.45*ED13","M0UPU,EDU001",23,10:04:14,52.918374,-1.3480035,7,2377.9,0,0,16.0,1.45
"$$EDUPIC7,24,10:06:44,5256.15020,-00118.33244,07,2496.5,0,0,16.5,1.46*26C7","M0UPU,EDU001",24,10:06:44,52.93583667,-1.30554067,7,2496.5,0,0,16.5,1.46
"$$EDUPIC7,25,10:09:14,5257.16606,-00115.69039,07,2681.7,0,0,14.25,1.45*D2CD","M0UPU,EDU001",25,10:09:14,52.95276767,-1.2615065,7,2681.7,0,0,14.25,1.45
"$$EDUPIC7,26,10:11:44,5258.13841,-00113.09020,07,2808.3,0,0,15,1.44*A255","M0UPU,EDU001,G6GZH",26,10:11:44,52.9689735,-1.21817,7,2808.3,0,0,15.0,1.44
"$$EDUPIC7,27,10:14:14,5259.05241,-00110.55632,07,2896.7,0,0,14.5,1.44*326F","M0UPU,EDU001,G6GZH",27,10:14:14,52.98420683,-1.17593867,7,2896.7,0,0,14.5,1.44
"$$EDUPIC7,28,10:16:44,5300.04072,-00108.12468,06,3021.4,0,0,13.75,1.44*B0D1","M0UPU,EDU001,G6GZH",28,10:16:44,53.00067867,-1.13541133,6,3021.4,0,0,13.75,1.44
"$$EDUPIC7,29,10:19:14,5300.96274,-00105.95849,07,3072.5,0,0,12.75,1.43*4921","M0UPU,EDU001,G6GZH",29,10:19:14,53.01604567,-1.09930817,7,3072.5,0,0,12.75,1.43
"$$EDUPIC7,30,10:21:44,5301.83596,-00103.83160,06,3106.0,0,0,10.75,1.44*C857","M0UPU,EDU001,G6GZH",30,10:21:44,53.03059933,-1.06386,6,3106.0,0,0,10.75,1.44
"$$EDUPIC7,31,10:24:14,5302.69878,-00101.83522,07,3251.7,0,0,10.25,1.44*39A9","M0UPU,EDU001,G6GZH",31,10:24:14,53.04497967,-1.030587,7,3251.7,0,0,10.25,1.44
"$$EDUPIC7,32,10:26:44,5303.45101,-00059.94042,07,3469.2,0,0,9.75,1.45*8622","M0UPU,EDU001,G6GZH",32,10:26:44,53.05751683,-0.999007,7,3469.2,0,0,9.75,1.45
"$$EDUPIC7,33,10:29:14,5304.18729,-00058.30578,07,3613.1,0,0,8.75,1.44*92FB","M0UPU,EDU001,G6GZH",33,10:29:14,53.06978817,-0.971763,7,3613.1,0,0,8.75,1.44
"$$EDUPIC7,34,10:31:44,5305.06586,-00056.84236,06,3657.2,0,0,8.75,1.44*A5CA","M0UPU,EDU001,G6GZH",34,10:31:44,53.084431,-0.94737267,6,3657.2,0,0,8.75,1.44
"$$EDUPIC7,35,10:34:14,5305.87099,-00055.48437,06,3776.2,0,0,9.75,1.43*3791","M0UPU,EDU001,G6GZH",35,10:34:14,53.09784983,-0.9247395,6,3776.2,0,0,9.75,1.43
"$$EDUPIC7,36,10:36:44,5306.70679,-00054.20864,06,4023.3,0,0,8.5,1.44*7047","M0UPU,EDU001,G6GZH",36,10:36:44,53.11177983,-0.90347733,6,4023.3,0,0,8.5,1.44
"$$EDUPIC7,37,10:39:14,5307.56554,-00052.78800,08,4166.4,0,0,7,1.43*1FCC","F5APQ,M0UPU,EDU001,G6GZH,ex-G8HUI",37,10:39:14,53.12609233,-0.8798,8,4166.4,0,0,7.0,1.43
"$$EDUPIC7,38,10:41:44,5308.32217,-00051.13492,06,4270.1,0,0,7.25,1.43*6C94","M0UPU,F5APQ,EDU001,G6GZH,ex-G8HUI",38,10:41:44,53.13870283,-0.85224867,6,4270.1,0,0,7.25,1.43
"$$EDUPIC7,39,10:44:14,5309.06949,-00049.41331,06,4416.3,0,0,5.75,1.43*C5F6","F5APQ,M0UPU,EDU001,G6GZH,ex-G8HUI",39,10:44:14,53.15115817,-0.82355517,6,4416.3,0,0,5.75,1.43
"$$EDUPIC7,40,10:46:44,5309.82580,-00047.67073,07,4593.8,0,0,5,1.41*3D97","ex-G8HUI,F5APQ,EDU001,2E1FOV,M0UPU,G6GZH",40,10:46:44,53.16376333,-0.79451217,7,4593.8,0,0,5.0,1.41
"$$EDUPIC7,41,10:49:14,5310.53375,-00045.93344,05,4800.1,0,0,3.5,1.42*D314","ex-G8HUI,EDU001,G6GZH,2E1FOV",41,10:49:14,53.1755625,-0.76555733,5,4800.1,0,0,3.5,1.42
"$$EDUPIC7,42,10:51:44,5311.27659,-00044.30136,08,4927.7,0,0,3,1.41*D16D","ex-G8HUI,EDU001,G6GZH,2E1FOV",42,10:51:44,53.18794317,-0.738356,8,4927.7,0,0,3.0,1.41
"$$EDUPIC7,43,10:54:14,5312.04227,-00042.70176,09,5040.0,0,0,3.25,1.4*4373","F5APQ,M0UPU,EDU001,G6GZH",43,10:54:14,53.2007045,-0.711696,9,5040.0,0,0,3.25,1.4
"$$EDUPIC7,44,10:56:44,5312.81562,-00041.04039,06,5206.8,0,0,3.5,1.42*3426","M0UPU,EDU001,G6GZH",44,10:56:44,53.21359367,-0.6840065,6,5206.8,0,0,3.5,1.42
"$$EDUPIC7,45,10:59:14,5313.56194,-00039.55540,09,5333.0,0,0,5.75,1.41*5F6C","M0UPU,F5APQ,EDU001,G6GZH",45,10:59:14,53.22603233,-0.65925667,9,5333.0,0,0,5.75,1.41
"$$EDUPIC7,46,11:01:44,5314.24712,-00038.17387,06,5452.6,0,0,5.5,1.42*AD1B","M0UPU,F5APQ,EDU001,G6GZH",46,11:01:44,53.237452,-0.63623117,6,5452.6,0,0,5.5,1.42
"$$EDUPIC7,47,11:04:14,5314.98342,-00036.83970,09,5465.0,0,0,8.5,1.44*A04F","F5APQ,M0UPU,EDU001,G6GZH",47,11:04:14,53.24972367,-0.613995,9,5465.0,0,0,8.5,1.44
"$$EDUPIC7,49,11:09:14,5316.70726,-00034.34754,09,5624.4,0,0,10.5,1.44*374A","M0UPU,EDU001,G6GZH",49,11:09:14,53.27845433,-0.572459,9,5624.4,0,0,10.5,1.44
"$$EDUPIC7,50,11:11:44,5317.63900,-00033.10827,09,5708.6,0,0,13.25,1.45*C83E","M0UPU,F5APQ,EDU001,G6GZH",50,11:11:44,53.29398333,-0.5518045,9,5708.6,0,0,13.25,1.45
"$$EDUPIC7,51,11:14:14,5318.56283,-00031.78911,08,5815.5,0,0,12.25,1.45*CA1B","F5APQ,M0UPU,EDU001,G6GZH",51,11:14:14,53.3093805,-0.5298185,8,5815.5,0,0,12.25,1.45
"$$EDUPIC7,52,11:16:44,5319.50255,-00030.45912,07,5906.2,0,0,12.5,1.45*7407","F5APQ,M0UPU,EDU001,G6GZH",52,11:16:44,53.3250425,-0.507652,7,5906.2,0,0,12.5,1.45
"$$EDUPIC7,53,11:19:14,5320.46785,-00029.08480,07,5902.7,0,0,13.25,1.45*9A95","M0UPU,F5APQ,EDU001,G6GZH",53,11:19:14,53.34113083,-0.48474667,7,5902.7,0,0,13.25,1.45
"$$EDUPIC7,54,11:21:37,5321.34475,-00027.65277,10,5927.8,0,0,12.75,1.42*77A5","M0UPU,EDU001,G6GZH",54,11:21:37,53.35574583,-0.4608795,10,5927.8,0,0,12.75,1.42
"$$EDUPIC7,55,11:24:04,5322.20869,-00026.10661,08,5967.6,0,0,12.75,1.46*5DC9","M0UPU,EDU001,G6GZH",55,11:24:04,53.37014483,-0.43511017,8,5967.6,0,0,12.75,1.46
"$$EDUPIC7,56,11:26:27,5323.07910,-00024.57620,07,6030.5,0,0,13.5,1.46*E95D","M0UPU,EDU001,G6GZH",56,11:26:27,53.38465167,-0.40960333,7,6030.5,0,0,13.5,1.46
"$$EDUPIC7,57,11:28:54,5323.98137,-00022.88018,07,6084.2,0,0,12.75,1.45*7E3B","M0UPU,F5APQ,EDU001,G6GZH",57,11:28:54,53.3996895,-0.38133633,7,6084.2,0,0,12.75,1.45
"$$EDUPIC7,58,11:31:24,5324.88115,-00021.10812,08,6128.9,0,0,11.5,1.45*E370","F5APQ,M0UPU,EDU001,G6GZH",58,11:31:24,53.41468583,-0.351802,8,6128.9,0,0,11.5,1.45
"$$EDUPIC7,59,11:33:54,5325.75415,-00019.28149,09,6145.6,0,0,11,1.45*77FA","F5APQ,M0UPU,EDU001,G6GZH,G8FJG_1",59,11:33:54,53.42923583,-0.32135817,9,6145.6,0,0,11.0,1.45
"$$EDUPIC7,60,11:36:24,5326.60033,-00017.46662,08,6189.1,0,0,9.5,1.45*47E6","M0UPU,F5APQ,EDU001,G6GZH,G8FJG_1",60,11:36:24,53.44333883,-0.29111033,8,6189.1,0,0,9.5,1.45
"$$EDUPIC7,61,11:38:54,5327.42170,-00015.70194,07,6214.5,0,0,9.75,1.45*2828","F5APQ,M0UPU,EDU001,G6GZH,G8FJG_1",61,11:38:54,53.45702833,-0.261699,7,6214.5,0,0,9.75,1.45
"$$EDUPIC7,62,11:41:24,5328.20526,-00014.07180,07,6287.1,0,0,9.5,1.44*5050","M0UPU,F5APQ,EDU001,G6GZH,G8FJG_1",62,11:41:24,53.47008767,-0.23453,7,6287.1,0,0,9.5,1.44
"$$EDUPIC7,63,11:43:54,5328.98746,-00012.45412,08,6333.9,0,0,10.5,1.45*C657","F5APQ,M0UPU,EDU001,G6GZH,G8FJG_1",63,11:43:54,53.48312433,-0.20756867,8,6333.9,0,0,10.5,1.45
"$$EDUPIC7,64,11:46:24,5329.77003,-00010.83875,08,6351.3,0,0,14,1.44*E428","F5APQ,M0UPU,EDU001,G6GZH,G8FJG_1",64,11:46:24,53.49616717,-0.18064583,8,6351.3,0,0,14.0,1.44
"$$EDUPIC7,65,11:48:54,5330.53741,-00009.23631,06,6320.3,0,0,11.25,1.44*98F6","M0UPU,F5APQ,EDU001,G6GZH,G8FJG_1",65,11:48:54,53.50895683,-0.1539385,6,6320.3,0,0,11.25,1.44
"$$EDUPIC7,66,11:51:24,5331.30057,-00007.58279,09,6301.7,0,0,8,1.43*9410","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,G6GZH",66,11:51:24,53.52167617,-0.12637983,9,6301.7,0,0,8.0,1.43
"$$EDUPIC7,67,11:53:54,5332.08136,-00005.82658,10,6357.3,0,0,8.75,1.42*4CE2","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,G6GZH",67,11:53:54,53.53468933,-0.09710967,10,6357.3,0,0,8.75,1.42
"$$EDUPIC7,68,11:56:24,5332.86454,-00004.04043,08,6372.2,0,0,9.5,1.43*299B","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G6GZH",68,11:56:24,53.54774233,-0.0673405,8,6372.2,0,0,9.5,1.43
"$$EDUPIC7,69,11:58:54,5333.64409,-00002.24876,08,6357.7,0,0,8.25,1.43*614A","M0UPU,F5APQ,G4YHE,EDU001,G8FJG_1",69,11:58:54,53.56073483,-0.03747933,8,6357.7,0,0,8.25,1.43
"$$EDUPIC7,70,12:01:24,5334.41613,-00000.42216,09,6351.7,0,0,6.25,1.41*2E88","F5APQ,EDU001,M0UPU,G4YHE,G8FJG_1,G6GZH",70,12:01:24,53.57360217,-0.007036,9,6351.7,0,0,6.25,1.41
"$$EDUPIC7,71,12:03:54,5335.18236,00001.44347,07,6335.5,0,0,6.75,1.42*B668","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G6GZH",71,12:03:54,53.58637267,0.02405783,7,6335.5,0,0,6.75,1.42
"$$EDUPIC7,72,12:06:24,5335.92993,00003.34894,08,6406.6,0,0,8.75,1.41*8630","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G6GZH",72,12:06:24,53.59883217,0.05581567,8,6406.6,0,0,8.75,1.41
"$$EDUPIC7,73,12:08:54,5336.66547,00005.28905,09,6384.8,0,0,9.5,1.42*6C08","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G6GZH",73,12:08:54,53.61109117,0.08815083,9,6384.8,0,0,9.5,1.42
"$$EDUPIC7,74,12:11:24,5337.42093,00007.28203,09,6358.7,0,0,10.25,1.43*F3C7","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G6GZH",74,12:11:24,53.62368217,0.12136717,9,6358.7,0,0,10.25,1.43
"$$EDUPIC7,75,12:13:54,5338.15816,00009.37128,09,6377.9,0,0,10.25,1.43*69F2","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",75,12:13:54,53.63596933,0.156188,9,6377.9,0,0,10.25,1.43
"$$EDUPIC7,76,12:16:24,5338.90795,00011.46796,08,6482.7,0,0,12,1.43*D6A0","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",76,12:16:24,53.64846583,0.19113267,8,6482.7,0,0,12.0,1.43
"$$EDUPIC7,79,12:23:54,5340.95489,00017.28966,07,6375.4,0,0,8.25,1.43*BE01","EDU001,M0UPU,G4YHE,G8FJG_1,NAVRAC2,G0WXI,G6GZH",79,12:23:54,53.6825815,0.288161,7,6375.4,0,0,8.25,1.43
"$$EDUPIC7,80,12:26:24,5341.59602,00019.20368,06,6334.8,0,0,10.25,1.42*8E01","F5APQ,EDU001,M0UPU,G4YHE,G8FJG_1,NAVRAC2,G0WXI,G6GZH",80,12:26:24,53.693267,0.32006133,6,6334.8,0,0,10.25,1.42
"$$EDUPIC7,81,12:28:54,5342.24384,00021.14432,07,6375.2,0,0,10.75,1.43*4CDF","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,NAVRAC2,G0WXI,G6GZH",81,12:28:54,53.704064,0.35240533,7,6375.2,0,0,10.75,1.43
"$$EDUPIC7,82,12:31:24,5342.88844,00023.12214,09,6428.3,0,0,9,1.44*52EF","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",82,12:31:24,53.71480733,0.385369,9,6428.3,0,0,9.0,1.44
"$$EDUPIC7,83,12:33:54,5343.50514,00025.08594,08,6481.2,0,0,10,1.43*EB4B","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G6GZH",83,12:33:54,53.72508567,0.418099,8,6481.2,0,0,10.0,1.43
"$$EDUPIC7,84,12:36:24,5344.10027,00027.00471,08,6478.7,0,0,10.25,1.45*2E43","M0UPU,G4YHE,EDU001,G6GZH,G8KNN",84,12:36:24,53.7350045,0.4500785,8,6478.7,0,0,10.25,1.45
"$$EDUPIC7,85,12:38:54,5344.69523,00028.90212,07,6494.3,0,0,11,1.45*59FC","EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G6GZH",85,12:38:54,53.7449205,0.481702,7,6494.3,0,0,11.0,1.45
"$$EDUPIC7,86,12:41:24,5345.27484,00030.81453,06,6495.0,0,0,11.25,1.44*AFFD","EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G6GZH",86,12:41:24,53.75458067,0.5135755,6,6495.0,0,0,11.25,1.44
"$$EDUPIC7,87,12:43:54,5345.83452,00032.59182,06,6497.4,0,0,8.25,1.43*8533","EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",87,12:43:54,53.76390867,0.543197,6,6497.4,0,0,8.25,1.43
"$$EDUPIC7,88,12:46:24,5346.38592,00034.25816,06,6472.6,0,0,10.25,1.42*8B77","EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI",88,12:46:24,53.77309867,0.57096933,6,6472.6,0,0,10.25,1.42
"$$EDUPIC7,89,12:48:54,5346.90395,00035.91452,06,6500.5,0,0,9.75,1.43*3EF9","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",89,12:48:54,53.7817325,0.59857533,6,6500.5,0,0,9.75,1.43
"$$EDUPIC7,90,12:51:24,5347.42978,00037.67825,06,6428.1,0,0,11.25,1.43*FB80","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",90,12:51:24,53.79049633,0.62797083,6,6428.1,0,0,11.25,1.43
"$$EDUPIC7,91,12:53:54,5347.88460,00039.37938,06,6385.8,0,0,9.75,1.43*4E48","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",91,12:53:54,53.79807667,0.656323,6,6385.8,0,0,9.75,1.43
"$$EDUPIC7,92,12:56:24,5348.37308,00041.15142,06,6401.4,0,0,10,1.44*4398","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",92,12:56:24,53.806218,0.685857,6,6401.4,0,0,10.0,1.44
"$$EDUPIC7,93,12:58:54,5348.83510,00042.90852,06,6441.7,0,0,9.75,1.43*E99C","M0UPU,G6GZH-M,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",93,12:58:54,53.81391833,0.715142,6,6441.7,0,0,9.75,1.43
"$$EDUPIC7,94,13:01:24,5349.31464,00044.76939,09,6475.4,0,0,11.75,1.44*D143","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",94,13:01:24,53.82191067,0.7461565,9,6475.4,0,0,11.75,1.44
"$$EDUPIC7,95,13:03:54,5349.82536,00046.75821,09,6469.8,0,0,11.25,1.44*1692","M0UPU,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",95,13:03:54,53.83042267,0.7793035,9,6469.8,0,0,11.25,1.44
"$$EDUPIC7,96,13:06:24,5350.34750,00048.77304,10,6461.9,0,0,8.75,1.43*70BB","M0UPU,G6GZH-M,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",96,13:06:24,53.839125,0.812884,10,6461.9,0,0,8.75,1.43
"$$EDUPIC7,97,13:08:54,5350.84316,00050.70458,09,6446.0,0,0,5.75,1.42*D0FD","M0UPU,G6GZH-M,EDU001,F5APQ,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",97,13:08:54,53.847386,0.84507633,9,6446.0,0,0,5.75,1.42
"$$EDUPIC7,98,13:11:24,5351.35572,00052.51122,10,6402.9,0,0,5,1.4*D603","F5APQ,G6GZH-M,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",98,13:11:24,53.85592867,0.875187,10,6402.9,0,0,5.0,1.4
"$$EDUPIC7,99,13:13:54,5351.86398,00054.32119,10,6411.5,0,0,3.5,1.4*45F7","F5APQ,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",99,13:13:54,53.86439967,0.90535317,10,6411.5,0,0,3.5,1.4
"$$EDUPIC7,100,13:16:24,5352.35510,00056.14647,07,6419.1,0,0,3.75,1.4*8DD7","G6GZH-M,EDU001,M0UPU,G4YHE,G8KNN,G8FJG_1,G0WXI,G6GZH",100,13:16:24,53.872585,0.9357745,7,6419.1,0,0,3.75,1.4
"$$EDUPIC7,102,13:21:24,5353.33486,00059.73612,06,6492.5,0,0,4.25,1.4*257F","M0UPU,F5APQ,G0WXI,G6GZH,G8KNN",102,13:21:24,53.88891433,0.995602,6,6492.5,0,0,4.25,1.4
"$$EDUPIC7,104,13:26:24,5354.31699,00103.06119,08,6477.8,0,0,6.5,1.42*6DFF","M0UPU,G8FJG_1,G0WXI,G8KNN,G6GZH",104,13:26:24,53.90528317,1.05101983,8,6477.8,0,0,6.5,1.42
"$$EDUPIC7,105,13:28:54,5354.77883,00104.73425,08,6486.8,0,0,7.75,1.42*8643","M0UPU,EDU001,F5APQ,G8FJG_1,DutchMillbt,G0WXI,G6GZH",105,13:28:54,53.9129805,1.07890417,8,6486.8,0,0,7.75,1.42
"$$EDUPIC7,106,13:31:24,5355.22988,00106.45730,07,6528.3,0,0,9.75,1.42*4191","EDU001,M0UPU,G8KNN,G8FJG_1,DutchMillbt,G0WXI,G6GZH",106,13:31:24,53.920498,1.10762167,7,6528.3,0,0,9.75,1.42
"$$EDUPIC7,107,13:33:54,5355.69089,00108.16936,06,6523.0,0,0,8.75,1.43*9759","M0UPU,EDU001,F5APQ,G8KNN,DutchMillbt,G0WXI,G6GZH",107,13:33:54,53.9281815,1.136156,6,6523.0,0,0,8.75,1.43
"$$EDUPIC7,108,13:36:24,5356.15747,00109.74638,06,6469.0,0,0,8,1.41*3B15","M0UPU,G8FJG_1,EDU001,F5APQ,G8KNN,PD1ODE,G0WXI,G6GZH",108,13:36:24,53.93595783,1.16243967,6,6469.0,0,0,8.0,1.41
"$$EDUPIC7,109,13:38:54,5356.58376,00111.22971,08,6498.6,0,0,7.25,1.42*303E","F5APQ,G8FJG_1,M0UPU,G8KNN,PD1ODE,G0WXI,G6GZH",109,13:38:54,53.94306267,1.18716183,8,6498.6,0,0,7.25,1.42
"$$EDUPIC7,110,13:41:24,5357.00177,00112.70309,08,6536.2,0,0,9.25,1.42*FCD9","F5APQ,EDU001,M0UPU,G8KNN,G8FJG_1,G0WXI,G6GZH",110,13:41:24,53.9500295,1.21171817,8,6536.2,0,0,9.25,1.42
"$$EDUPIC7,111,13:43:47,5357.43866,00114.08687,09,6559.2,0,0,7,1.4*3AFC","M0UPU,EDU001,F5APQ,G8KNN,G8FJG_1,NAVRAC2,DutchMillbt,G0WXI,G6GZH",111,13:43:47,53.957311,1.23478117,9,6559.2,0,0,7.0,1.4
