_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,temperature,satellites,gps_lock
"$$JOEY,3203,13:35:05,52.2956280,1.0124277,1796,-5.5,12,3*8E6F","G8FJG,G0WXI,G6GZH",3203,13:35:05,52.295628,1.0124277,1796,-5.5,12,3
"$$JOEY,3206,13:36:05,52.2961430,1.0207204,1515,-4.5,12,3*6337","G0WXI,G6GZH",3206,13:36:05,52.296143,1.0207204,1515,-4.5,12,3
"$$JOEY,3204,13:35:25,52.2957460,1.0151261,1693,-5.0,12,3*8322","G8FJG,G0WXI,G6GZH",3204,13:35:25,52.295746,1.0151261,1693,-5.0,12,3
"$$JOEY,3207,13:36:25,52.2963180,1.0235590,1438,-4.0,12,3*FF5D","G0WXI,G6GZH",3207,13:36:25,52.296318,1.023559,1438,-4.0,12,3
"$$JOEY,3208,13:36:45,52.2966190,1.0263615,1357,-3.5,12,3*8928","G0WXI,G6GZH",3208,13:36:45,52.296619,1.0263615,1357,-3.5,12,3
"$$JOEY,3209,13:37:05,52.2970770,1.0290523,1269,-3.5,12,3*CCA6","G0WXI,G6GZH",3209,13:37:05,52.297077,1.0290523,1269,-3.5,12,3
"$$JOEY,3210,13:37:25,52.2974470,1.0317962,1185,-3.0,12,3*2E4F","G0WXI,G6GZH",3210,13:37:25,52.297447,1.0317962,1185,-3.0,12,3
"$$JOEY,3212,13:38:05,52.2983670,1.0363208,1019,-2.0,12,3*3D10","G0WXI,G6GZH",3212,13:38:05,52.298367,1.0363208,1019,-2.0,12,3
"$$JOEY,3213,13:38:25,52.2989200,1.0383188,926,-2.0,12,3*B268","G0WXI,G6GZH",3213,13:38:25,52.29892,1.0383188,926,-2.0,12,3
"$$JOEY,3211,13:37:45,52.2978320,1.0342970,1106,-2.5,12,3*04E4",G6GZH,3211,13:37:45,52.297832,1.034297,1106,-2.5,12,3
"$$JOEY,3216,13:39:22,52.3005980,1.0435905,683,-1.0,12,3*B400","G0WXI,G6GZH",3216,13:39:22,52.300598,1.0435905,683,-1.0,12,3
"$$JOEY,3214,13:38:44,52.2994350,1.0401570,847,-1.5,12,3*3CCB",G6GZH,3214,13:38:44,52.299435,1.040157,847,-1.5,12,3
"$$JOEY,3215,13:39:03,52.3000140,1.0419289,762,-1.0,12,3*8D02",G6GZH,3215,13:39:03,52.300014,1.0419289,762,-1.0,12,3
"$$JOEY,3217,13:39:41,52.3012350,1.0451183,601,-0.5,11,3*3024",G6GZH,3217,13:39:41,52.301235,1.0451183,601,-0.5,11,3
"$$JOEY,3218,13:40:00,52.3017460,1.0469402,519,0.0,12,3*ECC9",G6GZH,3218,13:40:00,52.301746,1.0469402,519,0.0,12,3
