_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,satellites,gps_lock,temperature_internal,temperature_external,battery
"$$MTG002,0078,00:18:53,-37.0000,+145.8057,00357,004,08,1,+51,+38,309*CAD4","VK3XCO,vk3fadi",78,00:18:53,-37.0,145.8057,357,4,8,1,51,38,309
"$$MTG002,0085,00:20:21,-36.9997,+145.8054,00340,004,09,0,+52,+38,309*6FB4",VK3XCO,85,00:20:21,-36.9997,145.8054,340,4,9,0,52,38,309
"$$MTG002,0091,00:24:04,-37.0005,+145.8060,00340,009,09,1,+49,+38,311*2B38","VK3XCO,vk3fadi",91,00:24:04,-37.0005,145.806,340,9,9,1,49,38,311
"$$MTG002,0097,00:25:27,-37.0035,+145.8068,00675,020,08,0,+49,+38,310*A912",VK3XCO,97,00:25:27,-37.0035,145.8068,675,20,8,0,49,38,310
"$$MTG002,0104,00:27:50,-37.0088,+145.8109,00675,017,08,0,+49,+37,310*9934","VK3XCO,vk3fadi",104,00:27:50,-37.0088,145.8109,675,17,8,0,49,37,310
"$$MTG002,0110,00:30:26,-37.0117,+145.8175,00675,018,08,0,+48,+37,310*8A4D","VK3XCO,vk3fadi",110,00:30:26,-37.0117,145.8175,675,18,8,0,48,37,310
"$$MTG002,0117,00:32:47,-37.0148,+145.8287,01131,029,08,0,+48,+36,310*0332",VK3XCO,117,00:32:47,-37.0148,145.8287,1131,29,8,0,48,36,310
"$$MTG002,0130,00:38:00,-37.0202,+145.8654,01442,043,08,1,+47,+35,310*BD03",vk3fadi,130,00:38:00,-37.0202,145.8654,1442,43,8,1,47,35,310
"$$MTG002,0136,00:38:29,-37.0212,+145.8692,01442,045,08,0,+47,+35,309*3006",vk3fadi,136,00:38:29,-37.0212,145.8692,1442,45,8,0,47,35,309
"$$MTG002,0143,00:42:31,-37.0344,+145.9030,02006,056,08,0,+44,+34,311*122D",VK3YSP,143,00:42:31,-37.0344,145.903,2006,56,8,0,44,34,311
"$$MTG002,0149,00:44:32,-37.0396,+145.9208,02059,054,07,0,+45,+33,308*DCC8",vk3fadi,149,00:44:32,-37.0396,145.9208,2059,54,7,0,45,33,308
"$$MTG002,0155,00:47:07,-37.0452,+145.9455,02344,060,08,1,+45,+32,308*307A","VK3XCO,vk3fadi,VK3TBC-2,VK3YSP",155,00:47:07,-37.0452,145.9455,2344,60,8,1,45,32,308
"$$MTG002,0161,00:49:27,-37.0508,+145.9719,02497,063,07,1,+44,+32,308*4374",vk3fadi,161,00:49:27,-37.0508,145.9719,2497,63,7,1,44,32,308
"$$MTG002,0168,00:52:00,-37.0574,+146.0017,02611,081,06,1,+43,+30,307*8377",VK3HDX,168,00:52:00,-37.0574,146.0017,2611,81,6,1,43,30,307
"$$MTG002,0174,00:53:40,-37.0614,+146.0208,02611,065,06,0,+42,+30,306*4B38","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",174,00:53:40,-37.0614,146.0208,2611,65,6,0,42,30,306
"$$MTG002,0180,00:56:39,-37.0690,+146.0573,02611,069,06,1,+41,+28,306*1C82","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",180,00:56:39,-37.069,146.0573,2611,69,6,1,41,28,306
"$$MTG002,0186,00:57:58,-37.0719,+146.0743,03144,074,09,0,+40,+28,306*54B3","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",186,00:57:58,-37.0719,146.0743,3144,74,9,0,40,28,306
"$$MTG002,0193,01:01:40,-37.0794,+146.1209,03340,068,09,1,+58,+27,306*B5BF","vk3fadi,VK3HDX,VK3YSP",193,01:01:40,-37.0794,146.1209,3340,68,9,1,58,27,306
"$$MTG002,0200,01:03:40,-37.0827,+146.1461,03431,069,09,1,+38,+25,304*2129","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",200,01:03:40,-37.0827,146.1461,3431,69,9,1,38,25,304
"$$MTG002,0207,01:06:18,-37.0856,+146.1797,03532,065,09,0,+38,+24,303*1EE6","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",207,01:06:18,-37.0856,146.1797,3532,65,9,0,38,24,303
"$$MTG002,0213,01:08:22,-37.0871,+146.2066,03532,072,09,0,+36,+24,304*A0B2","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",213,01:08:22,-37.0871,146.2066,3532,72,9,0,36,24,304
"$$MTG002,0220,01:10:53,-37.0882,+146.2398,04032,074,10,0,+42,+22,303*5B49","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",220,01:10:53,-37.0882,146.2398,4032,74,10,0,42,22,303
"$$MTG002,0226,01:11:52,-37.0885,+146.2536,04032,078,10,0,+35,+21,304*62C0","VK3TBC-2,vk3fadi,VK3YSP",226,01:11:52,-37.0885,146.2536,4032,78,10,0,35,21,304
"$$MTG002,0231,01:11:52,-37.0885,+146.2536,04032,078,10,0,+34,+20,301*3986","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",231,01:11:52,-37.0885,146.2536,4032,78,10,0,34,20,301
"$$MTG002,0235,01:11:52,-37.0885,+146.2536,04032,078,10,0,+32,+19,303*32ED","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",235,01:11:52,-37.0885,146.2536,4032,78,10,0,32,19,303
"$$MTG002,0241,01:11:52,-37.0885,+146.2536,04032,078,10,0,+32,+18,299*4CBB","VK3TBC-2,vk3fadi,VK3HDX,VK3XCO,VK3YSP",241,01:11:52,-37.0885,146.2536,4032,78,10,0,32,18,299
"$$MTG002,0247,01:21:49,-37.0887,+146.3949,04812,077,09,0,+32,+18,300*EB03","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",247,01:21:49,-37.0887,146.3949,4812,77,9,0,32,18,300
"$$MTG002,0254,01:24:36,-37.0920,+146.4309,05020,068,10,1,+31,+17,299*4B1A","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",254,01:24:36,-37.092,146.4309,5020,68,10,1,31,17,299
"$$MTG002,0260,01:25:58,-37.0933,+146.4480,05020,065,10,0,+29,+16,300*A4CA","VK3TBC-2,vk3fadi,VK3XCO,VK3YSP",260,01:25:58,-37.0933,146.448,5020,65,10,0,29,16,300
"$$MTG002,0267,01:29:04,-37.0958,+146.4874,05020,071,10,1,+28,+15,297*0434","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",267,01:29:04,-37.0958,146.4874,5020,71,10,1,28,15,297
"$$MTG002,0274,01:30:52,-37.0964,+146.5121,05020,074,10,0,+30,+15,297*85B3","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",274,01:30:52,-37.0964,146.5121,5020,74,10,0,30,15,297
"$$MTG002,0281,01:33:12,-37.0973,+146.5439,05472,070,11,0,+28,+14,297*2A67","VK3TBC-2,vk3fadi,VK3HDX,VK3XCO,VK3YSP",281,01:33:12,-37.0973,146.5439,5472,70,11,0,28,14,297
"$$MTG002,0287,01:35:33,-37.0976,+146.5739,05683,065,10,1,+26,+14,297*F0C0","VK3TBC-2,vk3fadi,VK3HDX,VK3XCO,VK3YSP",287,01:35:33,-37.0976,146.5739,5683,65,10,1,26,14,297
"$$MTG002,0294,01:38:02,-37.1013,+146.6025,05683,061,10,0,+26,+13,296*6C78","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",294,01:38:02,-37.1013,146.6025,5683,61,10,0,26,13,296
"$$MTG002,0300,01:40:38,-37.1060,+146.6312,05683,060,10,1,+25,+12,296*22F8","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP,vk3fadi",300,01:40:38,-37.106,146.6312,5683,60,10,1,25,12,296
"$$MTG002,0307,01:42:32,-37.1076,+146.6532,05683,066,10,0,+22,+10,296*7DE1","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP,vk3fadi",307,01:42:32,-37.1076,146.6532,5683,66,10,0,22,10,296
"$$MTG002,0313,01:44:09,-37.1089,+146.6724,05683,061,10,0,+23,+09,295*1EAC","VK3TBC-2,vk3fadi,VK3XCO,VK3YSP",313,01:44:09,-37.1089,146.6724,5683,61,10,0,23,9,295
"$$MTG002,0320,01:48:06,-37.1133,+146.7205,05683,070,10,1,+22,+09,294*33C6","VK3TBC-2,VK3XCO,VK3HDX,vk3fadi",320,01:48:06,-37.1133,146.7205,5683,70,10,1,22,9,294
"$$MTG002,0326,01:49:27,-37.1151,+146.7382,05683,069,10,0,+22,+08,294*82BE","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",326,01:49:27,-37.1151,146.7382,5683,69,10,0,22,8,294
"$$MTG002,0334,01:52:23,-37.1189,+146.7766,07074,068,10,1,+19,+07,293*F89E","VK3TBC-2,VK3XCO,VK3YSP,vk3fadi",334,01:52:23,-37.1189,146.7766,7074,68,10,1,19,7,293
"$$MTG002,0340,01:54:12,-37.1205,+146.7993,07074,066,10,0,+19,+06,292*BCE2","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",340,01:54:12,-37.1205,146.7993,7074,66,10,0,19,6,292
"$$MTG002,0347,01:56:47,-37.1211,+146.8306,07074,065,10,0,+17,+05,292*AF44","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP,vk3fadi",347,01:56:47,-37.1211,146.8306,7074,65,10,0,17,5,292
"$$MTG002,0354,01:59:27,-37.1208,+146.8633,07810,070,07,0,+17,+03,291*FE03","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",354,01:59:27,-37.1208,146.8633,7810,70,7,0,17,3,291
"$$MTG002,0362,02:02:44,-37.1204,+146.9063,08024,072,09,1,+16,+03,288*87F5","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",362,02:02:44,-37.1204,146.9063,8024,72,9,1,16,3,288
"$$MTG002,0369,02:04:13,-37.1202,+146.9268,08024,074,09,0,+17,+02,287*F319","VK3TBC-2,vk3fadi,VK3YSP",369,02:04:13,-37.1202,146.9268,8024,74,9,0,17,2,287
"$$MTG002,0376,02:07:22,-37.1180,+146.9707,08345,073,10,1,+14,+01,290*1696","VK3TBC-2,vk3fadi,VK3YSP",376,02:07:22,-37.118,146.9707,8345,73,10,1,14,1,290
"$$MTG002,0384,02:08:56,-37.1164,+146.9926,08453,074,10,1,+10,-01,290*303D","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",384,02:08:56,-37.1164,146.9926,8453,74,10,1,10,-1,290
"$$MTG002,0392,02:12:42,-37.1122,+147.0440,08642,074,10,0,+11,-02,286*3F82","VK3TBC-2,vk3fadi,VK3HDX,VK3YSP",392,02:12:42,-37.1122,147.044,8642,74,10,0,11,-2,286
"$$MTG002,0398,02:14:50,-37.1083,+147.0738,08739,076,07,1,+10,-04,285*A682","VK3XCO,vk3fadi,VK3HDX,VK3TBC-2,VK3YSP",398,02:14:50,-37.1083,147.0738,8739,76,7,1,10,-4,285
"$$MTG002,0405,02:15:02,-37.1079,+147.0767,08739,079,07,0,+10,-04,286*27DA","VK3XCO,VK3TBC-2,VK3HDX,VK3YSP,vk3fadi",405,02:15:02,-37.1079,147.0767,8739,79,7,0,10,-4,286
"$$MTG002,0411,02:18:56,-37.0997,+147.1302,09250,076,11,0,+09,-04,286*80E8","VK3TBC-2,vk3fadi,VK3HDX,VK3XCO,VK3YSP",411,02:18:56,-37.0997,147.1302,9250,76,11,0,9,-4,286
"$$MTG002,0419,02:21:40,-37.0936,+147.1676,09470,077,11,0,+06,-06,284*30EB","VK3XCO,VK3TBC-2,VK3HDX,VK3YSP",419,02:21:40,-37.0936,147.1676,9470,77,11,0,6,-6,284
"$$MTG002,0425,02:23:51,-37.0886,+147.1984,09470,081,11,0,+06,-07,284*2158","VK3XCO,VK3TBC-2,VK3HDX,VK3YSP",425,02:23:51,-37.0886,147.1984,9470,81,11,0,6,-7,284
"$$MTG002,0432,02:27:32,-37.0781,+147.2537,09470,087,11,1,+04,-08,283*EA28","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",432,02:27:32,-37.0781,147.2537,9470,87,11,1,4,-8,283
"$$MTG002,0438,02:29:15,-37.0742,+147.2804,10056,087,09,0,+04,-10,282*A55C","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",438,02:29:15,-37.0742,147.2804,10056,87,9,0,4,-10,282
"$$MTG002,0447,02:32:48,-37.0656,+147.3366,10316,086,11,1,+03,-10,281*7E36","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",447,02:32:48,-37.0656,147.3366,10316,86,11,1,3,-10,281
"$$MTG002,0453,02:32:48,-37.0656,+147.3366,10377,086,11,0,+02,-12,280*2FCF","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",453,02:32:48,-37.0656,147.3366,10377,86,11,0,2,-12,280
"$$MTG002,0460,02:37:01,-37.0550,+147.4064,10760,093,09,1,+01,-13,277*94FC","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",460,02:37:01,-37.055,147.4064,10760,93,9,1,1,-13,277
"$$MTG002,0467,02:38:51,-37.0510,+147.4382,10953,091,11,0,-00,-14,277*3748","VK3XCO,VK3HDX,VK3YSP",467,02:38:51,-37.051,147.4382,10953,91,11,0,0,-14,277
"$$MTG002,0473,02:41:48,-37.0427,+147.4907,11191,101,09,1,-01,-14,277*2A4F","VK3XCO,VK3TBC-2,VK3HDX,VK3YSP",473,02:41:48,-37.0427,147.4907,11191,101,9,1,-1,-14,277
"$$MTG002,0478,02:41:48,-37.0427,+147.4907,11191,101,09,0,-02,-14,276*BE7A","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",478,02:41:48,-37.0427,147.4907,11191,101,9,0,-2,-14,276
"$$MTG002,0484,02:46:30,-37.0305,+147.5795,11636,101,11,1,-02,-14,276*1CC0","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",484,02:46:30,-37.0305,147.5795,11636,101,11,1,-2,-14,276
"$$MTG002,0489,02:48:19,-37.0250,+147.6147,11636,105,11,0,-02,-14,276*351F","VK3TBC-2,VK3XCO,VK3HDX,VK3YSP",489,02:48:19,-37.025,147.6147,11636,105,11,0,-2,-14,276
"$$MTG002,0496,02:51:21,-37.0103,+147.6769,11636,126,11,1,-04,-14,276*8D06","VK3TBC-2,VK3HDX,VK3YSP",496,02:51:21,-37.0103,147.6769,11636,126,11,1,-4,-14,276
"$$MTG002,0502,02:53:52,-36.9968,+147.7343,11636,122,11,1,-03,-14,275*5213","VK3TBC-2,VK3HDX,VK3YSP",502,02:53:52,-36.9968,147.7343,11636,122,11,1,-3,-14,275
"$$MTG002,0509,02:56:30,-36.9791,+147.7868,11636,111,11,1,-01,-13,272*4E9E","VK3TBC-2,VK3HDX,VK3YSP",509,02:56:30,-36.9791,147.7868,11636,111,11,1,-1,-13,272
"$$MTG002,0515,02:57:56,-36.9683,+147.8140,12714,112,09,0,-01,-13,274*546D","VK3TBC-2,VK3HDX,VK3YSP",515,02:57:56,-36.9683,147.814,12714,112,9,0,-1,-13,274
"$$MTG002,0521,03:01:04,-36.9509,+147.8756,12725,113,11,0,-01,-13,273*F5D1","VK3TBC-2,VK3YSP",521,03:01:04,-36.9509,147.8756,12725,113,11,0,-1,-13,273
"$$MTG002,0526,03:02:46,-36.9410,+147.9097,13059,117,11,1,-01,-13,273*48D0","VK3TBC-2,VK3HDX,VK3YSP",526,03:02:46,-36.941,147.9097,13059,117,11,1,-1,-13,273
"$$MTG002,0533,03:05:39,-36.9221,+147.9682,13059,120,11,0,-00,-12,271*1A4B","VK3TBC-2,VK3HDX,VK3YSP",533,03:05:39,-36.9221,147.9682,13059,120,11,0,0,-12,271
"$$MTG002,0540,03:07:17,-36.9097,+147.9999,13487,112,11,0,+02,-11,270*3FCD","VK3TBC-2,VK3YSP",540,03:07:17,-36.9097,147.9999,13487,112,11,0,2,-11,270
"$$MTG002,0549,03:10:38,-36.8819,+148.0667,13612,116,11,1,+01,-11,272*AB09","VK3TBC-2,VK3HDX",549,03:10:38,-36.8819,148.0667,13612,116,11,1,1,-11,272
"$$MTG002,0556,03:11:56,-36.8706,+148.0914,13925,116,10,0,+03,-10,269*3FB9","VK3TBC-2,VK3HDX",556,03:11:56,-36.8706,148.0914,13925,116,10,0,3,-10,269
"$$MTG002,0564,03:15:04,-36.8411,+148.1447,14130,108,11,1,+02,-10,270*E243","VK3TBC-2,VK3HDX,VK3YSP",564,03:15:04,-36.8411,148.1447,14130,108,11,1,2,-10,270
"$$MTG002,0570,03:16:57,-36.8239,+148.1800,14212,123,11,0,+01,-11,273*B2D6","VK3TBC-2,VK3YSP",570,03:16:57,-36.8239,148.18,14212,123,11,0,1,-11,273
"$$MTG002,0576,03:19:42,-36.7977,+148.2305,14384,116,09,1,+02,-10,272*8AB9","VK3TBC-2,VK3HDX,VK3YSP",576,03:19:42,-36.7977,148.2305,14384,116,9,1,2,-10,272
"$$MTG002,0582,03:21:41,-36.7793,+148.2645,14384,101,09,1,+01,-10,272*1B1B","VK3TBC-2,VK3HDX,VK3YSP",582,03:21:41,-36.7793,148.2645,14384,101,9,1,1,-10,272
"$$MTG002,0589,03:24:28,-36.7547,+148.3084,15137,101,10,1,-00,-10,275*3F21","VK3TBC-2,VK3HDX,VK3YSP",589,03:24:28,-36.7547,148.3084,15137,101,10,1,0,-10,275
"$$MTG002,0594,03:24:28,-36.7547,+148.3084,15137,101,10,0,+00,-10,271*2C57","VK3TBC-2,VK3HDX,VK3YSP",594,03:24:28,-36.7547,148.3084,15137,101,10,0,0,-10,271
"$$MTG002,0600,03:29:29,-36.7118,+148.3726,15137,081,10,1,+01,-11,272*ABF9","VK3HDX,VK3YSP",600,03:29:29,-36.7118,148.3726,15137,81,10,1,1,-11,272
"$$MTG002,0606,03:31:18,-36.7006,+148.3966,15777,088,11,0,+01,-11,271*8CA4",VK3TBC-2,606,03:31:18,-36.7006,148.3966,15777,88,11,0,1,-11,271
"$$MTG002,0612,03:35:26,-36.6738,+148.4503,16047,079,12,1,-00,-10,274*0E2E","VK3TBC-2,VK3HDX,VK3YSP",612,03:35:26,-36.6738,148.4503,16047,79,12,1,0,-10,274
"$$MTG002,0618,03:35:26,-36.6738,+148.4503,16203,079,12,0,+01,-10,271*E181","VK3TBC-2,VK3HDX,VK3YSP",618,03:35:26,-36.6738,148.4503,16203,79,12,0,1,-10,271
"$$MTG002,0625,03:39:19,-36.6512,+148.4917,16591,078,12,1,+01,-09,270*FA5E","VK3TBC-2,VK3HDX,VK3YSP",625,03:39:19,-36.6512,148.4917,16591,78,12,1,1,-9,270
"$$MTG002,0630,03:41:15,-36.6344,+148.5088,16591,070,12,0,+01,-10,271*AF57","VK3TBC-2,VK3YSP",630,03:41:15,-36.6344,148.5088,16591,70,12,0,1,-10,271
"$$MTG002,0636,03:41:28,-36.6326,+148.5104,16591,063,12,0,+02,-09,270*891F",VK3TBC-2,636,03:41:28,-36.6326,148.5104,16591,63,12,0,2,-9,270
"$$MTG002,0642,03:45:31,-36.6086,+148.5296,17076,030,12,1,+02,-08,272*BE97","VK3TBC-2,VK3HDX",642,03:45:31,-36.6086,148.5296,17076,30,12,1,2,-8,272
"$$MTG002,0649,03:48:24,-36.5975,+148.5405,17076,033,12,1,+01,-08,274*70A4","VK3TBC-2,VK3HDX,VK3YSP",649,03:48:24,-36.5975,148.5405,17076,33,12,1,1,-8,274
"$$MTG002,0655,03:49:30,-36.5939,+148.5451,17481,033,12,0,+06,-08,266*CD1A","VK3HDX,VK3YSP",655,03:49:30,-36.5939,148.5451,17481,33,12,0,6,-8,266
"$$MTG002,0661,03:53:01,-36.5826,+148.5626,17481,039,12,1,+02,-07,273*B9BB","VK3TBC-2,VK3HDX,VK3YSP",661,03:53:01,-36.5826,148.5626,17481,39,12,1,2,-7,273
"$$MTG002,0667,03:55:00,-36.5762,+148.5719,17481,021,12,0,+03,-07,272*4BE8","VK3TBC-2,VK3HDX,VK3YSP",667,03:55:00,-36.5762,148.5719,17481,21,12,0,3,-7,272
"$$MTG002,0672,03:58:32,-36.5744,+148.5762,17481,009,12,1,+04,-06,271*4005","VK3TBC-2,VK3HDX,VK3YSP",672,03:58:32,-36.5744,148.5762,17481,9,12,1,4,-6,271
"$$MTG002,0677,04:00:30,-36.5725,+148.5808,18497,009,09,1,+05,-05,272*6A3D","VK3TBC-2,VK3HDX,VK3YSP",677,04:00:30,-36.5725,148.5808,18497,9,9,1,5,-5,272
"$$MTG002,0683,04:03:00,-36.5651,+148.5893,18759,030,08,1,+05,-05,272*EDDE","VK3TBC-2,VK3YSP",683,04:03:00,-36.5651,148.5893,18759,30,8,1,5,-5,272
"$$MTG002,0688,04:04:52,-36.5576,+148.5884,18759,031,08,1,+05,-05,273*9A4C","VK3TBC-2,VK3HDX,VK3YSP",688,04:04:52,-36.5576,148.5884,18759,31,8,1,5,-5,273
"$$MTG002,0694,04:07:16,-36.5519,+148.5813,18759,016,08,0,+05,-03,275*C60F","VK3TBC-2,VK3YSP",694,04:07:16,-36.5519,148.5813,18759,16,8,0,5,-3,275
"$$MTG002,0699,04:09:06,-36.5517,+148.5797,19280,002,09,0,+06,-03,275*5E12","VK3TBC-2,VK3YSP",699,04:09:06,-36.5517,148.5797,19280,2,9,0,6,-3,275
"$$MTG002,0705,04:12:12,-36.5502,+148.5804,19582,004,09,1,+07,-03,272*21F5","VK3TBC-2,VK3YSP",705,04:12:12,-36.5502,148.5804,19582,4,9,1,7,-3,272
"$$MTG002,0709,04:12:12,-36.5502,+148.5804,19582,004,09,0,+04,-12,275*EF83",VK3TBC-2,709,04:12:12,-36.5502,148.5804,19582,4,9,0,4,-12,275
"$$MTG002,0718,04:17:09,-36.5394,+148.5896,17258,047,09,0,-04,-20,271*B25D",VK3TBC-2,718,04:17:09,-36.5394,148.5896,17258,47,9,0,-4,-20,271
