_sentence,_receivers,sentence_id,time,latitude,longitude,satellites,altitude,temperature,battery
"$$EDUPIC10,201,14:37:08,5324.37310,00414.70128,07,7932.5,-16.75,1.38*7A29","PE1RQM,ROS,PE2G,G0WXI,PB0AHX,PD5TON,MH,PE2BZ,PD5DJ,G6GZH,G8KNN,PD1ODE,F1OIL,G6GZH-1,PC1PCL,G4TNX,PD3JAG",201,14:37:08,53.40621833,4.24502133,7,7932.5,-16.75,1.38
"$$EDUPIC10,202,14:39:19,5324.79525,00416.99386,06,7942.9,-16,1.38*114B","PE2G,G0WXI,MH,PD5TON,PE2BZ,G8KNN,PD1ODE,F1OIL,G6GZH-1,PC1PCL,G4TNX,G6GZH",202,14:39:19,53.41325417,4.283231,6,7942.9,-16.0,1.38
"$$EDUPIC10,203,14:41:04,5325.13811,00418.80335,06,7997.5,-11.25,1.38*9359","PE1RQM,PD3JAG,PE2G,PB0AHX,PD5TON,MH,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G0WXI,G6GZH",203,14:41:04,53.4189685,4.31338917,6,7997.5,-11.25,1.38
"$$EDUPIC10,204,14:43:04,5325.54868,00420.86766,06,7972.8,-13.5,1.38*0242","PE1RQM,PD3JAG,PE2G,G0WXI,MH,PD5TON,PB0AHX,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,G6GZH",204,14:43:04,53.42581133,4.34779433,6,7972.8,-13.5,1.38
"$$EDUPIC10,205,14:45:04,5325.96008,00422.94095,07,7950.9,-13.75,1.38*92CC","PE1RQM,PE2G,G0WXI,MH,PD3JAG,PE2BZ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,G6GZH",205,14:45:04,53.432668,4.38234917,7,7950.9,-13.75,1.38
"$$EDUPIC10,206,14:47:04,5326.39043,00425.03560,07,7962.9,-15.25,1.38*D858","PE1RQM,PE2G,G4TNX,MH,PD5TON,G6GZH,PE2BZ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G0WXI,PD3JAG",206,14:47:04,53.4398405,4.41726,7,7962.9,-15.25,1.38
"$$EDUPIC10,207,14:49:04,5326.82310,00427.17419,06,7940.4,-17.25,1.37*7BD6","PE1CME,PE2G,G4TNX,MH,PD5TON,PD3JAG,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G0WXI,G6GZH",207,14:49:04,53.44705167,4.45290317,6,7940.4,-17.25,1.37
"$$EDUPIC10,208,14:51:04,5327.25405,00429.35365,06,7945.9,-15.5,1.38*8DF4","PE1RQM,PE1CME,PE2G,G4TNX,MH,PD5TON,PD3JAG,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G0WXI,G6GZH",208,14:51:04,53.45423417,4.4892275,6,7945.9,-15.5,1.38
"$$EDUPIC10,209,14:53:04,5327.67013,00431.58160,08,7978.8,-17.75,1.38*1C01","PE1RQM,PE2G,MH,PD5TON,G6GZH,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,PD3JAG",209,14:53:04,53.46116883,4.52636,8,7978.8,-17.75,1.38
"$$EDUPIC10,210,14:55:04,5328.08099,00433.84752,06,7943.4,-16.25,1.37*158F","PE1RQM,G6GZH-1,PC1PCL,FBTL,MH,PD5TON,G6GZH,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,PE2G,ROS,G4TNX,PD3JAG",210,14:55:04,53.4680165,4.56412533,6,7943.4,-16.25,1.37
"$$EDUPIC10,211,14:57:04,5328.50205,00436.10838,06,7923.4,-17.75,1.37*67D5","PE1RQM,PE2G,FBTL,MH,PD5TON,PD3JAG,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,G6GZH",211,14:57:04,53.47503417,4.60180633,6,7923.4,-17.75,1.37
"$$EDUPIC10,212,14:59:04,5328.91650,00438.31301,06,7889.9,-16.25,1.37*B759","PE1RQM,PC1PCL,PE2G,FBTL,MH,PD5TON,PD3JAG,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,G6GZH",212,14:59:04,53.48194167,4.63855017,6,7889.9,-16.25,1.37
"$$EDUPIC10,213,15:01:04,5329.34431,00440.47551,06,7898.4,-18,1.36*0A3E","PE1RQM,ROS,FBTL,G0WXI,PE2G,MH,PD3JAG,PE2BZ,G8KNN,PD1ODE,F1OIL,G6GZH-1,PC1PCL,G4TNX,G6GZH",213,15:01:04,53.48907183,4.67459183,6,7898.4,-18.0,1.36
"$$EDUPIC10,214,15:03:04,5329.76504,00442.62271,06,7939.8,-20.25,1.37*5B6F","PE1RQM,PC1PCL,FBTL,PE2G,MH,G6GZH,PE2BZ,PD5DJ,G8KNN,PD1ODE,F1OIL,G6GZH-1,ROS,G4TNX,PD3JAG",214,15:03:04,53.496084,4.7103785,6,7939.8,-20.25,1.37
"$$EDUPIC10,215,15:05:04,5330.18769,00444.81593,07,7980.2,-22.75,1.36*7C51","PE1RQM,PC1PCL,FBTL,MH,PE2BZ,PD5DJ,PE1BIA,PD1ODE,F1OIL,PE2G,ROS,G4TNX,PD3JAG",215,15:05:04,53.50312817,4.74693217,7,7980.2,-22.75,1.36
"$$EDUPIC10,216,15:07:04,5330.62887,00447.07815,06,7942.6,-22.75,1.35*DB06","PE1RQM,FBTL,MH,PE2BZ,PD5DJ,PE1BIA,PD1ODE,F1OIL,PE2G,ROS,G4TNX,PD3JAG",216,15:07:04,53.51048117,4.78463583,6,7942.6,-22.75,1.35
"$$EDUPIC10,217,15:09:04,5331.04508,00449.37463,07,7976.7,-24.25,1.34*6531","PE1RQM,PE2G,MH,PE2BZ,PD5DJ,PD1ODE,F1OIL,FBTL,ROS",217,15:09:04,53.517418,4.8229105,7,7976.7,-24.25,1.34
"$$EDUPIC10,218,15:11:04,5331.46716,00451.63460,06,7903.4,-28.25,1.34*45E7","PE1RQM,PE2G,MH,PE2BZ,PD1ODE,F1OIL,FBTL,ROS,G4TNX",218,15:11:04,53.52445267,4.86057667,6,7903.4,-28.25,1.34
"$$EDUPIC10,219,15:13:04,5331.91286,00453.85358,10,7821.0,-29,1.34*A04B","FBTL,MH,PE2BZ,PD1ODE,F1OIL,PE2G,ROS,G4TNX",219,15:13:04,53.531881,4.89755967,10,7821.0,-29.0,1.34
"$$EDUPIC10,220,15:15:04,5332.36299,00456.05997,09,7784.2,-26.75,1.33*705A","FBTL,MH,PE2BZ,PD1ODE,F1OIL,PE2G,ROS,PD3JAG",220,15:15:04,53.53938317,4.93433283,9,7784.2,-26.75,1.33
"$$EDUPIC10,221,15:17:04,5332.82586,00458.25174,08,7794.7,-27.75,1.32*7A0F","ROS,FBTL,MH,PE2BZ,PE1BIA,PD1ODE,F1OIL,PE2G,PC1PCL,PD3JAG",221,15:17:04,53.54709767,4.97086233,8,7794.7,-27.75,1.32
"$$EDUPIC10,222,15:19:04,5333.31339,00500.44975,09,7856.6,-30.25,1.32*DF96","PE1CME,PE2G,MH,PE2BZ,PD1ODE,FBTL,ROS,PD3JAG",222,15:19:04,53.55522317,5.00749583,9,7856.6,-30.25,1.32
"$$EDUPIC10,223,15:21:04,5333.81025,00502.65914,09,7907.3,-30,1.32*CA66","PE1CME,PE2G,MH,PE2BZ,PD1ODE,FBTL,ROS,PD3JAG",223,15:21:04,53.56350417,5.044319,9,7907.3,-30.0,1.32
"$$EDUPIC10,224,15:23:04,5334.27717,00504.84325,08,7949.9,-29.25,1.31*B7EF","PE1CME,PE2G,MH,PE2BZ,PD1ODE,FBTL,ROS,PD3JAG,GOS",224,15:23:04,53.57128617,5.08072083,8,7949.9,-29.25,1.31
"$$EDUPIC10,225,15:25:04,5334.74096,00506.99495,08,7915.1,-31.5,1.3*9610","PE1CME,FBTL,MH,PE2BZ,PE2G,ROS,PD3JAG,GOS",225,15:25:04,53.579016,5.1165825,8,7915.1,-31.5,1.3
"$$EDUPIC10,226,15:27:04,5335.18784,00509.16207,09,7905.7,-32.75,1.3*36E6","ROS,FBTL,MH,PE2BZ,PE2G,PC1PCL,PD3JAG,GOS",226,15:27:04,53.586464,5.15270117,9,7905.7,-32.75,1.3
"$$EDUPIC10,227,15:29:04,5335.62202,00511.32837,12,7915.6,-34.25,1.28*0607","PE1CME,PE2G,PE2BZ,PD1ODE,FBTL,ROS,PD3JAG",227,15:29:04,53.59370033,5.18880617,12,7915.6,-34.25,1.28
"$$EDUPIC10,228,15:31:04,5336.06588,00513.51936,09,7915.4,-35.75,1.28*D563","ROS,PE2G,PE2BZ,PD1ODE,PC1PCL,PD3JAG",228,15:31:04,53.601098,5.22532267,9,7915.4,-35.75,1.28
"$$EDUPIC10,229,15:33:04,5336.52499,00515.72146,10,7898.6,-37.75,1.28*780F","PE2G,PE2BZ,PD1ODE,PC1PCL,PD3JAG,GOS",229,15:33:04,53.60874983,5.26202433,10,7898.6,-37.75,1.28
"$$EDUPIC10,230,15:35:04,5336.97262,00517.93998,09,7893.1,-39.25,1.27*6737","PE2G,MH,PE2BZ,PD1ODE,FBTL,PD3JAG",230,15:35:04,53.61621033,5.29899967,9,7893.1,-39.25,1.27
"$$EDUPIC10,231,15:37:04,5337.40930,00520.19818,07,7852.0,-40,1.26*6C61","PE2BZ,PE2G,FBTL,PD3JAG,MH",231,15:37:04,53.62348833,5.33663633,7,7852.0,-40.0,1.26
"$$EDUPIC10,232,15:39:04,5337.84118,00522.48406,10,7817.8,-40.5,1.26*B0AB",MH,232,15:39:04,53.63068633,5.37473433,10,7817.8,-40.5,1.26
"$$EDUPIC10,233,15:41:04,5338.25692,00524.78533,08,7807.2,-40.75,1.25*59EA","PE2G,MH",233,15:41:04,53.63761533,5.41308883,8,7807.2,-40.75,1.25
"$$EDUPIC10,234,15:43:04,5338.66409,00527.12677,09,7789.6,-41,1.25*8FCD","ROS,PE2G,MH",234,15:43:04,53.6444015,5.45211283,9,7789.6,-41.0,1.25
"$$EDUPIC10,235,15:45:04,5339.05489,00529.46339,10,7776.7,-41.25,1.25*21D4","ROS,PE2G,MH",235,15:45:04,53.65091483,5.4910565,10,7776.7,-41.25,1.25
"$$EDUPIC10,236,15:47:04,5339.45241,00531.76936,09,7735.7,-41.25,1.24*0B3D","ROS,PE2G,MH",236,15:47:04,53.65754017,5.52948933,9,7735.7,-41.25,1.24
"$$EDUPIC10,237,15:49:04,5339.87349,00534.03160,08,7664.7,-41,1.24*E3ED","ROS,PE2G,MH",237,15:49:04,53.66455817,5.56719333,8,7664.7,-41.0,1.24
"$$EDUPIC10,238,15:51:04,5340.30829,00536.30933,07,7623.0,-41,1.24*0779","ROS,PE2G,MH",238,15:51:04,53.67180483,5.6051555,7,7623.0,-41.0,1.24
"$$EDUPIC10,239,15:53:04,5340.73553,00538.60278,08,7670.5,-41,1.23*FA84","ROS,PE2G,MH",239,15:53:04,53.6789255,5.64337967,8,7670.5,-41.0,1.23
"$$EDUPIC10,240,15:55:04,5341.15828,00540.92703,07,7713.7,-41,1.22*CE1B","PE2BZ,MH,PD3JAG",240,15:55:04,53.68597133,5.68211717,7,7713.7,-41.0,1.22
"$$EDUPIC10,241,15:57:04,5341.58862,00543.27511,06,7725.9,-41,1.22*805E","PE2BZ,PC1PCL,PE2G,MH",241,15:57:04,53.69314367,5.72125183,6,7725.9,-41.0,1.22
"$$EDUPIC10,242,15:59:04,5342.01897,00545.62371,07,7726.9,-40.75,1.23*F006","PE2BZ,PE2G,PD3JAG,MH",242,15:59:04,53.70031617,5.76039517,7,7726.9,-40.75,1.23
"$$EDUPIC10,243,16:01:04,5342.46409,00547.95819,08,7730.5,-41,1.23*C071","PE2BZ,PE1RQM,PE2G,PD3JAG,MH",243,16:01:04,53.70773483,5.79930317,8,7730.5,-41.0,1.23
"$$EDUPIC10,244,16:03:04,5342.91279,00550.30003,08,7771.8,-41.25,1.22*C749","PE2G,DJ3AK,MH,PE2BZ,FBTL,PD3JAG",244,16:03:04,53.71521317,5.83833383,8,7771.8,-41.25,1.22
"$$EDUPIC10,245,16:05:04,5343.37898,00552.62522,08,7765.4,-41.25,1.23*8AF0","PE2BZ,ROS,PE2G,MH,PD3JAG",245,16:05:04,53.722983,5.877087,8,7765.4,-41.25,1.23
"$$EDUPIC10,246,16:07:04,5343.85701,00554.94870,07,7745.9,-41.25,1.23*7196","PE2BZ,PD1ODE,MH,PD3JAG",246,16:07:04,53.73095017,5.91581167,7,7745.9,-41.25,1.23
"$$EDUPIC10,247,16:09:04,5344.33795,00557.29075,07,7730.2,-41.25,1.23*6E85","PE2BZ,ROS,MH,PD1ODE,PD3JAG",247,16:09:04,53.73896583,5.95484583,7,7730.2,-41.25,1.23
"$$EDUPIC10,248,16:11:04,5344.82684,00559.63935,10,7744.7,-41.5,1.21*BF26","PE2BZ,ROS,PD3JAG,MH",248,16:11:04,53.747114,5.99398917,10,7744.7,-41.5,1.21
"$$EDUPIC10,249,16:13:04,5345.31105,00601.98149,08,7707.2,-41.25,1.22*E1C7","FBTL,MH,PE2BZ,PD1ODE,ROS,PD3JAG",249,16:13:04,53.75518417,6.03302483,8,7707.2,-41.25,1.22
"$$EDUPIC10,250,16:15:04,5345.81715,00604.32441,10,7718.5,-41.25,1.22*8AD1","FBTL,DJ3AK,MH,PE2BZ,PD1ODE,ROS,PD3JAG",250,16:15:04,53.76361917,6.0720735,10,7718.5,-41.25,1.22
"$$EDUPIC10,251,16:17:04,5346.34864,00606.61747,07,7722.6,-41.25,1.22*5724","PE2G,MH,PE2BZ,PD1ODE,ROS,PD3JAG,GOS",251,16:17:04,53.77247733,6.11029117,7,7722.6,-41.25,1.22
"$$EDUPIC10,252,16:19:04,5346.90306,00608.90733,06,7756.4,-41.25,1.2*4B2B","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,FBTL,PD3JAG",252,16:19:04,53.78171767,6.1484555,6,7756.4,-41.25,1.2
"$$EDUPIC10,253,16:21:04,5347.46677,00611.21972,09,7796.1,-41.25,1.22*7179","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,PD3JAG",253,16:21:04,53.79111283,6.18699533,9,7796.1,-41.25,1.22
"$$EDUPIC10,254,16:23:04,5348.02599,00613.53840,08,7793.3,-41.25,1.22*307D","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,FBTL",254,16:23:04,53.80043317,6.22564,8,7793.3,-41.25,1.22
"$$EDUPIC10,255,16:25:04,5348.57970,00615.86796,09,7805.9,-41.5,1.21*A3C3","FBTL,DJ3AK,MH,PE2BZ,PD1ODE,PE2G,PD3JAG",255,16:25:04,53.80966167,6.264466,9,7805.9,-41.5,1.21
"$$EDUPIC10,256,16:27:04,5349.10649,00618.17034,09,7832.1,-41.5,1.21*3FAA","PE2G,MH,PE2BZ,PD1ODE,FBTL,GOS",256,16:27:04,53.8184415,6.302839,9,7832.1,-41.5,1.21
"$$EDUPIC10,257,16:29:04,5349.62328,00620.43832,09,7814.6,-41,1.19*54CC","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,FBTL,PD3JAG,GOS",257,16:29:04,53.82705467,6.34063867,9,7814.6,-41.0,1.19
"$$EDUPIC10,258,16:31:04,5350.12962,00622.70458,09,7734.4,-41.25,1.19*B6B3","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,PD3JAG,GOS",258,16:31:04,53.83549367,6.37840967,9,7734.4,-41.25,1.19
"$$EDUPIC10,259,16:33:04,5350.61665,00624.96731,08,7699.4,-41.25,1.2*9476","PE2BZ,FBTL,PE2G,MH,PD1ODE",259,16:33:04,53.84361083,6.41612183,8,7699.4,-41.25,1.2
"$$EDUPIC10,260,16:35:04,5351.10287,00627.21175,10,7718.9,-41,1.2*E560","FBTL,MH,PE2BZ,PD1ODE,PE2G,PD3JAG",260,16:35:04,53.8517145,6.45352917,10,7718.9,-41.0,1.2
"$$EDUPIC10,261,16:37:04,5351.58856,00629.46589,07,7759.7,-41.25,1.2*36B1","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,FBTL,PD3JAG,GOS",261,16:37:04,53.85980933,6.49109817,7,7759.7,-41.25,1.2
"$$EDUPIC10,262,16:39:04,5352.07591,00631.71598,07,7763.1,-40.75,1.18*A4EF","FBTL,MH,PE2BZ,PD1ODE,PE2G,PD3JAG,GOS",262,16:39:04,53.86793183,6.52859967,7,7763.1,-40.75,1.18
"$$EDUPIC10,263,16:41:04,5352.58824,00633.94283,07,7732.9,-41,1.19*EA2E","FBTL,MH,PE2BZ,PD1ODE,PE2G,PD3JAG,GOS",263,16:41:04,53.87647067,6.56571383,7,7732.9,-41.0,1.19
"$$EDUPIC10,264,16:43:04,5353.13379,00636.15171,08,7735.6,-41,1.19*333F","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,PD3JAG",264,16:43:04,53.88556317,6.6025285,8,7735.6,-41.0,1.19
"$$EDUPIC10,265,16:45:04,5353.67177,00638.34577,09,7721.6,-41,1.21*AAF4","FBTL,DJ3AK,MH,PE2BZ,PD1ODE,PE2G,PD3JAG",265,16:45:04,53.8945295,6.63909617,9,7721.6,-41.0,1.21
"$$EDUPIC10,266,16:47:04,5354.23284,00640.52749,06,7745.3,-41,1.2*F8DD","FBTL,DJ3AK,MH,PE2BZ,PE2G,PD3JAG,GOS",266,16:47:04,53.90388067,6.67545817,6,7745.3,-41.0,1.2
"$$EDUPIC10,267,16:49:04,5354.78137,00642.71502,08,7756.9,-41,1.2*637D","DJ3AK,PE2BZ,FBTL,PE2G,MH",267,16:49:04,53.91302283,6.711917,8,7756.9,-41.0,1.2
"$$EDUPIC10,268,16:51:04,5355.33236,00644.91479,05,7719.4,-41,1.2*2407","FBTL,DJ3AK,MH,PE2BZ,PD1ODE,PE2G,PD3JAG",268,16:51:04,53.922206,6.74857983,5,7719.4,-41.0,1.2
"$$EDUPIC10,269,16:53:04,5355.85389,00647.16742,08,7741.8,-41,1.2*127C","PE2G,DJ3AK,MH,PE2BZ,FBTL,PD3JAG",269,16:53:04,53.93089817,6.78612367,8,7741.8,-41.0,1.2
"$$EDUPIC10,270,16:55:04,5356.38888,00649.45757,08,7746.7,-41,1.2*D46D","PE2BZ,DJ3AK,PE2G,MH,GOS",270,16:55:04,53.93981467,6.82429283,8,7746.7,-41.0,1.2
"$$EDUPIC10,271,16:57:04,5356.90918,00651.76215,06,7763.4,-41.25,1.2*5B8F","PE2BZ,DJ3AK,PE2G,MH,PD3JAG",271,16:57:04,53.94848633,6.8627025,6,7763.4,-41.25,1.2
"$$EDUPIC10,272,16:59:04,5357.44164,00654.06974,07,7714.5,-40.75,1.18*68E1","PE2G,DJ3AK,MH,PE2BZ,PD1ODE,FBTL,PD3JAG,GOS",272,16:59:04,53.95736067,6.90116233,7,7714.5,-40.75,1.18
"$$EDUPIC10,273,17:01:04,5357.95865,00656.38471,06,7726.8,-41,1.19*3410","PE2G,DJ3AK,MH,PE2BZ,FBTL,GOS",273,17:01:04,53.9659775,6.93974517,6,7726.8,-41.0,1.19
"$$EDUPIC10,274,17:03:04,5358.48241,00658.70403,10,7779.2,-41.25,1.2*0B5A","DJ3AK,PE2BZ,PE2G,MH,OZ1SKY",274,17:03:04,53.97470683,6.9784005,10,7779.2,-41.25,1.2
"$$EDUPIC10,275,17:05:04,5359.00222,00701.03435,06,7845.0,-41.5,1.2*A624","PE2BZ,DJ3AK,MH,GOS",275,17:05:04,53.98337033,7.01723917,6,7845.0,-41.5,1.2
"$$EDUPIC10,276,17:07:04,5359.50942,00703.40149,06,7860.4,-41.75,1.18*4659","PE2G,DJ3AK,OZ1SKY,MH,PE2BZ,GOS",276,17:07:04,53.99182367,7.0566915,6,7860.4,-41.75,1.18
"$$EDUPIC10,277,17:09:04,5400.01020,00705.77846,07,7843.5,-42,1.19*0D0E","PE2G,DJ3AK,OZ1SKY,MH,PE2BZ,GOS",277,17:09:04,54.00017,7.09630767,7,7843.5,-42.0,1.19
"$$EDUPIC10,278,17:11:04,5400.48526,00708.12193,06,7841.0,-42,1.19*A9FE","DJ3AK,PE2G,OZ1SKY,GOS,MH",278,17:11:04,54.00808767,7.1353655,6,7841.0,-42.0,1.19
"$$EDUPIC10,279,17:13:04,5400.92652,00710.46388,07,7848.0,-42,1.18*6E5D","DJ3AK,PE2G,OZ1SKY,MH",279,17:13:04,54.015442,7.174398,7,7848.0,-42.0,1.18
"$$EDUPIC10,280,17:15:04,5401.36535,00712.80848,08,7825.2,-42,1.19*5897","DJ3AK,PE2G,OZ1SKY,MH",280,17:15:04,54.02275583,7.21347467,8,7825.2,-42.0,1.19
"$$EDUPIC10,281,17:17:04,5401.79390,00715.16838,07,7813.7,-42,1.18*D4CF","DJ3AK,PE2G,OZ1SKY,GOS,MH",281,17:17:04,54.02989833,7.25280633,7,7813.7,-42.0,1.18
"$$EDUPIC10,282,17:19:04,5402.22808,00717.53311,09,7790.6,-42,1.2*F16D","PE2G,DJ3AK,OZ1SKY,MH,PE2BZ,GOS",282,17:19:04,54.03713467,7.2922185,9,7790.6,-42.0,1.2
"$$EDUPIC10,283,17:21:04,5402.66417,00719.87660,08,7733.8,-41.75,1.19*FE0C","PE2G,DJ3AK,OZ1SKY,MH,PE2BZ,GOS",283,17:21:04,54.04440283,7.33127667,8,7733.8,-41.75,1.19
"$$EDUPIC10,284,17:23:04,5403.07726,00722.22546,07,7721.9,-41.75,1.18*CE9B","PE2G,DJ3AK,OZ1SKY,MH,PE2BZ,GOS",284,17:23:04,54.05128767,7.37042433,7,7721.9,-41.75,1.18
"$$EDUPIC10,285,17:25:04,5403.50085,00724.57588,08,7726.9,-41.75,1.18*01F2","PE2BZ,DJ3AK,PE2G,OZ1SKY,MH",285,17:25:04,54.0583475,7.409598,8,7726.9,-41.75,1.18
"$$EDUPIC10,286,17:27:04,5403.90970,00726.94401,08,7771.0,-41.75,1.18*9765","DJ3AK,OZ1SKY,MH",286,17:27:04,54.06516167,7.44906683,8,7771.0,-41.75,1.18
"$$EDUPIC10,287,17:29:04,5404.32221,00729.34412,08,7855.8,-41.75,1.15*C07B","DJ3AK,PE2G,MH",287,17:29:04,54.07203683,7.48906867,8,7855.8,-41.75,1.15
"$$EDUPIC10,288,17:31:04,5404.71889,00731.77815,07,7872.0,-42.25,1.17*3AB2","DJ3AK,PE2G,MH",288,17:31:04,54.07864817,7.52963583,7,7872.0,-42.25,1.17
"$$EDUPIC10,289,17:33:04,5405.10720,00734.20565,08,7807.6,-42,1.18*CE21","PE2BZ,DJ3AK,PE2G,MH",289,17:33:04,54.08512,7.57009417,8,7807.6,-42.0,1.18
"$$EDUPIC10,290,17:35:04,5405.50429,00736.64430,07,7739.4,-41.75,1.19*3BD1","DJ3AK,PE2G,MH",290,17:35:04,54.09173817,7.61073833,7,7739.4,-41.75,1.19
"$$EDUPIC10,291,17:37:04,5405.90837,00739.09584,07,7676.1,-41.75,1.18*41C0","DJ3AK,PE2G,MH",291,17:37:04,54.09847283,7.65159733,7,7676.1,-41.75,1.18
"$$EDUPIC10,292,17:39:04,5406.27705,00741.52925,06,7728.3,-41.75,1.2*FDF5","DJ3AK,PE2G,MH",292,17:39:04,54.1046175,7.69215417,6,7728.3,-41.75,1.2
"$$EDUPIC10,293,17:41:04,5406.65998,00743.97121,06,7753.6,-41.75,1.19*96CE","DJ3AK,PE2G,MH",293,17:41:04,54.11099967,7.7328535,6,7753.6,-41.75,1.19
"$$EDUPIC10,294,17:43:04,5407.04223,00746.41745,07,7721.7,-41.5,1.18*37E0","DJ3AK,PE2G,MH",294,17:43:04,54.1173705,7.77362417,7,7721.7,-41.5,1.18
"$$EDUPIC10,295,17:45:04,5407.42312,00748.87459,06,7695.6,-41.5,1.18*1B23","DJ3AK,PE2G,MH",295,17:45:04,54.12371867,7.8145765,6,7695.6,-41.5,1.18
"$$EDUPIC10,296,17:47:04,5407.78716,00751.33000,08,7724.1,-41.5,1.19*CC33","DJ3AK,PE2G,MH",296,17:47:04,54.129786,7.8555,8,7724.1,-41.5,1.19
"$$EDUPIC10,297,17:49:04,5408.14957,00753.78794,08,7747.7,-41.5,1.18*74AE","DJ3AK,PE2G,MH",297,17:49:04,54.13582617,7.89646567,8,7747.7,-41.5,1.18
"$$EDUPIC10,298,17:51:04,5408.50911,00756.26067,08,7753.4,-41.5,1.18*4253","DJ3AK,PE2G,MH",298,17:51:04,54.1418185,7.93767783,8,7753.4,-41.5,1.18
"$$EDUPIC10,299,17:53:04,5408.87238,00758.74613,07,7750.4,-41.5,1.2*0184","DJ3AK,PE2G,MH",299,17:53:04,54.147873,7.97910217,7,7750.4,-41.5,1.2
"$$EDUPIC10,300,17:55:04,5409.24552,00801.25054,07,7743.4,-41.5,1.18*28AD","DJ3AK,PE2G,MH",300,17:55:04,54.154092,8.02084233,7,7743.4,-41.5,1.18
"$$EDUPIC10,301,17:57:04,5409.60661,00803.72154,08,7780.3,-41.5,1.19*5C05","DJ3AK,PE2G,MH",301,17:57:04,54.16011017,8.06202567,8,7780.3,-41.5,1.19
"$$EDUPIC10,302,17:59:04,5409.97817,00806.17498,06,7747.3,-41.25,1.17*EB5C","DJ3AK,PE2G,MH",302,17:59:04,54.16630283,8.10291633,6,7747.3,-41.25,1.17
"$$EDUPIC10,303,18:01:04,5410.35276,00808.65136,06,7663.4,-41.25,1.18*A24B","DJ3AK,PE2G,MH",303,18:01:04,54.172546,8.14418933,6,7663.4,-41.25,1.18
"$$EDUPIC10,304,18:03:04,5410.73356,00811.11669,07,7649.9,-41.25,1.19*D570","DJ3AK,PE2G,MH",304,18:03:04,54.17889267,8.18527817,7,7649.9,-41.25,1.19
"$$EDUPIC10,305,18:05:04,5411.12725,00813.57289,07,7653.7,-41.25,1.2*9554","DJ3AK,PE2G,MH",305,18:05:04,54.18545417,8.22621483,7,7653.7,-41.25,1.2
"$$EDUPIC10,306,18:07:04,5411.54297,00816.00675,08,7662.1,-41,1.19*DB89","DJ3AK,PE2G,MH",306,18:07:04,54.19238283,8.26677917,8,7662.1,-41.0,1.19
"$$EDUPIC10,307,18:09:04,5411.97169,00818.44862,09,7662.1,-41,1.2*064A","DJ3AK,PE2G,MH",307,18:09:04,54.19952817,8.307477,9,7662.1,-41.0,1.2
"$$EDUPIC10,308,18:11:04,5412.41402,00820.89914,07,7678.6,-41,1.2*E016","DJ3AK,PE2G,OZ1SKY,MH",308,18:11:04,54.20690033,8.348319,7,7678.6,-41.0,1.2
"$$EDUPIC10,309,18:13:04,5412.86173,00823.36351,09,7735.4,-41,1.18*9AA1","DJ3AK,PE2G,OZ1SKY,MH",309,18:13:04,54.21436217,8.38939183,9,7735.4,-41.0,1.18
"$$EDUPIC10,310,18:15:04,5413.29568,00825.80336,09,7764.6,-41.25,1.18*9E06","DJ3AK,PE2G,OZ1SKY,MH",310,18:15:04,54.22159467,8.430056,9,7764.6,-41.25,1.18
"$$EDUPIC10,311,18:17:04,5413.71813,00828.22204,06,7778.7,-41.25,1.19*1F4C","DJ3AK,PE2G,MH",311,18:17:04,54.2286355,8.47036733,6,7778.7,-41.25,1.19
"$$EDUPIC10,312,18:19:04,5414.13611,00830.61985,06,7781.1,-41.5,1.19*FBE5","DJ3AK,PE2G,MH",312,18:19:04,54.23560183,8.51033083,6,7781.1,-41.5,1.19
"$$EDUPIC10,313,18:21:04,5414.55290,00833.00985,08,7791.7,-41.5,1.19*3C2C","DJ3AK,PE2G,MH",313,18:21:04,54.24254833,8.55016417,8,7791.7,-41.5,1.19
"$$EDUPIC10,314,18:23:04,5414.97624,00835.41852,07,7779.7,-41.5,1.19*2721","DJ3AK,PE2G,MH",314,18:23:04,54.249604,8.59030867,7,7779.7,-41.5,1.19
