_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery,temperature_internal
"$$FALCON,479,15:43:48,+51.512550,+5.951760,3272,11,4.03,-1.5*9536","PE2BZ,PE1ANS,PA2GLA,PE2G,NickB",479,15:43:48,51.51255,5.95176,3272,11,4.03,-1.5
"$$FALCON,480,15:44:03,+51.513210,+5.953520,3159,11,4.03,-1.0*5DB4","PE2BZ,PE1ANS,PE2G,PA2GLA",480,15:44:03,51.51321,5.95352,3159,11,4.03,-1.0
"$$FALCON,482,15:44:34,+51.514900,+5.957530,2929,11,4.03,-0.5*EF8F","PE2BZ,PE1ANS,PE2G,PA2GLA",482,15:44:34,51.5149,5.95753,2929,11,4.03,-0.5
"$$FALCON,483,15:44:49,+51.515949,+5.959440,2817,11,4.03,0.0*820A","PE2BZ,PE1ANS,PE2G,PA2GLA",483,15:44:49,51.515949,5.95944,2817,11,4.03,0.0
"$$FALCON,484,15:45:04,+51.517029,+5.961400,2704,11,4.05,0.0*BBAC","PE2BZ,PE1ANS,PE2G,PA2GLA",484,15:45:04,51.517029,5.9614,2704,11,4.05,0.0
"$$FALCON,485,15:45:19,+51.518089,+5.963260,2590,11,4.04,0.5*4B3D","PE2BZ,PE1ANS,PA2GLA,PE2G,NickB",485,15:45:19,51.518089,5.96326,2590,11,4.04,0.5
"$$FALCON,486,15:45:34,+51.519199,+5.965160,2479,11,4.05,0.5*6FCE","PE2BZ,PA2GLA,PE2G,RevSpace",486,15:45:34,51.519199,5.96516,2479,11,4.05,0.5
"$$FALCON,487,15:45:49,+51.520390,+5.967470,2374,11,4.05,1.0*315D","PE1ANS,PE2BZ,PE2G,PA2GLA",487,15:45:49,51.52039,5.96747,2374,11,4.05,1.0
"$$FALCON,488,15:46:03,+51.521412,+5.969630,2267,11,4.05,1.5*6EBA","PE2BZ,PE1ANS,PE2G,PA2GLA",488,15:46:03,51.521412,5.96963,2267,11,4.05,1.5
"$$FALCON,489,15:46:18,+51.522530,+5.971960,2161,11,4.05,1.5*7AB0",PA2GLA,489,15:46:18,51.52253,5.97196,2161,11,4.05,1.5
"$$FALCON,490,15:46:34,+51.523800,+5.974220,2045,11,4.06,2.0*3159","PE1ANS,PE2G,PA2GLA",490,15:46:34,51.5238,5.97422,2045,11,4.06,2.0
"$$FALCON,491,15:46:49,+51.525120,+5.976390,1937,11,4.07,2.0*124F","PE1ANS,PE2G,PA2GLA",491,15:46:49,51.52512,5.97639,1937,11,4.07,2.0
"$$FALCON,492,15:47:04,+51.526531,+5.978590,1823,11,4.07,2.5*B475","PE1ANS,PE2G,PA2GLA",492,15:47:04,51.526531,5.97859,1823,11,4.07,2.5
"$$FALCON,493,15:47:19,+51.528000,+5.980680,1713,11,4.08,3.0*D4CD","PE1ANS,PE2G,PA2GLA",493,15:47:19,51.528,5.98068,1713,11,4.08,3.0
"$$FALCON,494,15:47:34,+51.529480,+5.982710,1608,11,4.07,3.0*DD74","PE1ANS,PE2G,PA2GLA",494,15:47:34,51.52948,5.98271,1608,11,4.07,3.0
"$$FALCON,495,15:47:48,+51.530811,+5.984550,1493,11,4.09,3.5*F1DE","PE1ANS,PE2G,PA2GLA",495,15:47:48,51.530811,5.98455,1493,11,4.09,3.5
"$$FALCON,496,15:48:03,+51.532188,+5.986650,1377,10,4.09,4.0*A46B","PE1ANS,PE2G,PA2GLA",496,15:48:03,51.532188,5.98665,1377,10,4.09,4.0
"$$FALCON,498,15:48:34,+51.535080,+5.991200,1152,11,4.10,4.5*A544","PE2G,PA2GLA",498,15:48:34,51.53508,5.9912,1152,11,4.1,4.5
"$$FALCON,499,15:48:49,+51.536598,+5.993490,1046,11,4.11,5.0*4104","PE2G,PA2GLA",499,15:48:49,51.536598,5.99349,1046,11,4.11,5.0
"$$FALCON,500,15:49:04,+51.538071,+5.995770,940,11,4.11,5.5*1176",PE2G,500,15:49:04,51.538071,5.99577,940,11,4.11,5.5
"$$FALCON,501,15:49:18,+51.539509,+5.998060,850,11,4.11,6.0*1A50","PE2G,PA2GLA",501,15:49:18,51.539509,5.99806,850,11,4.11,6.0
"$$FALCON,502,15:49:33,+51.540878,+6.000600,753,11,4.10,6.0*AE2E",PE2G,502,15:49:33,51.540878,6.0006,753,11,4.1,6.0
"$$FALCON,503,15:49:48,+51.542091,+6.003140,661,11,4.12,6.5*66BD",PE2G,503,15:49:48,51.542091,6.00314,661,11,4.12,6.5
"$$FALCON,504,15:50:02,+51.543110,+6.005450,557,11,4.13,7.0*F6EB",PE2G,504,15:50:02,51.54311,6.00545,557,11,4.13,7.0
"$$FALCON,682,16:33:21,+51.545769,+6.016530,23,10,4.36,30.5*82D4",NickB,682,16:33:21,51.545769,6.01653,23,10,4.36,30.5
"$$FALCON,685,16:34:05,+51.545738,+6.016560,23,10,4.36,30.5*9594",NickB,685,16:34:05,51.545738,6.01656,23,10,4.36,30.5
"$$FALCON,687,16:34:34,+51.545738,+6.016570,19,10,4.37,30.5*DA09",NickB,687,16:34:34,51.545738,6.01657,19,10,4.37,30.5
"$$FALCON,688,16:34:49,+51.545738,+6.016560,22,10,4.37,30.5*0212",NickB,688,16:34:49,51.545738,6.01656,22,10,4.37,30.5
