_sentence,_receivers,sentence_id,time,latitude,longitude,altitude
"$$MM2,651,11:31:43,52.594109,00.433420,20682.1*7280","M0CJM,F5APQ,G4FUI,G8DHE,G1DYQ,PB0AHX,2E0KPI,M6XIM,G8FJG_2,RevSpace,G6KWA,PE1ANS,G8TMV,G0WXI,Northants",651,11:31:43,52.594109,0.43342,20682.1
"$$MM2,650,11:31:32,52.594105,00.432718,20612.0*8168","M0CJM,F5APQ,G4FUI,G8DHE,G6KWA,M6XIM,PB0AHX,G8TMV,G0LRD,M0UPU,G8FJG_2,RevSpace,G1DYQ,G0WXI,G6GZH,Northants,PD1ODE",650,11:31:32,52.594105,0.432718,20612.0
"$$MM2,653,11:32:05,52.593895,00.434203,20825.1*1557","M0CJM,G4FUI,G8DHE,G8TMV,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G0WXI",653,11:32:05,52.593895,0.434203,20825.1
"$$MM2,654,11:32:16,52.593941,00.434444,20897.1*DCFA","M0CJM,G0LRD,G4FUI,G8DHE,G1DYQ,EDU001,PB0AHX,2E0KPI,F5APQ,M0UPU,G8FJG_2,RevSpace,G6KWA,PE1ANS,G8TMV,G0WXI,G6GZH,Northants,PD1ODE",654,11:32:16,52.593941,0.434444,20897.1
"$$MM2,656,11:32:38,52.594139,00.435443,21042.4*53EA","PE1RQM,M0UPU,G4FUI,G1DYQ,EDU001,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G6KWA,PE1ANS,G0WXI,Northants,G0LRD",656,11:32:38,52.594139,0.435443,21042.4
"$$MM2,655,11:32:27,52.594044,00.434916,20969.2*3445","M0CJM,M0UPU,G4FUI,EDU001,PB0AHX,G8TMV,F5APQ,G6KWA,G8FJG_2,Northants,G1DYQ,PE1ANS,2E0KPI,G0WXI,G6GZH,PD1ODE,G0LRD",655,11:32:27,52.594044,0.434916,20969.2
"$$MM2,657,11:32:49,52.594349,00.436694,21112.1*9113","PE1RQM,M0CJM,G4FUI,G1DYQ,EDU001,PB0AHX,G8TMV,F5APQ,PD1ODE,M0UPU,G8FJG_2,G6KWA,PE1ANS,2E0KPI,G0WXI,G6GZH,Northants,G0LRD",657,11:32:49,52.594349,0.436694,21112.1
"$$MM2,658,11:33:00,52.594173,00.438141,21180.8*337F","G0LRD,G4FUI,EDU001,PB0AHX,G8TMV,F5APQ,G8FJG_2,RevSpace,G1DYQ,PE1ANS,2E0KPI,G0WXI,G6GZH,Northants,PD1ODE",658,11:33:00,52.594173,0.438141,21180.8
"$$MM2,659,11:33:11,52.593987,00.439323,21251.6*9A49","PE1ANS,G0WXI,G6KWA",659,11:33:11,52.593987,0.439323,21251.6
"$$MM2,661,11:33:33,52.592941,00.441548,21386.7*F5C0","M0CJM,F5APQ,G0LRD,G1DYQ,PB0AHX,G8TMV,M6XIM,PD1ODE,PE1RQM,G8FJG_2,G6KWA,PE1ANS,2E0KPI,G0WXI,G6GZH,Northants,M0UPU",661,11:33:33,52.592941,0.441548,21386.7
"$$MM2,660,11:33:22,52.593414,00.440488,21318.0*29ED","M0CJM,F5APQ,G4FUI,RevSpace,PB0AHX,2E0KPI,M6XIM,G6KWA,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI,G6GZH,Northants,G0LRD",660,11:33:22,52.593414,0.440488,21318.0
"$$MM2,662,11:33:44,52.592213,00.442347,21457.9*0F5F","M0CJM,F5APQ,G4FUI,G1DYQ,EDU001,PB0AHX,2E0KPI,M6XIM,M0UPU,G8FJG_2,RevSpace,PE1ANS,G8TMV,G0WXI,G6GZH,PD1ODE,G0LRD",662,11:33:44,52.592213,0.442347,21457.9
"$$MM2,664,11:34:06,52.590954,00.443572,21596.0*DEF3","M0CJM,F5APQ,G4FUI,G1DYQ,EDU001,PB0AHX,2E0KPI,M0UPU,G0LRD,G6GZH,G8FJG_2,RevSpace,PE1ANS,G8TMV,G0WXI,PD3JAG,Northants,PD1ODE",664,11:34:06,52.590954,0.443572,21596.0
"$$MM2,663,11:33:55,52.591602,00.443020,21526.5*9C19","M0CJM,PE1RQM,G4FUI,G8DHE,EDU001,PB0AHX,2E0KPI,F5APQ,G0LRD,G6GZH,RevSpace,G6KWA,PE1ANS,PD1ODE,G8TMV,G0WXI,PD3JAG,Northants,M0UPU",663,11:33:55,52.591602,0.44302,21526.5
"$$MM2,667,11:34:39,52.589779,00.444475,21812.0*CC81","G8DHE,PB0AHX,G8TMV,F5APQ,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI",667,11:34:39,52.589779,0.444475,21812.0
"$$MM2,666,11:34:28,52.589935,00.444169,21738.1*C024","M0UPU,G4FUI,G8DHE,RevSpace,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI",666,11:34:28,52.589935,0.444169,21738.1
"$$MM2,669,11:35:01,52.589367,00.444673,21961.1*3816","G0LRD,G4FUI,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI,PD3JAG,M0UPU",669,11:35:01,52.589367,0.444673,21961.1
"$$MM2,673,11:35:45,52.589787,00.445257,22257.5*780B","G4FUI,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G1DYQ,G0WXI,PD3JAG",673,11:35:45,52.589787,0.445257,22257.5
"$$MM2,670,11:35:12,52.589256,00.444413,22033.4*C420","PE1RQM,M0CJM,G4FUI,G1DYQ,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G6KWA,PE1ANS,G8TMV,G0WXI,PD3JAG,Northants",670,11:35:12,52.589256,0.444413,22033.4
"$$MM2,671,11:35:23,52.589420,00.444420,22108.6*06A6","M0CJM,PE1RQM,G4FUI,G8DHE,G1DYQ,G6KWA,PB0AHX,2E0KPI,F5APQ,G0LRD,G8FJG_2,RevSpace,PD1ODE,PE1ANS,G8TMV,G0WXI,PD3JAG,Northants,M0UPU",671,11:35:23,52.58942,0.44442,22108.6
"$$MM2,672,11:35:34,52.589642,00.444508,22184.2*F5A7","PE1RQM,G0LRD,G4FUI,G8DHE,PB0AHX,G8TMV,F5APQ,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,Northants",672,11:35:34,52.589642,0.444508,22184.2
"$$MM2,674,11:35:56,52.589787,00.446084,22330.7*C7D5","G0LRD,G4FUI,G8DHE,PB0AHX,M0UPU,PE1ANS,G0WXI",674,11:35:56,52.589787,0.446084,22330.7
"$$MM2,676,11:36:18,52.589870,00.449074,22476.4*8748","M0CJM,F5APQ,G4FUI,M0MKS,RevSpace,G8TMV,M0UPU,G0LRD,G6KWA,G6GZH,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,Northants,PD1ODE",676,11:36:18,52.58987,0.449074,22476.4
"$$MM2,675,11:36:07,52.589790,00.447637,22404.0*6EC3","M0CJM,M0UPU,PD3JAG,M0MKS,EDU001,PB0AHX,G8TMV,F5APQ,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M6CKD,2E0KPI,G0WXI,G6GZH,Northants,G0LRD",675,11:36:07,52.58979,0.447637,22404.0
"$$MM2,680,11:37:02,52.588840,00.453362,22782.5*AED2","M6XIM,G0WXI,2E0KPI,G8FJG_2,G1DYQ",680,11:37:02,52.58884,0.453362,22782.5
"$$MM2,678,11:36:40,52.589508,00.451754,22625.8*DE21","M0CJM,F5APQ,G4FUI,G1DYQ,EDU001,PB0AHX,M0MKS,G0LRD,G6KWA,G6GZH,G8FJG_2,RevSpace,PD1ODE,PE1ANS,G8TMV,G0WXI,PD3JAG,Northants,M0UPU",678,11:36:40,52.589508,0.451754,22625.8
"$$MM2,677,11:36:29,52.589645,00.450526,22551.0*014B","M0CJM,F5APQ,G4FUI,G8DHE,M0MKS,EDU001,PB0AHX,2E0KPI,G0LRD,PD3JAG,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI,G6GZH,Northants",677,11:36:29,52.589645,0.450526,22551.0
"$$MM2,679,11:36:51,52.589088,00.452725,22704.3*FF93","M0CJM,F5APQ,G4FUI,PD3JAG,2E0KPI,EDU001,PB0AHX,M0MKS,M0UPU,PD1ODE,G6KWA,G8FJG_2,RevSpace,G1DYQ,PE1ANS,G8TMV,G0WXI,G6GZH,Northants,G0LRD",679,11:36:51,52.589088,0.452725,22704.3
"$$MM2,681,11:37:13,52.588318,00.453510,22858.0*81CE","M0CJM,M6XIM,G4FUI,PD3JAG,G1DYQ,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G6KWA,PE1ANS,G8TMV,G0WXI,G6GZH,Northants,M0UPU",681,11:37:13,52.588318,0.45351,22858.0
"$$MM2,682,11:37:24,52.587849,00.453639,22929.8*AFDC","M0CJM,F5APQ,PB0AHX,G8TMV,M6XIM,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG",682,11:37:24,52.587849,0.453639,22929.8
"$$MM2,683,11:37:35,52.587673,00.453610,23007.0*45A1","M6XIM,G4FUI,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI,PD3JAG",683,11:37:35,52.587673,0.45361,23007.0
"$$MM2,684,11:37:46,52.587547,00.454025,23080.6*C3AC","M0CJM,G0LRD,G4FUI,EDU001,M0MKS,M6XIM,G8FJG_2,RevSpace,G6KWA,G8TMV,2E0KPI,G0WXI,G6GZH,Northants,M0UPU",684,11:37:46,52.587547,0.454025,23080.6
"$$MM2,685,11:37:57,52.587582,00.454059,23155.6*F276","M0CJM,F5APQ,G4FUI,G8TMV,EDU001,M6XIM,M0MKS,G0LRD,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,PD1ODE,M0UPU",685,11:37:57,52.587582,0.454059,23155.6
"$$MM2,686,11:38:08,52.587330,00.454478,23225.1*ABCC","M0CJM,F5APQ,G4FUI,PD3JAG,G0LRD,G1DYQ,2E0KPI,RevSpace,PB0AHX,M0MKS,M6XIM,PD1ODE,G8FJG_2,G6KWA,PE1ANS,G8TMV,G0WXI,G6GZH,Northants,M0UPU",686,11:38:08,52.58733,0.454478,23225.1
"$$MM2,687,11:38:19,52.587032,00.454791,23296.9*311F","M6XIM,G4FUI,PB0AHX,G8TMV,G0LRD,PE1ANS,G0WXI,G6GZH",687,11:38:19,52.587032,0.454791,23296.9
"$$MM2,688,11:38:30,52.586628,00.455266,23368.3*FE05","M0CJM,PE1RQM,G4FUI,PD3JAG,G1DYQ,2E0KPI,G0WXI,EDU001,PB0AHX,M0MKS,F5APQ,M0UPU,G8FJG_2,RevSpace,G6KWA,PE1ANS,G8TMV,EwanP-UK,G6GZH,Northants,G0LRD",688,11:38:30,52.586628,0.455266,23368.3
"$$MM2,689,11:38:41,52.586437,00.455746,23439.6*1AFA","M0CJM,PE1RQM,G4FUI,RevSpace,M0MKS,M6XIM,M0UPU,G6KWA,G0WXI,PD3JAG,Northants,G0LRD",689,11:38:41,52.586437,0.455746,23439.6
"$$MM2,690,11:38:52,52.585911,00.456184,23513.9*64B0","M0CJM,PE1RQM,G4FUI,Northants,EDU001,M6XIM,PB0AHX,M0MKS,F5APQ,G0LRD,G6KWA,G8FJG_2,RevSpace,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV,M0UPU",690,11:38:52,52.585911,0.456184,23513.9
"$$MM2,691,11:39:03,52.585308,00.456540,23587.4*DF0D","M0CJM,M6XIM,G4FUI,G8DHE,G8TMV,Northants,EDU001,PB0AHX,2E0KPI,G0LRD,G6KWA,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,PD1ODE,M0UPU",691,11:39:03,52.585308,0.45654,23587.4
"$$MM2,692,11:39:14,52.584839,00.456959,23663.1*CB8C","G0LRD,F5APQ,G4FUI,G8DHE,G8TMV,EDU001,PB0AHX,2E0KPI,M6XIM,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,PD1ODE,M0UPU",692,11:39:14,52.584839,0.456959,23663.1
"$$MM2,693,11:39:25,52.584328,00.457632,23739.8*318F","PE1RQM,G0LRD,G4FUI,EwanP-UK,PD1ODE,PB0AHX,M0MKS,F5APQ,G8FJG_2,RevSpace,G1DYQ,2E0KPI,G0WXI,PD3JAG,G8TMV,M0UPU",693,11:39:25,52.584328,0.457632,23739.8
"$$MM2,694,11:39:36,52.583878,00.458562,23818.9*F3EA","F5APQ,G4FUI,2E0KPI,PB0AHX,G8TMV,M6XIM,G8FJG_2,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,M0UPU",694,11:39:36,52.583878,0.458562,23818.9
"$$MM2,695,11:39:47,52.583214,00.459049,23895.5*9FAE","F5APQ,G4FUI,G0WXI,G1DYQ,PB0AHX,M0MKS,M6XIM,M0UPU,G8FJG_2,RevSpace,PD1ODE,PE1ANS,2E0KPI,EwanP-UK,PD3JAG,G8TMV,G0LRD",695,11:39:47,52.583214,0.459049,23895.5
"$$MM2,697,11:40:09,52.582310,00.459502,24050.2*7BBF","PE1RQM,M0CJM,G4FUI,Northants,EDU001,M6XIM,PB0AHX,2E0KPI,F5APQ,G6KWA,M0UPU,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV,G0LRD",697,11:40:09,52.58231,0.459502,24050.2
"$$MM2,698,11:40:20,52.581841,00.459761,24126.8*9997","G8DHE,EDU001,PB0AHX,M0MKS,M6XIM,G6KWA,G0WXI",698,11:40:20,52.581841,0.459761,24126.8
"$$MM2,699,11:40:31,52.581535,00.459732,24204.1*2A0F","M0CJM,F5APQ,G4FUI,G1DYQ,EDU001,PB0AHX,2E0KPI,M6XIM,G6GZH,G8FJG_2,RevSpace,G6KWA,PE1ANS,G0WXI,PD3JAG,Northants,M0UPU",699,11:40:31,52.581535,0.459732,24204.1
"$$MM2,700,11:40:42,52.581314,00.459880,24284.6*6379","M0CJM,F5APQ,G4FUI,M0MKS,G1DYQ,G0WXI,EDU001,PB0AHX,2E0KPI,M6XIM,PD1ODE,M0UPU,G8FJG_2,RevSpace,G6KWA,PE1ANS,G8TMV,EwanP-UK,PD3JAG,Northants,G0LRD",700,11:40:42,52.581314,0.45988,24284.6
"$$MM2,703,11:41:15,52.581062,00.458921,24537.0*3E81","PE1RQM,F5APQ,PD1ODE,G8TMV,M0UPU,G8FJG_2,RevSpace,PE1ANS,G0WXI,PD3JAG",703,11:41:15,52.581062,0.458921,24537.0
"$$MM2,702,11:41:04,52.581181,00.459644,24453.8*D833","PE1RQM,M0CJM,G4FUI,G0WXI,G6KWA,M6XIM,2E0KPI,F5APQ,G0LRD,G6GZH,G8FJG_2,G1DYQ,M0MKS,EwanP-UK,PD3JAG,G8TMV,PD1ODE",702,11:41:04,52.581181,0.459644,24453.8
"$$MM2,701,11:40:53,52.581223,00.459717,24366.4*9698","M0CJM,F5APQ,G4FUI,G8DHE,G1DYQ,G0WXI,EDU001,M0MKS,M6XIM,G6GZH,G8FJG_2,G6KWA,PE1ANS,2E0KPI,EwanP-UK,PD3JAG,G8TMV,M0UPU",701,11:40:53,52.581223,0.459717,24366.4
"$$MM2,704,11:41:26,52.581066,00.458095,24620.4*B3E9","M0CJM,F5APQ,G6KWA,PB0AHX,G8TMV,M6XIM,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,M0UPU",704,11:41:26,52.581066,0.458095,24620.4
"$$MM2,706,11:41:48,52.581306,00.455802,24781.2*CCC2","M0CJM,F5APQ,G4FUI,G1DYQ,EDU001,PB0AHX,M0MKS,M6XIM,G6GZH,G8FJG_2,RevSpace,G6KWA,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV,G0LRD",706,11:41:48,52.581306,0.455802,24781.2
"$$MM2,705,11:41:37,52.581062,00.457159,24706.0*CA4D","M0CJM,G0LRD,G4FUI,G1DYQ,RevSpace,PB0AHX,M0MKS,F5APQ,G8FJG_2,G6KWA,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV",705,11:41:37,52.581062,0.457159,24706.0
"$$MM2,708,11:42:10,52.581650,00.454118,24932.1*2642","M0CJM,F5APQ,RevSpace,2E0KPI,M6XIM,G8FJG_2,G6KWA,PE1ANS,G0WXI,PD3JAG",708,11:42:10,52.58165,0.454118,24932.1
"$$MM2,707,11:41:59,52.581345,00.454766,24856.0*EBD7","PE1RQM,F5APQ,G4FUI,EDU001,M0MKS,M6XIM,G0LRD,G8FJG_2,RevSpace,G1DYQ,PE1ANS,G8TMV,G0WXI,PD3JAG,PD1ODE,M0UPU",707,11:41:59,52.581345,0.454766,24856.0
"$$MM2,710,11:42:32,52.581890,00.453611,25091.9*7174","PE1RQM,PB0AHX,G8TMV,F5APQ,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI",710,11:42:32,52.58189,0.453611,25091.9
"$$MM2,711,11:42:43,52.582169,00.453694,25176.8*2D00","PE1RQM,M0CJM,PD3JAG,EDU001,2E0KPI,F5APQ,G6KWA,G8FJG_2,RevSpace,G1DYQ,M6CKD,M0MKS,G0WXI,G6GZH,G8TMV,PD1ODE",711,11:42:43,52.582169,0.453694,25176.8
"$$MM2,709,11:42:21,52.581810,00.453654,25009.9*D2F8","PE1ANS,EwanP-UK,G0WXI",709,11:42:21,52.58181,0.453654,25009.9
"$$MM2,712,11:42:54,52.582062,00.453905,25250.8*28AF","M0CJM,G0LRD,EDU001,PB0AHX,2E0KPI,F5APQ,G6KWA,G6GZH,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV",712,11:42:54,52.582062,0.453905,25250.8
"$$MM2,714,11:43:16,52.581791,00.454764,25413.6*5B6F","PE1RQM,M0CJM,G4FUI,G1DYQ,EDU001,M6XIM,M0MKS,F5APQ,G0LRD,G6KWA,G8FJG_2,RevSpace,PD1ODE,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV,M0UPU",714,11:43:16,52.581791,0.454764,25413.6
"$$MM2,713,11:43:05,52.581940,00.454223,25332.5*475E","PE1ANS,F5APQ,G8FJG_2,PD3JAG,G1DYQ",713,11:43:05,52.58194,0.454223,25332.5
"$$MM2,715,11:43:27,52.581615,00.455010,25492.6*6C4D","G4FUI,PD3JAG,G1DYQ,EDU001,PB0AHX,2E0KPI,F5APQ,G8FJG_2,RevSpace,PE1ANS,G8TMV,G0WXI,G6GZH",715,11:43:27,52.581615,0.45501,25492.6
"$$MM2,716,11:43:38,52.581596,00.455783,25569.4*7380","M0CJM,PE1RQM,G4FUI,M6XIM,2E0KPI,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G8TMV,G0WXI,PD3JAG",716,11:43:38,52.581596,0.455783,25569.4
"$$MM2,717,11:43:49,52.581562,00.456608,25650.3*2D41","M0CJM,PE1RQM,G4FUI,G1DYQ,EDU001,M6XIM,PB0AHX,G8TMV,F5APQ,G8FJG_2,G6KWA,PE1ANS,2E0KPI,G0WXI,PD3JAG,G0LRD",717,11:43:49,52.581562,0.456608,25650.3
"$$MM2,719,11:44:11,52.581173,00.458513,25809.0*14BB","PE1RQM,M6XIM,G4FUI,G1DYQ,EDU001,PB0AHX,2E0KPI,F5APQ,G8FJG_2,RevSpace,PD1ODE,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV,M0UPU",719,11:44:11,52.581173,0.458513,25809.0
"$$MM2,718,11:44:00,52.581524,00.457446,25728.8*F7BD","PE1RQM,M0CJM,G4FUI,F5APQ,EDU001,PB0AHX,M0MKS,M6XIM,G6KWA,PD3JAG,G8FJG_2,RevSpace,G1DYQ,PE1ANS,2E0KPI,G0WXI,G6GZH,G8TMV,G0LRD",718,11:44:00,52.581524,0.457446,25728.8
"$$MM2,720,11:44:22,52.580791,00.459656,25883.0*2B1D","PE1RQM,M0CJM,F5APQ,G0WXI,EDU001,PB0AHX,M0MKS,M6XIM,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,EwanP-UK,PD3JAG,G8TMV,G0LRD",720,11:44:22,52.580791,0.459656,25883.0
"$$MM2,721,11:44:33,52.580109,00.460502,25962.1*2C3A","F5APQ,PD3JAG,EDU001,M6XIM,PB0AHX,2E0KPI,G0LRD,PD1ODE,G6KWA,G8FJG_2,G1DYQ,PE1ANS,M0MKS,G0WXI,G6GZH,G8TMV,M0UPU",721,11:44:33,52.580109,0.460502,25962.1
"$$MM2,722,11:44:44,52.579735,00.461342,26042.4*022C","PE1RQM,F5APQ,G4FUI,PD3JAG,RevSpace,EDU001,PB0AHX,2E0KPI,M6XIM,PD1ODE,G6KWA,M0UPU,G8FJG_2,M0CJM,G1DYQ,PE1ANS,M0MKS,G0WXI,G6GZH,G8TMV,G0LRD",722,11:44:44,52.579735,0.461342,26042.4
"$$MM2,723,11:44:55,52.579498,00.462423,26124.5*3A63","M0CJM,PE1RQM,G1DYQ,EDU001,M6XIM,PB0AHX,M0MKS,F5APQ,G8FJG_2,G6KWA,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV,M0UPU",723,11:44:55,52.579498,0.462423,26124.5
"$$MM2,724,11:45:06,52.579514,00.463127,26201.1*DEFA","M0CJM,F5APQ,PB0AHX,PD3JAG,M6XIM,G0LRD,G8FJG_2,G1DYQ,PE1ANS,G0WXI,G6GZH,M0UPU",724,11:45:06,52.579514,0.463127,26201.1
"$$MM2,725,11:45:17,52.579231,00.463630,26278.5*4F15","PE1RQM,M0CJM,M6XIM,PB0AHX,G8TMV,F5APQ,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG",725,11:45:17,52.579231,0.46363,26278.5
"$$MM2,726,11:45:28,52.579193,00.464102,26358.0*39A6","PE1RQM,M0CJM,G4FUI,PD1ODE,G8TMV,RevSpace,G6KWA,2E0KPI",726,11:45:28,52.579193,0.464102,26358.0
"$$MM2,727,11:45:39,52.578930,00.464831,26434.8*70DD","PE1RQM,M0CJM,G4FUI,M0UPU,G1DYQ,2E0KPI,EDU001,M6XIM,PB0AHX,G8TMV,F5APQ,MH,G8FJG_2,RevSpace,G6KWA,PE1ANS,M0MKS,G0WXI,PD3JAG,PD1ODE,G0LRD",727,11:45:39,52.57893,0.464831,26434.8
"$$MM2,728,11:45:50,52.578888,00.465277,26513.2*B9A0","PE1RQM,M0CJM,G4FUI,F5APQ,G8TMV,G1DYQ,G0WXI,EDU001,M0UPU,PB0AHX,M0MKS,M6XIM,MH,G8FJG_2,G6KWA,PE1ANS,2E0KPI,EwanP-UK,PD3JAG,PD1ODE,G0LRD",728,11:45:50,52.578888,0.465277,26513.2
"$$MM2,731,11:46:23,52.578266,00.468719,26742.4*C95B","M0CJM,F5APQ,G1DYQ,EDU001,2E0KPI,M6XIM,G6KWA,G8FJG_2,RevSpace,PD1ODE,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV,G0LRD",731,11:46:23,52.578266,0.468719,26742.4
"$$MM2,730,11:46:12,52.578655,00.467294,26666.8*5989","M6XIM,G4FUI,G0WXI,PD1ODE,PB0AHX,2E0KPI,F5APQ,G8FJG_2,G1DYQ,PE1ANS,G8TMV,EwanP-UK,PD3JAG,M0UPU",730,11:46:12,52.578655,0.467294,26666.8
"$$MM2,732,11:46:34,52.578018,00.470529,26816.4*0219","PE1RQM,M6XIM,G4FUI,G1DYQ,EwanP-UK,EDU001,PB0AHX,2E0KPI,F5APQ,M0UPU,RevSpace,G6KWA,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV,G0LRD",732,11:46:34,52.578018,0.470529,26816.4
"$$MM2,733,11:46:45,52.577629,00.472486,26894.8*C216","PE1RQM,M0CJM,G4FUI,G8TMV,EDU001,M6XIM,MH,PB0AHX,M0MKS,F5APQ,G6KWA,G6GZH,G8FJG_2,RevSpace,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,PD1ODE,G0LRD",733,11:46:45,52.577629,0.472486,26894.8
"$$MM2,734,11:46:56,52.577198,00.474576,26976.8*82DF","M0CJM,PE1RQM,G4FUI,M0MKS,G1DYQ,EDU001,PB0AHX,G8TMV,F5APQ,G6GZH,G8FJG_2,RevSpace,G6KWA,PE1ANS,2E0KPI,G0WXI,PD3JAG,PD1ODE,G0LRD",734,11:46:56,52.577198,0.474576,26976.8
"$$MM2,735,11:47:07,52.576450,00.476550,27056.7*B5EA","PE1RQM,M0CJM,G4FUI,M0MKS,G1DYQ,EDU001,M6XIM,MH,PB0AHX,2E0KPI,F5APQ,G6GZH,G8FJG_2,RevSpace,G6KWA,PE1ANS,G8TMV,G0WXI,PD3JAG,PD1ODE,G0LRD",735,11:47:07,52.57645,0.47655,27056.7
"$$MM2,736,11:47:18,52.575829,00.478462,27131.4*DB8F","M0CJM,PE1RQM,G4FUI,G0WXI,EDU001,M6XIM,MH,PB0AHX,2E0KPI,F5APQ,PD1ODE,G6KWA,G8FJG_2,G1DYQ,M0MKS,EwanP-UK,PD3JAG,G8TMV,G0LRD",736,11:47:18,52.575829,0.478462,27131.4
"$$MM2,737,11:47:29,52.575043,00.480376,27212.7*F04A","M0CJM,G8DHE,PD1ODE,PE1ANS,G0LRD,PD3JAG,PB0AHX,M0MKS,M0UPU,RevSpace,EwanP-UK,PE1RQM,G8TMV,M6XIM,G6KWA,G0WXI,G4FUI,EDU001,MH,2E0KPI,G1DYQ,G6GZH",737,11:47:29,52.575043,0.480376,27212.7
"$$MM2,738,11:47:40,52.574310,00.482069,27291.4*FDE8","M0CJM,PE1RQM,G4FUI,F5APQ,G8TMV,EDU001,M6XIM,MH,PB0AHX,G0LRD,G6KWA,PD3JAG,G8FJG_2,RevSpace,G1DYQ,PE1ANS,2E0KPI,G0WXI,G6GZH,PD1ODE,M0UPU",738,11:47:40,52.57431,0.482069,27291.4
"$$MM2,739,11:47:51,52.573452,00.483787,27367.8*EF28","PE1RQM,M0CJM,M0MKS,G1DYQ,G6KWA,M6XIM,PB0AHX,2E0KPI,F5APQ,MH,G8FJG_2,RevSpace,PE1ANS,M0UPU,G8TMV,G0WXI,PD3JAG,PD1ODE,G0LRD",739,11:47:51,52.573452,0.483787,27367.8
"$$MM2,740,11:48:02,52.572716,00.485289,27443.7*3DD7","M0CJM,F5APQ,G4FUI,G8DHE,G1DYQ,EDU001,MH,2E0KPI,M6XIM,G8FJG_2,G6KWA,PE1ANS,M0MKS,G0WXI,PD3JAG,G8TMV,M0UPU",740,11:48:02,52.572716,0.485289,27443.7
"$$MM2,741,11:48:13,52.571651,00.486779,27522.3*8FA4","M0CJM,G8DHE,G6KWA,PE1ANS,F5APQ,PD3JAG,PB0AHX,M0MKS,M0UPU,RevSpace,G0LRD,PE1RQM,G8TMV,G8FJG_2,PD1ODE,G0WXI,G4FUI,EDU001,MH,2E0KPI,G1DYQ,G6GZH",741,11:48:13,52.571651,0.486779,27522.3
"$$MM2,742,11:48:24,52.570847,00.488002,27599.4*4BF1","M6XIM,G4FUI,MH,PB0AHX,F5APQ,G8FJG_2,G1DYQ,PE1ANS,2E0KPI,G0WXI,PD3JAG,G8TMV",742,11:48:24,52.570847,0.488002,27599.4
"$$MM2,743,11:48:35,52.569740,00.489124,27678.8*1900","M0CJM,PE1RQM,G4FUI,F5APQ,G8TMV,EDU001,MH,2E0KPI,M6XIM,G0LRD,G6KWA,G8FJG_2,RevSpace,G1DYQ,PE1ANS,M0MKS,G0WXI,PD3JAG,PD1ODE,M0UPU",743,11:48:35,52.56974,0.489124,27678.8
