_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,temperature_internal,batterymv,status
"$$BoSS,841,12:48:35,52.209075,-0.566190,9314,7,-1,2673,00*B35E","G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",841,12:48:35,52.209075,-0.56619,9314,7,-1,2673,0
"$$BoSS,842,12:48:50,52.208973,-0.567358,9179,6,-1,2673,00*56F7","G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",842,12:48:50,52.208973,-0.567358,9179,6,-1,2673,0
"$$BoSS,843,12:49:05,52.208600,-0.569334,8996,6,-1,2672,00*6DFF","G8DHE,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",843,12:49:05,52.2086,-0.569334,8996,6,-1,2672,0
"$$BoSS,844,12:49:15,52.207980,-0.571634,8815,6,-1,2671,00*B04C","G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",844,12:49:15,52.20798,-0.571634,8815,6,-1,2671,0
"$$BoSS,845,12:49:30,52.207533,-0.573083,8691,7,-1,2670,00*F094","G8DHE,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",845,12:49:30,52.207533,-0.573083,8691,7,-1,2670,0
"$$BoSS,846,12:49:45,52.206878,-0.575079,8499,7,-1,2669,00*611B","G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",846,12:49:45,52.206878,-0.575079,8499,7,-1,2669,0
"$$BoSS,847,12:49:55,52.206252,-0.577290,8326,6,-1,2668,00*20F9","F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",847,12:49:55,52.206252,-0.57729,8326,6,-1,2668,0
"$$BoSS,848,12:50:10,52.205854,-0.578703,8208,9,-1,2664,00*F58B","G8DHE,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",848,12:50:10,52.205854,-0.578703,8208,9,-1,2664,0
"$$BoSS,849,12:50:25,52.205531,-0.580690,8040,9,-1,2654,00*8EEF","G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",849,12:50:25,52.205531,-0.58069,8040,9,-1,2654,0
"$$BoSS,850,12:50:35,52.205486,-0.581903,7874,9,-1,2654,00*94BE","G8DHE,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",850,12:50:35,52.205486,-0.581903,7874,9,-1,2654,0
"$$BoSS,851,12:50:50,52.205723,-0.582790,7760,7,-1,2661,00*6966","G8DHE,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",851,12:50:50,52.205723,-0.58279,7760,7,-1,2661,0
"$$BoSS,852,12:51:05,52.206190,-0.584263,7584,6,-1,2664,00*8FA1","G8DHE,F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",852,12:51:05,52.20619,-0.584263,7584,6,-1,2664,0
"$$BoSS,853,12:51:15,52.206419,-0.585105,7415,6,-1,2664,00*5257","G8DHE,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",853,12:51:15,52.206419,-0.585105,7415,6,-1,2664,0
"$$BoSS,854,12:51:30,52.206800,-0.586426,7312,7,-1,2664,00*B672","G8DHE,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",854,12:51:30,52.2068,-0.586426,7312,7,-1,2664,0
"$$BoSS,855,12:51:45,52.206800,-0.587822,7148,6,-2,2664,00*821A","G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",855,12:51:45,52.2068,-0.587822,7148,6,-2,2664,0
"$$BoSS,856,12:51:55,52.207066,-0.588655,6984,6,-2,2663,00*0B9D","G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",856,12:51:55,52.207066,-0.588655,6984,6,-2,2663,0
"$$BoSS,857,12:52:10,52.207309,-0.589996,6878,5,-2,2663,00*6B1A","G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,G0WXI,G6GZH",857,12:52:10,52.207309,-0.589996,6878,5,-2,2663,0
"$$BoSS,858,12:52:20,52.207607,-0.591355,6724,6,-2,2664,00*E09D","G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",858,12:52:20,52.207607,-0.591355,6724,6,-2,2664,0
"$$BoSS,859,12:52:35,52.208128,-0.592239,6617,7,-2,2664,00*623C","G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",859,12:52:35,52.208128,-0.592239,6617,7,-2,2664,0
"$$BoSS,860,12:52:50,52.209066,-0.593547,6471,5,-2,2663,00*D728","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",860,12:52:50,52.209066,-0.593547,6471,5,-2,2663,0
"$$BoSS,861,12:53:00,52.210102,-0.594511,6316,6,-2,2662,00*41BA","G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",861,12:53:00,52.210102,-0.594511,6316,6,-2,2662,0
"$$BoSS,862,12:53:15,52.210894,-0.594871,6198,6,-2,2662,00*87BB","M0NRD,G1DYQ,G0WXI,G6GZH,G8KNN",862,12:53:15,52.210894,-0.594871,6198,6,-2,2662,0
"$$BoSS,863,12:53:30,52.212205,-0.595367,6060,5,-2,2660,00*CB4F","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",863,12:53:30,52.212205,-0.595367,6060,5,-2,2660,0
"$$BoSS,864,12:53:40,52.213663,-0.595573,5916,6,-2,2659,00*E1F7","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",864,12:53:40,52.213663,-0.595573,5916,6,-2,2659,0
"$$BoSS,865,12:53:55,52.214600,-0.595704,5808,7,-2,2660,00*01C5","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",865,12:53:55,52.2146,-0.595704,5808,7,-2,2660,0
"$$BoSS,866,12:54:10,52.216090,-0.596217,5652,7,-2,2662,00*D894","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",866,12:54:10,52.21609,-0.596217,5652,7,-2,2662,0
"$$BoSS,867,12:54:20,52.217801,-0.596399,5507,6,-2,2662,00*8CF0","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",867,12:54:20,52.217801,-0.596399,5507,6,-2,2662,0
"$$BoSS,868,12:54:35,52.218985,-0.596474,5405,6,-2,2660,00*B0D4","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",868,12:54:35,52.218985,-0.596474,5405,6,-2,2660,0
"$$BoSS,869,12:54:50,52.220766,-0.596720,5256,6,-2,2659,00*37DA","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",869,12:54:50,52.220766,-0.59672,5256,6,-2,2659,0
"$$BoSS,870,12:55:00,52.222227,-0.596802,5099,6,-2,2660,00*6E34","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",870,12:55:00,52.222227,-0.596802,5099,6,-2,2660,0
"$$BoSS,871,12:55:15,52.223268,-0.596844,5007,6,-2,2660,00*F517","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",871,12:55:15,52.223268,-0.596844,5007,6,-2,2660,0
"$$BoSS,872,12:55:30,52.224596,-0.596860,4877,5,-2,2659,00*6FE6","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",872,12:55:30,52.224596,-0.59686,4877,5,-2,2659,0
"$$BoSS,873,12:55:40,52.225515,-0.596838,4713,5,-2,2659,00*1D19","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",873,12:55:40,52.225515,-0.596838,4713,5,-2,2659,0
"$$BoSS,874,12:55:55,52.226858,-0.596880,4619,6,-2,2658,00*D2D1","M0NRD,G1DYQ,G0WXI,G8KNN,G6GZH",874,12:55:55,52.226858,-0.59688,4619,6,-2,2658,0
"$$BoSS,875,12:56:10,52.227948,-0.596962,4496,6,-2,2658,00*0E5E","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",875,12:56:10,52.227948,-0.596962,4496,6,-2,2658,0
"$$BoSS,876,12:56:20,52.228624,-0.596886,4365,8,-2,2657,00*0C62","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",876,12:56:20,52.228624,-0.596886,4365,8,-2,2657,0
"$$BoSS,877,12:56:35,52.229764,-0.596869,4275,6,-2,2656,00*8DFE","M0NRD,G1DYQ,G0WXI,G8KNN,G6GZH",877,12:56:35,52.229764,-0.596869,4275,6,-2,2656,0
"$$BoSS,878,12:56:45,52.230759,-0.596643,4124,7,-2,2656,00*8799","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",878,12:56:45,52.230759,-0.596643,4124,7,-2,2656,0
"$$BoSS,879,12:57:00,52.231272,-0.596454,4045,5,-2,2655,00*9A48","F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",879,12:57:00,52.231272,-0.596454,4045,5,-2,2655,0
"$$BoSS,880,12:57:15,52.231599,-0.596645,3911,5,-2,2657,00*100D","F1OIL,G0WXI,G6GZH,G8KNN",880,12:57:15,52.231599,-0.596645,3911,5,-2,2657,0
"$$BoSS,881,12:57:25,52.231983,-0.596597,3785,5,-2,2657,00*C6EE","M0NRD,G6GZH,G0WXI,G8KNN,G1DYQ",881,12:57:25,52.231983,-0.596597,3785,5,-2,2657,0
"$$BoSS,882,12:57:40,52.232141,-0.596526,3692,6,-2,2657,00*1B29","M0NRD,G0WXI,G8KNN,G6GZH",882,12:57:40,52.232141,-0.596526,3692,6,-2,2657,0
"$$BoSS,883,12:57:55,52.232366,-0.596661,3567,7,-2,2657,00*FF15","M0NRD,G1DYQ,G0WXI,G6GZH,G8KNN",883,12:57:55,52.232366,-0.596661,3567,7,-2,2657,0
"$$BoSS,884,12:58:05,52.232789,-0.597251,3436,6,-2,2656,00*AD85","F1OIL,G0WXI,G6GZH,G8KNN",884,12:58:05,52.232789,-0.597251,3436,6,-2,2656,0
"$$BoSS,885,12:58:20,52.233053,-0.597509,3333,7,-2,2655,00*9A67","M0NRD,G0WXI,G8KNN,G6GZH",885,12:58:20,52.233053,-0.597509,3333,7,-2,2655,0
"$$BoSS,886,12:58:35,52.233231,-0.598410,3231,6,-2,2656,00*0BBE","M0NRD,G0WXI,G6GZH,G8KNN",886,12:58:35,52.233231,-0.59841,3231,6,-2,2656,0
"$$BoSS,887,12:58:45,52.233450,-0.599560,3078,6,-2,2655,00*7A6A","M0NRD,G0WXI,G6GZH,G8KNN",887,12:58:45,52.23345,-0.59956,3078,6,-2,2655,0
"$$BoSS,888,12:59:00,52.233576,-0.600387,2995,6,-2,2656,00*D869","G0WXI,G6GZH,G8KNN",888,12:59:00,52.233576,-0.600387,2995,6,-2,2656,0
"$$BoSS,889,12:59:15,52.233615,-0.601481,2840,6,-2,2655,00*F252","G0WXI,G6GZH,G8KNN",889,12:59:15,52.233615,-0.601481,2840,6,-2,2655,0
"$$BoSS,890,12:59:25,52.233676,-0.602485,2709,5,-2,2655,00*1FF6","G0WXI,G6GZH,G8KNN",890,12:59:25,52.233676,-0.602485,2709,5,-2,2655,0
"$$BoSS,891,12:59:40,52.233721,-0.603766,2633,6,-2,2656,00*E62E","G0WXI,G8KNN",891,12:59:40,52.233721,-0.603766,2633,6,-2,2656,0
"$$BoSS,892,12:59:55,52.233791,-0.604973,2509,7,-2,2655,00*E7A1","G0WXI,G8KNN",892,12:59:55,52.233791,-0.604973,2509,7,-2,2655,0
"$$BoSS,893,13:00:05,52.233911,-0.605761,2382,9,-2,2654,00*90FB","G0WXI,G6GZH,G8KNN",893,13:00:05,52.233911,-0.605761,2382,9,-2,2654,0
"$$BoSS,894,13:00:20,52.233896,-0.607030,2284,9,-2,2644,00*8716","G0WXI,G6GZH,G8KNN",894,13:00:20,52.233896,-0.60703,2284,9,-2,2644,0
"$$BoSS,895,13:00:35,52.233967,-0.608317,2172,9,-2,2641,00*464E","G0WXI,G6GZH,G8KNN",895,13:00:35,52.233967,-0.608317,2172,9,-2,2641,0
"$$BoSS,896,13:00:45,52.233997,-0.609271,2048,5,-2,2647,00*311E","G0WXI,G6GZH,G8KNN",896,13:00:45,52.233997,-0.609271,2048,5,-2,2647,0
"$$BoSS,897,13:01:00,52.233929,-0.610595,1961,6,-2,2654,00*FB7F","G0WXI,G6GZH,G8KNN",897,13:01:00,52.233929,-0.610595,1961,6,-2,2654,0
"$$BoSS,898,13:01:10,52.233694,-0.611491,1843,7,-2,2654,00*6AC9","G0WXI,G6GZH,G8KNN",898,13:01:10,52.233694,-0.611491,1843,7,-2,2654,0
"$$BoSS,899,13:01:25,52.233529,-0.612008,1758,6,-2,2655,00*E9B9","G0WXI,G6GZH,G8KNN",899,13:01:25,52.233529,-0.612008,1758,6,-2,2655,0
"$$BoSS,900,13:01:40,52.233314,-0.612997,1646,6,-2,2656,00*7565","G0WXI,G6GZH,G8KNN",900,13:01:40,52.233314,-0.612997,1646,6,-2,2656,0
"$$BoSS,901,13:01:50,52.233030,-0.614071,1527,6,-2,2657,00*A32E","G0WXI,G8KNN",901,13:01:50,52.23303,-0.614071,1527,6,-2,2657,0
"$$BoSS,902,13:02:05,52.232899,-0.614963,1456,7,-1,2658,00*E871","G0WXI,G6GZH,G8KNN",902,13:02:05,52.232899,-0.614963,1456,7,-1,2658,0
"$$BoSS,903,13:02:20,52.232823,-0.615888,1320,7,-1,2659,00*11C0","G0WXI,G6GZH,G8KNN",903,13:02:20,52.232823,-0.615888,1320,7,-1,2659,0
"$$BoSS,904,13:02:30,52.232592,-0.616358,1195,6,-1,2658,00*7152","G0WXI,G6GZH,G8KNN",904,13:02:30,52.232592,-0.616358,1195,6,-1,2658,0
"$$BoSS,905,13:02:45,52.232443,-0.616751,1122,6,-1,2657,00*DCC9","G0WXI,G6GZH,G8KNN",905,13:02:45,52.232443,-0.616751,1122,6,-1,2657,0
"$$BoSS,906,13:03:00,52.232130,-0.617270,1013,6,-1,2657,08*70F4","G0WXI,G8KNN,G6GZH",906,13:03:00,52.23213,-0.61727,1013,6,-1,2657,8
"$$BoSS,907,13:03:10,52.231845,-0.618038,901,6,-1,2655,08*F311","G0WXI,G6GZH,G8KNN",907,13:03:10,52.231845,-0.618038,901,6,-1,2655,8
"$$BoSS,908,13:03:25,52.231598,-0.618555,825,5,-1,2651,08*A2E5","G0WXI,G8KNN,G6GZH",908,13:03:25,52.231598,-0.618555,825,5,-1,2651,8
"$$BoSS,909,13:03:40,52.231276,-0.619139,711,7,-1,2651,08*5C88","G0WXI,G6GZH,G8KNN",909,13:03:40,52.231276,-0.619139,711,7,-1,2651,8
"$$BoSS,910,13:03:50,52.231049,-0.619551,607,6,-1,2651,08*47C6","G0WXI,G6GZH",910,13:03:50,52.231049,-0.619551,607,6,-1,2651,8
"$$BoSS,911,13:04:05,52.230701,-0.620248,539,7,-1,2654,08*B39B","G0WXI,G6GZH",911,13:04:05,52.230701,-0.620248,539,7,-1,2654,8
"$$BoSS,912,13:04:15,52.230356,-0.620926,426,6,-1,2654,08*639C","G0WXI,G6GZH",912,13:04:15,52.230356,-0.620926,426,6,-1,2654,8
