_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,temperature_internal,batterymv,status
"$$BoSS,738,12:25:55,52.168547,-0.752366,29603,5,1,2703,00*7CED","g0nzo,MI0VIM,0x17,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",738,12:25:55,52.168547,-0.752366,29603,5,1,2703,0
"$$BoSS,739,12:26:05,52.168895,-0.749794,29664,5,1,2703,00*28D1","g0nzo,G8DHE,0x17,G6GZH,G0TDJ,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",739,12:26:05,52.168895,-0.749794,29664,5,1,2703,0
"$$BoSS,740,12:26:20,52.169594,-0.746228,29751,6,1,2703,00*45A9","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",740,12:26:20,52.169594,-0.746228,29751,6,1,2703,0
"$$BoSS,741,12:26:35,52.170489,-0.742699,29818,5,1,2702,00*AF73","g0nzo,0x17,G6GZH,G0TDJ,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",741,12:26:35,52.170489,-0.742699,29818,5,1,2702,0
"$$BoSS,742,12:26:45,52.170896,-0.739872,29889,5,1,2702,00*EBC2","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",742,12:26:45,52.170896,-0.739872,29889,5,1,2702,0
"$$BoSS,743,12:27:00,52.171596,-0.735507,29990,5,1,2702,00*0E20","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",743,12:27:00,52.171596,-0.735507,29990,5,1,2702,0
"$$BoSS,744,12:27:10,52.172047,-0.731051,30080,6,1,2702,00*8D0B","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",744,12:27:10,52.172047,-0.731051,30080,6,1,2702,0
"$$BoSS,745,12:27:25,52.172289,-0.727856,30142,5,1,2702,00*CB8E","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",745,12:27:25,52.172289,-0.727856,30142,5,1,2702,0
"$$BoSS,746,12:27:40,52.171989,-0.723616,30219,6,1,2701,00*67FD","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI",746,12:27:40,52.171989,-0.723616,30219,6,1,2701,0
"$$BoSS,747,12:27:50,52.171692,-0.719452,30306,5,1,2701,00*542E","g0nzo,G8DHE,0x17,M0NRD,G0TDJ,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",747,12:27:50,52.171692,-0.719452,30306,5,1,2701,0
"$$BoSS,748,12:28:05,52.171449,-0.716753,30368,5,1,2702,00*4D44","g0nzo,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",748,12:28:05,52.171449,-0.716753,30368,5,1,2702,0
"$$BoSS,749,12:28:20,52.170829,-0.713422,30478,5,1,2702,00*61B2","g0nzo,0x17,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",749,12:28:20,52.170829,-0.713422,30478,5,1,2702,0
"$$BoSS,750,12:28:30,52.170067,-0.711014,30586,5,1,2702,00*A873","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",750,12:28:30,52.170067,-0.711014,30586,5,1,2702,0
"$$BoSS,751,12:28:45,52.169622,-0.709821,30623,5,1,2702,00*D8FB","g0nzo,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",751,12:28:45,52.169622,-0.709821,30623,5,1,2702,0
"$$BoSS,752,12:29:00,52.168995,-0.707639,30728,5,1,2702,00*AA18","g0nzo,0x17,G6GZH,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",752,12:29:00,52.168995,-0.707639,30728,5,1,2702,0
"$$BoSS,753,12:29:10,52.168867,-0.705861,30831,6,1,2702,00*0FBD","g0nzo,G8DHE,MI0VIM,0x17,G8KNN,G1DYQ,DutchMillbt,G0WXI,G6GZH",753,12:29:10,52.168867,-0.705861,30831,6,1,2702,0
"$$BoSS,754,12:29:25,52.168746,-0.704269,30897,5,1,2702,00*0E5A","g0nzo,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",754,12:29:25,52.168746,-0.704269,30897,5,1,2702,0
"$$BoSS,755,12:29:40,52.168956,-0.701495,30999,5,1,2700,00*0FAE","g0nzo,0x17,G6GZH,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",755,12:29:40,52.168956,-0.701495,30999,5,1,2700,0
"$$BoSS,756,12:29:50,52.169163,-0.699037,31064,5,1,2700,00*4631","g0nzo,MI0VIM,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",756,12:29:50,52.169163,-0.699037,31064,5,1,2700,0
"$$BoSS,757,12:30:05,52.169399,-0.695882,31143,5,1,2702,00*CFC8","g0nzo,0x17,M0NRD,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",757,12:30:05,52.169399,-0.695882,31143,5,1,2702,0
"$$BoSS,758,12:30:20,52.169633,-0.692586,31231,6,1,2692,00*4F54","g0nzo,G8DHE,0x17,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",758,12:30:20,52.169633,-0.692586,31231,6,1,2692,0
"$$BoSS,759,12:30:30,52.169746,-0.690318,31289,8,1,2686,00*5CC2","g0nzo,0x17,M0NRD,G0TDJ,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",759,12:30:30,52.169746,-0.690318,31289,8,1,2686,0
"$$BoSS,760,12:30:45,52.169848,-0.686990,31379,5,1,2691,00*A867","g0nzo,G8DHE,0x17,G6GZH,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",760,12:30:45,52.169848,-0.68699,31379,5,1,2691,0
"$$BoSS,761,12:31:00,52.169586,-0.683734,31471,5,1,2698,00*4B01","g0nzo,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",761,12:31:00,52.169586,-0.683734,31471,5,1,2698,0
"$$BoSS,762,12:31:10,52.169589,-0.681858,31539,5,1,2699,00*D9FA","g0nzo,MI0VIM,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",762,12:31:10,52.169589,-0.681858,31539,5,1,2699,0
"$$BoSS,763,12:31:25,52.169879,-0.679219,31626,6,1,2700,00*52D5","g0nzo,G8DHE,MI0VIM,G0TDJ,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",763,12:31:25,52.169879,-0.679219,31626,6,1,2700,0
"$$BoSS,764,12:31:35,52.170746,-0.676648,31720,5,1,2701,00*B982","g0nzo,0x17,G6GZH,G0TDJ,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",764,12:31:35,52.170746,-0.676648,31720,5,1,2701,0
"$$BoSS,765,12:31:50,52.171302,-0.674653,31769,5,1,2700,00*F7C9","g0nzo,G8DHE,0x17,G6GZH,G0TDJ,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",765,12:31:50,52.171302,-0.674653,31769,5,1,2700,0
"$$BoSS,766,12:32:05,52.172317,-0.671811,31865,5,1,2700,00*486D","g0nzo,0x17,M0NRD,G0TDJ,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",766,12:32:05,52.172317,-0.671811,31865,5,1,2700,0
"$$BoSS,767,12:32:15,52.173232,-0.669172,31965,6,1,2699,00*AC4B","g0nzo,0x17,G6GZH,G0TDJ,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",767,12:32:15,52.173232,-0.669172,31965,6,1,2699,0
"$$BoSS,768,12:32:30,52.173576,-0.667729,32047,5,1,2697,00*3B24","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",768,12:32:30,52.173576,-0.667729,32047,5,1,2697,0
"$$BoSS,769,12:32:45,52.173654,-0.665540,32140,5,1,2698,00*869C","g0nzo,0x17,M0NRD,G0TDJ,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",769,12:32:45,52.173654,-0.66554,32140,5,1,2698,0
"$$BoSS,770,12:32:55,52.173887,-0.663559,32248,6,1,2699,00*B8C9","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",770,12:32:55,52.173887,-0.663559,32248,6,1,2699,0
"$$BoSS,771,12:33:10,52.173747,-0.662148,32295,5,1,2698,00*AC44","g0nzo,0x17,G6GZH,MI0VIM,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,F1OIL",771,12:33:10,52.173747,-0.662148,32295,5,1,2698,0
"$$BoSS,772,12:33:25,52.174110,-0.659846,32384,5,1,2698,00*F0EA","g0nzo,0x17,M0NRD,G0TDJ,MI0VIM,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",772,12:33:25,52.17411,-0.659846,32384,5,1,2698,0
"$$BoSS,773,12:33:35,52.174504,-0.657999,32482,5,1,2699,00*94A6","g0nzo,G1DYQ,G0WXI,G6GZH,G8KNN",773,12:33:35,52.174504,-0.657999,32482,5,1,2699,0
"$$BoSS,774,12:33:50,52.174716,-0.657006,32544,5,1,2699,00*20A8","g0nzo,G0WXI,G8KNN,G1DYQ",774,12:33:50,52.174716,-0.657006,32544,5,1,2699,0
"$$BoSS,775,12:34:05,52.175349,-0.655615,32464,6,1,2698,00*1D86","g0nzo,0x17,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",775,12:34:05,52.175349,-0.655615,32464,6,1,2698,0
"$$BoSS,776,12:34:15,52.175784,-0.653998,31497,6,1,2697,00*3563","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",776,12:34:15,52.175784,-0.653998,31497,6,1,2697,0
"$$BoSS,777,12:34:30,52.175817,-0.651155,30814,7,1,2697,00*D4AC","g0nzo,G8DHE,0x17,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",777,12:34:30,52.175817,-0.651155,30814,7,1,2697,0
"$$BoSS,778,12:34:45,52.176065,-0.645941,29855,5,1,2697,00*878A","g0nzo,MI0VIM,0x17,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",778,12:34:45,52.176065,-0.645941,29855,5,1,2697,0
"$$BoSS,779,12:34:55,52.176127,-0.642867,28985,5,1,2698,00*2C57","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",779,12:34:55,52.176127,-0.642867,28985,5,1,2698,0
"$$BoSS,780,12:35:10,52.175792,-0.639949,28439,5,1,2698,00*747B","g0nzo,G8DHE,0x17,RevSpace,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",780,12:35:10,52.175792,-0.639949,28439,5,1,2698,0
"$$BoSS,781,12:35:25,52.175837,-0.636441,27620,6,1,2697,00*FCFE","g0nzo,G8DHE,G1DYQ,G0TDJ,G8KNN,RevSpace,F1OIL,DutchMillbt,G0WXI",781,12:35:25,52.175837,-0.636441,27620,6,1,2697,0
"$$BoSS,782,12:35:35,52.176223,-0.634665,26876,5,1,2696,00*0C26","g0nzo,G8DHE,G0TDJ,G8KNN,G1DYQ,DutchMillbt,G0WXI,G6GZH",782,12:35:35,52.176223,-0.634665,26876,5,1,2696,0
"$$BoSS,783,12:35:50,52.176396,-0.632287,26410,5,1,2696,00*4C0F","g0nzo,RevSpace,G0TDJ,G8KNN,G1DYQ,DutchMillbt,G0WXI,G6GZH",783,12:35:50,52.176396,-0.632287,26410,5,1,2696,0
"$$BoSS,784,12:36:00,52.175771,-0.629395,25756,5,1,2697,00*7607","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",784,12:36:00,52.175771,-0.629395,25756,5,1,2697,0
"$$BoSS,786,12:36:30,52.176789,-0.625379,24677,6,1,2696,00*6176","g0nzo,G0TDJ,G8KNN,G1DYQ,DutchMillbt,G0WXI,G6GZH",786,12:36:30,52.176789,-0.625379,24677,6,1,2696,0
"$$BoSS,785,12:36:15,52.175883,-0.627578,25324,6,1,2697,00*02F9","g0nzo,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",785,12:36:15,52.175883,-0.627578,25324,6,1,2697,0
"$$BoSS,788,12:36:55,52.177955,-0.621639,23723,6,1,2697,00*0ED3","g0nzo,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI",788,12:36:55,52.177955,-0.621639,23723,6,1,2697,0
"$$BoSS,787,12:36:40,52.177509,-0.622866,24092,5,1,2696,00*1EC1","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",787,12:36:40,52.177509,-0.622866,24092,5,1,2696,0
"$$BoSS,789,12:37:10,52.178333,-0.619525,23164,6,1,2697,00*FAAB","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",789,12:37:10,52.178333,-0.619525,23164,6,1,2697,0
"$$BoSS,790,12:37:20,52.179496,-0.618385,22647,5,1,2697,00*C572","g0nzo,0x17,G1DYQ,G0TDJ,F1OIL,G8KNN,RevSpace,M0NRD,DutchMillbt,G0WXI,G6GZH",790,12:37:20,52.179496,-0.618385,22647,5,1,2697,0
"$$BoSS,791,12:37:35,52.180139,-0.618017,22301,7,1,2697,00*1521","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",791,12:37:35,52.180139,-0.618017,22301,7,1,2697,0
"$$BoSS,792,12:37:50,52.180253,-0.617486,21817,6,1,2696,00*7B67","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",792,12:37:50,52.180253,-0.617486,21817,6,1,2696,0
"$$BoSS,793,12:38:00,52.181059,-0.616527,21329,5,1,2694,00*6875","g0nzo,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",793,12:38:00,52.181059,-0.616527,21329,5,1,2694,0
"$$BoSS,794,12:38:15,52.181380,-0.616896,21009,6,1,2693,00*12BE","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",794,12:38:15,52.18138,-0.616896,21009,6,1,2693,0
"$$BoSS,795,12:38:30,52.181763,-0.615751,20569,5,1,2694,00*704D","g0nzo,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",795,12:38:30,52.181763,-0.615751,20569,5,1,2694,0
"$$BoSS,796,12:38:40,52.182103,-0.613840,20149,5,1,2694,00*03B7","g0nzo,G8DHE,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",796,12:38:40,52.182103,-0.61384,20149,5,1,2694,0
"$$BoSS,797,12:38:55,52.183199,-0.612137,19866,6,1,2693,00*7F4C","g0nzo,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",797,12:38:55,52.183199,-0.612137,19866,6,1,2693,0
"$$BoSS,798,12:39:10,52.183926,-0.611006,19454,6,1,2692,00*5524","g0nzo,G8DHE,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",798,12:39:10,52.183926,-0.611006,19454,6,1,2692,0
"$$BoSS,799,12:39:20,52.184809,-0.610254,19058,6,1,2692,00*97FB","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",799,12:39:20,52.184809,-0.610254,19058,6,1,2692,0
"$$BoSS,800,12:39:35,52.186248,-0.609944,18810,5,1,2692,00*7A03","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",800,12:39:35,52.186248,-0.609944,18810,5,1,2692,0
"$$BoSS,801,12:39:45,52.187369,-0.609433,18442,6,1,2692,00*0B59","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",801,12:39:45,52.187369,-0.609433,18442,6,1,2692,0
"$$BoSS,802,12:40:00,52.187917,-0.609197,18193,5,1,2692,00*3966","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",802,12:40:00,52.187917,-0.609197,18193,5,1,2692,0
"$$BoSS,803,12:40:15,52.188807,-0.608865,17848,8,1,2684,00*63CA","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",803,12:40:15,52.188807,-0.608865,17848,8,1,2684,0
"$$BoSS,804,12:40:25,52.189507,-0.607300,17496,10,1,2677,00*2741","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",804,12:40:25,52.189507,-0.6073,17496,10,1,2677,0
"$$BoSS,805,12:40:40,52.189771,-0.606019,17266,7,1,2679,00*58D9","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",805,12:40:40,52.189771,-0.606019,17266,7,1,2679,0
"$$BoSS,806,12:40:55,52.190610,-0.604049,16932,6,1,2687,00*9B10","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",806,12:40:55,52.19061,-0.604049,16932,6,1,2687,0
"$$BoSS,807,12:41:05,52.191532,-0.602375,16605,7,1,2688,00*6B5A","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",807,12:41:05,52.191532,-0.602375,16605,7,1,2688,0
"$$BoSS,808,12:41:20,52.192226,-0.601427,16394,8,1,2688,00*9935","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",808,12:41:20,52.192226,-0.601427,16394,8,1,2688,0
"$$BoSS,809,12:41:35,52.193321,-0.600668,16073,7,1,2688,00*EC07","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",809,12:41:35,52.193321,-0.600668,16073,7,1,2688,0
"$$BoSS,810,12:41:45,52.194034,-0.599234,15782,6,1,2688,00*FECE","g0nzo,0x17,G0TDJ,F1OIL,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",810,12:41:45,52.194034,-0.599234,15782,6,1,2688,0
"$$BoSS,811,12:42:00,52.194292,-0.598037,15566,6,0,2687,00*1E89","g0nzo,G8DHE,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",811,12:42:00,52.194292,-0.598037,15566,6,0,2687,0
"$$BoSS,812,12:42:15,52.195257,-0.596040,15268,8,0,2687,00*6A7A","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",812,12:42:15,52.195257,-0.59604,15268,8,0,2687,0
"$$BoSS,813,12:42:25,52.196306,-0.594306,15001,7,0,2687,00*1FC3","g0nzo,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",813,12:42:25,52.196306,-0.594306,15001,7,0,2687,0
"$$BoSS,814,12:42:40,52.196964,-0.592434,14824,8,0,2686,00*E9FF","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",814,12:42:40,52.196964,-0.592434,14824,8,0,2686,0
"$$BoSS,815,12:42:55,52.197741,-0.590130,14557,6,0,2686,00*E3B4","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",815,12:42:55,52.197741,-0.59013,14557,6,0,2686,0
"$$BoSS,816,12:43:05,52.198665,-0.587562,14271,6,0,2687,00*5E2C","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",816,12:43:05,52.198665,-0.587562,14271,6,0,2687,0
"$$BoSS,817,12:43:20,52.199344,-0.585686,14092,6,0,2685,00*9A68","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",817,12:43:20,52.199344,-0.585686,14092,6,0,2685,0
"$$BoSS,818,12:43:35,52.200306,-0.583151,13841,6,0,2684,00*A05B","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",818,12:43:35,52.200306,-0.583151,13841,6,0,2684,0
"$$BoSS,819,12:43:45,52.200882,-0.581460,13594,7,0,2684,00*E505","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",819,12:43:45,52.200882,-0.58146,13594,7,0,2684,0
"$$BoSS,820,12:44:00,52.201797,-0.578739,13429,8,0,2683,00*DBB3","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",820,12:44:00,52.201797,-0.578739,13429,8,0,2683,0
"$$BoSS,821,12:44:15,52.202635,-0.576264,13160,7,0,2683,00*D583","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",821,12:44:15,52.202635,-0.576264,13160,7,0,2683,0
"$$BoSS,822,12:44:25,52.203122,-0.574414,12908,7,0,2683,00*E1DA","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",822,12:44:25,52.203122,-0.574414,12908,7,0,2683,0
"$$BoSS,823,12:44:40,52.204005,-0.572255,12754,7,0,2683,00*D1FE","g0nzo,0x17,G0TDJ,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",823,12:44:40,52.204005,-0.572255,12754,7,0,2683,0
"$$BoSS,824,12:44:50,52.205188,-0.570075,12525,8,0,2683,00*1876","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",824,12:44:50,52.205188,-0.570075,12525,8,0,2683,0
"$$BoSS,825,12:45:05,52.205945,-0.569096,12365,7,0,2680,00*5AD1","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",825,12:45:05,52.205945,-0.569096,12365,7,0,2680,0
"$$BoSS,826,12:45:20,52.206779,-0.567907,12142,6,0,2679,00*8435","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",826,12:45:20,52.206779,-0.567907,12142,6,0,2679,0
"$$BoSS,827,12:45:30,52.207295,-0.566151,11922,6,0,2680,00*C25F","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,G0WXI,G6GZH",827,12:45:30,52.207295,-0.566151,11922,6,0,2680,0
"$$BoSS,828,12:45:45,52.207786,-0.565049,11765,6,0,2680,00*DA22","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",828,12:45:45,52.207786,-0.565049,11765,6,0,2680,0
"$$BoSS,829,12:46:00,52.208347,-0.563524,11524,7,0,2679,00*6393","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",829,12:46:00,52.208347,-0.563524,11524,7,0,2679,0
"$$BoSS,830,12:46:10,52.208689,-0.562099,11310,7,0,2678,00*E0C1","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",830,12:46:10,52.208689,-0.562099,11310,7,0,2678,0
"$$BoSS,831,12:46:25,52.208975,-0.561387,11159,7,0,2678,00*2A8D","g0nzo,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",831,12:46:25,52.208975,-0.561387,11159,7,0,2678,0
"$$BoSS,832,12:46:40,52.209990,-0.560147,10947,6,0,2678,00*CFEE","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",832,12:46:40,52.20999,-0.560147,10947,6,0,2678,0
"$$BoSS,833,12:46:50,52.211215,-0.560118,10730,5,0,2678,00*2EF2","G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",833,12:46:50,52.211215,-0.560118,10730,5,0,2678,0
"$$BoSS,834,12:47:05,52.211700,-0.560545,10586,7,0,2678,00*9E6F","G8DHE,0x17,G0TDJ,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",834,12:47:05,52.2117,-0.560545,10586,7,0,2678,0
"$$BoSS,835,12:47:20,52.212229,-0.561507,10390,7,0,2678,00*5885","g0nzo,G8DHE,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",835,12:47:20,52.212229,-0.561507,10390,7,0,2678,0
"$$BoSS,836,12:47:30,52.212025,-0.562214,10169,6,0,2676,00*8BB9","g0nzo,G8DHE,0x17,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",836,12:47:30,52.212025,-0.562214,10169,6,0,2676,0
"$$BoSS,837,12:47:45,52.211335,-0.563075,10022,5,0,2675,00*D5CB","g0nzo,0x17,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",837,12:47:45,52.211335,-0.563075,10022,5,0,2675,0
"$$BoSS,838,12:48:00,52.210444,-0.563653,9840,6,0,2674,00*1B72","g0nzo,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",838,12:48:00,52.210444,-0.563653,9840,6,0,2674,0
"$$BoSS,839,12:48:10,52.209912,-0.564000,9633,7,0,2673,00*4ED6","g0nzo,G8DHE,G0TDJ,M0NRD,G8KNN,G1DYQ,F1OIL,DutchMillbt,G0WXI,G6GZH",839,12:48:10,52.209912,-0.564,9633,7,0,2673,0
"$$BoSS,840,12:48:25,52.209214,-0.564894,9500,5,-1,2673,00*61EB","G8DHE,G0TDJ,F1OIL,G8KNN,G1DYQ,M0NRD,DutchMillbt,G0WXI,G6GZH",840,12:48:25,52.209214,-0.564894,9500,5,-1,2673,0
