_sentence,_receivers,sentence_id,time,date,latitude,longitude,altitude,satellites,temperature_internal,battery,solar_panel
"$$WB8ELK-12,169,192947,141004,34.1897,-83.8449,2895,10,6,1.49,0.00*B6FB",WB8ELK-12_APRS,169,19:29:47,141004,34.1897,-83.8449,2895,10,6,1.49,0.0
"$$WB8ELK-12,170,193047,141004,34.1872,-83.8318,2825,11,4,1.49,0.00*EF52",WB8ELK-12_APRS,170,19:30:47,141004,34.1872,-83.8318,2825,11,4,1.49,0.0
"$$WB8ELK-12,171,193147,141004,34.1849,-83.8190,2736,11,4,1.49,0.00*2AA5",WB8ELK-12_APRS,171,19:31:47,141004,34.1849,-83.819,2736,11,4,1.49,0.0
"$$WB8ELK-12,172,193247,141004,34.1825,-83.8067,2659,10,6,1.49,0.00*B4C5",WB8ELK-12_APRS,172,19:32:47,141004,34.1825,-83.8067,2659,10,6,1.49,0.0
"$$WB8ELK-12,173,193347,141004,34.1797,-83.7947,2598,9,7,1.49,0.00*CE15",WB8ELK-12_APRS,173,19:33:47,141004,34.1797,-83.7947,2598,9,7,1.49,0.0
"$$WB8ELK-12,174,193447,141004,34.1769,-83.7828,2559,9,7,1.49,0.00*5020",WB8ELK-12_APRS,174,19:34:47,141004,34.1769,-83.7828,2559,9,7,1.49,0.0
"$$WB8ELK-12,175,193547,141004,34.1741,-83.7713,2503,11,6,1.49,0.00*F685",WB8ELK-12_APRS,175,19:35:47,141004,34.1741,-83.7713,2503,11,6,1.49,0.0
"$$WB8ELK-12,176,193647,141004,34.1705,-83.7601,2476,8,6,1.49,0.00*289D",WB8ELK-12_APRS,176,19:36:47,141004,34.1705,-83.7601,2476,8,6,1.49,0.0
"$$WB8ELK-12,177,193747,141004,34.1665,-83.7492,2468,10,6,1.50,0.00*00B4",WB8ELK-12_APRS,177,19:37:47,141004,34.1665,-83.7492,2468,10,6,1.5,0.0
"$$WB8ELK-12,178,193847,141004,34.1624,-83.7376,2472,9,5,1.49,0.00*F68E",WB8ELK-12_APRS,178,19:38:47,141004,34.1624,-83.7376,2472,9,5,1.49,0.0
"$$WB8ELK-12,179,193947,141004,34.1624,-83.7376,2472,9,6,1.47,0.00*E25D",WB8ELK-12_APRS,179,19:39:47,141004,34.1624,-83.7376,2472,9,6,1.47,0.0
"$$WB8ELK-12,180,194047,141004,34.1624,-83.7376,2472,9,7,1.46,0.00*5CE7",WB8ELK-12_APRS,180,19:40:47,141004,34.1624,-83.7376,2472,9,7,1.46,0.0
"$$WB8ELK-12,181,194147,141004,34.1624,-83.7376,2472,9,7,1.46,0.00*B06D",WB8ELK-12_APRS,181,19:41:47,141004,34.1624,-83.7376,2472,9,7,1.46,0.0
"$$WB8ELK-12,182,194247,141004,34.1624,-83.7376,2472,9,11,1.45,0.00*6568",WB8ELK-12_APRS,182,19:42:47,141004,34.1624,-83.7376,2472,9,11,1.45,0.0
"$$WB8ELK-12,183,194347,141004,34.1402,-83.6800,2170,8,10,1.49,0.00*FE39",WB8ELK-12_APRS,183,19:43:47,141004,34.1402,-83.68,2170,8,10,1.49,0.0
"$$WB8ELK-12,184,194447,141004,34.1356,-83.6686,2157,8,8,1.49,0.00*C2A9",WB8ELK-12_APRS,184,19:44:47,141004,34.1356,-83.6686,2157,8,8,1.49,0.0
"$$WB8ELK-12,185,194547,141004,34.1308,-83.6571,2177,8,8,1.49,0.00*4E6F",WB8ELK-12_APRS,185,19:45:47,141004,34.1308,-83.6571,2177,8,8,1.49,0.0
"$$WB8ELK-12,186,194647,141004,34.1260,-83.6454,2178,8,7,1.49,0.00*C5E7",WB8ELK-12_APRS,186,19:46:47,141004,34.126,-83.6454,2178,8,7,1.49,0.0
"$$WB8ELK-12,187,194747,141004,34.1215,-83.6336,2098,9,8,1.50,0.00*4C1B",WB8ELK-12_APRS,187,19:47:47,141004,34.1215,-83.6336,2098,9,8,1.5,0.0
"$$WB8ELK-12,188,194847,141004,34.1166,-83.6222,1955,9,8,1.50,0.00*396A",WB8ELK-12_APRS,188,19:48:47,141004,34.1166,-83.6222,1955,9,8,1.5,0.0
"$$WB8ELK-12,189,194947,141004,34.1111,-83.6120,1842,6,7,1.50,0.00*4F73",WB8ELK-12_APRS,189,19:49:47,141004,34.1111,-83.612,1842,6,7,1.5,0.0
"$$WB8ELK-12,190,195047,141004,34.1054,-83.6027,1809,9,9,1.49,0.00*6B7C",WB8ELK-12_APRS,190,19:50:47,141004,34.1054,-83.6027,1809,9,9,1.49,0.0
"$$WB8ELK-12,191,195147,141004,34.0996,-83.5942,1797,9,7,1.50,0.00*419B",WB8ELK-12_APRS,191,19:51:47,141004,34.0996,-83.5942,1797,9,7,1.5,0.0
"$$WB8ELK-12,192,195247,141004,34.0937,-83.5860,1776,7,7,1.47,0.00*F8A4",WB8ELK-12_APRS,192,19:52:47,141004,34.0937,-83.586,1776,7,7,1.47,0.0
"$$WB8ELK-12,194,195447,141004,34.0820,-83.5698,1711,7,7,1.49,0.00*A78E",WB8ELK-12_APRS,194,19:54:47,141004,34.082,-83.5698,1711,7,7,1.49,0.0
"$$WB8ELK-12,195,195547,141004,34.0770,-83.5634,1649,8,7,1.49,0.00*0CDA",WB8ELK-12_APRS,195,19:55:47,141004,34.077,-83.5634,1649,8,7,1.49,0.0
"$$WB8ELK-12,196,195647,141004,34.0727,-83.5576,1603,9,5,1.49,0.00*43DD",WB8ELK-12_APRS,196,19:56:47,141004,34.0727,-83.5576,1603,9,5,1.49,0.0
"$$WB8ELK-12,200,200047,141004,34.0603,-83.5326,1351,9,6,1.49,0.00*26C0",WB8ELK-12_APRS,200,20:00:47,141004,34.0603,-83.5326,1351,9,6,1.49,0.0
"$$WB8ELK-12,202,200247,141004,34.0541,-83.5180,1175,9,8,1.50,0.00*F379",WB8ELK-12_APRS,202,20:02:47,141004,34.0541,-83.518,1175,9,8,1.5,0.0
"$$WB8ELK-12,203,200347,141004,34.0510,-83.5103,1091,6,9,1.49,0.00*E023",WB8ELK-12_APRS,203,20:03:47,141004,34.051,-83.5103,1091,6,9,1.49,0.0
"$$WB8ELK-12,204,200447,141004,34.0485,-83.5026,973,10,11,1.50,0.00*A6DE",WB8ELK-12_APRS,204,20:04:47,141004,34.0485,-83.5026,973,10,11,1.5,0.0
"$$WB8ELK-12,206,200647,141004,34.0439,-83.4873,658,8,12,1.50,0.00*B9FA",WB8ELK-12_APRS,206,20:06:47,141004,34.0439,-83.4873,658,8,12,1.5,0.0
"$$WB8ELK-12,207,200747,141004,34.0414,-83.4799,567,9,14,1.50,0.00*FB0A",WB8ELK-12_APRS,207,20:07:47,141004,34.0414,-83.4799,567,9,14,1.5,0.0
