_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery
"$$X0,416,12:33:10,52.44319,0.19641,6704,8,4.67*6ECA","M0UPU,G3ZGZ,PD3T,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",416,12:33:10,52.44319,0.19641,6704,8,4.67
"$$X0,417,12:33:22,52.44581,0.19934,6761,8,4.66*071F","M0UPU,G3ZGZ,PD3T,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,G0WXI,G6GZH",417,12:33:22,52.44581,0.19934,6761,8,4.66
"$$X0,418,12:33:34,52.44844,0.20234,6811,7,4.66*B73F","M0UPU,G3ZGZ,G0CXW,2E0KPI,G8ZBJ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",418,12:33:34,52.44844,0.20234,6811,7,4.66
"$$X0,419,12:33:46,52.45108,0.20533,6862,8,4.66*52EA","M0UPU,PD3T,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,PE1ANS,G0WXI,G6GZH",419,12:33:46,52.45108,0.20533,6862,8,4.66
"$$X0,420,12:33:58,52.45376,0.20833,6911,8,4.66*4EC0","G3ZGZ,PD3T,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",420,12:33:58,52.45376,0.20833,6911,8,4.66
"$$X0,421,12:34:10,52.45645,0.21137,6960,8,4.66*421E","M0UPU,G3ZGZ,PD3T,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",421,12:34:10,52.45645,0.21137,6960,8,4.66
"$$X0,422,12:34:22,52.45909,0.21441,7003,8,4.66*20BA","M0UPU,JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",422,12:34:22,52.45909,0.21441,7003,8,4.66
"$$X0,423,12:34:34,52.46177,0.21748,7042,8,4.66*8B4C","M0UPU,G3ZGZ,JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",423,12:34:34,52.46177,0.21748,7042,8,4.66
"$$X0,424,12:34:46,52.46451,0.22064,7098,7,4.66*76FB","G8ZBJ,JFS1,G0CXW,2E0KPI,M0UPU,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",424,12:34:46,52.46451,0.22064,7098,7,4.66
"$$X0,425,12:34:58,52.46725,0.22372,7142,8,4.66*0B6B","JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",425,12:34:58,52.46725,0.22372,7142,8,4.66
"$$X0,426,12:35:10,52.47006,0.22678,7189,8,4.65*F3C1","G3ZGZ,JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",426,12:35:10,52.47006,0.22678,7189,8,4.65
"$$X0,427,12:35:22,52.47292,0.22977,7233,8,4.66*5132","G8ZBJ,JFS1,G0CXW,2E0KPI,M0UPU,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",427,12:35:22,52.47292,0.22977,7233,8,4.66
"$$X0,428,12:35:34,52.47591,0.23289,7280,8,4.65*F7E0","M0UPU,PD3T,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",428,12:35:34,52.47591,0.23289,7280,8,4.65
"$$X0,429,12:35:46,52.47904,0.23620,7330,8,4.65*E714","G8ZBJ,PD3T,G0CXW,2E0KPI,M0UPU,G0HWW,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",429,12:35:46,52.47904,0.2362,7330,8,4.65
"$$X0,430,12:35:58,52.48211,0.23953,7388,8,4.65*456B","M0UPU,JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",430,12:35:58,52.48211,0.23953,7388,8,4.65
"$$X0,431,12:36:10,52.48540,0.24274,7446,8,4.65*262B","M0UPU,G3ZGZ,JFS1,G0CXW,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",431,12:36:10,52.4854,0.24274,7446,8,4.65
"$$X0,432,12:36:22,52.48851,0.24622,7492,8,4.64*4FC0","G8ZBJ,JFS1,G0CXW,2E0KPI,M0UPU,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",432,12:36:22,52.48851,0.24622,7492,8,4.64
"$$X0,433,12:36:34,52.49169,0.24980,7530,8,4.64*25EA","G8ZBJ,G3ZGZ,JFS1,G0CXW,2E0KPI,M0UPU,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",433,12:36:34,52.49169,0.2498,7530,8,4.64
"$$X0,434,12:36:46,52.49490,0.25345,7579,8,4.64*B96C","M0UPU,G3ZGZ,JFS1,G0CXW,2E0KPI,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",434,12:36:46,52.4949,0.25345,7579,8,4.64
"$$X0,435,12:36:58,52.49808,0.25706,7632,8,4.64*5D53","G8ZBJ,PD3T,G0CXW,2E0KPI,M0UPU,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",435,12:36:58,52.49808,0.25706,7632,8,4.64
"$$X0,436,12:37:10,52.50141,0.26065,7699,8,4.64*9C3F","JFS1,G0CXW,2E0KPI,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",436,12:37:10,52.50141,0.26065,7699,8,4.64
"$$X0,437,12:37:22,52.50466,0.26438,7757,8,4.63*7B86","M0UPU,G3ZGZ,PD3T,G0CXW,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",437,12:37:22,52.50466,0.26438,7757,8,4.63
"$$X0,438,12:37:34,52.50795,0.26807,7806,8,4.63*0FCE","G0CXW,EDU001,2E0KPI,G8ZBJ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",438,12:37:34,52.50795,0.26807,7806,8,4.63
"$$X0,439,12:37:46,52.51130,0.27166,7859,8,4.64*5ED0","M0UPU,G3ZGZ,PD3T,G0CXW,2E0KPI,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",439,12:37:46,52.5113,0.27166,7859,8,4.64
"$$X0,440,12:37:58,52.51456,0.27516,7915,8,4.63*3C69","M0UPU,PD3T,G0CXW,EDU001,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",440,12:37:58,52.51456,0.27516,7915,8,4.63
"$$X0,441,12:38:10,52.51788,0.27866,7982,8,4.63*BA20","JFS1,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",441,12:38:10,52.51788,0.27866,7982,8,4.63
"$$X0,442,12:38:22,52.52145,0.28217,8036,8,4.63*5175","G3ZGZ,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",442,12:38:22,52.52145,0.28217,8036,8,4.63
"$$X0,443,12:38:34,52.52508,0.28572,8095,8,4.63*8510","G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",443,12:38:34,52.52508,0.28572,8095,8,4.63
"$$X0,444,12:38:46,52.52882,0.28930,8145,8,4.62*C522","G3ZGZ,PD3T,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",444,12:38:46,52.52882,0.2893,8145,8,4.62
"$$X0,445,12:38:58,52.53258,0.29289,8190,8,4.62*448C","M0UPU,G3ZGZ,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",445,12:38:58,52.53258,0.29289,8190,8,4.62
"$$X0,446,12:39:10,52.53645,0.29658,8238,8,4.62*95AD","M0UPU,PD3T,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G8KNN,G8KHW,PE1ANS,G0WXI,G6GZH",446,12:39:10,52.53645,0.29658,8238,8,4.62
"$$X0,447,12:39:22,52.54036,0.30023,8281,8,4.62*0100","F5APQ,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",447,12:39:22,52.54036,0.30023,8281,8,4.62
"$$X0,448,12:39:34,52.54433,0.30397,8330,8,4.62*F761","G8ZBJ,G0CXW,amell,EDU001,2E0KPI,F5APQ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T,M0UPU",448,12:39:34,52.54433,0.30397,8330,8,4.62
"$$X0,449,12:39:46,52.54833,0.30756,8382,8,4.62*867D","M0UPU,PD3T,G0CXW,amell,EDU001,2E0KPI,F5APQ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,G6GZH",449,12:39:46,52.54833,0.30756,8382,8,4.62
"$$X0,450,12:39:58,52.55234,0.31113,8429,8,4.62*91D6","F5APQ,G3ZGZ,G0CXW,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",450,12:39:58,52.55234,0.31113,8429,8,4.62
"$$X0,451,12:40:10,52.55638,0.31461,8465,8,4.62*CE54","G8ZBJ,G3ZGZ,PD3T,G0CXW,EDU001,2E0KPI,F5APQ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,M0UPU",451,12:40:10,52.55638,0.31461,8465,8,4.62
"$$X0,452,12:40:22,52.56045,0.31825,8511,8,4.61*EBDD","F5APQ,G3ZGZ,G0CXW,amell,EDU001,PD3T,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",452,12:40:22,52.56045,0.31825,8511,8,4.61
"$$X0,453,12:40:34,52.56456,0.32196,8561,8,4.61*8BC0","G8ZBJ,G3ZGZ,JFS1,G0CXW,amell,EDU001,2E0KPI,F5APQ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",453,12:40:34,52.56456,0.32196,8561,8,4.61
"$$X0,454,12:40:46,52.56870,0.32561,8603,8,4.61*C7D2","F5APQ,JFS1,amell,EDU001,2E0KPI,G8ZBJ,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",454,12:40:46,52.5687,0.32561,8603,8,4.61
"$$X0,455,12:40:58,52.57273,0.32925,8641,8,4.60*DD69","G3ZGZ,JFS1,amell,EDU001,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",455,12:40:58,52.57273,0.32925,8641,8,4.6
"$$X0,456,12:41:10,52.57667,0.33292,8692,8,4.61*A3D8","F5APQ,G0CXW,amell,EDU001,PD3T,M0UPU,G8KNN,G8KHW,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,G6GZH",456,12:41:10,52.57667,0.33292,8692,8,4.61
"$$X0,457,12:41:22,52.58061,0.33650,8747,8,4.60*C418","G8ZBJ,G3ZGZ,JFS1,G0CXW,PD3T,amell,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,M0UPU",457,12:41:22,52.58061,0.3365,8747,8,4.6
"$$X0,458,12:41:34,52.58459,0.34008,8801,8,4.60*2CB8","G8ZBJ,PD3T,G0CXW,amell,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8KHW,PE1ANS,G0WXI,G6GZH,M0UPU",458,12:41:34,52.58459,0.34008,8801,8,4.6
"$$X0,459,12:41:46,52.58872,0.34369,8853,8,4.59*F56A","M0UPU,G3ZGZ,JFS1,G0CXW,EDU001,PD3T,F5APQ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",459,12:41:46,52.58872,0.34369,8853,8,4.59
"$$X0,460,12:41:58,52.59314,0.34766,8923,8,4.60*4539","F5APQ,G0CXW,EDU001,2E0KPI,G8ZBJ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",460,12:41:58,52.59314,0.34766,8923,8,4.6
"$$X0,461,12:42:10,52.59756,0.35159,8970,8,4.60*A04E","F5APQ,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",461,12:42:10,52.59756,0.35159,8970,8,4.6
"$$X0,462,12:42:22,52.60192,0.35541,9030,8,4.60*5051","F5APQ,G0CXW,amell,EDU001,G6GZH,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",462,12:42:22,52.60192,0.35541,9030,8,4.6
"$$X0,463,12:42:34,52.60654,0.35918,9095,8,4.60*1338","PD3T,G0CXW,amell,EDU001,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8KHW,PE1ANS,G0WXI,G6GZH",463,12:42:34,52.60654,0.35918,9095,8,4.6
"$$X0,464,12:42:46,52.61113,0.36287,9142,8,4.59*975F","G8ZBJ,PD3T,G0CXW,amell,EDU001,2E0KPI,M0UPU,G0HWW,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",464,12:42:46,52.61113,0.36287,9142,8,4.59
"$$X0,465,12:42:58,52.61563,0.36660,9176,8,4.59*47DD","G0CXW,amell,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",465,12:42:58,52.61563,0.3666,9176,8,4.59
"$$X0,466,12:43:10,52.62021,0.37053,9234,8,4.59*CBA1","F5APQ,G0CXW,amell,EDU001,PD3T,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH,M0UPU",466,12:43:10,52.62021,0.37053,9234,8,4.59
"$$X0,467,12:43:22,52.62493,0.37439,9292,8,4.59*D47E","M0UPU,G0CXW,EDU001,PD3T,G8ZBJ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",467,12:43:22,52.62493,0.37439,9292,8,4.59
"$$X0,468,12:43:34,52.62958,0.37864,9351,8,4.58*6A06","M0UPU,G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,PD3T",468,12:43:34,52.62958,0.37864,9351,8,4.58
"$$X0,469,12:43:46,52.63415,0.38304,9409,8,4.58*139B","PD3T,G0CXW,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,G6GZH",469,12:43:46,52.63415,0.38304,9409,8,4.58
"$$X0,470,12:43:58,52.63874,0.38733,9468,8,4.58*FA04","G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",470,12:43:58,52.63874,0.38733,9468,8,4.58
"$$X0,471,12:44:10,52.64329,0.39164,9513,8,4.57*5367","M0UPU,G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",471,12:44:10,52.64329,0.39164,9513,8,4.57
"$$X0,472,12:44:22,52.64795,0.39599,9563,8,4.58*67F9","G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",472,12:44:22,52.64795,0.39599,9563,8,4.58
"$$X0,473,12:44:34,52.65267,0.40038,9617,8,4.58*72F8","G8ZBJ,G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G0WXI,PD3T",473,12:44:34,52.65267,0.40038,9617,8,4.58
"$$X0,474,12:44:46,52.65749,0.40408,9634,7,4.57*0E75","M0UPU,G0CXW,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8KHW,G8FJG_1,PE1ANS,G8ZBJ,PC1PCL,G0WXI,PD3T",474,12:44:46,52.65749,0.40408,9634,7,4.57
"$$X0,475,12:44:58,52.66226,0.40819,9667,8,4.57*2207","M0UPU,PD3T,G0CXW,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,G6GZH",475,12:44:58,52.66226,0.40819,9667,8,4.57
"$$X0,476,12:45:10,52.66695,0.41253,9740,8,4.57*467D","F5APQ,G4FUI,EDU001,2E0KPI,G8ZBJ,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",476,12:45:10,52.66695,0.41253,9740,8,4.57
"$$X0,477,12:45:22,52.67176,0.41662,9801,7,4.56*AB14","M0UPU,G4FUI,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",477,12:45:22,52.67176,0.41662,9801,7,4.56
"$$X0,478,12:45:34,52.67668,0.42072,9857,8,4.56*E5D3","G4FUI,PD3T,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",478,12:45:34,52.67668,0.42072,9857,8,4.56
"$$X0,479,12:45:46,52.68144,0.42480,9914,8,4.56*8F60","F5APQ,G4FUI,EDU001,2E0KPI,M0UPU,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",479,12:45:46,52.68144,0.4248,9914,8,4.56
"$$X0,480,12:45:58,52.68603,0.42884,9968,8,4.56*4C46","M0UPU,G4FUI,PD3T,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,G6GZH",480,12:45:58,52.68603,0.42884,9968,8,4.56
"$$X0,481,12:46:10,52.69082,0.43298,10015,8,4.56*3130","F5APQ,G4FUI,PD3T,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",481,12:46:10,52.69082,0.43298,10015,8,4.56
"$$X0,482,12:46:22,52.69574,0.43711,10055,8,4.56*52C7","F5APQ,G4FUI,PD3T,EDU001,2E0KPI,G8ZBJ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,M0UPU",482,12:46:22,52.69574,0.43711,10055,8,4.56
"$$X0,483,12:46:34,52.70069,0.44150,10103,8,4.55*F55E","M0UPU,G4FUI,PD3T,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",483,12:46:34,52.70069,0.4415,10103,8,4.55
"$$X0,484,12:46:46,52.70566,0.44566,10165,8,4.56*E8D5","G4FUI,PD3T,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",484,12:46:46,52.70566,0.44566,10165,8,4.56
"$$X0,485,12:46:58,52.71054,0.44999,10211,8,4.56*FA99","F5APQ,G4FUI,PD3T,EDU001,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",485,12:46:58,52.71054,0.44999,10211,8,4.56
"$$X0,486,12:47:10,52.71545,0.45429,10253,8,4.55*2C83","F5APQ,G4FUI,PD3T,EDU001,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,G6GZH",486,12:47:10,52.71545,0.45429,10253,8,4.55
"$$X0,487,12:47:22,52.72029,0.45886,10310,8,4.55*ECCD","F5APQ,G4FUI,PD3T,EDU001,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",487,12:47:22,52.72029,0.45886,10310,8,4.55
"$$X0,488,12:47:34,52.72498,0.46341,10365,8,4.54*E63E","F5APQ,EDU001,2E0KPI,G8ZBJ,G6GZH,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",488,12:47:34,52.72498,0.46341,10365,8,4.54
"$$X0,489,12:47:46,52.72952,0.46806,10410,8,4.55*27BB","M0UPU,G4FUI,EDU001,2E0KPI,F5APQ,G6GZH,G8KNN,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,PD3T",489,12:47:46,52.72952,0.46806,10410,8,4.55
"$$X0,490,12:47:58,52.73404,0.47267,10466,8,4.54*5E17","PD3T,EDU001,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",490,12:47:58,52.73404,0.47267,10466,8,4.54
"$$X0,491,12:48:10,52.73850,0.47720,10514,8,4.55*012B","F5APQ,PD3T,EDU001,2E0KPI,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",491,12:48:10,52.7385,0.4772,10514,8,4.55
"$$X0,492,12:48:21,52.74250,0.48143,10565,8,4.54*C183","M0UPU,G4FUI,EDU001,2E0KPI,F5APQ,G6GZH,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",492,12:48:21,52.7425,0.48143,10565,8,4.54
"$$X0,493,12:48:33,52.74684,0.48588,10614,8,4.53*95DF","G4FUI,EDU001,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",493,12:48:33,52.74684,0.48588,10614,8,4.53
"$$X0,494,12:48:45,52.75114,0.49034,10675,8,4.54*8C0C","F5APQ,G4FUI,EDU001,G6GZH,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",494,12:48:45,52.75114,0.49034,10675,8,4.54
"$$X0,495,12:48:57,52.75545,0.49505,10728,8,4.53*E9F7","M0UPU,G4FUI,EDU001,G6GZH,F5APQ,G8KNN,PE1ANS,G0WXI,PD3T",495,12:48:57,52.75545,0.49505,10728,8,4.53
"$$X0,496,12:49:09,52.75963,0.49967,10775,8,4.53*0DBD","G4FUI,EDU001,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",496,12:49:09,52.75963,0.49967,10775,8,4.53
"$$X0,497,12:49:21,52.76392,0.50443,10821,8,4.53*F695","F5APQ,G4FUI,EDU001,PD3T,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",497,12:49:21,52.76392,0.50443,10821,8,4.53
"$$X0,498,12:49:33,52.76818,0.50934,10873,8,4.53*AAC5","G4FUI,EDU001,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",498,12:49:33,52.76818,0.50934,10873,8,4.53
"$$X0,499,12:49:45,52.77237,0.51413,10915,8,4.53*6958","F5APQ,G4FUI,EDU001,G6GZH,G8ZBJ,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",499,12:49:45,52.77237,0.51413,10915,8,4.53
"$$X0,500,12:49:57,52.77639,0.51860,10964,8,4.53*52DD","M0UPU,G4FUI,EDU001,G6GZH,F5APQ,G8KNN,G8FJG_1,PE1ANS,G8ZBJ,G0WXI,PD3T",500,12:49:57,52.77639,0.5186,10964,8,4.53
"$$X0,501,12:50:09,52.78039,0.52272,11017,7,4.52*F169","G4FUI,G0CXW,EDU001,F5APQ,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",501,12:50:09,52.78039,0.52272,11017,7,4.52
"$$X0,502,12:50:21,52.78428,0.52618,11095,8,4.53*BD50","G4FUI,G0CXW,EDU001,F5APQ,PE1ANS,PC1PCL,G0WXI,G6GZH",502,12:50:21,52.78428,0.52618,11095,8,4.53
"$$X0,503,12:50:33,52.78860,0.52954,11182,8,4.52*0F63","F5APQ,G4FUI,G8DHE,G0CXW,EDU001,G6GZH,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",503,12:50:33,52.7886,0.52954,11182,8,4.52
"$$X0,504,12:50:45,52.79307,0.53293,11247,8,4.51*9E58","G4FUI,G8DHE,PD3T,G0CXW,EDU001,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",504,12:50:45,52.79307,0.53293,11247,8,4.51
"$$X0,505,12:50:57,52.79728,0.53620,11308,8,4.52*AF43","F5APQ,G4FUI,G8DHE,EDU001,2E0KPI,M0UPU,G6GZH,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",505,12:50:57,52.79728,0.5362,11308,8,4.52
"$$X0,506,12:51:09,52.80157,0.53940,11363,8,4.51*D297","G4FUI,G8DHE,PD3T,G0CXW,EDU001,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",506,12:51:09,52.80157,0.5394,11363,8,4.51
"$$X0,507,12:51:21,52.80590,0.54280,11416,8,4.51*3C1E","M0UPU,G4FUI,G0CXW,EDU001,G6GZH,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",507,12:51:21,52.8059,0.5428,11416,8,4.51
"$$X0,508,12:51:33,52.81024,0.54606,11459,8,4.51*92D3","G4FUI,G8DHE,G0CXW,amell,EDU001,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",508,12:51:33,52.81024,0.54606,11459,8,4.51
"$$X0,509,12:51:45,52.81452,0.54948,11517,8,4.51*12E3","G4FUI,G8DHE,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",509,12:51:45,52.81452,0.54948,11517,8,4.51
"$$X0,510,12:51:57,52.81890,0.55297,11563,8,4.51*F96C","F5APQ,G4FUI,PD3T,G0CXW,amell,EDU001,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",510,12:51:57,52.8189,0.55297,11563,8,4.51
"$$X0,511,12:52:09,52.82325,0.55643,11615,8,4.51*072C","F5APQ,G4FUI,G0CXW,amell,EDU001,PD3T,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",511,12:52:09,52.82325,0.55643,11615,8,4.51
"$$X0,512,12:52:21,52.82768,0.55997,11662,8,4.51*8B9D","G4FUI,G8DHE,G0CXW,amell,EDU001,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",512,12:52:21,52.82768,0.55997,11662,8,4.51
"$$X0,513,12:52:33,52.83217,0.56362,11713,8,4.50*CAED","G4FUI,G8DHE,G0CXW,amell,EDU001,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",513,12:52:33,52.83217,0.56362,11713,8,4.5
"$$X0,514,12:52:45,52.83649,0.56730,11757,8,4.50*2631","M0UPU,G4FUI,G8DHE,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",514,12:52:45,52.83649,0.5673,11757,8,4.5
