_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,satellites,battery
"$$X0,515,12:52:57,52.84083,0.57117,11808,8,4.50*EB9B","M0UPU,G4FUI,G8DHE,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",515,12:52:57,52.84083,0.57117,11808,8,4.5
"$$X0,516,12:53:09,52.84503,0.57512,11871,8,4.49*E2CD","F5APQ,G4FUI,amell,EDU001,PD3T,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",516,12:53:09,52.84503,0.57512,11871,8,4.49
"$$X0,517,12:53:21,52.84914,0.57905,11919,8,4.49*EB84","M0UPU,G4FUI,PD3T,G0CXW,amell,EDU001,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",517,12:53:21,52.84914,0.57905,11919,8,4.49
"$$X0,518,12:53:33,52.85319,0.58304,11973,8,4.49*113E","G4FUI,G8DHE,G0CXW,amell,EDU001,G3ZGZ,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",518,12:53:33,52.85319,0.58304,11973,8,4.49
"$$X0,519,12:53:45,52.85710,0.58725,12034,8,4.49*2AE2","M0UPU,G4FUI,G0CXW,amell,EDU001,G3ZGZ,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",519,12:53:45,52.8571,0.58725,12034,8,4.49
"$$X0,520,12:53:57,52.86094,0.59156,12098,7,4.49*A75B","M0UPU,G4FUI,G0CXW,amell,EDU001,G3ZGZ,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",520,12:53:57,52.86094,0.59156,12098,7,4.49
"$$X0,521,12:54:09,52.86478,0.59585,12147,8,4.48*F563","G4FUI,G8DHE,PD3T,G0CXW,amell,EDU001,G3ZGZ,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",521,12:54:09,52.86478,0.59585,12147,8,4.48
"$$X0,522,12:54:21,52.86860,0.60004,12198,7,4.49*ABF2","G4FUI,G0CXW,amell,EDU001,2E0KPI,F5APQ,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",522,12:54:21,52.8686,0.60004,12198,7,4.49
"$$X0,523,12:54:33,52.87222,0.60410,12253,8,4.49*08AD","M0UPU,G4FUI,G8DHE,PD3T,G0CXW,amell,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",523,12:54:33,52.87222,0.6041,12253,8,4.49
"$$X0,524,12:54:45,52.87588,0.60784,12295,8,4.48*4069","M0UPU,G4FUI,G0CXW,amell,EDU001,G3ZGZ,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",524,12:54:45,52.87588,0.60784,12295,8,4.48
"$$X0,525,12:54:57,52.87954,0.61155,12340,8,4.48*4FE9","F5APQ,G4FUI,amell,EDU001,G3ZGZ,PD3T,M0UPU,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",525,12:54:57,52.87954,0.61155,12340,8,4.48
"$$X0,526,12:55:09,52.88307,0.61514,12387,8,4.48*BFB0","M0UPU,G4FUI,G8DHE,G0CXW,amell,EDU001,G3ZGZ,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",526,12:55:09,52.88307,0.61514,12387,8,4.48
"$$X0,527,12:55:21,52.88655,0.61861,12453,8,4.48*8969","M0UPU,G4FUI,G8DHE,G0CXW,amell,EDU001,G3ZGZ,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",527,12:55:21,52.88655,0.61861,12453,8,4.48
"$$X0,528,12:55:33,52.89001,0.62226,12519,8,4.47*D91B","G4FUI,PE2G,G0CXW,amell,EDU001,G3ZGZ,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",528,12:55:33,52.89001,0.62226,12519,8,4.47
"$$X0,529,12:55:45,52.89350,0.62626,12581,8,4.47*34D6","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,G4FUI,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",529,12:55:45,52.8935,0.62626,12581,8,4.47
"$$X0,530,12:55:57,52.89708,0.63034,12641,7,4.47*1872","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,G4FUI,PD3T,F5APQ,G0HWW,G8KNN,PE1ANS,G0WXI,G6GZH",530,12:55:57,52.89708,0.63034,12641,7,4.47
"$$X0,531,12:56:09,52.90052,0.63440,12678,8,4.47*FA3B","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,G4FUI,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",531,12:56:09,52.90052,0.6344,12678,8,4.47
"$$X0,532,12:56:21,52.90384,0.63852,12730,8,4.47*A266","F5APQ,G3ZGZ,PE2G,G0CXW,amell,EDU001,G4FUI,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",532,12:56:21,52.90384,0.63852,12730,8,4.47
"$$X0,533,12:56:33,52.90711,0.64240,12769,8,4.47*27EB","G4FUI,G8DHE,PD3T,G0CXW,amell,G3ZGZ,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",533,12:56:33,52.90711,0.6424,12769,8,4.47
"$$X0,534,12:56:45,52.91028,0.64622,12829,8,4.47*324D","G4FUI,G8DHE,2E0NRD,G0CXW,amell,G3ZGZ,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",534,12:56:45,52.91028,0.64622,12829,8,4.47
"$$X0,535,12:56:57,52.91336,0.64994,12887,8,4.47*5014","M0UPU,G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",535,12:56:57,52.91336,0.64994,12887,8,4.47
"$$X0,536,12:57:09,52.91650,0.65365,12945,8,4.46*1F50","G4FUI,G8DHE,PE2G,2E0NRD,G0CXW,amell,G3ZGZ,PD3T,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",536,12:57:09,52.9165,0.65365,12945,8,4.46
"$$X0,537,12:57:21,52.91963,0.65725,12991,8,4.46*0CCF","M0UPU,G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,G4FUI,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",537,12:57:21,52.91963,0.65725,12991,8,4.46
"$$X0,538,12:57:33,52.92282,0.66093,13046,8,4.47*13E8","G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,EDU001,G4FUI,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",538,12:57:33,52.92282,0.66093,13046,8,4.47
"$$X0,539,12:57:45,52.92603,0.66484,13087,8,4.46*620F","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",539,12:57:45,52.92603,0.66484,13087,8,4.46
"$$X0,540,12:57:57,52.92937,0.66884,13110,8,4.46*1820","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,G4FUI,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",540,12:57:57,52.92937,0.66884,13110,8,4.46
"$$X0,541,12:58:09,52.93249,0.67335,13161,8,4.46*A70F","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",541,12:58:09,52.93249,0.67335,13161,8,4.46
"$$X0,542,12:58:21,52.93554,0.67802,13211,8,4.46*1935","M0UPU,G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,EDU001,G4FUI,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",542,12:58:21,52.93554,0.67802,13211,8,4.46
"$$X0,543,12:58:33,52.93849,0.68232,13247,8,4.46*A0D3","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,G4FUI,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",543,12:58:33,52.93849,0.68232,13247,8,4.46
"$$X0,544,12:58:45,52.94137,0.68669,13288,8,4.45*523B","M0UPU,G4FUI,G8DHE,PE2G,G0CXW,amell,EDU001,G3ZGZ,PD3T,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",544,12:58:45,52.94137,0.68669,13288,8,4.45
"$$X0,545,12:58:57,52.94430,0.69094,13348,8,4.45*2BFD","G3ZGZ,G8DHE,PD3T,G0CXW,amell,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",545,12:58:57,52.9443,0.69094,13348,8,4.45
"$$X0,546,12:59:09,52.94707,0.69515,13403,8,4.44*484B","F5APQ,G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,EDU001,2E0KPI,M0UPU,G6GZH,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",546,12:59:09,52.94707,0.69515,13403,8,4.44
"$$X0,547,12:59:21,52.94982,0.69899,13455,8,4.45*02E0","G3ZGZ,G8DHE,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",547,12:59:21,52.94982,0.69899,13455,8,4.45
"$$X0,548,12:59:33,52.95254,0.70249,13510,8,4.44*4579","G3ZGZ,G8DHE,2E0NRD,amell,PD3T,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",548,12:59:33,52.95254,0.70249,13510,8,4.44
"$$X0,549,12:59:45,52.95519,0.70564,13571,8,4.44*E137","M0UPU,G3ZGZ,2E0NRD,G0CXW,amell,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",549,12:59:45,52.95519,0.70564,13571,8,4.44
"$$X0,550,12:59:57,52.95782,0.70869,13623,8,4.44*0105","F5APQ,G3ZGZ,G8DHE,2E0NRD,amell,G6GZH,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",550,12:59:57,52.95782,0.70869,13623,8,4.44
"$$X0,551,13:00:09,52.96060,0.71187,13680,8,4.44*9D4C","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,EDU001,PD3T,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",551,13:00:09,52.9606,0.71187,13680,8,4.44
"$$X0,552,13:00:21,52.96338,0.71502,13732,8,4.44*1E6A","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",552,13:00:21,52.96338,0.71502,13732,8,4.44
"$$X0,553,13:00:33,52.96642,0.71818,13785,8,4.44*A972","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,G6GZH,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",553,13:00:33,52.96642,0.71818,13785,8,4.44
"$$X0,554,13:00:45,52.96942,0.72132,13842,8,4.44*5B54","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,G6GZH,M0UPU,G8KNN,G8FJG_1,G0WXI,PD3T",554,13:00:45,52.96942,0.72132,13842,8,4.44
"$$X0,555,13:00:57,52.97232,0.72459,13905,8,4.44*D3BA","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,G4FUI,PD3T,F5APQ,G8KNN,G8FJG_1,PC1PCL,G0WXI,G6GZH",555,13:00:57,52.97232,0.72459,13905,8,4.44
"$$X0,556,13:01:09,52.97518,0.72822,13959,8,4.44*460B","M0UPU,G3ZGZ,G8DHE,2E0NRD,G0CXW,amell,G6GZH,F5APQ,G8KNN,G8FJG_1,G0WXI,PD3T",556,13:01:09,52.97518,0.72822,13959,8,4.44
"$$X0,557,13:01:21,52.97791,0.73206,14019,8,4.43*7F60","G3ZGZ,G8DHE,PE2G,G0CXW,amell,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",557,13:01:21,52.97791,0.73206,14019,8,4.43
"$$X0,558,13:01:33,52.98051,0.73606,14076,8,4.44*2923","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",558,13:01:33,52.98051,0.73606,14076,8,4.44
"$$X0,559,13:01:45,52.98312,0.73993,14132,8,4.43*DCC6","G8DHE,PE2G,G0CXW,amell,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",559,13:01:45,52.98312,0.73993,14132,8,4.43
"$$X0,560,13:01:57,52.98565,0.74385,14185,8,4.42*66F9","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,G6GZH,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",560,13:01:57,52.98565,0.74385,14185,8,4.42
"$$X0,561,13:02:09,52.98807,0.74799,14232,8,4.43*B905","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",561,13:02:09,52.98807,0.74799,14232,8,4.43
"$$X0,562,13:02:21,52.99037,0.75240,14298,8,4.42*8FC8","G3ZGZ,G8DHE,PE2G,amell,G6GZH,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",562,13:02:21,52.99037,0.7524,14298,8,4.42
"$$X0,563,13:02:33,52.99266,0.75638,14346,8,4.43*7AE9","M0UPU,G8DHE,PE2G,amell,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",563,13:02:33,52.99266,0.75638,14346,8,4.43
"$$X0,564,13:02:45,52.99486,0.76060,14386,8,4.42*3712","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",564,13:02:45,52.99486,0.7606,14386,8,4.42
"$$X0,565,13:02:57,52.99709,0.76473,14437,8,4.42*7E28","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",565,13:02:57,52.99709,0.76473,14437,8,4.42
"$$X0,566,13:03:09,52.99933,0.76867,14489,8,4.42*A07F","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",566,13:03:09,52.99933,0.76867,14489,8,4.42
"$$X0,567,13:03:21,53.00167,0.77261,14541,8,4.42*5E0D","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",567,13:03:21,53.00167,0.77261,14541,8,4.42
"$$X0,568,13:03:33,53.00390,0.77656,14599,8,4.42*B8DD","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,G6GZH,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",568,13:03:33,53.0039,0.77656,14599,8,4.42
"$$X0,569,13:03:45,53.00590,0.78056,14653,8,4.42*CEB3","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,G6GZH,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",569,13:03:45,53.0059,0.78056,14653,8,4.42
"$$X0,570,13:03:57,53.00777,0.78420,14700,8,4.42*C2D4","M0UPU,G3ZGZ,PE2G,amell,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",570,13:03:57,53.00777,0.7842,14700,8,4.42
"$$X0,571,13:04:09,53.00959,0.78810,14745,8,4.42*959A","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,PD3T,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",571,13:04:09,53.00959,0.7881,14745,8,4.42
"$$X0,572,13:04:21,53.01150,0.79184,14793,8,4.42*E846","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",572,13:04:21,53.0115,0.79184,14793,8,4.42
"$$X0,573,13:04:33,53.01354,0.79561,14838,8,4.41*324D","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,amell,G4FUI,2E0KPI,F5APQ,MH,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI",573,13:04:33,53.01354,0.79561,14838,8,4.41
"$$X0,574,13:04:45,53.01547,0.79908,14878,8,4.41*3BA5","M0UPU,G3ZGZ,PE2G,2E0NRD,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",574,13:04:45,53.01547,0.79908,14878,8,4.41
"$$X0,575,13:04:57,53.01747,0.80239,14940,8,4.41*452D","G4FUI,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",575,13:04:57,53.01747,0.80239,14940,8,4.41
"$$X0,576,13:05:09,53.01964,0.80554,14995,8,4.41*5078","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",576,13:05:09,53.01964,0.80554,14995,8,4.41
"$$X0,577,13:05:21,53.02169,0.80875,15050,8,4.40*D040","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI",577,13:05:21,53.02169,0.80875,15050,8,4.4
"$$X0,578,13:05:33,53.02350,0.81197,15098,8,4.40*DE89","G3ZGZ,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",578,13:05:33,53.0235,0.81197,15098,8,4.4
"$$X0,579,13:05:45,53.02524,0.81526,15141,8,4.40*D3BC","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",579,13:05:45,53.02524,0.81526,15141,8,4.4
"$$X0,580,13:05:57,53.02698,0.81857,15187,8,4.40*F813","F5APQ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",580,13:05:57,53.02698,0.81857,15187,8,4.4
"$$X0,581,13:06:09,53.02840,0.82195,15243,8,4.40*DF72","G3ZGZ,G8DHE,PE2G,2E0NRD,EDU001,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",581,13:06:09,53.0284,0.82195,15243,8,4.4
"$$X0,582,13:06:21,53.02983,0.82513,15304,8,4.40*FAE0","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",582,13:06:21,53.02983,0.82513,15304,8,4.4
"$$X0,583,13:06:33,53.03136,0.82818,15363,8,4.40*1368","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",583,13:06:33,53.03136,0.82818,15363,8,4.4
"$$X0,584,13:06:45,53.03282,0.83136,15413,8,4.40*D095","F5APQ,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,EDU001,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",584,13:06:45,53.03282,0.83136,15413,8,4.4
"$$X0,585,13:06:57,53.03425,0.83481,15459,8,4.40*8B09","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",585,13:06:57,53.03425,0.83481,15459,8,4.4
"$$X0,586,13:07:09,53.03568,0.83828,15510,8,4.40*DB91","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,MH,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",586,13:07:09,53.03568,0.83828,15510,8,4.4
"$$X0,587,13:07:21,53.03717,0.84165,15567,8,4.40*F748","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,amell,MH,PD3T,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",587,13:07:21,53.03717,0.84165,15567,8,4.4
"$$X0,588,13:07:33,53.03879,0.84505,15620,8,4.40*F37C","G3ZGZ,G8DHE,PE2G,G0CXW,amell,EDU001,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",588,13:07:33,53.03879,0.84505,15620,8,4.4
"$$X0,589,13:07:45,53.04021,0.84863,15682,8,4.40*CC4E","G3ZGZ,PE2G,G0CXW,EDU001,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,G0WXI,PD3T",589,13:07:45,53.04021,0.84863,15682,8,4.4
"$$X0,590,13:07:57,53.04174,0.85183,15733,8,4.40*A224","G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",590,13:07:57,53.04174,0.85183,15733,8,4.4
"$$X0,591,13:08:09,53.04310,0.85484,15778,8,4.39*9DC0","M0UPU,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",591,13:08:09,53.0431,0.85484,15778,8,4.39
"$$X0,592,13:08:21,53.04439,0.85776,15846,8,4.39*E590","G3ZGZ,G8DHE,PE2G,2E0NRD,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",592,13:08:21,53.04439,0.85776,15846,8,4.39
"$$X0,593,13:08:33,53.04560,0.86024,15919,8,4.39*E001","G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,F5APQ,G8KNN,PE1ANS,PC1PCL,G0WXI,G6GZH",593,13:08:33,53.0456,0.86024,15919,8,4.39
"$$X0,594,13:08:45,53.04676,0.86225,15993,8,4.39*002D","G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",594,13:08:45,53.04676,0.86225,15993,8,4.39
"$$X0,595,13:08:57,53.04808,0.86455,16082,8,4.38*F1C4","F5APQ,G3ZGZ,G8DHE,PE2G,G0CXW,EDU001,MH,2E0KPI,M0UPU,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",595,13:08:57,53.04808,0.86455,16082,8,4.38
"$$X0,596,13:09:09,53.04953,0.86601,16153,8,4.38*87E3","M0UPU,G3ZGZ,G8DHE,PE2G,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",596,13:09:09,53.04953,0.86601,16153,8,4.38
"$$X0,597,13:09:21,53.05113,0.86747,16210,8,4.39*4E02","G3ZGZ,G8DHE,PE2G,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",597,13:09:21,53.05113,0.86747,16210,8,4.39
"$$X0,599,13:09:45,53.05448,0.87076,16306,8,4.38*C57B","G3ZGZ,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,PD3T",599,13:09:45,53.05448,0.87076,16306,8,4.38
"$$X0,598,13:09:33,53.05278,0.86890,16257,8,4.39*08FB","G3ZGZ,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH",598,13:09:33,53.05278,0.8689,16257,8,4.39
"$$X0,600,13:09:57,53.05603,0.87274,16358,8,4.38*528A","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH,PD3T",600,13:09:57,53.05603,0.87274,16358,8,4.38
"$$X0,601,13:10:09,53.05749,0.87482,16409,8,4.38*6142","M0UPU,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",601,13:10:09,53.05749,0.87482,16409,8,4.38
"$$X0,602,13:10:21,53.05884,0.87704,16464,8,4.38*2C70","G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",602,13:10:21,53.05884,0.87704,16464,8,4.38
"$$X0,603,13:10:33,53.06013,0.87947,16527,8,4.38*61ED","G3ZGZ,PE2G,2E0NRD,G0CXW,EDU001,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",603,13:10:33,53.06013,0.87947,16527,8,4.38
"$$X0,604,13:10:45,53.06142,0.88227,16584,8,4.38*0498","M0UPU,G3ZGZ,G8DHE,PE2G,2E0NRD,G0CXW,EDU001,MH,2E0KPI,F5APQ,G0HWW,G8KNN,G8FJG_1,PE1ANS,G0WXI,G6GZH,PD3T",604,13:10:45,53.06142,0.88227,16584,8,4.38
"$$X0,605,13:10:57,53.06271,0.88506,16629,8,4.38*A96D","G3ZGZ,G8DHE,PE2G,2E0NRD,amell,EDU001,MH,2E0KPI,M0UPU,G0HWW,G8KNN,G8FJG_1,PE1ANS,PC1PCL,G0WXI,G6GZH",605,13:10:57,53.06271,0.88506,16629,8,4.38
