_sentence,_receivers,sentence_id,time,latitude,longitude,altitude,speed,heading,satellites,temperature_internal,battery,current
"$$PI_SKY_PLUS,188,11:43:56,51.95028,-2.54454,00140,0,0,12,26.2,5.9,273*A7C2",M0RPI,188,11:43:56,51.95028,-2.54454,140,0,0,12,26.2,5.9,273.0
"$$PI_SKY_PLUS,189,11:44:08,51.95027,-2.54454,00140,0,0,12,26.1,6.1,109*AFC1",M0RPI,189,11:44:08,51.95027,-2.54454,140,0,0,12,26.1,6.1,109.0
"$$PI_SKY_PLUS,190,11:44:20,51.95027,-2.54454,00140,0,0,12,26.1,6.0,109*9F73",M0RPI,190,11:44:20,51.95027,-2.54454,140,0,0,12,26.1,6.0,109.0
"$$PI_SKY_PLUS,191,11:44:32,51.95027,-2.54454,00140,0,0,12,26.1,6.1,109*B9DB",M0RPI,191,11:44:32,51.95027,-2.54454,140,0,0,12,26.1,6.1,109.0
"$$PI_SKY_PLUS,192,11:44:44,51.95027,-2.54454,00140,0,0,12,26.1,6.1,109*BF57",M0RPI,192,11:44:44,51.95027,-2.54454,140,0,0,12,26.1,6.1,109.0
"$$PI_SKY_PLUS,193,11:44:57,51.95027,-2.54455,00140,0,0,12,26.1,6.1,109*F2EB",M0RPI,193,11:44:57,51.95027,-2.54455,140,0,0,12,26.1,6.1,109.0
"$$PI_SKY_PLUS,194,11:45:09,51.95027,-2.54455,00140,0,0,12,26.1,6.1,109*CF55",M0RPI,194,11:45:09,51.95027,-2.54455,140,0,0,12,26.1,6.1,109.0
"$$PI_SKY_PLUS,195,11:45:21,51.95028,-2.54455,00141,0,0,12,26.0,6.0,109*C355",M0RPI,195,11:45:21,51.95028,-2.54455,141,0,0,12,26.0,6.0,109.0
"$$PI_SKY_PLUS,197,11:45:45,51.95028,-2.54455,00141,0,0,12,26.0,6.1,109*E371",M0RPI,197,11:45:45,51.95028,-2.54455,141,0,0,12,26.0,6.1,109.0
"$$PI_SKY_PLUS,198,11:45:58,51.95028,-2.54455,00142,0,0,12,26.0,6.0,109*BC1A",M0RPI,198,11:45:58,51.95028,-2.54455,142,0,0,12,26.0,6.0,109.0
"$$PI_SKY_PLUS,199,11:46:10,51.95027,-2.54455,00141,0,0,12,25.9,6.0,232*A09C",M0RPI,199,11:46:10,51.95027,-2.54455,141,0,0,12,25.9,6.0,232.0
"$$PI_SKY_PLUS,200,11:46:22,51.95027,-2.54455,00141,0,0,12,25.9,6.1,109*07C6",M0RPI,200,11:46:22,51.95027,-2.54455,141,0,0,12,25.9,6.1,109.0
"$$PI_SKY_PLUS,201,11:46:34,51.95027,-2.54456,00141,0,0,12,25.9,6.0,109*7E2B",M0RPI,201,11:46:34,51.95027,-2.54456,141,0,0,12,25.9,6.0,109.0
"$$PI_SKY_PLUS,202,11:46:46,51.95027,-2.54456,00141,0,0,12,25.9,6.0,205*8094",M0RPI,202,11:46:46,51.95027,-2.54456,141,0,0,12,25.9,6.0,205.0
"$$PI_SKY_PLUS,203,11:46:59,51.95027,-2.54455,00141,0,0,12,25.9,6.1,109*7458",M0RPI,203,11:46:59,51.95027,-2.54455,141,0,0,12,25.9,6.1,109.0
"$$PI_SKY_PLUS,204,11:47:11,51.95027,-2.54455,00140,0,0,12,25.9,5.9,260*5411",M0RPI,204,11:47:11,51.95027,-2.54455,140,0,0,12,25.9,5.9,260.0
"$$PI_SKY_PLUS,205,11:47:23,51.95026,-2.54455,00140,0,0,12,25.8,6.0,109*4978",M0RPI,205,11:47:23,51.95026,-2.54455,140,0,0,12,25.8,6.0,109.0
"$$PI_SKY_PLUS,206,11:47:35,51.95026,-2.54456,00140,0,0,12,25.9,6.1,109*F359",M0RPI,206,11:47:35,51.95026,-2.54456,140,0,0,12,25.9,6.1,109.0
"$$PI_SKY_PLUS,207,11:47:47,51.95027,-2.54455,00140,0,0,12,25.8,6.0,109*EA4C",M0RPI,207,11:47:47,51.95027,-2.54455,140,0,0,12,25.8,6.0,109.0
"$$PI_SKY_PLUS,208,11:48:00,51.95027,-2.54455,00140,0,0,12,25.8,6.1,109*1AF0",M0RPI,208,11:48:00,51.95027,-2.54455,140,0,0,12,25.8,6.1,109.0
"$$PI_SKY_PLUS,209,11:48:12,51.95027,-2.54455,00140,0,0,12,25.8,6.1,109*9609",M0RPI,209,11:48:12,51.95027,-2.54455,140,0,0,12,25.8,6.1,109.0
"$$PI_SKY_PLUS,210,11:48:24,51.95027,-2.54455,00140,0,0,12,25.8,6.0,109*1714",M0RPI,210,11:48:24,51.95027,-2.54455,140,0,0,12,25.8,6.0,109.0
"$$PI_SKY_PLUS,211,11:48:36,51.95027,-2.54455,00140,0,0,12,25.8,6.1,109*31BC",M0RPI,211,11:48:36,51.95027,-2.54455,140,0,0,12,25.8,6.1,109.0
"$$PI_SKY_PLUS,212,11:48:48,51.95027,-2.54454,00139,0,0,12,25.8,6.0,109*4270",M0RPI,212,11:48:48,51.95027,-2.54454,139,0,0,12,25.8,6.0,109.0
"$$PI_SKY_PLUS,213,11:49:01,51.95027,-2.54455,00139,0,0,12,25.8,6.1,109*1D9A",M0RPI,213,11:49:01,51.95027,-2.54455,139,0,0,12,25.8,6.1,109.0
"$$PI_SKY_PLUS,214,11:49:04,51.95027,-2.54455,00139,0,0,12,25.7,6.0,109*7E05",M0RPI,214,11:49:04,51.95027,-2.54455,139,0,0,12,25.7,6.0,109.0
"$$PI_SKY_PLUS,215,11:49:16,51.95026,-2.54455,00139,0,0,12,25.7,6.0,219*B1DC",M0RPI,215,11:49:16,51.95026,-2.54455,139,0,0,12,25.7,6.0,219.0
"$$PI_SKY_PLUS,216,11:49:28,51.95027,-2.54455,00140,0,0,12,25.7,6.0,164*C6AA",M0RPI,216,11:49:28,51.95027,-2.54455,140,0,0,12,25.7,6.0,164.0
"$$PI_SKY_PLUS,217,11:49:40,51.95026,-2.54456,00140,0,0,12,25.7,5.9,260*26A7",M0RPI,217,11:49:40,51.95026,-2.54456,140,0,0,12,25.7,5.9,260.0
"$$PI_SKY_PLUS,218,11:49:53,51.95025,-2.54455,00139,0,0,12,25.7,6.1,109*5340",M0RPI,218,11:49:53,51.95025,-2.54455,139,0,0,12,25.7,6.1,109.0
"$$PI_SKY_PLUS,219,11:50:05,51.95025,-2.54456,00139,0,0,12,25.7,6.1,109*7330",M0RPI,219,11:50:05,51.95025,-2.54456,139,0,0,12,25.7,6.1,109.0
"$$PI_SKY_PLUS,220,11:50:17,51.95025,-2.54455,00139,0,0,12,25.6,5.9,232*8064",M0RPI,220,11:50:17,51.95025,-2.54455,139,0,0,12,25.6,5.9,232.0
"$$PI_SKY_PLUS,221,11:50:29,51.95026,-2.54456,00139,0,0,12,25.6,6.1,109*CFD1",M0RPI,221,11:50:29,51.95026,-2.54456,139,0,0,12,25.6,6.1,109.0
"$$PI_SKY_PLUS,222,11:50:41,51.95026,-2.54456,00140,0,0,12,25.6,6.0,109*D90A",M0RPI,222,11:50:41,51.95026,-2.54456,140,0,0,12,25.6,6.0,109.0
"$$PI_SKY_PLUS,223,11:50:54,51.95026,-2.54455,00139,0,0,12,25.6,6.0,109*6D5B",M0RPI,223,11:50:54,51.95026,-2.54455,139,0,0,12,25.6,6.0,109.0
"$$PI_SKY_PLUS,224,11:51:06,51.95025,-2.54455,00138,0,0,12,25.6,6.1,109*F5B0",M0RPI,224,11:51:06,51.95025,-2.54455,138,0,0,12,25.6,6.1,109.0
"$$PI_SKY_PLUS,225,11:51:18,51.95025,-2.54456,00138,0,0,12,25.6,6.0,109*4D83",M0RPI,225,11:51:18,51.95025,-2.54456,138,0,0,12,25.6,6.0,109.0
"$$PI_SKY_PLUS,226,11:51:30,51.95026,-2.54455,00139,0,0,12,25.6,6.1,109*42C8",M0RPI,226,11:51:30,51.95026,-2.54455,139,0,0,12,25.6,6.1,109.0
"$$PI_SKY_PLUS,227,11:51:42,51.95026,-2.54454,00140,0,0,12,25.5,6.0,150*FB42",M0RPI,227,11:51:42,51.95026,-2.54454,140,0,0,12,25.5,6.0,150.0
"$$PI_SKY_PLUS,228,11:51:55,51.95026,-2.54454,00140,0,0,12,25.5,6.1,109*DD77",M0RPI,228,11:51:55,51.95026,-2.54454,140,0,0,12,25.5,6.1,109.0
"$$PI_SKY_PLUS,229,11:52:07,51.95026,-2.54453,00140,0,0,12,25.5,6.1,109*9718",M0RPI,229,11:52:07,51.95026,-2.54453,140,0,0,12,25.5,6.1,109.0
"$$PI_SKY_PLUS,230,11:52:19,51.95026,-2.54453,00139,0,0,12,25.5,6.0,109*9DA1",M0RPI,230,11:52:19,51.95026,-2.54453,139,0,0,12,25.5,6.0,109.0
"$$PI_SKY_PLUS,232,11:52:43,51.95027,-2.54454,00139,0,0,12,25.4,6.0,205*D724",M0RPI,232,11:52:43,51.95027,-2.54454,139,0,0,12,25.4,6.0,205.0
"$$PI_SKY_PLUS,233,11:52:56,51.95027,-2.54453,00139,0,0,12,25.4,6.0,109*A598",M0RPI,233,11:52:56,51.95027,-2.54453,139,0,0,12,25.4,6.0,109.0
"$$PI_SKY_PLUS,234,11:53:08,51.95027,-2.54454,00139,0,0,12,25.4,6.0,178*7BA2",M0RPI,234,11:53:08,51.95027,-2.54454,139,0,0,12,25.4,6.0,178.0
"$$PI_SKY_PLUS,235,11:53:20,51.95027,-2.54454,00139,0,0,12,25.4,6.1,109*442F",M0RPI,235,11:53:20,51.95027,-2.54454,139,0,0,12,25.4,6.1,109.0
"$$PI_SKY_PLUS,236,11:53:32,51.95028,-2.54454,00140,0,0,12,25.4,5.9,260*D70E",M0RPI,236,11:53:32,51.95028,-2.54454,140,0,0,12,25.4,5.9,260.0
"$$PI_SKY_PLUS,237,11:53:44,51.95027,-2.54451,00139,0,0,12,25.4,6.0,109*24F5",M0RPI,237,11:53:44,51.95027,-2.54451,139,0,0,12,25.4,6.0,109.0
"$$PI_SKY_PLUS,238,11:53:56,51.95027,-2.54450,00139,0,0,12,25.4,6.1,109*CDB6",M0RPI,238,11:53:56,51.95027,-2.5445,139,0,0,12,25.4,6.1,109.0
"$$PI_SKY_PLUS,239,11:54:09,51.95027,-2.54451,00140,0,0,12,25.4,6.0,109*B780",M0RPI,239,11:54:09,51.95027,-2.54451,140,0,0,12,25.4,6.0,109.0
"$$PI_SKY_PLUS,240,11:54:21,51.95027,-2.54453,00141,0,0,12,25.3,6.1,109*171D",M0RPI,240,11:54:21,51.95027,-2.54453,141,0,0,12,25.3,6.1,109.0
"$$PI_SKY_PLUS,241,11:54:33,51.95028,-2.54452,00141,0,0,12,25.3,6.0,178*298B",M0RPI,241,11:54:33,51.95028,-2.54452,141,0,0,12,25.3,6.0,178.0
"$$PI_SKY_PLUS,242,11:54:45,51.95026,-2.54451,00138,0,0,12,25.3,6.0,109*3F1D",M0RPI,242,11:54:45,51.95026,-2.54451,138,0,0,12,25.3,6.0,109.0
"$$PI_SKY_PLUS,243,11:54:57,51.95026,-2.54452,00140,0,0,12,25.2,6.1,109*1363",M0RPI,243,11:54:57,51.95026,-2.54452,140,0,0,12,25.2,6.1,109.0
"$$PI_SKY_PLUS,244,11:55:10,51.95027,-2.54449,00139,0,0,12,25.2,6.0,109*AB6E",M0RPI,244,11:55:10,51.95027,-2.54449,139,0,0,12,25.2,6.0,109.0
"$$PI_SKY_PLUS,245,11:55:22,51.95026,-2.54449,00139,0,0,12,25.2,6.0,123*882D",M0RPI,245,11:55:22,51.95026,-2.54449,139,0,0,12,25.2,6.0,123.0
"$$PI_SKY_PLUS,246,11:55:34,51.95027,-2.54451,00139,0,0,12,25.2,5.9,246*399C",M0RPI,246,11:55:34,51.95027,-2.54451,139,0,0,12,25.2,5.9,246.0
"$$PI_SKY_PLUS,247,11:55:46,51.95028,-2.54452,00140,0,0,12,25.1,6.0,109*FE3C",M0RPI,247,11:55:46,51.95028,-2.54452,140,0,0,12,25.1,6.0,109.0
"$$PI_SKY_PLUS,248,11:55:49,51.95028,-2.54453,00140,0,0,12,25.1,6.0,109*60C5",M0RPI,248,11:55:49,51.95028,-2.54453,140,0,0,12,25.1,6.0,109.0
"$$PI_SKY_PLUS,249,11:56:01,51.95028,-2.54452,00142,0,0,12,25.1,6.0,205*A7AF",M0RPI,249,11:56:01,51.95028,-2.54452,142,0,0,12,25.1,6.0,205.0
"$$PI_SKY_PLUS,250,11:56:14,51.95028,-2.54452,00141,0,0,12,25.1,5.9,273*46E0",M0RPI,250,11:56:14,51.95028,-2.54452,141,0,0,12,25.1,5.9,273.0
"$$PI_SKY_PLUS,251,11:56:26,51.95029,-2.54452,00140,0,0,12,25.0,6.1,109*277C",M0RPI,251,11:56:26,51.95029,-2.54452,140,0,0,12,25.0,6.1,109.0
"$$PI_SKY_PLUS,252,11:56:38,51.95029,-2.54452,00139,0,0,12,24.9,6.0,109*9936",M0RPI,252,11:56:38,51.95029,-2.54452,139,0,0,12,24.9,6.0,109.0
"$$PI_SKY_PLUS,253,11:56:50,51.95028,-2.54451,00139,0,0,12,24.9,6.1,109*BA40",M0RPI,253,11:56:50,51.95028,-2.54451,139,0,0,12,24.9,6.1,109.0
"$$PI_SKY_PLUS,254,11:57:03,51.95027,-2.54451,00140,0,0,12,24.9,6.0,109*D7FA",M0RPI,254,11:57:03,51.95027,-2.54451,140,0,0,12,24.9,6.0,109.0
"$$PI_SKY_PLUS,255,11:57:15,51.95027,-2.54452,00140,0,0,12,24.8,6.1,109*4534",M0RPI,255,11:57:15,51.95027,-2.54452,140,0,0,12,24.8,6.1,109.0
"$$PI_SKY_PLUS,256,11:57:27,51.95027,-2.54452,00140,0,0,12,24.8,6.1,109*A0F1",M0RPI,256,11:57:27,51.95027,-2.54452,140,0,0,12,24.8,6.1,109.0
"$$PI_SKY_PLUS,257,11:57:39,51.95027,-2.54453,00142,0,0,12,24.8,6.0,109*89C3",M0RPI,257,11:57:39,51.95027,-2.54453,142,0,0,12,24.8,6.0,109.0
"$$PI_SKY_PLUS,258,11:57:51,51.95027,-2.54452,00141,0,0,12,24.8,6.1,109*1D8E",M0RPI,258,11:57:51,51.95027,-2.54452,141,0,0,12,24.8,6.1,109.0
"$$PI_SKY_PLUS,259,11:58:04,51.95028,-2.54452,00142,0,0,12,24.8,6.1,109*67A5",M0RPI,259,11:58:04,51.95028,-2.54452,142,0,0,12,24.8,6.1,109.0
"$$PI_SKY_PLUS,260,11:58:16,51.95028,-2.54452,00143,0,0,12,24.8,6.0,109*5818",M0RPI,260,11:58:16,51.95028,-2.54452,143,0,0,12,24.8,6.0,109.0
"$$PI_SKY_PLUS,261,11:58:28,51.95028,-2.54451,00141,0,0,12,24.7,6.0,205*B0EC",M0RPI,261,11:58:28,51.95028,-2.54451,141,0,0,12,24.7,6.0,205.0
"$$PI_SKY_PLUS,262,11:58:40,51.95027,-2.54450,00141,0,0,12,24.7,6.0,109*0E9B",M0RPI,262,11:58:40,51.95027,-2.5445,141,0,0,12,24.7,6.0,109.0
"$$PI_SKY_PLUS,263,11:58:52,51.95026,-2.54449,00139,0,0,12,24.7,6.0,191*D42E",M0RPI,263,11:58:52,51.95026,-2.54449,139,0,0,12,24.7,6.0,191.0
"$$PI_SKY_PLUS,264,11:59:05,51.95026,-2.54449,00139,0,0,12,24.6,6.0,178*A568",M0RPI,264,11:59:05,51.95026,-2.54449,139,0,0,12,24.6,6.0,178.0
"$$PI_SKY_PLUS,265,11:59:17,51.95026,-2.54451,00141,0,0,12,24.6,6.0,109*F1DC",M0RPI,265,11:59:17,51.95026,-2.54451,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,266,11:59:29,51.95026,-2.54451,00141,0,0,12,24.6,6.1,109*1F79",M0RPI,266,11:59:29,51.95026,-2.54451,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,267,11:59:41,51.95028,-2.54455,00142,0,0,12,24.6,6.0,109*BCE8",M0RPI,267,11:59:41,51.95028,-2.54455,142,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,268,11:59:53,51.95027,-2.54455,00143,0,0,12,24.6,6.0,109*BB84",M0RPI,268,11:59:53,51.95027,-2.54455,143,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,269,12:00:06,51.95026,-2.54453,00141,0,0,12,24.6,6.0,205*A459",M0RPI,269,12:00:06,51.95026,-2.54453,141,0,0,12,24.6,6.0,205.0
"$$PI_SKY_PLUS,270,12:00:18,51.95027,-2.54451,00141,0,0,12,24.6,6.0,109*9449",M0RPI,270,12:00:18,51.95027,-2.54451,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,271,12:00:30,51.95028,-2.54452,00139,0,0,12,24.6,5.9,287*ACF1",M0RPI,271,12:00:30,51.95028,-2.54452,139,0,0,12,24.6,5.9,287.0
"$$PI_SKY_PLUS,272,12:00:42,51.95028,-2.54453,00140,0,0,12,24.6,6.1,109*3FC5",M0RPI,272,12:00:42,51.95028,-2.54453,140,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,273,12:00:54,51.95028,-2.54454,00141,0,0,12,24.6,6.1,109*6C17",M0RPI,273,12:00:54,51.95028,-2.54454,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,274,12:01:07,51.95029,-2.54454,00141,0,0,12,24.6,6.0,109*A7AB",M0RPI,274,12:01:07,51.95029,-2.54454,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,275,12:01:19,51.95029,-2.54454,00142,0,0,12,24.6,6.1,109*4E09",M0RPI,275,12:01:19,51.95029,-2.54454,142,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,276,12:01:31,51.95029,-2.54454,00142,0,0,12,24.6,6.0,109*D0DD",M0RPI,276,12:01:31,51.95029,-2.54454,142,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,277,12:01:43,51.95029,-2.54455,00142,0,0,12,24.6,6.0,109*8B37",M0RPI,277,12:01:43,51.95029,-2.54455,142,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,278,12:01:55,51.95029,-2.54456,00142,0,0,12,24.6,6.1,109*2857",M0RPI,278,12:01:55,51.95029,-2.54456,142,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,279,12:02:08,51.95029,-2.54456,00141,0,0,12,24.6,6.0,109*0115",M0RPI,279,12:02:08,51.95029,-2.54456,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,280,12:02:10,51.95029,-2.54456,00141,0,0,12,24.6,6.0,109*95EB",M0RPI,280,12:02:10,51.95029,-2.54456,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,281,12:02:23,51.95029,-2.54457,00141,0,0,12,24.6,6.1,109*33D5",M0RPI,281,12:02:23,51.95029,-2.54457,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,282,12:02:35,51.95029,-2.54456,00141,0,0,12,24.6,6.1,109*E24A",M0RPI,282,12:02:35,51.95029,-2.54456,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,283,12:02:47,51.95029,-2.54456,00141,0,0,12,24.6,6.0,109*0697",M0RPI,283,12:02:47,51.95029,-2.54456,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,284,12:03:00,51.95028,-2.54456,00141,0,0,12,24.6,6.0,191*94FC",M0RPI,284,12:03:00,51.95028,-2.54456,141,0,0,12,24.6,6.0,191.0
"$$PI_SKY_PLUS,285,12:03:12,51.95028,-2.54456,00141,0,0,12,24.6,6.0,109*2395",M0RPI,285,12:03:12,51.95028,-2.54456,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,286,12:03:24,51.95028,-2.54456,00141,0,0,12,24.6,6.0,109*A6BF",M0RPI,286,12:03:24,51.95028,-2.54456,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,287,12:03:36,51.95028,-2.54455,00141,0,0,12,24.6,6.0,205*8D30",M0RPI,287,12:03:36,51.95028,-2.54455,141,0,0,12,24.6,6.0,205.0
"$$PI_SKY_PLUS,288,12:03:48,51.95028,-2.54455,00141,0,0,12,24.6,6.1,109*8A8D",M0RPI,288,12:03:48,51.95028,-2.54455,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,289,12:04:01,51.95027,-2.54455,00140,0,0,12,24.6,6.0,109*CF1D",M0RPI,289,12:04:01,51.95027,-2.54455,140,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,290,12:04:13,51.95027,-2.54454,00140,0,0,12,24.6,6.1,109*7A5A",M0RPI,290,12:04:13,51.95027,-2.54454,140,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,291,12:04:25,51.95027,-2.54453,00140,0,0,12,24.6,6.1,109*BDAD",M0RPI,291,12:04:25,51.95027,-2.54453,140,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,292,12:04:37,51.95026,-2.54453,00141,0,0,12,24.6,6.0,109*4F5D",M0RPI,292,12:04:37,51.95026,-2.54453,141,0,0,12,24.6,6.0,109.0
"$$PI_SKY_PLUS,293,12:04:49,51.95026,-2.54453,00141,0,0,12,24.6,6.1,109*0AB1",M0RPI,293,12:04:49,51.95026,-2.54453,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,294,12:05:02,51.95026,-2.54453,00141,0,0,12,24.5,6.0,109*AC2F",M0RPI,294,12:05:02,51.95026,-2.54453,141,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,295,12:05:14,51.95025,-2.54452,00141,0,0,12,24.5,6.0,109*2E9C",M0RPI,295,12:05:14,51.95025,-2.54452,141,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,296,12:05:26,51.95025,-2.54453,00141,0,0,12,24.6,6.1,109*592A",M0RPI,296,12:05:26,51.95025,-2.54453,141,0,0,12,24.6,6.1,109.0
"$$PI_SKY_PLUS,297,12:05:38,51.95025,-2.54453,00141,0,0,12,24.5,6.0,109*F3F7",M0RPI,297,12:05:38,51.95025,-2.54453,141,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,298,12:05:50,51.95026,-2.54453,00141,0,0,12,24.5,6.0,232*701D",M0RPI,298,12:05:50,51.95026,-2.54453,141,0,0,12,24.5,6.0,232.0
"$$PI_SKY_PLUS,299,12:06:03,51.95025,-2.54453,00140,0,0,12,24.5,6.1,109*3D6F",M0RPI,299,12:06:03,51.95025,-2.54453,140,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,300,12:06:15,51.95025,-2.54453,00140,0,0,12,24.5,6.0,109*85EF",M0RPI,300,12:06:15,51.95025,-2.54453,140,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,301,12:06:27,51.95025,-2.54453,00139,0,0,12,24.5,6.0,246*2717",M0RPI,301,12:06:27,51.95025,-2.54453,139,0,0,12,24.5,6.0,246.0
"$$PI_SKY_PLUS,302,12:06:39,51.95025,-2.54453,00139,0,0,12,24.5,6.1,109*EC1A",M0RPI,302,12:06:39,51.95025,-2.54453,139,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,303,12:06:51,51.95026,-2.54453,00139,0,0,12,24.5,5.9,273*B337",M0RPI,303,12:06:51,51.95026,-2.54453,139,0,0,12,24.5,5.9,273.0
"$$PI_SKY_PLUS,304,12:07:04,51.95025,-2.54452,00137,0,0,12,24.5,6.0,109*4FC5",M0RPI,304,12:07:04,51.95025,-2.54452,137,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,305,12:07:16,51.95026,-2.54452,00137,0,0,12,24.5,6.1,109*12AE",M0RPI,305,12:07:16,51.95026,-2.54452,137,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,306,12:07:28,51.95026,-2.54452,00137,0,0,12,24.5,6.0,109*FC0B",M0RPI,306,12:07:28,51.95026,-2.54452,137,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,307,12:07:40,51.95026,-2.54452,00137,0,0,12,24.5,6.1,109*C996",M0RPI,307,12:07:40,51.95026,-2.54452,137,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,308,12:07:43,51.95026,-2.54452,00137,0,0,12,24.5,6.0,109*4969",M0RPI,308,12:07:43,51.95026,-2.54452,137,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,309,12:07:55,51.95026,-2.54452,00137,0,0,12,24.5,6.1,109*0F2E",M0RPI,309,12:07:55,51.95026,-2.54452,137,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,310,12:08:08,51.95026,-2.54452,00137,0,0,12,24.5,6.0,109*72D6",M0RPI,310,12:08:08,51.95026,-2.54452,137,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,311,12:08:20,51.95026,-2.54452,00137,0,0,12,24.5,6.0,109*6EBC",M0RPI,311,12:08:20,51.95026,-2.54452,137,0,0,12,24.5,6.0,109.0
"$$PI_SKY_PLUS,312,12:08:32,51.95027,-2.54452,00138,0,0,12,24.4,6.0,109*CE3E",M0RPI,312,12:08:32,51.95027,-2.54452,138,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,313,12:08:44,51.95027,-2.54453,00138,0,0,12,24.5,6.1,109*B449",M0RPI,313,12:08:44,51.95027,-2.54453,138,0,0,12,24.5,6.1,109.0
"$$PI_SKY_PLUS,314,12:08:56,51.95027,-2.54453,00138,0,0,12,24.5,6.0,178*6266",M0RPI,314,12:08:56,51.95027,-2.54453,138,0,0,12,24.5,6.0,178.0
"$$PI_SKY_PLUS,315,12:09:09,51.95026,-2.54452,00137,0,0,12,24.4,6.0,109*6A8E",M0RPI,315,12:09:09,51.95026,-2.54452,137,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,316,12:09:21,51.95026,-2.54452,00137,0,0,12,24.5,6.0,191*8EB8",M0RPI,316,12:09:21,51.95026,-2.54452,137,0,0,12,24.5,6.0,191.0
"$$PI_SKY_PLUS,317,12:09:33,51.95026,-2.54451,00137,0,0,12,24.4,6.0,109*ED58",M0RPI,317,12:09:33,51.95026,-2.54451,137,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,318,12:09:45,51.95026,-2.54451,00137,0,0,12,24.4,6.0,109*19B6",M0RPI,318,12:09:45,51.95026,-2.54451,137,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,319,12:09:57,51.95025,-2.54452,00137,0,0,12,24.4,6.1,109*7B77",M0RPI,319,12:09:57,51.95025,-2.54452,137,0,0,12,24.4,6.1,109.0
"$$PI_SKY_PLUS,320,12:10:09,51.95025,-2.54451,00137,0,0,12,24.4,6.0,109*FC6B",M0RPI,320,12:10:09,51.95025,-2.54451,137,0,0,12,24.4,6.0,109.0
"$$PI_SKY_PLUS,321,12:10:22,51.95025,-2.54451,00136,0,0,12,24.5,6.0,205*2A4C",M0RPI,321,12:10:22,51.95025,-2.54451,136,0,0,12,24.5,6.0,205.0
"$$PI_SKY_PLUS,322,12:10:34,51.95025,-2.54451,00136,0,0,12,24.4,5.9,232*50DC",M0RPI,322,12:10:34,51.95025,-2.54451,136,0,0,12,24.4,5.9,232.0
"$$PI_SKY_PLUS,323,12:10:46,51.95025,-2.54451,00137,0,0,12,24.4,6.1,109*AC61",M0RPI,323,12:10:46,51.95025,-2.54451,137,0,0,12,24.4,6.1,109.0
"$$PI_SKY_PLUS,324,12:10:58,51.95025,-2.54453,00138,0,0,12,24.4,6.0,205*262F",M0RPI,324,12:10:58,51.95025,-2.54453,138,0,0,12,24.4,6.0,205.0
"$$PI_SKY_PLUS,325,12:11:01,51.95025,-2.54453,00138,0,0,12,24.4,6.0,205*6E0B",M0RPI,325,12:11:01,51.95025,-2.54453,138,0,0,12,24.4,6.0,205.0
